公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得透過其他綜合損益按公允價值衡量之金融資產,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 取得無活絡市場之債券投資,　　 取得不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 發行公司債,　　 舉借長期借款,　　 存入保證金減少,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 利息費用,　　　　 非金融資產減損迴轉利益,　　　　 買回應付公司債損失（利益）,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 預付費用（增加）減少,　　　　　 預收款項增加（減少）,　　　　　 應計退休金負債增加（減少）,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分不動產、廠房及設備,　　 其他金融資產減少,　　 其他非流動資產減少,　　 預付設備款增加,　　 償還長期借款,　　 員工執行認股權,　　　　 除列按攤銷後成本衡量金融資產淨損失（利益）,　 營業活動之現金流量－直接法,　　 營業活動之收現類別,　　　 營業活動之收現類別合計,　　 處分以成本衡量之金融資產,　　 償還公司債,　　 發放現金股利,　　 支付之股利,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產
3047,2014年01月01日至2014年03月31日,,79753,-38,79715,,,20293,1770,133,-4497,-1907,762,1207,,-827,37547,,,3451.0,-34596,-78265,-114663,,-7559,-249706,,,207347,47692,,21679,276940,27234,64781,144496,1907,-490,-5366,140547,,,,,-79807,-3077,-976,,-78425,,13000,0,,0,0,,33749,14657,110528,1545341,1655869,1655869,3128.0,17485.0,,,-18074.0,,222.0,,,2377.0,2564.0,0.0,2053.0,-422.0,21171.0,,,,,,,,,-1559.0,
3047,2013年01月01日至2013年12月31日,,258368,-13471,244897,,,84723,6167,22771,6608,-7654,4530,1695,-774.0,-47018,104442,,,6249.0,-12166,27349,120629,,-40484,157312,,,-78397,15744,,1615,-65606,91706,196148,441045,7654,-4570,-37125,384466,,,,,-59362,9568,-14837,,70173,,-191305,395000,0.0,-325,30054,,39447,-4325,489761,1055580,1545341,1545341,15894.0,4689.0,12811.0,,55735.0,-6220.0,1652.0,,,2721.0,140050.0,-7070.0,-1474.0,-1673.0,10163.0,,,,,11562.0,-202467.0,,-22538.0,-10985.0,0.0
3047,2013年01月01日至2013年09月30日,,179808,-12701,167107,,,59090,6470,27062,-214,-3289,3398,352,,-18468,100661,,,-15003.0,-31429,78459,177654,,1089,202047,,,-240185,24091,,-2799,-221775,-19728,80933,248040,3289,-3772,-16907,230650,,,,,-40015,-2166,-4927,,108458,,-201305,395000,0.0,-325,31569,,4284,3288,346680,1055580,1402260,1402260,12477.0,1746.0,12811.0,0.0,-8723.0,-4320.0,1438.0,,,2047.0,140530.0,-3562.0,4989.0,-1251.0,5601.0,-774.0,,,230650.0,11562.0,-202467.0,-22538.0,,,
3047,2013年01月01日至2013年06月30日,,147335,-12562,134773,,,41661,2521,26658,-8949,-2430,2265,1731,,-13220,74878,,,,-84511,29794,23533,,-4632,-75864,,,-106468,35039,,5325,-67039,-142903,-68025,66748,2430,-2799,-13282,53097,,,,,-23622,2478,0,,41761,,-130779,395000,0.0,-324,28795,,293469,26405,414732,1025139,1439871,1439871,8886.0,2981.0,12774.0,-22034.0,-18014.0,-1465.0,530.0,0.0,0.0,0.0,67884.0,-11168.0,6189.0,-833.0,1610.0,,,,,,,,,,
3047,2013年01月01日至2013年03月31日,,78517,-64,78453,,,19659,2033,245,-8557,-793,1133,316,0.0,13836,27872,,,3059.0,-49791,18107,-176,-11541.0,-16704,-57046,,2136.0,-88557,21807,-6423.0,798,-70239,-127285,-99413,-20960,948,-1529,861,-20680,,-5000.0,0.0,-77466.0,-12196,-3286,-1298,-4405.0,-103651,,-22055,400000,-415.0,-325,32000,-5370.0,403835,19114,298618,1025139,1323757,1323757,,,,,,,,,,,,,,,,,,,,,,,,,
3047,2012年01月01日至2012年12月31日,,296160,-883,295277,,,90260,9302,22776,7058,-4203,6113,-50627,-1461.0,-10731,54960,,,6988.0,260588,-71043,51625,,23684,279035,,,-52877,-29961,,16927,-69146,209889,264849,560126,4203,-15228,-26858,522243,,,,,-85890,15202,-3109,,78606,,-456416,0,39500.0,-2737,5135,,-413634,-31348,155867,899713,1055580,1055580,23504.0,-37031.0,0.0,,7193.0,-4601.0,1366.0,,,195054.0,-55974.0,128.0,-1942.0,-1034.0,1918.0,,,,,0.0,0.0,,0.0,-29000.0,44137.0
3047,2012年01月01日至2012年09月30日,,231075,-5708,225367,,,70756,8819,28478,2781,-2325,4584,-53728,,8310,116613,,,1701.0,94726,-71376,14915,,40765,69155,,,18088,-30095,,14643,-1806,67349,183962,409329,2325,-10585,-26555,374514,,,,,-84252,-931,0,,98061,,-490225,0,39500.0,-2418,13277,,-438760,-17328,16487,899713,916200,916200,16454.0,32484.0,0.0,15952.0,-27528.0,-7676.0,3234.0,,,194928.0,-13453.0,11.0,1758.0,-620.0,1726.0,0.0,,,374514.0,0.0,0.0,0.0,,,
3047,2012年01月01日至2012年06月30日,,179558,-6653,172905,,,40237,14022,10528,1482,-1503,3056,6316,,3142,94492,,,,65671,11197,12694,,23807,97727,,,155101,-69566,,9876,90345,188072,282564,455469,1503,-7533,-22935,426504,,,,,-62769,-481,-7755,,-67310,,-192413,0,39292.0,-2550,11832,,-143839,-7567,207788,899713,1107501,1107501,11980.0,5232.0,0.0,1282.0,-16924.0,-9293.0,4227.0,-6000.0,6916.0,2237.0,-998.0,2445.0,-905.0,0.0,0.0,,,,,,,,,,
3047,2012年01月01日至2012年03月31日,,54537,10935,65472,,,23491,3564,-3535,-902,-489,396,5069,-23.0,-12512,15059,,,6312.0,107231,-33901,141513,-2234.0,12737,231658,,-306.0,-58896,-60832,3562.0,3023,-113449,118209,133268,198740,392,-4298,-879,193955,,0.0,6665.0,-57473.0,-5291,-4716,-2118,302.0,-62631,,-162131,0,-208.0,-332,739,2458.0,-159474,-10587,-38737,899713,860976,860976,,,,,,,,,,,,,,,,,,,,,,,,,
