公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 存入保證金增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他非流動資產增加,　　 發行公司債,　　　　 股利收入,　　 收取之股利,　　 發放現金股利
2462,2013年01月01日至2013年09月30日,,189211,189211,,,45805,834,3387,226,6361,-3106,3815,0,0,445,1307,56184,,,-3056,4995,93365,-7042,31654,2373,3240,,125529,,2552,-5286,-107325,-15432,15402,0,6561,-28,-103556,21973,78157,267368,3106,-1188,-59584,212592,,-20243,3070,-2778,-2252,-827,-23286,,396500,-173000,180,5478,-50338,144446,543872,688318,688318,-256.0,0.0,-2890.0,2890.0,-218202.0
2462,2013年01月01日至2013年06月30日,,105692,105692,,,31039,559,-1403,4116,4076,-2118,3994,1936,0,348,-3136,39411,,,-1154,106,159876,-2058,49373,-53915,3414,,155642,,1308,-4504,-145106,-11898,-4070,0,-901,-71,-165242,-9600,29811,135503,2118,-636,-49995,86990,,-14516,267,-2864,0,-579,-18008,,90000,-133000,204,-42796,-19914,6272,543872,550144,550144,-316.0,0.0,,,
2462,2013年01月01日至2013年03月31日,,61862,61862,,,14322,278,-895,2275,2058,-1172,1081,-162,0,348,-24853,-6720,,,-807,-684,154943,5248,4202,-54223,2610,-3002.0,108287,,-1920,-4891,-29260,-5906,4909,0,-8084,-29,-45181,63106,56386,118248,1172,-341,-3912,115167,,-6819,90,-1623,85,-542,-8809,,0,-33000,193,-32807,9585,83136,543872,627008,627008,,,,,
2462,2012年01月01日至2012年09月30日,,319241,319241,,,45665,589,-643,-6394,4881,-441,-5738,-168,-1110,0,2704,37613,,,-4564,3777,4397,-1307,42314,-981,-2102,,41534,,-3160,4760,-121696,-6952,17659,0,29795,-44,-79638,-38104,-491,318750,441,-2677,-58599,259647,,-38073,0,-859,0,-1427,-49716,,963032,-1208943,-78,-53471,11588,168048,380282,548330,548330,-9357.0,400000.0,-1732.0,1732.0,-207482.0
2462,2012年01月01日至2012年06月30日,,221028,221028,,,29620,402,-650,65,2960,-886,-1795,20,-1102,0,-661,27973,,,-4671,4425,34405,-13345,30946,-33770,-3814,,14176,,-980,8499,-102860,-6598,22646,0,-4113,-898,-84304,-70128,-42155,178873,886,-2475,-37482,139802,,-24951,0,-450,0,-3660,-29283,,780033,-1198022,430,-17559,8031,100991,380282,481273,481273,-222.0,400000.0,,,
2462,2012年01月01日至2012年03月31日,,99484,99484,,,13779,198,-657,-11119,1286,-216,-1842,110,-898,0,447,1088,,,1058,5364,108623,-4228,45188,-16476,-399,-454.0,138676,,0,-73,-130247,-6812,-8077,0,-8822,41,-153990,-15314,-14226,85258,216,-1286,-24,84164,,-11175,931,-610,-95,-674,-11623,,385997,-356000,-97,29900,20499,122940,380282,503222,503222,,,,,
