公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付建造合約款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得持有至到期日金融資產,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 其他金融資產減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 其他金融負債減少,　　 其他非流動負債增加,　　 發放現金股利,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　　　　 應計退休金負債增加（減少）,　　 處分不動產、廠房及設備,　　　　　 避險之衍生金融負債增加（減少）,　　　　　 應付建造合約款（增加）減少,　　 其他金融資產增加,　　　　　 生物資產（增加）減少,　　　　　 應付帳款－關係人增加（減少）
2208,2015年01月01日至2015年09月30日,,346797,346797,,,436520,11247,-6329,3273,9801,-4246,522.0,3023,0.0,453811.0,,,0.0,210,210195,-548,7272357,-34161,-33831,-79243,298848,-299.0,7633528,,-38022.0,0.0,76666.0,-283534,-1503023.0,-73077,-32709,132832.0,0.0,19917.0,746747,-954203,6679325,7133136,7479933,4246,-9801,-372222,7102156,,0.0,0.0,-322365,-398710,414905,-12129.0,0,-85.0,-318384,,-3327435.0,0,-999599.0,0.0,0.0,130750,-123524,-45000.0,148,-371783.0,-3778.0,-4740221,2043551,344342,2387893,2387893,0,,,,,,,,,
2208,2015年01月01日至2015年06月30日,,246827,246827,,,285417,7554,-3341,-8796,9201,-2584,404.0,2894,0.0,290749.0,,,,210,79202,-20729,7267373,-30629,-41591,-287664,304587,-693.0,7270066,,-24836.0,0.0,281049.0,-397374,-1599806.0,-135502,-51088,10467.0,,13278.0,0,-1903812,5366254,5657003,5903830,2584,-9201,-370607,5526606,,,,-202579,-266928,246785,-1748.0,0,,-224470,,,-2831299,,-999599.0,0.0,84731,-86281,,-368,,-3778.0,-3836594,1465542,344342,1809884,1809884,0,,,,,,,,,
2208,2015年01月01日至2015年03月31日,,155934,155934,,,139721,3931,-3693,-4061,7068,-1635,284.0,2293,0.0,143908.0,,,,210,-726586,6558,3774516,-28365,-20942,-242416,309284,-852.0,3071407,,-29031.0,143926.0,,-363623,-734421.0,-275963,-14965,7544.0,,6639.0,0,-1259894,1811513,1955421,2111355,1635,-7068,0,2105922,,,,-96030,-97425,93415,0.0,0,,-100040,,,-1845966,,-350267.0,,45763,-44484,0.0,127,,,-2194827,-188945,344342,155397,155397,0,,,,,,,,,
2208,2014年度,,529515,529515,,,535703,16443,-4166,34578,14550,-10581,93.0,4365,35046.0,,,,0.0,630,-25726,-14686,-3447947,-90952,96365,37900,-190725,98481.0,-3536660,,-8167.0,-441434.0,,454143,803850.0,-228528,-2111,-37030.0,0.0,,-940732,-353930,-3890590,-3264559,-2735044,10581,-14550,-98111,-2837124,,0.0,-4000.0,-1401741,-405864,401686,-23911.0,1341960,0.0,-91870,,2712154.0,0,999599.0,,-142857.0,129373,-130659,-43500.0,1523,-378564.0,,3147069,218075,126267,344342,344342,0,,626031.0,46079.0,0.0,,,,,
2208,2014年01月01日至2014年09月30日,,284275,284275,,,398914,12158,-1889,1532,6588,-9468,0.0,2350,35046.0,445231.0,,,0.0,630,-274791,-5662,419333,-30272,37126,-325647,18791,97111.0,-63381,,-8167.0,228.0,-233267.0,114531,288801.0,-493929,1345,-20213.0,0.0,34560.0,-500732,-816843,-880224,-434993,-150718,9468,-6588,-97142,-244980,,0.0,-4000.0,-881054,-279842,284924,-21981.0,30000,0.0,-871953,,457984.0,0,1099448.0,0.0,-71428.0,113174,-117850,-43500.0,1451,-371783.0,-6781.0,1060715,-56218,126267,70049,70049,0,,,,,,,,,
2208,2014年01月01日至2014年06月30日,,152280,152280,,,266298,7582,-2601,-481,4503,-6080,0.0,2160,35046.0,306427.0,,,,485,22450,-17554,1352059,-36757,48439,-285153,-285899,99389.0,897459,,-17586.0,21.0,-313530.0,-35834,590255.0,-595959,13810,-18462.0,,23040.0,-187154,-541399,356060,662487,814767,6080,-4503,-33856,782488,,,,-663212,-134269,121877,-15327.0,30000,,-660931,,,-28065,,0.0,-71429.0,85878,-87395,,280,,0.0,-100731,20826,126267,147093,147093,0,,,,,,,,,
2208,2014年01月01日至2014年03月31日,,54657,54657,,,133411,3351,-2167,27025,2868,-2786,0.0,161,35046.0,196909.0,,,,440,49491,1198,1455234,-136386,25941,-185246,-363825,99282.0,946129,,-10362.0,-115062.0,,150973,888671.0,-635552,8076,-15820.0,,11520.0,-313577,-31133,914996,1111905,1166562,2786,-2868,-298,1166182,,,,-324738,-63733,66907,-19.0,30000,,-291583,,,-256869,,0.0,,47805,-47044,0.0,4911,,,-251197,623402,126267,749669,749669,0,,,,,,,,,
2208,2013年度,,502403,502403,,,523406,36240,7048,-871,6542,-21112,0.0,-13763,0.0,,,,0.0,648,386826,22360,-3061535,81341,227798,103230,-248759,-98670.0,-2586761,,10520.0,54406.0,,142836,-917760.0,84281,-30587,41749.0,0.0,,97249,-502426,-3089187,-2551697,-2049294,21112,-6542,-274722,-2309446,,0.0,0.0,-656698,-248502,238259,-14358.0,-41960,0.0,-686992,,449450.0,0,0.0,,-142857.0,150027,-134537,-220000.0,1803,-594852.0,,-490966,-3487404,3613671,126267,126267,0,,537490.0,14880.0,36267.0,,,,,
2208,2013年01月01日至2013年12月31日,,502403,502403,,,523406,36240,7048,-871,6542,-21112,,-13763,0.0,,,,10520.0,648,386826,22360,-3061535,81341,227798,103230,-248759,-98670.0,-2576241,,,,54406.0,142836,,84281,-30587,41749.0,,,97249,-512946,-3089187,-2551697,-2049294,21112,-6542,-274722,-2309446,,0.0,,-656698,-248502,238259,-14358.0,0,0.0,-686992,,449450.0,0,,,-142857.0,150027,-134537,-220000.0,1803,-594852.0,,-490966,-3487404,3613671,126267,126267,0,,537490.0,14880.0,36267.0,,-917760.0,-41960.0,,
2208,2013年01月01日至2013年09月30日,,449517,449517,,,392139,26390,7342,-9120,5219,-16793,,6147,0.0,,,,-2221.0,1488,314803,13629,-761897,-36656,35000,-54224,-414572,-1415.0,-906065,,0.0,0.0,-23881.0,82952,-1136057.0,-343664,-27901,51232.0,0.0,,724403,-665242,-1571307,-1159983,-710466,16793,-5219,-272437,-971329,,0.0,0.0,-420270,-201083,187699,-2243.0,0,0.0,-435897,,246168.0,0,0.0,,-71428.0,115857,-110844,-150000.0,1787,-594852.0,,-563312,-1970538,3613671,1643133,1643133,0,,411324.0,7674.0,,,,,,
2208,2013年01月01日至2013年06月30日,,392588,392588,,,261783,17772,8229,8850,3607,-11543,,5642,0.0,,,,,633,246137,1647,553863,-32343,-73424,236096,-227569,-1349.0,703691,,,48145.0,,-102702,-270888.0,-265374,-8545,34258.0,0.0,,-843483,-1414912,-711221,-416881,-24293,11543,-3607,-209336,-225693,,0.0,,-294849,-90523,83109,0.0,0,0.0,-302263,,111840.0,0,,,-71428.0,76429,-78805,-150000.0,-173,0.0,,-112137,-640093,3613671,2973578,2973578,0,,294340.0,254.0,,-6577.0,,,,
2208,2013年01月01日至2013年03月31日,,214897,214897,,,130641,8824,8277,11030,1509,-4938,,611,0.0,,,,,1488,230023,7712,-1935953,-12134,64624,270947,-2215,-1491.0,-1376999,,-3726.0,-186258.0,,-58339,-407612.0,-407794,-3747,4349.0,1896.0,,-543444,-1588919,-2965918,-2809964,-2595067,4938,-1509,-521,-2592159,,0.0,,-197613,-22494,20710,0.0,0,-11743.0,-211140,,326732.0,0,,,0.0,46726,-55081,-150000.0,1964,0.0,,170341,-2632958,3613671,980713,980713,0,,155954.0,15756.0,,,,,,
2208,2012年01月01日至2012年12月31日,,841383,841383,,,519369,45965,-7992,-13543,18686,-11392,,2748,-1339.0,,,,12321.0,-39,-119213,32024,2772115,649848,-308264,416266,474609,6573.0,3936240,,,,-56519.0,-131139,,-351616,-13600,-64079.0,,,-919563,-393962,3542278,4094780,4936163,11392,-18686,-363120,4565749,,-99000.0,,-268237,-171452,176540,-11497.0,10498,-2220.0,-365368,,0.0,-1122580,,,-142857.0,150231,-147329,0.0,1912,-721907.0,,-1982530,2217851,1395820,3613671,3613671,0,,552502.0,33414.0,0.0,,1109140.0,0.0,,
2208,2012年01月01日至2012年09月30日,,735009,735009,,,390242,34201,-2147,-6821,15857,-8081,,2679,-1339.0,,,,-3579.0,1449,-234580,26645,-873963,638343,-15366,146473,315637,,1059,,,,-152435.0,-2669,,-593242,698,-50727.0,,,-377202,-803400,-802341,-377750,357259,8081,-15857,-340912,8571,,-99000.0,,-188949,-141800,149689,-5442.0,8330,-2121.0,-279293,,0.0,-179081,,,-71428.0,110443,-114929,0.0,2139,-721907.0,,-974763,-1245485,1395820,150335,150335,0,,424591.0,25747.0,,,346430.0,,,
2208,2012年01月01日至2012年06月30日,,502155,502155,,,260308,22570,0,3610,22827,-5239,,2063,-1339.0,,,,,1060,-10682,20810,-727513,455346,3355,292689,217884,0.0,252949,,-3578.0,,-23277.0,-49843,,-687509,14870,,-64732.0,,165161,-796432,-543483,-238683,263472,5239,-22827,-294805,-48921,,-99000.0,,-160098,-62465,57516,-4063.0,3358,-707.0,-265459,,0.0,-837920,,,-71428.0,77597,-80467,0.0,237,,,-911981,-1226361,1395820,169459,169459,0,,304800.0,17966.0,,0.0,-165490.0,,0.0,0.0
2208,2012年01月01日至2012年03月31日,,229616,229616,,,123397,17450,0,-12889,9991,-2502,,751,,,,,,1449,8638,48372,-2449457,654876,1023,25057,-485113,0.0,-2195155,,0.0,,-12747.0,-140498,,-390343,-4010,,-26612.0,,-52077,-1451910,-3647065,-3510867,-3281251,2502,-9991,-93,-3288833,,-99000.0,,-71811,-35887,36099,,6503,-1103.0,-165199,,2192198.0,0,,,,41285,-44529,0.0,348,,,2189302,-1264730,1395820,131090,131090,0,,136198.0,8965.0,,0.0,-834588.0,,0.0,0.0
