公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 買回應付公司債損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 生物資產（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得無活絡市場之債券投資,　　 處分持有至到期日金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 預收款項增加－處分資產,　　 預收款項減少－處分資產,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 收取之利息,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 償還公司債,　　 舉借長期借款,　　 償還長期借款,　　 支付之利息,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 金融資產減損損失,　　 存入保證金增加,　　 存入保證金減少,　　 其他非流動負債增加,　　 其他非流動負債減少,　　 發放現金股利,　　　　 非金融資產減損損失,　　 現金增資,　　 處分子公司股權（未喪失控制力）
2913,2013年01月01日至2013年12月31日,,968641,968641,,,75480,4856,,-2029,74680,-10337,-870773,-156,0,-728279,,,-1853,-75439,46323,2,-27157,-25009,250537,-478,91111,25498,,283535,,-74527,-1784.0,82255,0,3469,80012,-75469,-6771,-3043,,4142,287677,-440602,528039,-20476,507563,,-80000,,-11000,1882,0,-524201,,,,0.0,41047,-688,-21866,1523901,-64406,0.0,9578,0.0,874247,,,-51198,,-199251,0,448331,-724063,-58054,-28332,-1352477,,29333,99081,128414,128414,0.0,0.0,-370576.0,0.0,-451547.0,0.0,0.0,0.0,82213.0
2913,2013年01月01日至2013年09月30日,,655840,655840,,,59123,4597,,-2035,59707,-3475,-548082,-159,0,-430324,,,-847,-28979,-9000,2,-34912,25613,637,-4112,-27666,-2655,-6663.0,-88582,,-70732,0.0,68523,-1784,11296,58899,21660,-1400,-2779,,83683,-4899,-435223,220617,-20018,200599,,-80000,0.0,-11000,0,66450,-270157,675.0,,,,39859,-556,-19610,1034245,-38894,,3369,,724381,,64482.0,0,90226.0,0,0,252000,-559077,-44966,-26988,-918126,0.0,6854,99081,105935,105935,0.0,0.0,-330256.0,0.0,-363547.0,0.0,,,
2913,2013年01月01日至2013年06月30日,,480776,480776,,,38936,2750,-754.0,-2038,40461,-1976,-430605,0,0,-353226,,,-3030,-9136,13553,1,4139,32633,-24337,3847,-25163,-1954,-4828.0,-14275,,-55485,,-28523,-1784,-3346,54856,26682,336,-1548,,-8812,-23087,-376313,104463,-14039,90424,,-89118,0.0,-11000,0,60600,-129620,676.0,,,,38726,-647,-24367,804836,-15909,,1964,,636141,,166695.0,0,,-142775,0,252000,-397607,-30961,3856,-703908,0.0,22657,99081,121738,121738,0.0,0.0,-219873.0,0.0,-335243.0,,,,
2913,2013年01月01日至2013年03月31日,,309087,309087,,,19341,1307,-2188.0,-1922,21023,-1841,-299367,0,0,-263647,,,0,-10824,13717,-2,5194,8018,-17391,5981,-7544,12734,-4090.0,5793,,-70060,0.0,-47755,-1784,1567,49622,24039,-1058,-776,0.0,-46205,-40412,-304059,5028,472,5500,,-80000,0.0,-11000,0,31200,-33452,657.0,0.0,-173529.0,0.0,38408,-259,-1200,421822,-15942,0.0,1833,-119465.0,59073,,103694.0,0,7209.0,0,0,0,-125649,-16259,3856,-27149,0.0,37424,99081,136505,136505,,,,,,,,,
2913,2012年01月01日至2012年12月31日,,750352,750352,,,52599,4088,,-8543,48310,-847,-595052,-41537,-303,-532400,,,6510,-2791,-5437,103,137946,-14064,68707,-20416,680275,1140,,851973,,-50164,-4430.0,-64236,15720,12014,-351499,99270,28091,-3044,,-318278,533695,1295,751647,-1837,749810,,0,,-282,16416,-4363,-234319,,,,-16621.0,0,-1210,-4664492,1024881,0,31900.0,844,7177.0,-3840069,,,-166145,,-240397,-5683,1476032,0,-25843,-8676,3051877,,-38382,137463,99081,99081,404.0,1064541.0,0.0,23536.0,0.0,-154110.0,8481.0,900000.0,188622.0
2913,2012年01月01日至2012年09月30日,,234513,234513,,,28580,3279,,-15465,31733,-770,-422019,-12573,-303,-387428,,,12247,-18502,91144,104,67345,15924,9108,-27740,-219448,6101,-13915.0,-77632,,-54027,-5014.0,-48414,0,8903,-184132,108394,14040,-1844,,-162094,-239726,-627154,-392641,-1826,-394467,,0,7219.0,0,16133,135010,-169554,0.0,,,,-47299,-1675,-13698,699906,6760,,834,,633636,,0.0,-49292,0.0,-88202,-5683,143926,-107672,-16422,34732,-202886,678.0,36961,137463,174424,174424,110.0,26713.0,0.0,13191.0,-67.0,-154110.0,,,
2913,2012年01月01日至2012年06月30日,,159526,159526,,,19326,1877,0.0,-4234,21498,-461,-239780,-12425,-303,-214392,,,3522,-2307,-70338,104,49344,15941,-68206,-23084,-46580,3901,-7635.0,-145338,,-25513,,-1575,-18874,5149,-10897,6222,16174,-1202,,-30516,-175854,-390246,-230720,-1788,-232508,,0,7219.0,0,15458,135010,-30593,0.0,,,,1947,-1503,-3365,393161,-5653,,455,,512136,,0.0,-160220,,-163217,-5683,158110,-170050,-11670,10583,-241624,-5025.0,32979,137463,170442,170442,110.0,26713.0,0.0,73810.0,0.0,,,,
2913,2012年01月01日至2012年03月31日,,50544,50544,,,9490,798,0.0,-4381,11275,-263,-86372,-15310,-303,-85066,,,3521,18429,-23963,104,20100,14979,-4211,-4662,-86560,876,8259.0,-53128,,-47092,278.0,-33613,0,24046,-26827,32653,15822,-836,464.0,-35105,-88233,-173299,-122755,0,-122755,,0,7219.0,0,15458,0,-10208,0.0,32484.0,0.0,-25.0,0,-468,-3063,127381,-262,1971.0,268,-66.0,170689,,0.0,-54022,0.0,-9251,-5683,5910,0,-6273,0,-69319,-653.0,-22038,137463,115425,115425,,,,,,,,,
