公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 遞延借項（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 償還長期借款,　　 存入保證金增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　 舉借長期借款,　　 其他應付款－關係人增加,　　　　 股利收入,　　　　　 持有供交易之金融資產（增加）減少,　　 收取之股利,　　 以成本衡量之金融資產減資退回股款,　　　　 處分投資損失（利益）,　　 處分備供出售金融資產,　　 預付設備款增加,　　　　 處分採用權益法之投資損失（利益）,　　　　 其他項目,　　 處分採用權益法之投資,　　 其他非流動資產減少,　　 存入保證金減少,　　 其他非流動負債減少,　　 存出保證金減少,　　 應付款項減少,　　 其他應付款－關係人減少,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 因合併產生之現金流入,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得以成本衡量之金融資產,　　 預付設備款減少,　　 短期借款減少,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 應付短期票券增加,　　 備供出售金融資產減資退回股款,　　 原始認列時指定為透過損益按公允價值衡量之金融負債增加,　　 非控制權益變動
1443,2016年01月01日至2016年09月30日,,-250232,-250232,,,49850,13568,615,-67,64353,-5025,172,,,,-1034,47,66075,674,-1728,-3204,68768,47922,-8827,88274,,25206.0,282173,,-12360,-4925,-68286,-113,-20803,0,324,2005,-22499,,-139990,142183,264760,14528,5513,-65203,-8318,-53480,,-9473.0,0.0,-6010.0,-4776.0,20195,,,-59266,13056.0,-118683,138315,-13653,52233,38580,38580,0.0,0.0,0.0,,,,,-889.0,,0.0,,,,,,,0.0,,-562.0,40454.0,,0.0,,,-28498.0,,122577.0,-13333.0,0.0,,,-43413.0
1443,2016年01月01日至2016年06月30日,,-180903,-180903,,,33119,9465,826,337,42500,-3481,-32,,,,-3824,-665,46340,485,2511,-1180,52122,54693,-8892,11809,,12795.0,166194,,-5832,-3833,-50138,-131,11011,0,334,3165,-9601,,-68097,98097,180280,-623,4045,-43082,-8331,-47991,,-8582.0,0.0,-6763.0,-1464.0,-13197,,96055.0,-25093,0.0,57175,70938,66925,52233,119158,119158,0.0,,0.0,,,,,-551.0,,,,,,,-41.0,,0.0,,-13746.0,3612.0,,,,,,,82183.0,-13072.0,,,,
1443,2016年01月01日至2016年03月31日,,-131077,-131077,,,15841,4718,0,1258,21666,-1812,94,,,,-6633,600,17122,-7005,11431,4648,-10739,55438,-7019,20141,,7982.0,85966,,-2886,-7645,-38296,-131,17018,-3033,359,817,18440,,-28104,57862,99076,-32001,1955,-19371,-5401,-54818,,-868.0,0.0,,-488.0,1262,,76198.0,-28600,,48777,30876,26097,52233,78330,78330,0.0,,,,,,,-551.0,,,,,,,-117.0,,301.0,,,2317.0,,,,0.0,0.0,,41214.0,-12747.0,,,1296.0,
1443,2015年度,,-199818,-199818,,,77768,19252,12576,-1701,93949,-3108,-140,,,,4938,-271,53496,-999,214960,-6561,-65640,-43086,-1200,-65947,,-6340.0,83350,,-11443,234,49525,-4446,-103391,0,-338,-104625,-451,,-178584,-95234,97395,-102423,3834,-93748,-1256,-193015,,-5430.0,20802.0,,-19141.0,6873,,,0,1309.0,171466,2287,-12389,64622,52233,52233,-4749.0,427600.0,36725.0,-578.0,,578.0,0.0,-640.0,,-3733.0,,0.0,0.0,0.0,,,14754.0,,0.0,885.0,0.0,0.0,-2064.0,0.0,-324168.0,,192629.0,-3649.0,30000.0,800.0,,
1443,2015年01月01日至2015年09月30日,,-121456,-121456,,,58633,13428,10534,-3834,72049,-2411,-862,,,,-9025,-1428,65287,-1768,214855,-21519,-54666,-105301,-199,-48592,,-9875.0,27769,,-8374,9709,-8001,-2281,5087,-15000,356,-101760,2904,,-119967,-92198,50534,-70922,3606,-72043,-198,-139557,,-4235.0,21232.0,,-7067.0,18615,,0.0,0,399.0,142369,-35341,-13914,64622,50708,50708,-4805.0,196700.0,37591.0,0.0,,0.0,,,,-3734.0,0.0,0.0,0.0,0.0,,,14006.0,,,0.0,0.0,-1587.0,,,-122321.0,,142732.0,-2607.0,30000.0,,,
1443,2015年01月01日至2015年06月30日,,-130426,-130426,,,38608,9250,4086,1693,47368,-1647,-951,,,,-9726,-712,21203,-1431,206888,-263,-111169,-51303,-117,8854,,7691.0,69915,,-27531,11400,99601,-2334,-64995,-15000,393,-47050,2095,,-45525,24390,122626,-7800,3158,-47526,-198,-52366,,-7332.0,14681.0,,-4924.0,4993,,44710.0,-32200,354.0,46990,26555,26172,64622,90794,90794,-171.0,,34126.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,,741.0,0.0,,1827.0,,,,,,,98236.0,-2104.0,,,,
1443,2015年01月01日至2015年03月31日,,-93580,-93580,,,19388,4785,-4598,-202,22245,-813,-764,,,,1647,-2665,21841,-4218,211537,-177,-58086,-33154,-228,3495,,4113.0,144105,,-16692,0,45423,-4577,-79836,0,479,29070,1353,,-25832,118273,158141,64561,172,-22225,-305,42203,,-961.0,14826.0,,-2961.0,16426,,0.0,-16100,,-16439,11117,53307,64622,117929,117929,-173.0,,,,,,,,,,0.0,0.0,0.0,,-7.0,0.0,404.0,,,3007.0,,,,2111.0,-332.0,,39868.0,-1052.0,,,,
1443,2014年度,,-237319,-237319,,,95812,21192,27567,-4032,109864,-3195,-6557,409971.0,,,16049,-5816,41502,2123,-232289,19344,-133115,81166,-312,-26093,,-19981.0,-257422,,19007,-338,-72401,4577,-10900,-9272,-7,55161,1059,-8749.0,-21863,-279285,130686,-106633,2593,-114268,-3153,-221092,,-5405.0,535789.0,,0.0,576414,,0.0,-77409,1018.0,-313387,-56634,-14699,79321,64622,64622,-189993.0,0.0,,-369.0,,369.0,772.0,-21093.0,0.0,0.0,,380775.0,14540.0,13079.0,,,11497.0,,-35067.0,0.0,494.0,-833.0,-2000.0,8481.0,-201929.0,,,,,,,
1443,2014年01月01日至2014年09月30日,,-353052,-353052,,,84584,15264,3375,-167,81999,-2364,440,160154.0,,,7842,-5034,50164,17,-154589,20449,249672,-57945,-1963,-13637,-3963.0,,91013,,34304,-217,-24700,8544,40842,8521,1162,21460,22854,-7762.0,105008,196021,356175,3123,2874,-85974,-1951,-81690,,-122.0,729.0,,0.0,43796,,96205.0,-59780,367.0,49584,-25625,-13935,79321,65386,65386,-729.0,0.0,12792.0,-238.0,,238.0,0.0,,,-2302.0,-21162.0,-848.0,14539.0,18873.0,0.0,,11418.0,,0.0,167.0,494.0,,,,,,,,,,,
1443,2014年01月01日至2014年06月30日,,-167742,-167742,,,61580,11023,765,-112,53659,-1577,-7152,105893.0,,,4996,-5034,40504,1538,-11541,19800,-128356,-46106,-347,1647,6491.0,,-116241,,-6063,-115,-33775,8885,59975,22770,637,6938,1623,-5974.0,54901,-61340,44553,-123189,2208,-57289,-1931,-180201,,0.0,729.0,,-5769.0,10790,,149729.0,-32200,,105499,43447,-20465,79321,58856,58856,-729.0,0.0,,0.0,167.0,0.0,,0.0,,-2115.0,-10716.0,-848.0,5384.0,,-505.0,,12561.0,-11525.0,0.0,,,,,,,,,,,,,
1443,2014年01月01日至2014年03月31日,,-74145,-74145,,,32379,5432,1782,-937,26958,-766,-4662,48622.0,,,19642,-3327,14459,-5246,-8902,694,-111969,3113,-902,426,1118.0,0.0,-90727,,2438,-140,2429,2144,-24000,10566,387,-42895,986,-3187.0,-51272,-141999,-93377,-167522,1377,-30655,-45,-196845,,,,11846.0,,13182,,191772.0,-16100,,164807,16490,-2366,79321,76955,76955,0.0,,0.0,0.0,167.0,0.0,,0.0,,107.0,-10716.0,-848.0,5384.0,-4155.0,-17.0,-10848.0,,,,,,,,,,,,,,,,
1443,2013年度,,-173355,-173355,,,122639,19471,-27356,-425,103569,-2757,-2461,212275.0,,,1274,-4574,182211,-4364,70,-19906,-47481,-45990,7653,-9412,,0.0,59481,,16950,-4879,-84197,-6035,-17874,-6683,-157,7557,24878,-11033.0,-81473,-21992,190283,16928,2789,-103617,211,-83494,,-42839.0,5717.0,,-22628.0,-31402,,171780.0,0,1383.0,208350,-87710,5744,73577,79321,79321,-200.0,35187.0,,-195.0,,195.0,788.0,-10.0,89.0,-599.0,,0.0,0.0,0.0,,,28053.0,,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
1443,2013年01月01日至2013年12月31日,,-173355,-173355,,,122639,19471,-27356,-425,103569,-2757,-2461,212275.0,,,1274,-4574,182211,-4364,70,-19906,-47481,-45990,-73,-9412,0.0,7726.0,59498,,16950,-4879,-84197,-6035,-17874,-6683,-157,7557,24878,-11033.0,-81473,-21975,190300,16945,2789,-103617,211,-83477,,-42839.0,5717.0,28053.0,-22628.0,-31419,,171780.0,0,1383.0,208350,-87710,5744,73577,79321,79321,-200.0,35187.0,0.0,-195.0,17.0,195.0,788.0,-10.0,89.0,-599.0,,,,,,,,,,,,,,,,,,,,,,
1443,2013年01月01日至2013年09月30日,,-116828,-116828,,,89023,14602,3143,-199,73458,-2044,1793,179513.0,,,1755,-6308,-15201,-7100,5135,-15479,-201176,-92193,-444,-3330,-14728.0,0.0,-349069,,26320,-5217,103233,11899,169945,3413,1398,85414,5381,-8040.0,393746,44677,224190,107362,2695,-74028,-355,35737,,-25584.0,5605.0,7690.0,-20727.0,-32228,,63554.0,-58366,-613.0,57028,-55762,4775,73577,78352,78352,-200.0,110000.0,-57547.0,-63.0,0.0,63.0,788.0,,,,,,,,,,,,,,,,,,,,,,,,,
1443,2013年01月01日至2013年06月30日,,-39715,-39715,,,59572,9045,2014,-2139,50783,-1396,3804,121683.0,,,-1852,-5181,-51406,-3848,-13010,-4720,-212188,-61342,-2475,-8501,-15709.0,0.0,-380232,,39256,-5217,89823,18592,45222,-982,881,74296,4701,-4555.0,262017,-118215,3468,-36247,933,-49962,-127,-85403,,-19514.0,0.0,6810.0,-16455.0,-29159,,235793.0,-40270,-628.0,179734,-82039,-16867,73577,56710,56710,0.0,30000.0,-45161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,2013年01月01日至2013年03月31日,,-8265,-8265,,,29060,4310,-137,-69,28034,-788,3890,64300.0,,,-234,-5581,-7585,-1466,6492,-5217,-73057,-33816,-2149,-9419,-7454.0,-2807.0,-142293,,10125,4340,-15642,1180,-34007,-389,330,37445,3852,-1671.0,5563,-136730,-72430,-80695,346,-26596,-94,-107039,,0.0,0.0,7069.0,-9646.0,-2577,,163300.0,-21538,-653.0,141109,-45873,-14380,73577,59197,59197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,2012年01月01日至2012年12月31日,,-315329,-315329,,,121523,18292,55021,-297,109859,-5624,1900,300319.0,,,2507,186,-142660,5186,5623,-2467,156971,-13197,-513,11888,0.0,-59873.0,-36349,,-14156,5217,81442,6035,73428,-45074,395,70761,55,-4297.0,173806,137457,437776,122447,5340,-110322,-55,17717,,-106094.0,85.0,-18563.0,-21081.0,-147195,,-220969.0,0,6266.0,104038,40636,15196,58381,73577,73577,-48.0,318741.0,0.0,-307.0,0.0,307.0,0.0,0.0,0.0,-1542.0,,,,,,,,,,,,,,,,,,,,,,
1443,2012年01月01日至2012年09月30日,,-168375,-168375,,,95626,14035,51350,-65,80723,-1830,-849,238769.0,,,-9980,-4560,-135661,1557,-1518,-496,57040,-54527,-10432,-3628,-53041.0,0.0,-217246,,33885,7457,96762,7456,35342,9571,1202,106381,1468,-3330.0,296194,78948,317717,149342,1726,-81522,-53,69666,,-57600.0,85.0,-17875.0,-14453.0,-89843,,-287451.0,-80480,4038.0,14653,39986,34462,58381,92843,92843,-48.0,429340.0,-50794.0,-173.0,-2000.0,173.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1443,2012年01月01日至2012年06月30日,,-173298,-173298,,,64434,9720,21126,-150,54232,-1212,-523,147579.0,,,-6662,444,-133257,5437,-653,-802,68221,-56263,-39975,-4919,-16125.0,0.0,-184554,,26002,3201,112425,9857,24119,-5872,783,49561,40049,-3440.0,256685,72131,219710,46412,720,-50249,137,-2980,,-55245.0,87.0,3004.0,-13679.0,-65833,,-1427.0,-30609,4012.0,99556,32383,63126,58381,121507,121507,-48.0,140000.0,-12420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,2012年01月01日至2012年03月31日,,-87069,-87069,,,31068,4971,14597,-77,26559,-506,-330,76282.0,,,-7629,-4557,-36158,2884,-90955,23,186462,-44601,-15995,7695,-9484.0,0.0,-12315,,23067,0,82003,0,-63222,-21628,333,34759,-67,-947.0,54298,41983,118265,31196,319,-26029,97,5583,,-34169.0,39.0,-363.0,-2468.0,-36961,,24259.0,-15807,696.0,9148,38460,16230,58381,74611,74611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
