公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 應付公司債匯率影響數,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得持有至到期日金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 長期應收租賃款增加,　　 其他金融資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 應付租賃款減少,　　 其他金融負債增加,　　 其他金融負債減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 利息收入,　　　　　 其他營業負債增加（減少）,　　 收取之利息,　　 退還（支付）之所得稅,　　 處分持有至到期日金融資產,　　 其他金融資產減少,　　 存入保證金減少,　　　　 其他項目,　　　　　 預付費用（增加）減少,　　 處分以成本衡量之金融資產,　　 處分避險之衍生金融資產,　　 短期借款增加,　　 發放現金股利,　　　　 處分其他資產損失（利益）,　　 存入保證金增加,　　 其他籌資活動,　　　　 買回應付公司債損失（利益）,　　 長期應收租賃款減少,　　 應付租賃款增加,　　 其他非流動資產增加,　　 償還公司債,　　　　 呆帳費用提列（轉列收入）數,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　　　　 應收帳款－關係人（增加）減少,　　　　　 應付帳款－關係人增加（減少）,　　　　 除列按攤銷後成本衡量金融資產淨損失（利益）,　　 持有至到期日金融資產到期還本,　　　　 未實現外幣兌換損失（利益）,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　 取得備供出售金融資產,　　 取得採用權益法之投資
2637,2016年01月01日至2016年09月30日,,866555,866555,,,2969271,207,76909,858536,904,-27452,,,,,-39730,11721,-55460,11776.0,-43929,,-114252,,,64730,128205,-32794,44538,,199253,85001,3639264,4505819,-751914,3772414,,,-290797,928575,,-44719.0,-7291450,,0.0,0.0,1898954.0,,0,637008.0,0.0,-11674.0,1978629,23488,-1516919,1912006,395087,395087,-17424.0,,18587.0,-78.0,,,,-311413.0,,,105787.0,183944.0,-1285752.0,,,,,28509.0,556149.0,-7681689.0,,1198.0,,3554263.0,-4486.0,1370.0,-940.0,,94080.0,-10861.0,14388.0,-31196.0,-400000.0
2637,2016年01月01日至2016年06月30日,,846779,846779,,,1983081,127,18103,558508,403,34416,,,,,-67961,-7422,-50230,788.0,-73558,,-207063,,,24561,32847,-53742,49413,,48405,-158658,2088488,2935267,-496643,2453096,,,-189369,616781,,-20720.0,-3922444,,0.0,0.0,652903.0,,0,83046.0,0.0,-5901.0,1596573,-46995,80230,1912006,1992236,1992236,-12594.0,,14514.0,-42.0,,,,-333473.0,,,108874.0,247400.0,,,,,,19328.0,619125.0,-4122056.0,,0.0,,2247146.0,-4709.0,-8680.0,35.0,,96825.0,-4219.0,2794.0,-32107.0,-400000.0
2637,2016年01月01日至2016年03月31日,,849533,849533,,,995115,54,7103,273999,476,0,,,,,-8822,-15798,-38066,-7327.0,-55348,,-130257,,,20430,-34831,-62214,82108,,825,-129432,793972,1643505,-239053,1412121,,,-125624,0,,-21606.0,-3514413,,0.0,,661342.0,,0,,-14100.0,-5966.0,1454626,-33075,-680741,1912006,1231265,1231265,-6816.0,,7677.0,-8.0,,0.0,,-340701.0,,,44898.0,151056.0,,,,,,9558.0,662294.0,-3453824.0,,0.0,,923404.0,-4687.0,-4896.0,19.0,,32185.0,-5826.0,,,
2637,2015年度,,2249892,2249892,,,3635692,438,52543,957975,994,-489936,,,,,5498,-38534,-27952,-1438.0,36685,0.0,-31522,,,10616,80828,13434,22736,,128319,96797,4287548,6537440,-885261,5693083,,,-572687,3449038,,-90719.0,-8962190,,-77567.0,2570586.0,3388142.0,,0,0.0,-65172.0,-22852.0,5024200,-330165,1424928,487078,1912006,1912006,-42767.0,,40928.0,-24.0,,,0.0,-14959.0,,,736290.0,0.0,-1454124.0,,,,0.0,57028.0,685187.0,-12636399.0,0.0,50984.0,,4190751.0,-279.0,-5781.0,984.0,39787.0,95259.0,,,,
2637,2015年01月01日至2015年09月30日,,1818033,1818033,,,2669489,348,26814,701790,906,-508760,,,,,5579,-6735,-16694,13475.0,-10379,,-17982,,,27042,191027,-26017,44863,,237609,219627,3150820,4968853,-653339,4346067,,,-487311,3372248,,-39873.0,-7973640,,-1136.0,2574256.0,4328694.0,,-51454,0.0,-32718.0,-16980.0,5346538,-432837,1286128,487078,1773206,1773206,-35494.0,,30569.0,-16.0,0.0,0.0,0.0,25588.0,,,611934.0,0.0,-1454124.0,,,,0.0,47398.0,,-11478036.0,0.0,50512.0,,2931193.0,-290.0,-3228.0,984.0,,,,,,
2637,2015年01月01日至2015年06月30日,,1092088,1092088,,,1728972,239,25183,450024,4098,-162686,,,,,20934,-1791,-49313,-6932.0,-28377,,-65479,,,18170,47183,5945,22000,,93486,28007,2074441,3166529,-424391,2767156,,,-288415,1028255,,-41254.0,-7510090,,-6693.0,2416896.0,4883928.0,,-32330,,-221051.0,-11224.0,7029526,66021,2352613,487078,2839691,2839691,-29036.0,,25026.0,-8.0,,0.0,0.0,12197.0,,,420820.0,0.0,,,,,0.0,35534.0,,-8665030.0,0.0,17443.0,,2046434.0,188.0,,,,,,,,
2637,2015年01月01日至2015年03月31日,,532946,532946,,,845099,142,5823,210482,2607,-164481,,,,,23633,-2031,-24233,2137.0,-12239,,-12733,,,9929,14843,-19900,18159,,23114,10381,923457,1456403,-199949,1268804,,,-128313,1050313,,0.0,-3515195,,-1554.0,,2990582.0,0.0,-16558,,-124235.0,-5674.0,2842561,22032,618202,487078,1105280,1105280,-14413.0,,12354.0,-4.0,,8978.0,,10181.0,,,222669.0,0.0,,,,,0.0,20013.0,,-4688855.0,,17636.0,,913076.0,83.0,,,,,,,,
2637,2014年度,,1803927,1803927,,,3052569,753,-61121,810103,-21131,-9748,4195480.0,,,0.0,-2057,27565,86158,-21122.0,-43900,0.0,46644,,0.0,-51969,-51571,21579,-70656,-2774.0,-155391,-108747,4086733,5890660,-733554,5240393,,,-377952,574156,348020.0,-41645.0,-10327935,,155212.0,0.0,3990806.0,,-81509,378444.0,,-21820.0,3241562,-106774,-1952754,2439832,487078,487078,-81831.0,,83697.0,-410.0,16340.0,0.0,-31650.0,501983.0,,,339468.0,,-902219.0,0.0,0.0,0.0,,,,-11186322.0,-245702.0,3903.0,,,,,,,,,,,
2637,2014年01月01日至2014年09月30日,,1187230,1187230,,,2236473,614,-30023,603845,-10689,-9691,3206374.0,,,,11593,24104,37030,-7296.0,-77535,0.0,-12104,,0.0,1959,-4917,546,-22938,-1897.0,-27247,-39351,3167023,4354253,-540238,3877077,,,-304612,551843,0.0,,-8369387,,0.0,,3272157.0,,-61805,344049.0,,-16269.0,2547212,113209,-1831889,2439832,607943,607943,-65889.0,,63486.0,-424.0,15705.0,513.0,-30420.0,482923.0,,,199011.0,177873.0,-902219.0,,,,-1189.0,314911.0,,-9146758.0,-236154.0,,,,,,,,,,,,
2637,2014年01月01日至2014年06月30日,,799088,799088,,,1469610,413,-2460,399933,-5399,-9710,2278871.0,,,,1617,6650,24316,-21856.0,-97623,0.0,-86896,,0.0,-17080,-99070,-27600,-2557,-1733.0,-148040,-234936,2043935,2843023,-354693,2526851,,,-180545,547616,64004.0,,-4269827,,0.0,,1027483.0,,-42820,0.0,-145619.0,-10867.0,767394,-47236,-1022818,2426281,1403463,1403463,-43935.0,,38521.0,,0.0,42291.0,-29865.0,471710.0,,,,200828.0,,,,,-1291.0,0.0,,-4743193.0,-231746.0,,,,,,,,,,,,
2637,2014年01月01日至2014年03月31日,,575776,575776,,,721812,2005,-4338,191060,-11180,-6319,738756.0,,,-1606.0,4510,3918,-15030,-111018.0,41151,,-78075,,,-11978,-34270,-20121,10649,-1912.0,-57632,-135707,603049,1178825,-172575,1030486,,-5139.0,-1572069,433993,,-65058.0,-1191048,,0.0,,,-255066.0,0,,-232024.0,-5449.0,-496214,44397,-612379,2426281,1813902,1813902,-24042.0,,24236.0,,,0.0,,-128947.0,,,,27973.0,,,,,-1295.0,17225.0,-31648.0,,,,,,,,,,,,,,
2637,2013年度,,1498716,1498716,,,2792740,819,33122,678206,-13838,-82492,3460786.0,,,0.0,-16174,-53602,-22500,7219.0,-24904,0.0,-109961,,-103707.0,33362,3680,222575,25420,-1943.0,179387,69426,3530212,5028928,-671033,4438526,,,-1062627,385541,-127038.0,-97370.0,-8304100,,-109141.0,1788300.0,2410870.0,,-128102,487604.0,,-21376.0,4863537,595711,1593674,846158,2439832,2439832,-80017.0,,82089.0,-1458.0,141213.0,0.0,-44708.0,144664.0,,,383775.0,,-691604.0,-18468.0,0.0,1171694.0,,,,-7927594.0,0.0,6050.0,,,,,,,,,,,
2637,2013年01月01日至2013年12月31日,,1498716,1498716,,,2792740,819,-132048,678206,-13838,-82492,3625117.0,,,0.0,-10100,-53602,-22500,7219.0,-24904,-388.0,-104275,,-103707.0,33362,2805,222575,26683,-1943.0,179775,75500,3700617,5199333,-671033,4608931,,,-9025347,599769,-127038.0,-110920.0,-8522323,,-109141.0,1788300.0,2410870.0,,-128102,487604.0,,,4868856,624659,1580123,846158,2426281,2426281,-80017.0,,82089.0,-1458.0,141213.0,0.0,-44708.0,480215.0,,,,,-707661.0,-18468.0,0.0,1171694.0,,,,,,,,,,,,,,,,,
2637,2013年01月01日至2013年09月30日,,1048185,1048185,,,2065047,614,-15072,493588,-9874,-85296,2392918.0,,,0.0,-38205,-68168,-56297,,8765,22.0,-150259,,-3950.0,82702,75834,-57812,55607,-48.0,152333,2074,2394992,3443177,-489034,3011013,,,-6925355,537743,-154625.0,,-5822366,,,0.0,2790683.0,,-108081,485123.0,,,2403836,415788,8271,846158,854429,854429,-56436.0,0.0,57364.0,-494.0,,205209.0,-44355.0,347.0,3624.0,133913.0,380749.0,-11873.0,-707661.0,,,,,,,,,,,,,,,,,,,,
2637,2013年01月01日至2013年06月30日,,907347,907347,,,1347614,726,-37203,315859,-17119,-97600,1476589.0,,,0.0,-11454,-13354,26157,-14802.0,-31974,39.0,-45388,,42231.0,30390,-29988,-65113,1707,-249.0,-21022,-66410,1410179,2317526,-320890,2034490,,0.0,-4849270,376674,-185322.0,,-4343892,,-17682.0,0.0,1701759.0,,-75745,303995.0,,-10800.0,1856527,418098,-34777,846158,811381,811381,-35688.0,0.0,37854.0,0.0,106628.0,207398.0,-45000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,2013年01月01日至2013年03月31日,,539192,539192,,,658551,488,-10995,157943,-14121,-96992,694874.0,,,0.0,9192,2083,5006,2393.0,-13068,32.0,5638,,-11296.0,-7901,-19004,-58448,22556,-233.0,-74326,-68688,626186,1165378,-165607,999771,,-1996.0,-1976331,374476,18672.0,220137.0,-1365042,,-122295.0,0.0,0.0,-152463.0,-40542,0.0,-255254.0,-5369.0,-575923,763730,-177464,846158,668694,668694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,2012年01月01日至2012年12月31日,,2155496,2155496,,,2368021,121,-72495,664673,7300,-29364,2902244.0,,,18708.0,-11323,27177,-68270,14194.0,-80031,-116.0,-99661,,-183977.0,15583,39673,201649,2871,9.0,75808,-23853,2878391,5033887,-624001,4443754,,,-13751481,164774,-798331.0,0.0,-13412641,,-67278.0,600000.0,7928513.0,,-127728,1204912.0,,,9053110,-151945,-67722,913880,846158,846158,-30556.0,,34535.0,-667.0,92884.0,879513.0,0.0,-5456.0,,,,,-557909.0,0.0,72600.0,0.0,,,,,,,,,,,,,,,,,
