公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 償還長期借款,　　 存入保證金減少,　　 現金減資,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　 不影響現金流量之收益費損項目,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分待出售非流動資產損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　　　 預付款項（增加）減少,　　　　　 預收款項增加（減少）,　　　　　 應計退休金負債增加（減少）,　　 處分無活絡市場之債券投資,　　 處分待出售非流動資產,　　 處分不動產、廠房及設備,　　 預收款項增加－處分資產,　　 其他預付款項增加,　　 短期借款減少,　　 存入保證金增加,　　 其他應付款－關係人增加
2008,2015年01月01日至2015年06月30日,,-91624,-91624,,,59188,239,11667,-54,-950.0,-197,46,-25914.0,16,1646.0,45687.0,,,-1850,449,3532,30921,2082,35134,,-5637,12310,-5582,2356,-5219.0,-1772,33362,79049,-12575,54,850.0,-11547,-114692,-137910,,-703977.0,584608.0,-58000,-28800.0,-27714,-3483.0,0.0,-237366,,311814,0,0.0,-72.0,311742,-63534,94166,30632,30632,,,,,,,,,,,,,,,
2008,2015年01月01日至2015年03月31日,,-47208,-47208,,,29240,120,5781,0,,41,46,-12498.0,-898,823.0,22655.0,,,0,-36035,1259,-50904,-8784,-94464,,27,2111,-483,11620,-1953.0,11322,-83142,-60487,-107695,0,,-5669,624,-112740,,-394470.0,395340.0,-58000,,-2133,0.0,,-59263,,167613,0,0.0,-39.0,167574,-4429,94166,89737,89737,,,,,,,,,,,,,,,
2008,2014年01月01日至2014年06月30日,,-113954,-113954,,,68920,239,4334,-121,-3472.0,-2918,28,-4747.0,-425,0.0,61838.0,,,-1560,41701,2621,-84231,17136,-24333,,3386,969,-9908,-2817,-3039.0,-11409,-35742,26096,-87858,151,1152.0,-4334,81,-90808,,-339820.0,223207.0,-39336,0.0,-4178,0.0,1174.0,-158953,,144119,-2880,-180.0,-54271.0,86788,-162973,242222,79249,79249,,,,,,,,,,,,,,,
2008,2014年01月01日至2014年03月31日,,-54390,-54390,,,34535,120,1970,-22,,-2779,28,-2024.0,808,0.0,32636.0,,,-1560,-4214,12589,-65417,4582,-54020,,-54433,23337,-8897,-4916,-3186.0,-48095,-102115,-69479,-123869,52,,-1513,0,-125330,,-216412.0,89103.0,0,,-1588,-2339.0,,-131236,,83723,-2880,-180.0,0.0,80663,-175903,242222,66319,66319,,,,,,,,,,,,,,,
2008,2013年01月01日至2013年03月31日,,620309,620309,,,72124,120,49969,-30,,-86,-10545,,-301,,,,,-1574,17712,-641,-75887,-89,-65637,,127307,-57810,-11135,1646,,30257,-35380,-706422,-86113,30,,-48741,-21523,-134824,,,,-18380,,-5108,,560.0,2051255,,0,-576121,,,-1571289,345142,271429,616571,616571,,276.0,-782569.0,-671042.0,-5158.0,-3520.0,-26231.0,195996.0,645521.0,10760.0,1300000.0,-56571.0,-958168.0,0.0,-37000.0
2008,2012年01月01日至2012年03月31日,,-201414,-201414,,,84115,120,59024,-77,,65,2,,-197,,,,,871,-888,15346,115670,0,134007,,5960,-38906,-1371,-40,,-33056,100951,244003,42589,77,,-61105,0,-18439,,,,0,,-18316,,748.0,12432,,55869,-184307,,,-47773,-53780,225288,171508,171508,,0.0,0.0,143052.0,3008.0,976.0,325.0,30000.0,0.0,0.0,0.0,0.0,0.0,665.0,80000.0
