公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 買回應付公司債損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他金融資產減少,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 償還公司債,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　　 預收款項增加（減少）,　　 支付之利息,　　 取得無形資產,　　 其他金融資產增加,　　 其他非流動資產減少,　　 短期借款增加,　　 存入保證金增加,　　 發放現金股利
3164,2013年01月01日至2013年09月30日,,62810,62810,,,12633,526,578,0,6329,-190,0,1359,-832,20403,,,-3054,-8980,6287,4925,-3683,-4505,,306,-1983,-1511,-5073,1075,-3430,16973,79783,-4921,74862,,0,0,-4929,190,1000,331,-332674,,-70322,0,-100728,144,-358396,467890,109494,109494,9336.0,0.0,0.0,-329005.0,-261.0,0.0,50.0,-30456.0
3164,2013年01月01日至2013年06月30日,,45254,45254,,,8350,188,98,0,3282,-190,0,1395,-2275,10848,,,-7949,-21127,650,1481,-1966,-28911,,-138,1562,5287,-7583,-872,-29783,-18935,26319,-4822,21497,,0,0,-2756,190,-331154,1557,-332163,,-70322,0,-70322,287,-380701,467890,87189,87189,,,,,,,,
3164,2013年01月01日至2013年03月31日,,19639,19639,,,4109,107,-237,0,1641,-190,0,1395,-2185,4640,,,-4184,-10520,2027,799,-1321,-13199,,1013,1052,247,-7513,-5201,-18400,-13760,5879,-308,5571,,0,0,-1058,190,64000,-255,62877,,-70322,255820,185498,59,254005,467890,721895,721895,,,,,,,,
3164,2012年01月01日至2012年09月30日,,38904,38904,,,14607,339,-830,-3225,5705,2623,-59998,0,-2067,-42846,,,8370,2612,-1344,-2015,457,8080,,348,3754,-923,-18736,-17877,-9797,-52643,-13739,-5757,-19479,,-3550,103319,-403,140,164120,498,229286,,0,0,-55060,-171,154576,144299,298875,298875,-2320.0,17.0,-162.0,-34050.0,-626.0,10000.0,0.0,-65060.0
3164,2012年01月01日至2012年06月30日,,-11506,-11506,,,10057,167,-122,-700,3803,0,-730,0,-1442,11033,,,9405,3713,-1021,-3214,848,9731,,3231,-1704,-8716,-16253,-23442,-13711,-2678,-14184,-5357,-19541,,-3550,14810,-380,0,-174643,163516,-247,,0,0,0,-190,-19978,144299,124321,124321,,,,,,,,
3164,2012年01月01日至2012年03月31日,,-9863,-9863,,,4960,84,149,-375,1901,0,-730,0,-291,5698,,,5063,4276,-367,-6309,-369,2294,,1698,1306,-8681,-1490,-7167,-4873,825,-9038,0,-9038,,-3550,14810,-70,0,-173808,164381,1763,,0,0,0,-167,-7442,144299,136857,136857,,,,,,,,
