公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 償還長期借款,　　 存入保證金減少,　　 發放現金股利,　　 庫藏股票買回成本,　　 庫藏股票處分,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 其他項目,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應付帳款－關係人增加（減少）,　　　　　 持有供交易之金融負債增加（減少）,　　 存出保證金減少,　　 其他投資活動,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　　　　 其他營業資產（增加）減少,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 舉借長期借款,　　 存入保證金增加,　　　　　 其他應收款－關係人（增加）減少,　　　　 呆帳費用提列（轉列收入）數,　　 現金增資,　　 預付設備款減少,　　 其他符合國際會計準則第七號現金及約當現金定義之項目
4976,2015年01月01日至2015年09月30日,,-91799,-91799,,,187322,2708,-1169.0,6141,-442,-3468.0,4533.0,-1208.0,194417.0,,,-680,-76912,-5914,-17951,-3612,31047.0,-74022,,-282,40844,-7978,0.0,-9181,23403,-50619,143798,51999,454,0.0,-6179,-45,46229,,-74687,1230.0,42,-4272.0,-104264.0,-181951,,-52871,0.0,-31800.0,-7768,0.0,-92439,-228161,364774,136613,136613,,,,,,,,,,,,,,,,,
4976,2015年01月01日至2015年06月30日,,-84518,-84518,,,122217,1873,-1169.0,3852,-379,,2973.0,-1208.0,128159.0,,,10,-69378,-3290,-25789,-7294,10747.0,-94994,,-227,27265,-16807,0.0,8887,19118,-75876,52283,-32235,379,,-3882,-37,-35775,,-60045,1230.0,62,-2059.0,-72526.0,-133338,,-35247,0.0,,0,,-35247,-204360,364774,160414,160414,0.0,0.0,0.0,,,,,,,,,,,,,,
4976,2015年01月01日至2015年03月31日,,-55417,-55417,,,59563,943,34.0,1952,-108,,1650.0,-1208.0,65950.0,,,-420,-3961,-4388,-22825,-4032,129.0,-35497,,-331,13968,-27194,,618,-12939,-48436,17514,-37903,108,,-1967,-9,-39771,,-5047,1230.0,62,0.0,-83194.0,-86949,,-17624,,,0,,-17624,-144344,364774,220430,220430,3124.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,
4976,2014年度,,-37566,-37566,,,244002,2762,1169.0,3780,-616,-2313.0,2200.0,,,,,-219,-8664,-18,-6891,-3540,-10747.0,15363,,356,24560,-48226,0.0,-1563,-24474,-9111,248979,211413,618,2313.0,-3501,-33336,177507,,-190746,,-1250,-5605.0,-72485.0,-270086,,-56920,-150.0,-30000.0,-20199,3041.0,175772,83193,281581,364774,364774,7106.0,45484.0,399.0,,,,,258090.0,-42.0,0.0,280000.0,0.0,,,,,
4976,2014年01月01日至2014年09月30日,,13618,13618,,,182536,1830,449.0,2106,-387,-2313.0,550.0,0.0,184771.0,,,-783,-33932,-9990,10299,-10114,-18483.0,-63003,,21,50938,-46299,0.0,2129,6789,-56214,128557,142175,389,2313.0,-2138,-30566,112173,,-138077,0.0,-1250,-2696.0,-73457.0,-215480,,-39297,-150.0,-30000.0,-20199,3041.0,-86605,-189912,281581,91669,91669,,,,,,,,,,,,,,,,,
4976,2014年01月01日至2014年06月30日,,35897,35897,,,119992,1054,0.0,967,-306,,0.0,0.0,121707.0,,,-1569,-218249,-18,-697,-8517,0.0,-64583,,99,67652,-38793,0.0,6501,21005,-43578,78129,114026,308,,-994,-21985,91355,,-78047,0.0,-1010,-1527.0,-66909.0,-147493,,-25423,0.0,,-20199,,-45622,-101760,281581,179821,179821,0.0,164467.0,-14454.0,,,,,,,,,,,,,,
4976,2014年01月01日至2014年03月31日,,21308,21308,,,57430,482,0.0,93,-75,,0.0,0.0,56782.0,,,-727,-33084,-4417,-16589,-2940,0.0,-57757,,15,21122,-45800,,6664,-11903,-69660,-12878,8430,75,,-101,-8,8396,,-29680,0.0,-610,-557.0,-32813.0,-63660,,-11665,,,-15094,,-26759,-82023,281581,199558,199558,-1148.0,,6096.0,0.0,0.0,0.0,,,,,,,,,,,
4976,2013年度,,187525,187525,,,229461,2216,0.0,1477,-842,-5781.0,0.0,,,,,-95,-12808,765,-46781,2848,0.0,-12738,,-799,-36005,-7092,-219.0,10923,-44716,-57454,196327,383852,840,5781.0,-1511,-822,388140,,-268556,,-209,-3864.0,-75971.0,-350491,,-60160,0.0,-180000.0,-51292,1191.0,-290136,-252487,534068,281581,281581,27250.0,43378.0,-11524.0,,,,,253781.0,-45.0,-1891.0,0.0,125.0,,,,,
4976,2013年01月01日至2013年12月31日,,187525,187525,,,229461,2216,0.0,1477,-842,-5781.0,0.0,0.0,,,,-95,-12808,765,-46781,2848,0.0,-12738,,-799,-36005,-7092,-219.0,10923,-44716,-57454,196327,383852,840,5781.0,-1511,-822,388140,,-268556,,-209,-3864.0,-75971.0,-350491,,-60160,,-180000.0,-51292,1191.0,-290136,-252487,534068,281581,281581,27250.0,43378.0,-11524.0,,0.0,-1891.0,,253781.0,-45.0,,0.0,125.0,,0.0,0.0,,
4976,2013年01月01日至2013年09月30日,,183133,183133,,,170766,1739,-2117.0,1060,-565,-5781.0,0.0,,,,,-134,-10333,-4230,-66131,6477,0.0,-99130,,-762,-14339,-8218,-219.0,-1582,-35706,-134836,43606,226739,565,5781.0,-1102,-795,231188,,-268569,,-209,-2437.0,-16651.0,-287866,,-46995,-25.0,-180000.0,-51296,1191.0,-277125,-333803,534068,200265,200265,13340.0,-24779.0,-10586.0,,,0.0,,178442.0,,,,,,,,,
4976,2013年01月01日至2013年06月30日,,123179,123179,,,113481,960,,751,-489,,,,,,,-280,-11385,768,-80493,2194,,-119864,,369,20539,8304,87.0,-3409,31057,-88807,34330,157509,489,,-785,-787,156426,,-167723,,-107,-2181.0,-19214.0,-191116,,-31330,-25.0,,-39705,,-71060,-105750,534068,428318,428318,8434.0,-30668.0,5167.0,,,-1891.0,,123137.0,,,,,,,,,
4976,2013年01月01日至2013年03月31日,,34312,34312,,,56329,480,,437,-75,,,,,,,-161,-2911,-3573,-35208,7487,0.0,-10151,,-304,25442,-12900,0.0,-1954,10300,149,63756,98068,75,,-446,-7,97690,,-111590,,-40,0.0,-11383.0,-124904,,-15665,,,-10380,,-26045,-53259,534068,480809,480809,6436.0,24888.0,16.0,0.0,0.0,-1891.0,,63607.0,0.0,,,,-673.0,,,,
4976,2012年01月01日至2012年12月31日,,270748,270748,,,207916,939,1891.0,801,-633,0.0,941.0,203.0,,,,576,-2151,236,-39450,761,39000.0,-15388,,720,-26554,25634,-790.0,6474,-10256,-25644,190392,461140,646,0.0,-611,-3434,457741,,-837639,,0,-1290.0,-54196.0,-886867,,-60763,,-117722.0,0,0.0,716650,287524,246544,534068,534068,3984.0,-14315.0,-15740.0,,6258.0,0.0,,216036.0,-45.0,,492000.0,0.0,,-6.0,403135.0,,
4976,2012年01月01日至2012年09月30日,,196366,196366,,,151028,561,0.0,458,-377,0.0,,203.0,,,,576,634,-8244,-37813,-4841,39000.0,-65795,,268,-12596,23172,-755.0,3400,-7929,-73724,79201,275567,390,0.0,-362,-208,275387,,-595238,,6258,0.0,-29761.0,-618741,,-41243,0.0,-117722.0,0,0.0,219035,-124319,246544,122225,122225,1058.0,-55082.0,-21418.0,,0.0,,,152925.0,-25.0,,378000.0,,,-6.0,,,
4976,2012年01月01日至2012年06月30日,,109011,109011,,,98674,383,-1249.0,234,-300,,,203.0,,,,576,-883,164,-34065,-2859,39000.0,15193,,-63,-34742,4175,-721.0,294,-43844,-28651,71656,180667,313,,-150,-30,180800,,-341705,,4953,0.0,,-388213,,-19559,0.0,,0,,183441,-23972,246544,222572,222572,2362.0,13277.0,-12787.0,0.0,0.0,,,100307.0,-17.0,,203000.0,,,,,-51461.0,0.0
4976,2012年01月01日至2012年03月31日,,55026,55026,,,48197,192,1792.0,503,-107,,,,,,,526,7745,-3011,-12668,-3877,39000.0,4739,,1958,-18454,-7854,3531.0,627,-37229,-32490,18311,73337,120,,-442,-12,73003,,-232961,,0,,-55587.0,-283595,,-8750,,,0,,194250,-16342,246544,230202,230202,224.0,-22968.0,-17037.0,0.0,4953.0,,,50801.0,-8.0,,203000.0,,0.0,,,,0.0
