公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得無活絡市場之債券投資,　　 預付投資款增加,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 處分無形資產,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 其他非流動負債增加,　　 員工執行認股權,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 買回應付公司債損失（利益）,　　 償還公司債,　　 其他應付款－關係人減少,　　 其他非流動負債減少,　　 發放現金股利,　　 非控制權益變動,　　　　　 負債準備增加（減少）,　　 發行公司債,　　 現金增資,　　　　　 應付建造合約款增加（減少）,　　 其他預付款項增加,　　 存入保證金減少,　　 取得以成本衡量之金融資產,　　　　　 應收票據（增加）減少,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 取得採用權益法之投資,　　 短期借款減少,　　 存出保證金減少,　　 其他應收款增加,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　 處分子公司,　　　　　 應付票據－關係人增加（減少）,　　 處分採用權益法之投資,　　 庫藏股票買回成本,　　 其他應收款減少
3673,2016年01月01日至2016年09月30日,,-1762419,-1762419,,,6525378,51367,-112910,813121,-208381,253904,-176831,-125283,440701,,995948,,,,2959045,1233311,530725,280229,5003310,,-2100517,-196488,,-741449,942030,,-3100661,1902649,10221864,8459445,517757,340208,9317410,,,,,-369591,262159,21356.0,-15034,3175,,112.0,-2581469,13057868,,,0,-8301913,0,,0,-693552,-19121087,40962,3295153,16393296,19688449,19688449,,62807.0,32.0,-200638.0,-1189282.0,,,0.0,-148557.0,-1003879.0,2406297.0,0.0,,0.0,-5461.0,,,,8319215.0,-358.0,,14825993.0,-64520.0,-10933501.0,,0.0,0.0,0.0,0.0,,,-255118.0,975687.0
3673,2016年01月01日至2016年06月30日,,-2751977,-2751977,,,4362117,35355,-109196,538224,-163572,201903,-120731,-120745,526571,0.0,369821,,,,5228157,2117220,1646184,102610,9094171,,-6201044,-69573,,-147944,1905,,-6905532,2188639,7530154,4778177,477839,361069,5617085,,,,,-354355,248973,,-4042,3200,,73.0,-1818462,13315504,,,0,-5312237,0,,0,-490471,-16740085,-563438,1629066,16393296,18022362,18022362,,22406.0,0.0,-200638.0,-1189282.0,,,,134886.0,-488638.0,0.0,0.0,,0.0,-2771.0,,,,5341515.0,-238.0,,14721627.0,-64520.0,-9625092.0,12347.0,570663.0,,,,,,-255118.0,0.0
3673,2016年01月01日至2016年03月31日,,-76460,-76460,,,2202785,18948,11089,297917,-115701,96403,-51790,-24304,224519,-5339.0,-118634,,,,5523272,2084778,484734,59465,8157086,,-4888677,-28654,,-242739,76312,,-5083831,3073255,5371703,5295243,394298,-331878,5357663,,,,,-316813,97843,-183.0,-768,0,0.0,40.0,-1197336,10141354,,,0,-4345858,0,,0,-265927,-16458450,-268937,-1228370,16393296,15164926,15164926,,-47016.0,,-190429.0,-1104599.0,,,,,0.0,,,,,-147.0,,4837.0,,2298448.0,-73.0,,11564648.0,0.0,-10486801.0,,-6077.0,,,,,,-255118.0,0.0
3673,2015年度,,-21019042,-21019042,,,9574077,128214,1202187,1273754,-915992,292441,88863,-103224,18268441,-327116.0,848307,,,,1564008,922020,-1469601,-306442,641070,,-5241517,-354470,,-465065,143846,,-5969667,-5328597,26200869,5181827,1016262,-688603,5509486,,,,-88751.0,-575287,371393,31083.0,-17763,793,0.0,175.0,-5276309,-6367526,,0.0,7008425,-8982697,35,,31947,-1043316,-14141212,1852925,-13146327,29539623,16393296,16393296,0.0,167655.0,-69.0,44532.0,-7494360.0,0.0,0.0,-165692.0,-378796.0,-34420.0,7781249.0,4112916.0,,-3180.0,0.0,0.0,-68915.0,,31529466.0,-1815.0,-49178.0,,-295822.0,-14577565.0,,-661747.0,-60451.0,1047847.0,3528.0,-16226.0,193539.0,-433358.0,
3673,2015年01月01日至2015年09月30日,,-20754547,-20754547,,,7454195,109090,2121,975921,-737416,208440,155401,-45504,18095560,0.0,2651207,,,,-939233,1765190,-4380884,-155363,-3710290,,854232,-639891,,-669881,123942,,-1515871,-5226161,24452234,3697687,838030,-362422,4173295,,,,,-498037,378179,29570.0,-16535,483,,139.0,-4318466,-4000195,,0.0,7212979,-8538962,142,,31182,-841916,-4247601,1758602,-2315899,29539623,27223724,27223724,,105304.0,-68.0,,0.0,0.0,0.0,-165692.0,-378796.0,-1183983.0,7781249.0,4112916.0,,-3147.0,0.0,0.0,,,29678395.0,-290.0,0.0,834783.0,-295822.0,-13460703.0,,-114870.0,-60451.0,764595.0,3528.0,,,,
3673,2015年01月01日至2015年06月30日,,-2006207,-2006207,,,4776673,74717,3356,663550,-529374,158723,105543,-39713,127662,-21448.0,811617,,,,2277168,2339704,-1751301,-150852,2714719,,-6826009,-121991,,-302808,28419,,-7248310,-4533591,1596337,-409870,722063,-322584,-10391,,,,,-349130,199963,0.0,-11417,482,0.0,134.0,-3214125,789284,,0.0,3134958,-3958840,1042,,29293,-592617,-827625,-1088012,-1136744,29539623,28402879,28402879,,-1308.0,-70.0,,0.0,0.0,0.0,,-378796.0,-25706.0,7781249.0,4112916.0,,-1037.0,0.0,0.0,,,6129928.0,-215.0,0.0,4316534.0,-157654.0,-10956830.0,9277.0,-3743.0,,,,,,,
3673,2015年01月01日至2015年03月31日,,-1102265,-1102265,,,2366666,38252,-3387,330528,-302333,106372,53242,-36074,70081,0.0,829073,,,,2711022,2828303,-1766016,-64134,3709175,,-4074500,-282500,,-318669,-29955,,-4729773,-1020598,2371500,1269235,530814,-116916,1683133,,,,,-224241,48731,-1203.0,-3301,231,-291.0,,-2047183,-304637,,0.0,2206283,-2881714,5230,,8722,-331538,-3114034,-448027,-2183565,29539623,27356058,27356058,,-60322.0,,,,,0.0,,,-24016.0,,,,0.0,0.0,,,,3392098.0,-133.0,0.0,1957794.0,-35174.0,-2121017.0,,,,,,,,,
3673,2014年度,,575412,575412,,,7889564,163581,-3120,1430786,-1310941,171629,389068,29207,2108808,-928179.0,-363481,9714280.0,,,1047012,1862015,2093724,-38690,4934955,,12647,52325,,-400207,50433,-1580.0,-338379,4596576,14310856,14886268,1087455,-1562193,14411530,,-7477769.0,,0.0,-3688691,8899,34450.0,-112903,6139,-1696.0,,-9585529,-21498746,,10509340.0,3511367,-4071928,0,,192918,-1133280,-4190449,2517895,-8759770,38299393,29539623,29539623,0.0,137447.0,-89.0,,-11091658.0,-7729.0,-2991.0,-1646549.0,-424324.0,-51997.0,,,,-531646.0,-25615.0,-150000.0,-29106.0,,,,,,,,,,,,,,,,
3673,2014年01月01日至2014年09月30日,,6287,6287,,,5619121,125652,-1398,1101481,-1026758,131201,652578,8270,0,-575528.0,-144094,6022057.0,,,-512024,3612254,994919,-44304,4050845,,-2400440,342586,,-140007,168530,-234.0,-3069126,981719,7003776,7010063,890318,-792867,7107514,,-2865361.0,,0.0,-3578024,3808,-26517.0,-82776,4402,,1.0,-7056266,-14192235,,7828977.0,3078546,-3696082,0,,177845,-872340,-6636640,769027,-12952334,38299393,25347059,25347059,,131532.0,,,-11045273.0,-7697.0,-2770.0,-1646549.0,-424324.0,-14096.0,,,-1025465.0,-441502.0,-26973.0,-150000.0,,,,,,,,,,,,,,,,,
3673,2014年01月01日至2014年06月30日,,288792,288792,,,3658023,84744,-7846,760430,-739475,88714,606251,7573,0,-669733.0,-289914,3541665.0,,,1877237,2765476,1453532,13704,6109949,,-4954720,-140091,,608392,108709,-329.0,-4496355,1613594,5155259,5444051,616077,-602874,5457254,,-3771619.0,,0.0,-1894246,100369,-4326.0,-40360,996,-16862.0,,-5699483,-11918402,,5708981.0,491960,-2058726,-26914,,139925,-561065,-7818445,229969,-14049624,38299393,24249769,24249769,,42898.0,,,-11078507.0,-7720.0,-2055.0,,-424324.0,,,,-118316.0,-442871.0,,-150000.0,,,,,,,,,,,,,,,,,
