公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 其他金融資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 發放現金股利,　　 庫藏股票買回成本,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　 收取之股利,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　　 持有供交易之金融資產（增加）減少,　　 取得以成本衡量之金融資產,　　 其他籌資活動,　　 以成本衡量之金融資產減資退回股款,　　 現金減資,　　　 收益費損項目,　　　　 呆帳費用提列（轉列收入）數,　　　　 非金融資產減損迴轉利益,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　　　 金融資產重分類淨損失（利益）,　　　　 非金融資產減損損失,　　 存出保證金增加,　　 短期借款增加,　　　　　 生物資產（增加）減少,　　　　　 負債準備增加（減少）,　　　　　 其他營業負債增加（減少）,　　 備供出售金融資產減資退回股款,　　 其他投資活動,　　　　 股份基礎給付酬勞成本,　　 取得無活絡市場之債務工具投資
2436,2016年01月01日至2016年09月30日,,121765,121765,,,30907,2115,1416,-1953,-586,-15827,3108,35537,,,,-3033,-112860,-2849,-61887,5554,,-175075,,4941,84441,12648,8961,281,,112921,-62154,-51449,70316,1953,-1416,-24669,46184,,-452416,595940,,-27983,589,,-378,,38429,,-110700.0,,-94,12206,-22919,73900,602528,676428,676428,-70381.0,70041.0,0.0,0.0,,,1193.0,,,-182.0,,10705.0,649.0,,25148.0,-1494.0,123000.0,,1000.0,,,,1403.0,-147063.0
2436,2016年01月01日至2016年06月30日,,48045,48045,,,19978,1430,893,-1131,-586,-16585,3108,11434,,,,-3747,7192,-1078,-70593,5045,0.0,-63181,,1098,90003,6426,-10198,-172,,88552,25371,50472,98517,1131,-893,-20022,78733,,-278070,257215,0.0,-20475,589,,0,,-42087,,,0.0,-94,-94,-8417,28135,602528,630663,630663,-5442.0,222.0,0.0,,0.0,,,,,-208.0,12210.0,25101.0,395.0,0.0,,-1568.0,,,1000.0,,,,,
2436,2016年01月01日至2016年03月31日,,21652,21652,,,9717,762,446,-451,0,-12160,0,13687,,,,856,33692,4154,-19951,-7219,,11532,,-8,18224,-511,-14865,-1307,,6487,18019,36798,58450,451,-446,-41,58414,,-221780,203068,,-4714,0,,0,,-24994,,,,-94,-94,-9728,23598,602528,626126,626126,0.0,0.0,0.0,,,,,,,-214.0,6992.0,18779.0,137.0,,,-1568.0,,,1000.0,3817.0,,,,
2436,2015年度,,146399,146399,,,40365,4387,572,-2011,0,-38915,3427,-4515,,,,8678,-1951,-4295,11778,-2960,,11468,,604,-34627,8849,-2036,1576,,-57743,-46275,-97752,48647,1971,-572,-288,49758,,-1229927,1233471,,-29313,0,-73.0,-658,,50143,,-199260.0,,-328,-62588,13814,51127,551401,602528,602528,-73381.0,73381.0,12.0,218.0,0.0,,,,,39.0,18543.0,-51477.0,-1583.0,,,,137000.0,0.0,461.0,-30987.0,3060.0,202.0,,
2436,2015年01月01日至2015年09月30日,,135668,135668,,,30468,3414,0,-1420,0,-38476,0,-3701,,,,2677,21444,-3977,-24559,-225,,-4421,,161,-6932,6948,-26972,1903,,-23952,-28373,-99960,35708,1420,0,-230,36898,,-984414,986095,0.0,-27239,0,,-405,0.0,20396,,-199260.0,0.0,-328,-9588,14838,62544,551401,613945,613945,-73381.0,46428.0,11.0,219.0,0.0,,,,,6.0,,-71587.0,940.0,,11492.0,-69.0,190000.0,,,,,,,
2436,2015年01月01日至2015年06月30日,,76672,76672,,,20306,2440,0,-905,0,-92747,0,12560,,,,-3360,65534,1603,-59652,-1654,0.0,2471,,187,71702,9062,-30708,1088,,51918,54389,-1027,75645,381,0,-125,75901,,-742100,844117,0.0,-18106,0,-23.0,-405,,83973,,,0.0,-328,-328,-8122,151424,551401,702825,702825,-997.0,490.0,10.0,,0.0,,,,,-37.0,3954.0,-55416.0,587.0,0.0,,,,,,,,,,
2436,2015年01月01日至2015年03月31日,,16196,16196,,,9873,1213,0,-381,0,-27012,0,5138,,,,4404,68479,94,15758,-1784,,86951,,-556,-26860,3288,-17405,-338,,-41634,45317,36599,52795,381,0,-38,53138,,-363382,340556,,-9893,0,0.0,0,,-32229,,,,-328,-328,-3506,17075,551401,568476,568476,-490.0,490.0,6.0,,,,,,,-43.0,2978.0,-8718.0,237.0,,,,,,,,,,,
2436,2014年度,,214143,214143,,,40060,3791,42,-1668,-154,-135066,1998,-28250,,,,-1599,2355,1770,-95762,-5425,,-98308,,-378,-6632,-23134,-1663,-2479,,21595,-76713,-258170,-44027,1668,-42,-19600,-62001,,-2715501,2817112,,-41761,160,-271.0,-9361,,99945,,-39853.0,,-104,-39957,15954,13941,537460,551401,551401,-61767.0,61767.0,-18.0,353.0,-12200.0,,,,,346.0,-771.0,-181457.0,1391.0,,,,0.0,0.0,127.0,54363.0,0.0,0.0,,
2436,2014年01月01日至2014年09月30日,,187411,187411,,,30616,2643,40,-1114,-160,-115617,1199,-7123,,,,-4113,-76400,-7141,-125286,-12152,,-225092,,5216,97438,-5789,25555,1044,,124392,-100700,-251812,-64401,997,-40,-19530,-82974,,-2543406,2467109,0.0,-24826,160,,-2129,0.0,-73923,,-39853.0,0.0,-104,-39957,4598,-192256,537460,345204,345204,-61943.0,41640.0,-19.0,0.0,-12200.0,,,,,0.0,,-151112.0,928.0,,366.0,-271.0,0.0,,,,,,,
2436,2014年01月01日至2014年06月30日,,95715,95715,,,20100,1710,40,-606,-160,-90160,1199,-2910,-82423.0,,,717,24559,-2952,-63244,3153,0.0,-37767,,1745,78686,-11958,12092,-632,577.0,80510,42743,-39680,56035,335,-40,-12225,44105,,-1820112,2003334,0.0,-11412,160,166.0,-2129,,158731,,,0.0,-104,-104,1638,204370,537460,741830,741830,-11582.0,924.0,-54.0,,-12200.0,,,,,,,,,,,,,,,,,,,
