公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分待出售非流動資產損失（利益）,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息-營業活動,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得採用權益法之投資,　　 預付投資款增加,　　 對子公司之收購（扣除所取得之現金）,　　 處分待出售非流動資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 其他金融資產增加,　　 其他金融資產減少,　　 預付設備款增加,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 舉借長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 處分子公司股權（未喪失控制力）,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　 收取之利息-營業活動,　　 取得備供出售金融資產,　　 以成本衡量之金融資產減資退回股款,　　 其他非流動資產增加,　　 收取之股利,　　 發行公司債,　　 發放現金股利,　　　　 處分投資損失（利益）,　　 處分備供出售金融資產,　　 處分子公司,　　 處分無形資產,　　 償還長期借款,　　 非控制權益變動,　　　　 股份基礎給付酬勞成本,　　　　 處分採用權益法之投資損失（利益）,　　 取得持有至到期日金融資產,　　 取得以成本衡量之金融資產,　　 處分採用權益法之投資,　　 償還公司債,　　 庫藏股票處分,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　 取得無活絡市場之債務工具投資,　　　　 處分無形資產損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　 無活絡市場之債務工具投資到期還本,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 其他金融資產（增加）減少
3045,2016年01月01日至2016年09月30日,,14851557,,14851557,,,7999275,2376026,291985,506303,-122679,-33563,132253,,,1515,,,,132826,-26596,68514,1238303,-430705,2066,,989128,,,875199,47150,-1090276,44156,90735,245680,,196602,1185730,12375902,27227459,-2093,-3332113,23894215,,0.0,,,,-7809508,28523,-170892,160048,-206095,-2739072,1793960,-214003,67882,-9169404,,46126643,-46473451,19866338,-22962122,13130000,203218,-136317,,-452720,-16727682,-5628,-2008499,8579422,6570923,6570923,-80168.0,962.0,-200000.0,1944.0,,117809.0,,-15783271.0,0.0,0.0,,0.0,-10246000.0,,,,0.0,,,,,,11190172.0,-16042.0,94167.0,0.0,0.0,25058.0,0.0,,4720.0
3045,2016年01月01日至2016年06月30日,,9886215,,9886215,,,5317177,1579697,189503,335511,-82659,-25090,93483,,,11385,,,,-222188,-4013,96009,1329722,-200253,1574,,1003844,,,-168215,33645,-652315,40473,174470,121516,,-461166,542678,8006562,17892777,-1837,-1889275,16002335,,0.0,,,,-4862856,2549,-121290,92047,-174416,-1981178,1692873,-138204,48134,-5614675,,31083145,-36083654,9677857,-18271519,13130000,118866,-84265,,-339502,-11413697,-2341,-1028378,8579422,7551044,7551044,-9608.0,670.0,-200000.0,,,27666.0,,-539625.0,0.0,0.0,,,-10105000.0,,,,,,,,,,7463884.0,-10740.0,54485.0,0.0,,,,,2993.0
3045,2016年01月01日至2016年03月31日,,4769378,,4769378,,,2620670,791578,89897,178241,-39832,-16663,42412,,,10915,,,,-18710,-18532,187960,1404823,-91086,3081,0.0,1469130,,,564787,-21825,-663944,25261,176486,64776,,140061,1609191,5331847,10101225,-1684,-68490,10031294,,,,,,-2559358,1174,-51007,49457,-123552,-470013,481223,-62427,24464,-2910039,,13509782,-18000000,4385390,-6683950,3050000,38709,-45699,,-145809,-6996577,-97,124581,8579422,8704003,8704003,,243.0,-200000.0,,,,,,,,,,-3105000.0,,,,,,,,,,3722656.0,-5480.0,45438.0,,,,,,1594.0
3045,2015年度,,18165950,0.0,18165950,,,10576173,2939619,395016,730917,-154760,-67562,332085,0.0,0.0,1629,,,,-1234205,-27542,-182688,-977225,55247,-4528,0.0,-2374782,,,-1371871,12094,-229022,91006,24183,-156635,,-1653521,-4028303,10719731,28885681,-601,-3080538,25805736,,-670448.0,,0.0,0.0,-11585672,150937,-1222077,1219549,-4180118,-2127122,2259551,-288176,115539,-15179543,,74120938,-78800000,71997631,-66794184,8770000,388216,-405335,0.0,-704786,-9948924,-1624,675645,7903777,8579422,8579422,-21213.0,1194.0,0.0,2160.0,0.0,52621.0,,-15914229.0,-12437.0,1192504.0,0.0,47.0,-2210000.0,-397175.0,0.0,,0.0,-2108.0,,,0.0,,14748034.0,-23276.0,68618.0,-596730.0,-47.0,-40004.0,500000.0,1478.0,-5319.0
3045,2015年01月01日至2015年09月30日,,14027510,0.0,14027510,,,7902507,2147026,306431,538708,-109877,-34062,99320,0.0,0.0,739,,,,-1170325,-25533,-66818,971352,-178507,-16606,0.0,-486437,,-15742.0,-1798356,6268,-1113580,42343,-54842,-493776,,-3444697,-3931134,6886727,20914237,-449,-2847360,18067301,,-670448.0,,0.0,0.0,-8898663,148628,-1168440,141459,-4148626,-1402388,1559551,-208381,88061,-13423739,,54800000,-60350000,49311695,-37231065,5770000,351257,-365494,0.0,-431463,-5269299,-409,-626146,7903777,7277631,7277631,-21213.0,873.0,,2160.0,0.0,39635.0,,-15914229.0,-12634.0,1192504.0,0.0,47.0,-1210000.0,0.0,,,-2108.0,,,,,,10817861.0,-17012.0,43743.0,-596730.0,-47.0,-42780.0,500000.0,,
3045,2015年01月01日至2015年06月30日,,8977028,0.0,8977028,,,5257104,1360949,177251,342764,-66776,-17164,62900,0.0,0.0,-2001,,,,-700310,-11081,-14882,288553,-115133,-16557,0.0,-569410,,-75271.0,-1574292,-1343,-892646,25873,-120213,-412304,,-3061511,-3630921,3462520,12439548,-304,-1624287,10815525,,-603403.0,0.0,0.0,0.0,-6083356,38525,-103513,76330,-4066356,-17225,1372000,-144206,61253,-8984041,,31350000,-37600000,25551664,-23756606,5570000,268271,-256555,0.0,-294960,-943769,-3828,883887,7903777,8787664,8787664,-10658.0,568.0,,0.0,0.0,,,-670583.0,-2660.0,1002660.0,,,-1105000.0,,,,,,,,,,7093441.0,-11315.0,-8268.0,-516750.0,,,,,
3045,2015年01月01日至2015年03月31日,,4146346,0.0,4146346,,,2622270,631189,90872,170526,-30057,-1469,36700,0.0,0.0,1980,,,,-437541,-4973,72665,-40478,-150948,1987,-8455.0,-567743,,-190484.0,-601876,-7486,-1040181,15013,66497,44058,,-1720114,-2287857,1234154,5380500,-145,-4152,5376470,,,0.0,0.0,0.0,-2962132,749,-57165,40876,-3690467,-16963,45000,-69502,29243,-6680361,,14800000,-19900000,17368991,-10979407,550000,59281,-69383,0.0,-104787,1619695,-2211,313593,7903777,8217370,8217370,,267.0,,,,,,,,,,,-105000.0,,,,,,,,,,3522011.0,-5655.0,,,,,,,
3045,2014年度,,18865077,-94363.0,18770714,,,9721579,1871429,373778,601834,-94992,4639,969694,-153706.0,17794.0,-1076,13291178.0,,,-1782136,14996,-49560,570348,72751,27412,14266.0,-1131923,,-216953.0,924698,6312,-429711,27444,-301410,459458,-16247.0,453591,-678332,12612846,31383560,-6291,-3040263,28338516,,-320273.0,,1193252.0,250291.0,-13569058,5856,-164135,154372,-829831,-2392255,447544,-304769,93540,-19664554,,119246379,-130955823,19467020,-16274202,10000000,169229,-214427,323859.0,-586873,-8735720,11241,-50517,7954294,7903777,7903777,-22803.0,1510.0,-4273724.0,45673.0,-3706.0,48142.0,0.0,-15289071.0,168.0,0.0,14533.0,0.0,-1105000.0,3512800.0,2840.0,0.0,-6.0,-60000.0,0.0,0.0,2970389.0,,,,,,,,,,
3045,2014年01月01日至2014年09月30日,,14813480,-94363.0,14719117,,,7195050,1261786,268771,470699,-70625,7478,595408,-153706.0,17794.0,-127,9569893.0,,,-598013,8297,-95153,469555,-119259,25927,14180.0,-294466,,-266804.0,927596,16873,-518052,9358,-192302,81934,-12952.0,45651,-248815,9321078,24040195,-5348,-2931162,21104995,,-320273.0,0.0,1193252.0,250291.0,-9906310,4478,-122294,121860,-505596,-295520,233817,-219945,69638,-9435394,,82292068,-92732142,13178826,-9786477,10000000,112924,-146136,142246.0,-354399,-12637641,1111,-966929,7954294,6987365,6987365,-22803.0,1310.0,0.0,2399.0,-3706.0,47982.0,0.0,-15289071.0,168.0,0.0,14533.0,0.0,-105000.0,49520.0,,,,,,,,,,,,,,,,,
3045,2014年01月01日至2014年06月30日,,10273681,-94363.0,10179318,,,4720588,719460,165134,296315,-49882,5053,161629,-153706.0,17794.0,29,5869447.0,,,-32507,-372,5265,721401,6648,18092,16701.0,735228,,-287067.0,-287869,7028,-694832,-5768,-285699,-49701,-7759.0,-1611667,-876439,4993008,15172326,-5573,-1648327,13519561,,-148118.0,-172155.0,1193252.0,250291.0,-6476696,3727,-91700,79174,-437599,-99812,208564,-131169,49069,-5774480,,51049204,-69281272,3994597,-5092786,10000000,69061,-103863,142246.0,-250610,-9697904,-1113,-1953936,7954294,6000358,6000358,-12967.0,1135.0,0.0,2399.0,-3707.0,0.0,0.0,-224481.0,,,,,,,,,,,,,,,,,,,,,,,
