公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 處分投資性不動產損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 生物資產（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 舉借長期借款,　　 發放現金股利,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他金融資產增加,　　 償還長期借款,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　 非控制權益變動,　　 其他應收款－關係人增加,　　 其他金融資產減少,　　 其他非流動資產減少,　　 短期借款減少,　　 應付短期票券減少,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　　　　 其他應付款－關係人增加（減少）,　　　　 股利收入,　　 收取之股利
1215,2016年01月01日至2016年09月30日,,1071255,1071255,,,284801,2505,521,21298,-3776,,5864,,,,-19477,-140916,-37889,911,217057,-121298,257910,,156298,,59158,9529,35597,-9998,,-202620,-46322,209135,1280390,-192253,1088137,,-737208,2120,-623,-22403.0,3771,-698802,,,129865.0,300000.0,-535982.0,-21782,-316172,-13750,59413,242233,301646,301646,,-146250.0,-215.0,4817.0,,,,-46840.0,,,255457.0,-297088.0,182.0,-55541.0,55541.0
1215,2016年01月01日至2016年06月30日,,692394,692394,,,184539,1888,564,13655,-2762,,3126,,,,13943,25150,-96185,-6833,156937,-52118,207281,,248175,,922,37014,49894,-17849,,-208900,39275,240091,932485,-104218,828267,,-437365,1462,-480,-9841.0,2764,-443460,,,89992.0,,,-14338,-457668,-6837,-79698,242233,162535,162535,,-102500.0,-194.0,-18124.0,,,,-412698.0,,,200816.0,-294365.0,15484.0,,
1215,2016年01月01日至2016年03月31日,,318598,318598,,,90079,1106,-15,7040,-1266,,-3956,,,,25215,-87025,-24628,-12637,173418,-35887,198246,,236702,,3957,2134,8730,-13565,,-282610,-45908,46928,365526,-1,365525,,-275786,880,-300,-13460.0,1243,-287423,,,69943.0,,,-7273,-139372,-3280,-64550,242233,177683,177683,,-43750.0,-152.0,-10112.0,,,,-148180.0,,,92836.0,-291736.0,7870.0,,
1215,2015年度,,912495,912495,,,327609,5173,-10387,30399,-4893,,5069,,,,79391,80808,-3410,2948,-234530,-143092,-132789,,-350674,,-18787,45350,3075,-9035,,13535,-337139,14292,926787,-212508,714279,,-946218,4218,-466,-8485.0,4865,-946086,,641653.0,,0.0,-243628.0,-31129,123737,-1395,-109465,351698,242233,242233,,-175000.0,-1539.0,-18124.0,,0.0,,,-50035.0,,351431.0,-7068.0,,,
1215,2015年01月01日至2015年09月30日,,635911,635911,,,239110,3929,-8958,22882,-3162,,4375,,,,82668,-11467,-5497,1168,-94375,-64499,182208,,90206,,-86058,124742,52382,-61143,,24617,114823,371901,1007812,-204598,803214,,-697424,3108,-136,,3138,-697484,,290555.0,,,-243628.0,-23087,-165491,3013,-56748,351698,294950,294950,,-131250.0,-1098.0,-18124.0,,0.0,-6170.0,,-39957.0,,257078.0,-5306.0,,,
1215,2015年01月01日至2015年06月30日,,383713,383713,,,155048,2586,-9019,16170,-2618,,5435,,,,101714,132297,-5479,3438,-249998,-43974,146801,,84799,,-50122,22200,17402,-55833,,-69919,14880,181455,565168,-122870,442298,,-386673,2114,-136,,2542,-378480,,,,,,-16978,-196880,-6480,-139542,351698,212156,212156,,-87500.0,-1027.0,-17690.0,,0.0,3673.0,-24738.0,-49974.0,,166575.0,-3566.0,,,
1215,2015年01月01日至2015年03月31日,,221016,221016,,,75953,1363,-3355,8400,-396,,12093,,,,76556,150854,-7998,-5206,-533604,-38186,98558,,-259026,,-89472,63628,-756,-39364,,-67800,-326826,-233079,-12063,-2871,-14934,,-192411,359,-136,,376,-188867,,265515.0,,,,-9378,146875,-3324,-60250,351698,291448,291448,,-43750.0,-311.0,-5462.0,0.0,0.0,2945.0,,-60050.0,,93747.0,-1836.0,,,
1215,2014年度,,995381,995381,,,297201,5159,-969,34489,-1151,,-13774,318264.0,,,48513,-52358,42600,-6761,-200528,-9642,115124,,-63052,,15088,-111908,-17005,85562,-5015.0,-33278,-96330,221934,1217315,-167957,1049358,,-498737,8438,-646,27151.0,1151,-462243,,-175733.0,30007.0,20000.0,-185621.0,-33585,-445204,15460,157371,194327,351698,351698,400.0,-100000.0,-2691.0,-272.0,,,,,,,,,,,
1215,2014年01月01日至2014年09月30日,,713489,713489,,,222255,3786,-595,27009,-860,,-27101,222680.0,,,931,8321,42263,-8246,-202719,-23712,181760,,-1402,,7001,-21972,-13494,85819,-3801.0,53553,52151,274831,988320,-158506,829814,,-361712,6538,-498,1741.0,860,-352671,,-23497.0,-39915.0,0.0,-185893.0,-26968,-332523,3919,148539,194327,342866,342866,400.0,-56250.0,-1814.0,0.0,,,,,,,,,,,
1215,2014年01月01日至2014年06月30日,,490764,490764,,,148212,2514,-248,18792,-707,,-11985,155320.0,,,19621,97076,43574,-6517,-282760,5074,20838,,-103094,,-72353,-72680,-15130,60845,-2621.0,-101939,-205033,-49713,441051,-96795,344256,,-212201,4941,-249,,707,-205663,,,42.0,0.0,,-18783,-71689,-224,66680,194327,261007,261007,,-37500.0,-1258.0,0.0,,400.0,739.0,-15448.0,,,,,,,
