公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 償還長期借款,　　 存入保證金減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 處分採用權益法之投資損失（利益）,　　 處分子公司,　　 其他投資活動,　　　　 呆帳費用提列（轉列收入）數,　　　　 股利收入,　　　　 處分投資損失（利益）,　　　　　 其他應收款－關係人（增加）減少,　　　　　 預收款項增加（減少）,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 存出保證金增加,　　 取得無形資產,　　 收取之股利,　　 短期借款減少,　　 應付短期票券增加,　　 舉借長期借款,　　 存入保證金增加,　　 發放現金股利,　　 其他預付款項增加,　　 處分備供出售金融資產,　　 其他金融資產增加,　　　　 利息收入,　　 收取之利息,　　　　　 其他應付款－關係人增加（減少）,　　 取得以成本衡量之金融資產,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　 其他金融資產減少,　　 應付短期票券減少
1440,2016年01月01日至2016年03月31日,,26506,26506,,,260774,1859,-1105,20456,-61260,8,0,-3,0,-2929,,,,1394,-2184,-127145,0,-32723,-36685,-38258,-422,0,-236023,,-33479,41989,-39013,,,-706443,-942466,-725581,-699075,-20326,-51038,-768975,,98,-419683,0,-7980,-441258,,0,-706502.0,,0,721861,-99997,-588369,1895521,1307152,1307152,0.0,0.0,-13705.0,0.0,0.0,0.0,,2108.0,0.0,0.0,-1228.0,-49.0,0.0,428588.0,,950000.0,-225.0,0.0,,0.0,,-915.0,1464.0,,1269.0,,216885.0,-678878.0,830.0,20.0,50000.0
1440,2015年度,,1456895,1456895,,,1001525,5046,5668,96387,-358635,-4005,54291,-1298,0,39730,,,,-2568,46387,324943,0,161312,-728565,36941,-892,0,-162442,,11325,-17651,24815,,,21989,-140453,454947,1911842,-96718,-141555,1954333,,0,-1527936,9036,-139601,-1476572,,0,-1325000.0,,0,-506091,30963,2633,1892888,1895521,1895521,0.0,0.0,-27788.0,0.0,-227761.0,-9104.0,,60880.0,0.0,0.0,-9919.0,-2715.0,273765.0,-207339.0,,1600000.0,5118.0,-278870.0,,176916.0,,-6444.0,6999.0,,-2340.0,,595400.0,-67814.0,10434.0,47775.0,-300000.0
1440,2015年01月01日至2015年09月30日,,1186810,1186810,,,741917,3385,-1761,74255,-286366,2313,0,-1298,0,40567,,,,-2654,179744,-65134,0,-63440,-920766,47720,-1842,0,-826372,,-22190,90406,85851,,,84605,-741767,-408135,778675,-74964,-55991,653048,,0,-1198664,2931,-93260,-866930,,0,-783333.0,,-365,-231373,33992,-411263,1892888,1481625,1481625,0.0,0.0,-27598.0,0.0,-226911.0,-7665.0,,-27292.0,0.0,0.0,-7519.0,-17273.0,272914.0,-121521.0,,1200000.0,2716.0,-278870.0,,156185.0,,-4804.0,5328.0,,-2419.0,,333632.0,-50762.0,8592.0,47773.0,-250000.0
1440,2015年01月01日至2015年06月30日,,750619,750619,,,478136,1950,-141,49630,-176672,-397,0,0,0,17773,,,,1720,124001,-252440,0,-32121,-822930,32623,-343,0,-949490,,-25550,594346,-9516,,,573156,-376334,-140781,609838,-49611,-43174,521153,,121,-798522,400,-34312,-688087,,0,-341667.0,,-1596,142070,-101532,-126396,1892888,1766492,1766492,0.0,0.0,-13180.0,0.0,-131039.0,0.0,,37251.0,1566.0,0.0,-6559.0,-16516.0,131039.0,-67110.0,,800000.0,2443.0,0.0,,0.0,,-3687.0,4100.0,,,,235553.0,-29606.0,6231.0,47876.0,-250000.0
1440,2015年01月01日至2015年03月31日,,237199,237199,,,221636,520,9828,24889,-90071,0,0,0,0,19527,,,,762,89608,-71076,0,14838,-213787,27699,-4261,0,-156217,,-23740,347668,-17115,,,357831,201614,386190,623389,-18785,-49,606743,,52,-439543,0,-18208,-445089,,2619999,0.0,,-107,181612,-46510,296756,1892888,2189644,2189644,0.0,0.0,-16338.0,0.0,0.0,0.0,,62325.0,694.0,0.0,-3223.0,-16376.0,0.0,-2840901.0,,600000.0,2621.0,0.0,,0.0,,-1753.0,2188.0,,,,184576.0,-16815.0,5508.0,47853.0,-200000.0
1440,2014年度,,531952,531952,,,439609,162,713,30710,-81129,15811,0,-368,0,51080,331132.0,,,-33815,-11854,34250,0,-208247,169249,-79225,-58,0,-129700,,-11195,40915,111182,,-62722.0,88243,-41457,289675,821627,-29698,-129061,672883,,-603877,-4751501,428,-192017,-5506463,,16079507,-200000.0,,343269,3373388,90231,-1369961,3262849,1892888,1892888,0.0,0.0,-60665.0,0.0,-115110.0,-1174.0,,5881.0,0.0,0.0,941.0,-700.0,115110.0,-15739973.0,300000.0,3050000.0,18375.0,-477790.0,,38922.0,-49455.0,-9172.0,10015.0,4182.0,-3649.0,,,,,,
1440,2014年01月01日至2014年09月30日,,469179,469179,,,332838,98,-2541,22705,-50331,656,0,-111,-11640,98285,266787.0,,,-31138,76791,325116,0,-141888,-637148,-68914,-17397,0,-494578,,-42034,-31182,146425,,-46777.0,-52286,-546864,-280077,189102,-21611,-119529,56207,,-639580,-3956739,151,-127277,-4618483,,12836706,-200000.0,,339997,2779135,42595,-1740546,3262849,1522303,1522303,0.0,0.0,-44517.0,0.0,-115059.0,-1147.0,,-78718.0,0.0,0.0,-1035.0,-693.0,115059.0,-12076075.0,250000.0,2100000.0,6297.0,-477790.0,,37692.0,-1544.0,-6966.0,8245.0,,,,,,,,
1440,2014年01月01日至2014年06月30日,,328407,328407,,,227696,43,6318,20938,-14699,615,0,-67,-9576,-10792,176353.0,,,-29940,27887,168486,0,-74338,-1152851,-162802,-16597,0,-1240155,,-41386,-92478,-42944,,-30849.0,-228812,-1468967,-1292614,-964207,-19220,-64087,-1047514,,-639580,-2879003,151,-94002,-3563261,,8842252,-200000.0,,337518,3438189,-2390,-1174976,3262849,2087873,2087873,0.0,0.0,-17112.0,0.0,-42968.0,-1155.0,,-21155.0,0.0,0.0,-959.0,-514.0,32133.0,-7497566.0,200000.0,1750000.0,5985.0,0.0,,37141.0,-1516.0,,,,,,,,,,
1440,2014年01月01日至2014年03月31日,,145570,145570,,,113341,6,5417,4977,-17118,222,0,0,8792,-16531,102531.0,,,0,77185,193596,0,-31747,-1123377,-61278,-17722,0,-963343,,-38994,44804,-28700,,-15447.0,-79882,-1043225,-940694,-795124,-7654,94,-802684,,-639580,-1265479,152,-12458,-1922084,,4802551,,,-49,1597655,70029,-1057084,3262849,2205765,2205765,0.0,0.0,-12032.0,0.0,0.0,3425.0,,-41545.0,0.0,0.0,41.0,0.0,0.0,-4009938.0,100000.0,700000.0,5091.0,0.0,,7272.0,,,,,,,,,,,
1440,2013年度,,1593733,1593733,,,486680,27,1461,18088,-126612,39035,44289,-45377,0,72905,395172.0,,,50336,132466,119618,0,-86360,-103527,36250,-1120,0,147663,,-41196,-465214,42775,,-58586.0,-557398,-409735,-14563,1579170,-19064,-97560,1477247,,-209920,-2307993,8623,-461777,-3021109,,7380310,0.0,,303106,2488712,96824,1041674,2221175,3262849,3262849,3039.0,11659.0,-196353.0,72.0,-85889.0,1898.0,,-35177.0,30944.0,18680.0,-861.0,0.0,85889.0,-5955958.0,400000.0,600000.0,-3381.0,-235365.0,,0.0,0.0,-14444.0,14701.0,0.0,0.0,,,,,,
