公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 除列按攤銷後成本衡量金融資產淨損失（利益）,　　　　 金融資產重分類淨損失（利益）,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 應付公司債匯率影響數,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分投資性不動產損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分其他資產損失（利益）,　　　　 處分待出售非流動資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現銷貨利益（損失）,　　　　 已實現銷貨損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 買回應付公司債損失（利益）,　　　　 逾期未領股利及董監酬勞轉列其他收入,　　　　 投資性不動產公允價值調整損失(利益),　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 避險之衍生金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 生物資產（增加）減少,　　　　　 預付費用（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 遞延借項（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 避險之衍生金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 應付建造合約款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 遞延貸項增加（減少）,　　　　　 以成本衡量之金融負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 其他非流動資產增加,　　 預付設備款增加,　　 其他預付款項增加,　　 收取之利息,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 其他非流動負債增加,　　 現金增資,　　 庫藏股票處分,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 停業單位稅前淨利（淨損）,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　　　　 應計退休金負債增加（減少）,　　 取得無活絡市場之債券投資,　　 庫藏股票買回成本,　　 處分無活絡市場之債券投資,　　 存入保證金減少,　　 其他籌資活動,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產
6283,2015年01月01日至2015年09月30日,,10718,10718,,,38472,0.0,1216,0.0,3900,0.0,0.0,-2791,-2025.0,0.0,0.0,0.0,-6198,0.0,0.0,0.0,0.0,0.0,-30050.0,0.0,0.0,0.0,0,-12094.0,0.0,0.0,-303,0.0,0.0,0.0,3169,-6704.0,,,190,0.0,0,0.0,-34190,0.0,0.0,3763,0.0,16974,0.0,0.0,0.0,-6797,0.0,0.0,0.0,-20060,,0.0,0.0,0.0,0.0,-37810,0.0,0.0,-52220,0.0,0.0,0.0,0.0,-6065,-28.0,0.0,0.0,0.0,-96123,-116183,-122887,-112169,-4114,-148,-116431,,-88614.0,69653.0,-88157.0,47783.0,-24957.0,2037.0,57759.0,21138.0,0.0,-5058,117566,-255.0,265.0,-1025.0,0.0,-2129,2791,2025.0,110822,,0.0,-149607,0,-105195,0.0,666,0,0.0,-254136,4445,-255300,477368,222068,222068,,,,,,,,,,
6283,2014年度,,-579228,-579228,,,88839,,-693,,9966,,,-3910,-200.0,1562.0,,,9295,266975.0,,,,,,0.0,0.0,,35747,,,,7845,,,,34591,,,,-419,,236,,277798,,,-5420,,63233,,,,30247,,,,365675,,,,,,-162432,,,-30114,,,,,1131,,,,,-191478,174197,624214,44986,-9337,-1394,34255,,,,,,0.0,63551.0,,0.0,-3510.0,-39865,34823,,7690.0,0.0,-8003.0,-28685,3663,200.0,27889,,0.0,-68467,20000,-137692,28.0,3254,200000,0.0,17123,18757,98024,379344,477368,477368,0.0,,450017.0,-63.0,-1975.0,0.0,,,,
6283,2014年01月01日至2014年09月30日,,-433644,-433644,,,74384,0.0,264,0.0,7666,0.0,0.0,-1683,-200.0,1562.0,0.0,0.0,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181147,32245.0,0.0,0.0,-4531,0.0,0.0,0.0,26907,318127.0,,,27,0.0,148,0.0,74279,0.0,0.0,14236,0.0,38219,0.0,0.0,0.0,62576,0.0,0.0,0.0,189485,,0.0,0.0,0.0,0.0,-120421,0.0,0.0,-46498,0.0,0.0,0.0,0.0,58010,-49.0,0.0,0.0,0.0,-108958,80527,398654,-34990,-7692,0,-42682,,0.0,0.0,-103200.0,82167.0,-29421.0,73552.0,0.0,0.0,-3510.0,-63627,5027,-523.0,0.0,2144.0,-3213.0,-21224,1683,200.0,-59945,,0.0,-71902,20000,-101559,6.0,2090,200000,0.0,48635,5723,-48269,379344,331075,331075,,,,,,,,,,
6283,2014年01月01日至2014年06月30日,,-176516,-176516,,,49088,,-264,,5353,,,-823,-200.0,1562.0,,,-295,,,,,,,,,,26260,0.0,,,-3784,,,,10646,,,,-233,,115,,163722,,,16957,,16220,,,,54922,,,,251703,,,,,,-122792,,,-53478,,,,,14465,,,,,-161841,89862,177405,889,-5451,0,-4562,,,,,,0.0,63551.0,,,-3510.0,-62018,4944,-567.0,,2145.0,-4919.0,-6015,823,200.0,-29527,,0.0,-137260,20000,-69560,,1884,200000,,15064,309,-18716,379344,360628,360628,0.0,,87543.0,-36.0,-24161.0,0.0,0.0,,,
6283,2014年01月01日至2014年03月31日,,-73280,-73280,,,23744,,-25980,,3190,,,-603,,,,,-14,,,,,,,,,,4309,0.0,,,-15794,,,,45,,,,-140,,-5,,174663,,,8011,,26175,,,,175343,,,,384047,,,,,,-108409,,,-35934,,,,,32498,,,,,-111860,272187,261084,187804,-3221,0,184583,,,,,,0.0,63551.0,,,,-54395,665,0.0,1288.0,,-146330.0,1207,337,,-159028,,,-13278,20000,-33810,0.0,1938,0,,-8244,7114,24425,379344,403769,403769,0.0,,-11103.0,-15.0,-25351.0,0.0,0.0,0.0,16906.0,
6283,2013年度,,-225119,-227767,,,72484,,26181,,9140,,,-3452,0.0,13832.0,,,6281,23591.0,,,,,,0.0,15000.0,,4440,,,,2134,,,,20436,,,,-427,,1079,,-212651,,,78007,,-49373,,,,-211311,,,,-394676,,,,,,142823,,,53639,,,,,-3366,,,,,193040,-201636,-11569,-239336,-9019,-226,-248581,,,,,,-63551.0,31417.0,,25321.0,0.0,-66765,16817,,0.0,-5241.0,-155320.0,-7617,3452,0.0,-244455,,114979.0,0,157000,-88781,0.0,-115,220000,27390.0,430473,12311,-50252,429596,379344,379344,-2648.0,,190067.0,-56.0,-22968.0,0.0,,,,
6283,2013年01月01日至2013年12月31日,,-227767,-227767,,,72484,,26181,,9140,,,-3452,0.0,13832.0,,,6281,,,,,,,0.0,15000.0,,28031,,,,2134,,,,175,,,,-427,,1079,,-212651,,,78007,,-49373,,,,-27108,,,,-210473,,,,,,142823,,,53639,,,,,-3366,,,,,193040,-17433,152373,-75394,-9019,-226,-84639,,,,,,-63551.0,31417.0,,25321.0,0.0,-66765,16817,,,-5241.0,-318895.0,-7984,3452,0.0,-408397,,114979.0,0,157000,-88781,,-115,220000,27390.0,430473,12311,-50252,429596,379344,379344,,,169806.0,-56.0,-22968.0,0.0,,,,
6283,2013年01月01日至2013年09月30日,,-67931,-66912,,,52088,,-1648,,6512,,,-2032,0.0,13832.0,,,-206,,,,,,,,,,0,-8388.0,,,-3563,,,,13706,,,,-225,,-49,,-63623,,,41473,,-68642,,,,-64697,,,,-155763,,,,,,60852,,,31821,,,,,-5014,,,,,87616,-68147,2154,-64758,-6425,-789,-71972,,,,,,-9619.0,31417.0,,25321.0,0.0,-28655,431,-5295.0,,0.0,-195541.0,-17332,2032,0.0,-272616,,89367.0,0,77000,-69623,0.0,1759,220000,27390.0,345893,8289,9594,429596,439190,439190,1019.0,,70301.0,-43.0,-75375.0,0.0,,,,
6283,2013年01月01日至2013年06月30日,,13738,15895,,,33761,,-2299,,4227,,,-1665,0.0,0.0,,,-205,,,,,,,,,,0,-1617.0,,,6389,,,,6569,,,,-162,,598,,-220385,,,54638,,-21697,,,,-46472,,,,-233480,,,,,,97764,,,-5955,,,,,-14900,,,,,76883,-156597,-111437,-95542,-4224,-788,-100554,,,,,,0.0,31417.0,,,0.0,-5251,429,-4986.0,,0.0,-121227.0,-16763,1665,0.0,-186573,,1837.0,0,30000,-45981,,7326,220000,,213182,13310,-60635,429596,368961,368961,2157.0,,45160.0,-26.0,-71857.0,0.0,0.0,,,
6283,2013年01月01日至2013年03月31日,,9976,9058,,,16517,,-50,,2063,,,-863,,,,,-202,,,,,,,,,,0,-2429.0,,,4454,,,,43,,,,-430,,-197,,-191693,,,25174,,17961,,,,-5453,,,,-154638,,,,,,53178,,,-8171,,,,,-1145,,,,,43884,-110754,-91221,-82163,-2078,-787,-85028,,,,,,0.0,0.0,,,,-4747,423,-4394.0,0.0,,-31681.0,-14227,863,,-40750,,,-7668,0,-22630,0.0,1765,220000,,191467,7758,73447,429596,503043,503043,-918.0,,19533.0,22.0,0.0,0.0,13013.0,0.0,0.0,
