公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產及設備,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 發行公司債,　　 償還公司債,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 庫藏股票買回成本,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　 取得持有至到期日金融資產,　　 對子公司之收購（扣除所取得之現金）,　　 處分不動產及設備,　　 發放現金股利,　　 取得子公司股權,　　 非控制權益變動,　　 處分無活絡市場之債務工具投資,　　 處分採用權益法之投資,　　 處分投資性不動產,　　　　 處分投資性不動產損失（利益）,　　 處分持有至到期日金融資產,　　 取得無活絡市場之債務工具投資,　　 持有至到期日金融資產到期還本
2883,2016年01月01日至2016年09月30日,,5122081,5122081,,,454948,648090,614601,3249577,-8427498,-1747469,-479282,-1667148,58842,-6391492,,,-21029711,-38385038,-22409545,1153060,6917097,-34267106,0,-5640840,5467333,-108194750,,13324933,11138102,19610935,3555715,-13951092,8081101,3152690,44912384,-63282366,-69673858,-64551777,8853339,1659036,-3065965,-326809,-57432176,,-362502,1335165,-1676495,2546701,143397.0,-1927861,10012,-383040,350932,581165,,-1332924,7689185,0,0,0,998933.0,-3326401,-1150440,4025,-4664104,-855801,-62370916,135637871,73266955,24817551,31610514,16838890,889988.0,13859.0,0.0,-148615.0,,-7487006.0,,-59476.0,946432.0,,4828.0,,,-360353.0,102564.0
2883,2016年01月01日至2016年06月30日,,2121607,2121607,,,299069,429894,372542,2220292,-5640092,-293131,-302990,-1025173,29924,-3343966,,,-16007046,-35437720,-3880595,-351193,-7552287,-15392490,0,-10255937,3137899,-85739369,,9582389,11270208,14316040,1109539,-30502474,14081974,5357726,25215402,-60523967,-63867933,-61746326,5872949,587935,-2247600,-202096,-57735138,,-361513,819323,-836038,1444514,,-1253718,0,-209456,-60148,-442292,,1657520,6461276,0,0,0,998933.0,-593543,-1150440,355,-172381,-429341,-58779152,135637871,76858719,18598200,38529006,19731513,564128.0,1571.0,,,14744.0,-7487006.0,,-59476.0,,,,,,,
2883,2016年01月01日至2016年03月31日,,1268281,1268281,,,149950,213102,330186,1165736,-3447929,-27492,-40091,-420847,383822,-1646405,,,-9791938,-26976007,-8380033,-3200743,-6399988,-6498321,0,-486782,5590144,-56143668,,-5740345,6139987,14452231,-4715723,-8329394,8050666,89791,9947213,-46196455,-47842860,-46574579,3263363,10810,-1196761,-87388,-44584555,,-614,402615,-591860,945577,,-803291,0,-81325,52378,26044,,-976894,2126711,0,0,0,,-24133,-1150440,1249,-23507,-437239,-45019257,135637871,90618614,24723408,34835504,31059702,45075.0,2083.0,,,,,,,,,,,102564.0,,
2883,2015年度,,9442987,9442987,,,565972,866872,-329789,5166039,-16062398,-2337235,-435855,-2390902,345824,-13643497,,,-6777108,-6602272,-46514008,-7557179,31405161,8630578,18600000,3028465,-15534205,-21320568,,-2656379,4815872,-13214738,-3141695,20736158,-41228391,9013563,-25675610,-46996178,-60639675,-51196688,16349497,2544116,-5401226,-1955475,-39659776,,-22201876,134696958,-1803767,9481566,184438.0,-1849914,1821464,-828564,703475,121256268,,-11752792,-785843,15000000,-11100000,-10000000,0.0,-1642395,-1461046,-166175,-31108599,298982,50786875,84850996,135637871,25090329,66308658,44238884,959324.0,24654.0,-402564.0,0.0,,-9098673.0,0.0,-101675.0,999992.0,3482.0,261578.0,-16003.0,190000.0,,
2883,2015年01月01日至2015年09月30日,,6789530,6789530,,,395133,659569,-891008,4031774,-12499691,-2001321,-174606,-1152886,190244,-10926544,,,-7207181,-9394897,-66718953,-13785890,21029978,2839399,18600000,4209050,-19024583,-69453077,,7696629,14541156,-8739932,-26152,15133008,-31035688,8094019,5663040,-63790037,-74716581,-67927051,13301654,2004489,-4321507,-1812349,-58754764,,-22216844,133916279,-1649096,7493660,124971.0,-1220224,1086522,-449926,597425,118830299,,7514194,1517021,15000000,-11100000,-10000000,0.0,-1186770,-991669,-225964,-8673536,827956,52229955,84850996,137080951,40049356,45246731,51784864,500491.0,15757.0,-102564.0,0.0,,-9098673.0,0.0,-101675.0,999992.0,3482.0,246622.0,,,,
2883,2015年01月01日至2015年06月30日,,5931337,5931337,,,273498,430007,-590403,2771123,-7750014,-395949,-280626,-1081582,170215,-6298558,,,-6272729,23040526,-94659557,-13417819,-1506317,5150406,18600000,4203832,-6592441,-71454099,,-9539722,-5613754,-15877027,7092309,25011171,-16790182,5949523,-9767682,-81221781,-87520339,-81589002,9162005,356178,-3266024,-1701907,-77038750,,-21871442,133110022,-1311858,5326875,75614.0,-920193,506219,-160066,344821,115247460,,6766591,8329347,13000000,-11100000,-10000000,379.0,-490824,-972909,-119156,-3836199,-78700,34293811,84850996,119144807,29154651,55121724,34868432,155173.0,0.0,-102564.0,0.0,250032.0,-9098673.0,0.0,-150954.0,,,,,,,
2883,2015年01月01日至2015年03月31日,,3162880,3162880,,,131157,216466,-165247,1447098,-4350652,-87991,-198039,-1039090,46911,-3999387,,,-2872319,13923698,1596603,-6213017,-29472323,-1478995,18600000,-3189046,2906775,-6198624,,-4813082,-5870692,-8470619,-9840650,30121978,-22623710,10396920,-11099855,-17298479,-21297866,-18134986,4762909,61238,-1834742,-976073,-16121654,,-20999056,17161267,-760334,1006100,44053.0,-298500,119879,-83966,-74379,-3884936,,26313343,15208352,6000000,-8100000,-9000000,0.0,-275960,-972909,31052,29203878,-66414,9130874,84850996,93981870,25287050,46129526,22565294,,,,,,,,,,,,,,,
2883,2014年度,,11778633,11778633,,,451704,778219,13707,4436123,-14172239,-2227986,-495507,-6987019,-459995,-17488710,,,-7967395,-53005322,380981,2893576,10155343,-19608044,1300000,-4348371,-6624768,-76824000,,4545761,12482184,15322988,2343610,31912977,3373282,-403008,69577794,-7246206,-24734916,-12956283,13524778,2319087,-4480508,-1273481,-2866407,,-64295782,55788096,-2356162,4548859,372501.0,-1034575,293385,-291242,347643,861454,,13091788,3808820,1020680,0,-3500000,4099668.0,-838702,-921962,86787,10125389,822759,8943195,75907801,84850996,25228480,27577163,32045353,1151674.0,125535.0,0.0,6749398.0,,-6014787.0,-111150.0,-595753.0,57723.0,157196.0,334414.0,-102926.0,190000.0,,
2883,2014年01月01日至2014年09月30日,,8918936,8918936,,,322008,542025,50320,2929541,-9399859,-2167994,-403077,-5277596,-647914,-12958245,,,-4871589,-21747036,0,2100088,3060704,-24417240,0,-5335781,-7868953,-59079807,,-525433,6827783,7388242,-1456006,39200708,17578947,2953400,71967641,12887834,-70411,8848525,9086037,1837726,-3098304,-627776,16046208,,-28563305,25940135,-2010992,4259378,251358.0,-1011871,293385,-210945,555343,6509039,,10117302,12822693,0,0,-3500000,3498631.0,-128349,0,147728,15203937,-39368,37719816,75907801,113627617,16895958,67051793,29679866,1050487.0,43814.0,0.0,6678321.0,,-6014787.0,-111150.0,-1628131.0,57363.0,157196.0,113673.0,,,,
2883,2014年01月01日至2014年06月30日,,5551663,5551663,,,210910,356816,-67089,1846274,-6033774,-246796,-232284,-4175856,-341199,-7850084,,,-3367775,-20810451,0,-1186043,-6639144,-18263602,0,-1521319,3826660,-47961674,,-1795918,913772,9593099,-4318616,47271912,9265345,473142,61402736,13441062,5590978,11142641,5962955,179778,-2165331,-410513,14709530,,-7728562,21580634,-1541170,3879218,146759.0,-1932190,164329,-158327,422037,13645145,,19139020,5293390,0,0,-3500000,500059.0,-415092,0,-234,20791598,-122124,49024149,68014561,117038710,39518557,50219821,27300332,800873.0,32041.0,0.0,-1188041.0,458.0,0.0,-111150.0,-114395.0,,,,,,,
