公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 處分原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他非流動資產減少,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 附買回票券及債券負債減少,　　 存入保證金減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 呆帳費用提列（轉列收入）數,　　　　 金融資產減損迴轉利益,　　 處分無活絡市場之債券投資,　　 取得無形資產,　　 存入保證金增加,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　 停業單位稅前淨利（淨損）,　　　　　 其他金融資產（增加）減少,　　　　　 負債準備增加（減少）,　　　　 股利收入,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 存出保證金增加,　　 預付設備款增加,　　 收取之股利,　　 舉借長期借款,　　 償還長期借款,　　 發放現金股利,　　 存出保證金減少,　　　　 處分採用權益法之投資損失（利益）,　　 處分採用權益法之投資,　　 其他非流動資產增加,　　 短期借款減少,　　　　 處分投資損失（利益）,　　 處分以成本衡量之金融資產,　　 應付短期票券減少,　　 發行公司債,　　 取得備供出售金融資產,　　 取得子公司股權,　　　 收益費損項目,　　　　 收益費損項目合計,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 應付短期票券增加,　　　　 非金融資產減損迴轉利益
3048,2016年01月01日至2016年03月31日,,32811,32811,,,7016,305,79198,-199,-648,226.0,11,4163,-31709,265,,,,88168,-1012525,,-74140,18702,-979795,,1307056.0,-137865,-817,1125414,145619,208721,241532,-82678,0,158854,,,,-9846.0,-3546,1396,0.0,199,-55623,,419.0,,20341,20760,52493,176484,561494,737978,737978,4474.0,,,,,,,,-42960.0,,,,-1711.0,,,,,,0.0,,,-729.0,,0.0,,,,,,,63102.0,0.0,-41386.0,0.0,,
3048,2015年度,,520747,520747,,,32337,1067,278176,-2220,-7728,-949.0,13181,12198,52021,-11271,,,,-267082,1237604,0.0,1355752,6260,-283391,,,18437,-3016,-242305,-525696,-162118,358629,-271895,-132631,-45897,,-16511.0,0.0,,-30618,2798,1123.0,2220,-42645,,36709.0,,17208,-25537,-83114,-197193,758687,561494,561494,0.0,-5159.0,,-3930.0,,,,-2615925.0,-257726.0,-672.0,12180.0,,-6379.0,0.0,672.0,0.0,0.0,-179441.0,,0.0,0.0,,,-3046.0,0.0,,0.0,-15000.0,0.0,,363578.0,18514.0,-7714.0,,99987.0,5643.0
3048,2015年01月01日至2015年09月30日,,420575,420575,,,21652,752,203134,-1454,-10334,-834.0,10085,11025,11421,-5566,,,,-20432,-1472488,0.0,1447418,2620,-600300,,,-12511,-2432,-119711,-720011,-480212,-59637,-201825,-132148,-393610,,,,,-32026,1740,-14884.0,1454,-191330,,614398.0,,37006,571831,-26327,-39436,758687,719251,719251,0.0,,,-3789.0,,,,-557418.0,-104768.0,0.0,,,,,0.0,0.0,0.0,-179441.0,-6159.0,0.0,0.0,,,-82.0,0.0,,,-10000.0,0.0,,239799.0,15082.0,-142748.0,,99868.0,
3048,2015年01月01日至2015年06月30日,,255142,255142,,,15225,481,136441,-1111,-5135,-876.0,6646,12607,2166,-6618,,,,-34077,1397128,0.0,1897268,67,3260386,,-1915792.0,-65375,54,-2118305,1142081,1301809,1556951,-139028,-81392,1336531,,,,,-14630,1729,-2269.0,1111,-42013,,-1500333.0,,12464,-1487869,4430,-188921,758687,569766,569766,0.0,,,-455.0,,,,,-137192.0,0.0,,,,,0.0,0.0,0.0,,-1816.0,0.0,0.0,,,-98.0,,,,-5000.0,,,159728.0,10098.0,-30781.0,0.0,,
3048,2015年01月01日至2015年03月31日,,128309,128309,,,7584,259,71585,-445,-4509,-998.0,3243,7741,-11866,-431,,,,169622,-227365,0.0,273727,-37680,178304,,-1642380.0,-118028,-1202,-1825548,-1647244,-1575191,-1446882,-69264,-1710,-1517856,,,,,-12200,998,301.0,445,-4740,,1387970.0,,35,1388005,24612,-109979,758687,648708,648708,,,,0.0,,,,,-63938.0,0.0,,,,,0.0,,,,16.0,,,,,-110.0,,,,,,,72053.0,5110.0,0.0,590.0,,
3048,2014年度,,561026,561026,,,31414,1192,201382,-2865,-7418,44.0,50680,157646,-50101,172,412730.0,,,-115480,-2325008,2991.0,-4224268,-69083,-6730848,,4203874.0,178365,2329,4655051,-2075797,-1663067,-1102041,-193541,-51545,-1347127,,,20000.0,0.0,-38855,101,2729.0,2865,62541,,1175401.0,0.0,-2388,1389183,-17352,87245,671442,758687,758687,29983.0,,0.0,-560.0,,,,,270483.0,-808.0,0.0,,-831.0,-12233.0,808.0,320000.0,-320000.0,-78550.0,,26.0,93155.0,,,1383.0,362.0,,294791.0,-5000.0,-71.0,,,,,,,
3048,2014年01月01日至2014年09月30日,,376807,376807,,,21219,903,139921,-1640,-5238,,27509,40703,-69,5184,231640.0,,,40317,-2860968,3938.0,-3839440,-57268,-1855320,,,48212,2883,197648,-1657672,-1426032,-1049225,-135562,-50504,-1235291,,,,,-34893,0,-2202.0,1662,57344,,858638.0,,-127,1153302,4346,-20299,671442,651143,651143,1985.0,,0.0,-478.0,,,,4858101.0,146553.0,-246.0,,,,,246.0,,,,-508.0,26.0,93155.0,,,1383.0,362.0,0.0,294791.0,,,,,,,,,
3048,2014年01月01日至2014年06月30日,,199746,199746,,,14023,599,91226,-1169,-3226,,12543,35894,8489,2749,158363.0,,,-31535,-807314,2987.0,-1257154,-27559,-2120575,,2004448.0,48529,498,1992769,-127806,30557,230303,-93878,-28161,108264,,,,,-33385,0,,1192,57952,,,0.0,-139,-399120,-5767,-238671,671442,432771,432771,-2545.0,,0.0,-459.0,,,,,-60706.0,-246.0,,,-177.0,,246.0,160000.0,-160000.0,,,26.0,93155.0,-2620.0,-398981.0,,,,,,,,,,,,,
3048,2014年01月01日至2014年03月31日,,63755,63755,,,6642,296,44001,-446,-1660,,5477,3929,3942,-186,61749.0,,,45379,-463496,-128.0,-1265097,-4219,-1687561,,1038725.0,-58014,-574,1075730,-611831,-550082,-486327,-40077,-8,-526412,,,0.0,,-27219,0,-2829.0,469,-29780,,515683.0,0.0,-97,515586,-9946,-50552,671442,620890,620890,,,,-465.0,,,,,95593.0,-246.0,,,,,246.0,,,,18.0,,,,,,,,,,,,,,,,,
3048,2013年度,,243954,243954,,,26187,1959,91211,-2099,-10824,48.0,12100,57093,2888,9260,247096.0,,,-57157,322902,3850.0,-981928,18104,-694229,,-27788.0,99672,-5674,93778,-600451,-353355,-109401,-87202,-56656,-253259,,,0.0,-14727.0,-17684,280,-1927.0,2089,-3730,,380062.0,-49900.0,-5913,245699,-2195,-13485,684927,671442,671442,60137.0,,13000.0,-533.0,,,,,27568.0,-864.0,20924.0,,-4464.0,-1552.0,864.0,160000.0,-160000.0,-78550.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,
3048,2013年01月01日至2013年12月31日,,243954,243954,,,26187,1959,91211,-2099,-10824,48.0,12100,67253,2888,-900,247096.0,,,-57157,322902,3850.0,-981928,18104,-694229,,-27788.0,99672,-5674,93778,-600451,-353355,-109401,-87202,-56656,-253259,,,,-14727.0,-17684,280,-1927.0,2089,-3730,,380062.0,-49900.0,-5913,245699,-2195,-13485,684927,671442,671442,60137.0,,13000.0,-533.0,,,0.0,,27568.0,-864.0,20924.0,0.0,-4464.0,-1552.0,864.0,160000.0,-160000.0,-78550.0,,,,,,,,,,,,,,,,,,
3048,2013年01月01日至2013年09月30日,,156284,156284,,,20253,2571,60406,-1267,-5908,0.0,8949,25044,-3949,-664,132194.0,,,-34077,-700805,3314.0,-1287588,24091,-1995065,,972264.0,242,-309,1107536,-887529,-755335,-599051,-58853,-56600,-714504,,-2591.0,,0.0,-9717,31,-12633.0,1252,-13753,,665818.0,-49900.0,-6084,609834,3774,-114649,680268,565619,565619,26759.0,,10000.0,-95.0,0.0,,0.0,0.0,135339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,2013年01月01日至2013年06月30日,,86875,86875,,,14099,1995,37553,-923,-2906,0.0,4467,15286,-6229,164249,232516.0,,,-22549,178841,4516.0,-924341,55869,-707664,,362813.0,42581,-1678,403716,-303948,-71432,15443,-37229,-36702,-58488,,-229.0,,0.0,-7425,6,-60.0,599,2796,,-26966.0,-49900.0,-6064,-82930,2533,-136089,680268,544179,544179,4925.0,0.0,10000.0,-95.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,2013年01月01日至2013年03月31日,,44058,44058,,,7513,1071,19212,-401,-1509,0.0,2670,10832,-8243,51640,82785.0,,,-9886,-752412,2558.0,6116,16702,-736922,,172751.0,-19651,-7740,145360,-591562,-508777,-464719,-18375,-10,-483104,,0.0,4659.0,0.0,-3527,6,-105.0,401,1434,,338918.0,-19908.0,-6311,312699,4903,-164068,680268,516200,516200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,2012年01月01日至2012年12月31日,,194695,194695,,,30577,5471,65202,-2490,-8719,-40.0,5476,93357,3092,-1003,197852.0,,,-8763,-355472,-283.0,-479650,-3611,-847779,,342839.0,-17831,8454,415074,-432705,-234853,-40158,-66598,-8684,-115440,,,,-23981.0,-13642,2391,7144.0,2478,-36399,,301802.0,49900.0,11515,256389,-5733,98817,586110,684927,684927,6929.0,,6000.0,-3328.0,,,0.0,,81612.0,0.0,0.0,-13890.0,429.0,0.0,0.0,0.0,0.0,-106828.0,,,,,,,,,,,,,,,,,,
3048,2012年01月01日至2012年09月30日,,130926,130926,,,23047,9220,49015,-691,-5650,-158.0,1250,66226,8960,-755,155058.0,,,-33377,-668071,3915.0,-219836,11796,-905573,,571559.0,-101450,2807,534915,-370658,-215600,-84674,-49605,-8455,-142734,,-2217.0,,-23981.0,-6323,2348,1191.0,679,-25623,,22053.0,49963.0,0,83479,-9253,-94131,583709,489578,489578,4594.0,,6000.0,-3320.0,11463.0,,0.0,0.0,61999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,2012年01月01日至2012年06月30日,,74549,74549,,,15569,3196,33874,-569,-3810,-161.0,-537,42914,-9135,-2142,81166.0,,,-61310,-593023,3455.0,308166,6915,-335797,,117346.0,-38184,3362,82524,-253273,-172107,-97558,-36067,-5373,-138998,,-2293.0,,-14989.0,-3338,2351,2255.0,557,-10848,,26741.0,0.0,0,26765,-2518,-125599,583709,458110,458110,1967.0,0.0,6000.0,-1391.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,2012年01月01日至2012年03月31日,,23132,23132,,,7870,1502,19219,-200,-1741,-124.0,0,5922,909,-25238,8119.0,,,6591,-1579966,490.0,326557,17904,-1228424,,-89127.0,-56032,7263,-137896,-1366320,-1358201,-1335069,-18801,-23,-1353893,,-4620.0,0.0,-14989.0,-983,277,2136.0,183,-17996,,1249128.0,0.0,0,1249128,4615,-118146,583709,465563,465563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
