公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 取得投資性不動產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 附買回票券及債券負債增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　　 員工福利負債準備增加（減少）,　　 收取之股利,　　 發行金融債券,　　 附買回票券及債券負債減少,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 其他符合國際會計準則第七號現金及約當現金定義之項目
2801,2013年01月01日至2013年06月30日,,5659987,5659987,,,327900,15331,-419773,-632828,4963378,-13367888,209,-255818,307710,-371254,-9575421,,,2146605,-11003750,-2852194,-24206094,23142401,-15783072,-12627060,3005811,-38177353,,-1992409,-2940934,1273082,18111424,-265265,174042,14132824,-24044529,-33619950,-27959963,13485120,-4949162,-248921,-19535112,,-161872,3,-3948,-470,-1098,-167385,,23476294,325901,28681195,228120,9206818,83966009,93172827,41370838,51801989,-140364.0,-2024.0,-227116.0,137814.0,4879000.0,0.0,0.0,0.0
2801,2013年01月01日至2013年03月31日,,2824170,2824170,,,166436,7806,-474157,-1170410,2470653,-6578752,166,-48910,482584,436999,-4707585,,,-4656154,680543,3191606,2873694,11458092,-15987289,-2563131,3343797,-1658842,,126951,-1869744,-1703573,-3484155,439393,-158627,-6649755,-8308597,-13016182,-10192012,6807679,-2107732,-58731,-5550796,,-56757,3,-3421,-470,-1086,-61731,,856754,599177,1455931,178059,-3978537,83966009,79987472,38492895,41494577,,,,,,,,
2801,2012年01月01日至2012年06月30日,,5864936,5864936,,,362141,11867,-1272739,-971215,5155145,-13225394,83,-88374,580947,-480699,-9983470,,,3827813,-394434,-1126417,6781579,-4794500,-11241603,5285528,10873,-1651161,,-2247338,-2833178,1091465,-12595356,-90023,363542,-16389877,-18041038,-28024508,-22159572,13220779,-5041565,77762,-13900023,,-213076,82,-11651,-7358,642,-231361,,10467056,0,7993607,-19440,-6157217,74123368,67966151,38648828,29317323,-154451.0,99219.0,-78989.0,2573.0,0.0,-2473449.0,0.0,0.0
2801,2012年01月01日至2012年03月31日,,2693522,2693522,,,180316,5860,-588932,164941,2598311,-6606146,-33,-21761,-664943,588434,-4343953,,,3226209,-373907,-59950,-11273276,-3030852,-2538437,3140706,-216652,-11126159,,-2854440,-1917718,-327096,-8703390,538630,4125,-13259889,-24386048,-28730001,-26036479,6693013,-2089908,187832,-21245542,,-86746,81,-2616,-7358,1307,-95332,,7361626,2325203,9686829,-59473,-11713518,74123368,62409850,39003151,23406699,,,,,,,,
