公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 應付短期票券減少,　　 償還長期借款,　　 存入保證金減少,　　 員工執行認股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　 處分採用權益法之投資,　　 存出保證金增加,　　 取得投資性不動產,　　 存入保證金增加,　　　　 處分採用權益法之投資損失（利益）,　　　　　 其他營業資產（增加）減少,　　 處分以成本衡量之金融資產,　　 發放現金股利,　　　　　 負債準備增加（減少）,　　 取得以成本衡量之金融資產,　　 短期借款減少,　　　　 非金融資產減損迴轉利益,　　 舉借長期借款,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 預付投資款增加,　　　　 處分投資性不動產損失（利益）,　　　　　 其他金融資產（增加）減少,　　 處分投資性不動產,　　 預付設備款增加
1229,2016年01月01日至2016年09月30日,,1728306,1728306,,,158638,5447,2618,,27054,-4616,,-1143306,10221,,,,,56592,16666,-142540,187444,-10476.0,107686,,444,4555,23149,11152,,328.0,-30695,76991,-791126,937180,4636,-26567,-1025,914224,,-359192.0,,25426.0,-275921.0,-119973,14.0,,,-10018,-805605,,1403243.0,50000.0,,-200000,-627.0,,0.0,186152,-14928,279843,604099,883942,883942,75827.0,,,,-3413.0,-864.0,,,,,-1066464.0,,-40535.0,,,0.0,,-868117.0,-70323.0,0.0,,,570.0,-21699.0
1229,2016年01月01日至2016年06月30日,,944129,944129,,,105879,3462,2783,,18313,-2163,,-679825,10552,,,,,20984,67200,652,345434,-13169.0,410698,,783,21056,1266,8076,,219.0,-39629,371069,-166111,778018,2183,-17742,-469,761990,,-359192.0,,2301.0,-275921.0,-55720,0.0,,,-70201,-763392,,533439.0,100000.0,0.0,-200000,0.0,,0.0,434845,-9122,424321,604099,1028420,1028420,4108.0,,,,-3795.0,-864.0,1406.0,,,,,,0.0,,,0.0,,-537180.0,-71029.0,,-289.0,-10403.0,,
1229,2016年01月01日至2016年03月31日,,347009,347009,,,53044,1890,1919,,9312,-830,,-207473,3003,,,,,12661,75704,-95,150074,-388.0,237956,,1268,11105,-20419,5997,,109.0,-73664,164292,25157,372166,849,-9259,-13,363743,,-50328.0,,2301.0,-275921.0,-18558,,0.0,,-2050,-346680,,0.0,,200000.0,-100000,0.0,,,100035,24414,141512,604099,745611,745611,,,,,-2049.0,-75.0,35.0,,,,,,0.0,,,0.0,,-139135.0,-71724.0,,,,,
1229,2015年度,,1413438,1413438,,,186373,6984,3021,,41506,-7870,,-1010115,1003,-1567.0,,,,-31703,1785,3668,-32775,5466.0,-53559,,-58,-15789,38145,1703,,,25634,-27925,377005,1790443,7916,-42694,-92940,1662725,,-121396.0,0.0,0.0,-73884.0,-112418,1382.0,-4049.0,,-17092,-799265,,393652.0,349863.0,,-1000000,-100.0,0.0,49324.0,-1103615,13291,-226864,830963,604099,604099,1185595.0,,,,,-7134.0,0.0,,,,-1196354.0,418.0,-464674.0,0.0,0.0,300000.0,,404930.0,1215.0,,,,,
1229,2015年01月01日至2015年09月30日,,1352049,1352049,,,151402,5363,2633,,31085,-5745,,-1058540,-587,0.0,,,,-47836,-39946,-3477,-143093,-13250.0,-247602,,1506,10711,2445,8798,,,24252,-223350,87856,1439905,5745,-31310,-92420,1321920,,,0.0,0.0,,-92338,1331.0,,,-15568,-574248,,,49803.0,,-1000000,,0.0,49324.0,-897890,1971,-148247,830963,682716,682716,1185595.0,,,,-3204.0,-164.0,-23.0,,,,-1196354.0,276.0,-239305.0,1099360.0,,100000.0,,311206.0,516.0,-225000.0,,,,
1229,2015年01月01日至2015年06月30日,,1021458,1021458,,,99134,3801,1254,,20616,-4370,,-946587,-594,0.0,,,,-31156,23414,-220,-503720,1327.0,-510355,,807,201247,-3930,3027,,184.0,201144,-309211,-1135957,-114499,4370,-20579,-73530,-204238,,,0.0,,,-73824,1004.0,,,-14206,-128350,,,-299935.0,,-500000,,0.0,49324.0,322163,-5821,-16246,830963,814717,814717,0.0,,,,-2350.0,0.0,-1529.0,,,,,,-38974.0,974303.0,,100000.0,,-826746.0,-191.0,,,,,
1229,2015年01月01日至2015年03月31日,,288830,288830,,,48552,1709,712,,10072,-2148,,-246433,1,,,,,16740,13492,2753,13581,9900.0,56466,,-427,-37941,-14439,5959,,92.0,-47652,8814,-178721,110109,2148,-9999,-65,102193,,,,,,-8406,0.0,137.0,,-8376,-56049,,300000.0,,-299900.0,-500000,-1995.0,0.0,,-1895,-2084,42165,830963,873128,873128,,,,,0.0,,0.0,,,,,,-39404.0,0.0,,500000.0,,-187535.0,-896.0,,,,,
1229,2014年度,,1768219,1768219,,,167136,4169,-3181,,46854,-8809,,-1409172,18550,-5991.0,-173623.0,,,638,-7116,1594,-61615,20328.0,-46171,,-187,-29098,-6607,996,-1200.0,,-35889,-82060,-255683,1512536,12186,-48159,-44508,1432055,,0.0,19308.0,15075.0,-13500.0,-45306,6384.0,-1709.0,,-17733,-103184,,-970216.0,199959.0,,-500000,,18000.0,-812.0,-1595103,20741,-245491,1076454,830963,830963,1027853.0,,,0.0,,-398.0,12257.0,,,0.0,-854291.0,207.0,-65305.0,,-11032.0,500000.0,,,,,,,,
1229,2014年01月01日至2014年09月30日,,1612989,1612989,,,142992,3089,-3098,,35801,-5316,,-1358965,431,-6282.0,-169577.0,,,48511,-5026,-7894,-237704,34851.0,-167262,,350,-15978,9095,-16341,-2004.0,8123.0,-16755,-184017,-353594,1259395,5316,-35488,-43846,1185377,,0.0,19194.0,15075.0,0.0,-23081,488.0,0.0,0.0,-11243,-65747,,0.0,400271.0,0.0,0,,18000.0,-813.0,-1320264,5476,-195158,1076454,881296,881296,1021771.0,,,,-877.0,-147.0,2103.0,,,0.0,-854291.0,,-65156.0,-885534.0,,,,,,,,,,
1229,2014年01月01日至2014年06月30日,,1184935,1184935,,,97291,2113,-1784,,23733,-3961,,-1088136,58,-6295.0,-972873.0,,,47658,-9650,-12816,-377314,34412.0,-317710,,-785,28427,-712,-10687,-807.0,4248.0,19684,-298026,-1270899,-85964,3961,-24008,-43810,-149821,,0.0,19232.0,0.0,0.0,-8252,409.0,0.0,0.0,-14209,-68902,,0.0,199683.0,,0,,15153.0,,-95738,-4658,-319119,1076454,757335,757335,4108.0,,,,-729.0,-147.0,90.0,,,,,,-65206.0,-310664.0,,,,,,,,,,
