公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付費用（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債券投資,　　 處分無活絡市場之債券投資,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 其他應收款增加,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產增加,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 其他非流動負債增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他金融負債增加（減少）,　　 處分子公司,　　 短期借款減少,　　 應付短期票券增加,　　 發行特別股負債,　　 非控制權益變動,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 呆帳費用提列（轉列收入）數,　　　　 金融資產減損損失,　　　　　 持有供交易之金融資產（增加）減少,　　 處分以成本衡量之金融資產,　　 收取之股利,　　 其他投資活動,　　 其他非流動負債減少,　　 發放現金股利
2515,2013年01月01日至2013年12月31日,,272708,272708,,,176754,96126,-143706,137981,1064,-60324,,208206,,,8366,-49953,166569,136459,-805337,393315,,-145254,-28052,-323887,,-21040,97625,-355123,908034,124562.0,84531,-105467,-12203,733070,409183,617389,890097,143658,-141933,-54494,837328,,-365182,419760,0.0,109941,-59131,559,-88028,1677,-89873,,,-202196,0,-7025,-230550,-669519,,238090,,,-793160,,-15384,,-793945,53509,-572627,1268027,695400,1547521,-852121,12151.0,,-163207.0,,36661.0,0.0,-52983.0,-21.0,332.0,0.0,0.0,0.0,3736.0,0.0,-1292.0,-205877.0
2515,2013年01月01日至2013年09月30日,,155301,155301,,,92059,71803,-100733,117093,819,-46188,13.0,134850,,,8559,-32559,368117,-31429,-883258,-107710,-412216.0,-151807,-75872,-1318175,,-18281,-121615,-735552,1126094,,830117,-102150,-9761,954520,-363655,-228805,-73504,100787,-103069,-30844,-106630,,-290081,376973,,93481,-59131,559,-65336,30,-289156,282828.0,-31060.0,-329965,67790,818,-152393,-557850,,4096000,-5375000.0,981136.0,-1044082,148287.0,-139922,3559.0,58754,32658,-573068,1268027,694959,1259431,-564472,-12585.0,-1747.0,-163207.0,-3974910.0,5411128.0,0.0,-47442.0,-16.0,,,,,,,,
2515,2013年01月01日至2013年06月30日,,49346,49346,,,62658,48098,-68004,86275,567,-14698,13.0,114909,,,6236,1585,664703,-43589,-476485,-107048,-266720.0,-139016,-97699,-458033,,-103272,-164063,-670613,394540,,485308,-29276,-3439,-100496,-558529,-443620,-394274,68054,-67203,-30034,-423457,,-237905,264142,-33546.0,141239,-59131,559,-17962,18,-274280,268592.0,-28056.0,-67790,93429,790,-170014,-328166,,877885,-1005900.0,400000.0,-809569,112241.0,-108083,4170.0,-268441,42284,-977780,1268027,290247,1196473,-906226,-9533.0,-148.0,-208251.0,-711000.0,971815.0,0.0,0.0,,,,,,,,,
2515,2013年01月01日至2013年03月31日,,11560,11560,,,31320,23535,-32963,36346,365,-99,13.0,58517,,,5178,-9735,180404,68376,-357231,-53848,-70281.0,-57018,-24269,-318424,,37596,-150984,-370414,213682,-88.0,466115,-30668,-2377,162862,-155562,-97045,-85485,32894,-33793,-3188,-89572,,-128607,69916,-28033.0,41378,0,559,-8107,0,-44163,9052.0,-28056.0,-45500,65714,-11863,-174395,-282105,,141277,-55437.0,200000.0,-290662,49444.0,-44163,3795.0,4254,26207,-341216,1259884,918668,1777197,-858529,,,,,,,,,,,,,,,,
2515,2012年01月01日至2012年12月31日,,395240,395240,,,150459,88268,-134793,77103,548,-526580,,-345157,,,-6841,-209331,-826047,6988,160759,-433926,,-89736,-39274,-1439781,,159481,-143207,-593267,-105749,151724.0,-9806,-69620,-3149,-615165,-2054946,-2400103,-2004863,143668,-138663,-119238,-2119096,,-651876,122030,-303497.0,0,-496000,0,-244749,64612,-273978,,,0,848059,-2668,-181381,-361691,,475523,,,-317960,,-61356,,454034,11473,-2015280,3283307,1268027,2113060,-845033,-1572.0,,342408.0,,354388.0,200000.0,-12748.0,-932.0,462.0,308.0,-2373.0,407312.0,0.0,8037.0,-811.0,-183002.0
2515,2012年01月01日至2012年09月30日,,319714,319714,,,122489,64819,-94032,63777,-4617,-389248,0.0,-236812,,,4508,-48568,-1135446,-41520,28622,-78126,-370648.0,-112837,-56540,-1810555,,198156,-246383,-395747,149960,,6309,-30189,-8038,-187732,-1998287,-2235099,-1915385,94636,-28456,-123342,-1972547,,-618331,41022,,154753,-496000,0,-201248,10581,-1003591,726034.0,-11547.0,-326119,873514,-1571,-81743,-591838,,6259064,-1794800.0,126144.0,-634954,226101.0,-279242,-688.0,883392,-16685,-1697678,3283307,1585629,2232299,-646670,-2271.0,140471.0,342408.0,-5341391.0,2149446.0,177030.0,-3318.0,0.0,,,,,,,,
2515,2012年01月01日至2012年06月30日,,123481,123481,,,82190,47546,-64575,52901,-2534,-297,0.0,115231,,,2978,-111911,-1290043,44605,32483,-54713,-100205.0,-136146,-39432,-1652384,,336147,57038,-161085,137916,,12956,-20150,-9458,363639,-1288745,-1173514,-1050033,64416,-27110,-94040,-1106767,,-594119,12530,-285593.0,297287,-496000,0,-58403,5075,-987547,691592.0,0.0,-43290,685171,-2170,-47151,-822618,,1064850,-566500.0,3864.0,-316337,198820.0,-270552,-249.0,551059,-21811,-1400137,3283307,1883170,2488105,-604935,12001.0,-1726.0,0.0,-313357.0,572490.0,177030.0,1000.0,,,,,,,,,
2515,2012年01月01日至2012年03月31日,,48291,48291,,,40338,20267,-30764,8942,-360,-267,0.0,38156,,,2695,-41160,-579697,-62240,-75249,-1616,-10229.0,-31546,-24659,-823701,,73918,-255256,-61382,60330,0.0,16643,-113491,-4807,-284045,-1107746,-1069590,-1021299,31494,-33824,-10750,-1034379,,-493072,12503,-837659.0,173362,-496000,0,-26690,625,-487144,465831.0,0.0,-11240,267811,-7773,0,-1439446,,976802,-58204.0,160000.0,-253904,47709.0,-120386,12328.0,764345,-23318,-1732798,3283307,1550509,2383572,-833063,,,,,,,,,,,,,,,,
