公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 存入保證金減少,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 呆帳費用提列（轉列收入）數,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 存入保證金增加,　　　　 處分及報廢不動產、廠房及設備損失（利益）
1541,2013年01月01日至2013年12月31日,,-36266,-36266,,,51540,17889,6937,-143,76156,,,375,-247886,-2746,-87336,7947,-3178,-6690,-339514,,84936,148444,10065,2540,3554,-60,249479,-90035,-13879,-50145,143,-1930,-58843,,-31110,,-59,-14068,-21818,,96100,-66.0,-6911,96034,-475,14898,8379,23277,23277,-41.0,22737.0,682.0,,-26.0
1541,2013年01月01日至2013年09月30日,,1808,1808,,,37402,10561,5032,-105,54352,,,102,-272334,-3959,-38933,9015,-1153,-3363,-310625,,77493,135639,13740,277,-267,-60,226822,-83803,-29451,-27643,105,-2717,-35289,,-30483,,-59,-2683,-30762,,68500,2230.0,-5034,70730,-148,4531,8379,12910,12910,1462.0,1897.0,566.0,,
1541,2013年01月01日至2013年06月30日,,23510,23510,,,22696,7036,3186,-73,34227,,,221,-260104,-2450,-1744,6387,-1211,-3921,-262822,,72252,56074,-529,247,-4000,-60,123984,-138838,-104611,-81101,73,-3439,-87484,,-18702,,-59,-1907,-18779,,111450,,-3017,112819,-486,6070,8379,14449,14449,1382.0,1889.0,0.0,1369.0,
1541,2013年01月01日至2013年03月31日,,-2990,-2990,,,10172,3348,1495,-40,14975,,,105,-54140,2490,-8083,-2180,-1212,-4738,-67758,,3680,65827,7159,670,-3266,-60,74010,6252,21227,18237,40,-1186,17091,,-1762,0.0,-59,-3225,-5046,,-9000,-66.0,-1410,-10476,-544,1025,8379,9404,9404,,,,,
1541,2012年01月01日至2012年12月31日,,-89528,-89528,,,37765,17890,5660,-170,52849,,,-138,69547,13054,128108,-10763,17177,-1854,215131,,-50749,-94767,-15237,-5659,-4998,60,-171350,43781,96630,7102,170,-4053,-2324,,-12449,,-471,-4291,-17540,,18463,-30.0,-5543,18433,3386,1955,6424,8379,8379,-8296.0,76.0,-405.0,,0.0
1541,2012年01月01日至2012年09月30日,,-32325,-32325,,,28004,10607,4272,-119,34549,,,-409,-78632,14306,118291,-7850,14606,1409,61721,,-20896,27798,987,-3231,2497,0,7155,68876,103425,71100,119,-6490,60517,,-4924,,-473,-8782,-14151,,-33237,-30.0,-4212,-33267,3287,16386,6424,22810,22810,-8215.0,0.0,28.0,,
1541,2012年01月01日至2012年06月30日,,-10064,-10064,,,18461,7073,3014,-87,20089,,,-116,-17436,9449,100467,-14811,15331,1547,94431,,-30850,-5531,5441,-2477,-9584,0,-43001,51430,71519,61455,87,-4287,54312,,-4830,,-282,-4082,-9183,,-20862,,-2943,-20892,3321,27558,6424,33982,33982,-8372.0,0.0,11.0,-30.0,
1541,2012年01月01日至2012年03月31日,,2496,2496,,,9154,3538,1956,-41,14607,,,-3046,-140882,-9371,74649,-20393,13323,647,-85073,,-16150,61180,-20895,-1576,13370,0,35929,-49144,-34537,-32041,41,-1325,-33325,,-2583,22.0,-283,-3452,-6296,,34845,-30.0,-1537,33278,3051,-3292,6424,3132,3132,,,,,
