公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分備供出售金融資產,　　 處分無活絡市場之債務工具投資,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　 存出保證金減少,　　 發放現金股利,　　 庫藏股票買回成本
3189,2016年01月01日至2016年09月30日,,2005038,2005038,,,2611003,25310,-12339,-8511,52850,-55698,42808,,0,2655413,,,382589,-660,-46111,-172735,-170354,308,84530,-12591,12787,24149,101912,,-13630,-34905,-275075,-294,21135,16373,-3089,-289485,-187573,2467840,4472878,55974,-55322,-490362,3983168,,0,5055,-450000,-3826638,19022,-4492,-20295,-4277348,,0,-523510,800000,-523419,-9420,,-1815424,-9498,-2119102,12746307,10627205,10627205,-10.0,0.0,-1559075.0,0.0
3189,2016年01月01日至2016年06月30日,,1261478,1261478,,,1730427,18384,-15024,4682,35865,-39573,45203,-10920.0,0,1769044,,,210174,-2411,195014,6683,158950,1162,-106419,-16392,-38087,13433,422107,,-18943,-11224,-155630,-294,-2102,4101,-2065,-186157,235950,2004994,3266472,39470,-34874,-229182,3041886,,0,2621,-450000,-2583918,4774,-5087,-14752,-3046362,,0,-417542,0,-317991,0,-265.0,-735798,-420,-740694,12746307,12005613,12005613,,,,
3189,2015年01月01日至2015年09月30日,,2197976,2197976,,,2370896,24242,-13088,-51268,39308,-64920,108738,,14202,2428110,,,1582621,4887,-568899,-12882,63656,-1399,-13353,-88467,6302,5484,977950,,-3368,-26730,-89780,67,-15432,-9215,-3181,-147639,830311,3258421,5456397,69486,-39197,-801098,4685588,,46520,35551,0,-3586096,1687,0,-25880,-3526462,,1610674,0,428700,-914159,-21500,,-713180,10011,455957,11541615,11997572,11997572,0.0,1756.0,-1784000.0,-32895.0
3189,2015年01月01日至2015年06月30日,,1325694,1325694,,,1560671,15434,-11817,-14099,25628,-44386,108450,-31068.0,14165,1622978,,,17317,1054,-36700,80412,-54177,-333,17812,-73775,3820,10298,-34272,,35028,-274535,-30702,-87,-10364,-20128,-2128,-302916,-337188,1285790,2611484,48525,-25180,-448793,2186036,,46520,38729,0,-2406764,1674,-1003,-17452,-2338296,,352453,0,311283,-694869,7878,0.0,-23255,9331,-166184,11541615,11375431,11375431,,,,
