公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 除列按攤銷後成本衡量金融資產淨損失（利益）,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 買回應付公司債損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 遞延貸項增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分備供出售金融資產,　　 取得無活絡市場之債券投資,　　 處分無活絡市場之債券投資,　　 取得以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 其他非流動資產減少,　　 預付設備款增加,　　 其他預付款項增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 員工執行認股權,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　　 其他營業負債增加（減少）,　　 收取之利息-營業活動,　　 取得備供出售金融資產,　　　　 金融資產減損損失,　　　　 未實現銷貨利益（損失）,　　 取得採用權益法之投資,　　 舉借長期借款,　　 發放現金股利,　　 庫藏股票買回成本,　　 處分以成本衡量之金融資產,　　 應付短期票券減少,　　 償還公司債,　　 償還長期借款,　　　　 其他項目,　　　　　 應收帳款（增加）減少,　　 其他非流動資產增加,　　 預付設備款減少
2499,2014年度,,438114,438114,,,391921,21719,68244,3368.0,104757,0,-5323,-38646,47610,177338,74248,-28653,0.0,819958,,,10943,-1415027.0,376971,-427525,-145872,91056,-1509454,,-1158.0,1311947,56036,-11801,,,1354943,-154511,665447,1103561,5323,38646.0,-99387,-5389,1004108,,333672,-1999.0,,-60612.0,-1692941,1174,0.0,6855.0,,-438201.0,0,-1813411,,85563,249178.0,8235,0,,1074709,32314,297720,835580,1133300,1133300,,-2338.0,-81.0,,0.0,0.0,727.0,-1425.0,1060000.0,-128267.0,0.0,3685.0,,0.0,-200000.0,4986.0,,-2265.0,
2499,2014年01月01日至2014年09月30日,,637933,637933,,,336448,16041,5958,-8396.0,74945,0,-3336,-38641,35989,-101050,9986,-32592,0.0,299193,,,11861,,470865,-267410,0,-51601,-1380424,,,1089827,-34658,30542,,,1085641,-294783,4410,642343,3336,68486.0,-72641,-5443,567595,,332214,-2891.0,,-60840.0,-1629621,966,0.0,1747.0,0.0,,-16567,-1314337,,852124,99367.0,8235,0,0.0,759726,12011,24995,835580,860575,860575,0.0,697.0,-70.0,,0.0,0.0,-240.0,0.0,0.0,0.0,0.0,,,,-200000.0,3384.0,-1544139.0,-18169.0,10338.0
2499,2014年01月01日至2014年06月30日,,319610,319610,,,248324,10591,31047,-30444.0,48062,0,-2580,-38532,14980,-97329,8278,-42592,0.0,151735,,,22432,,409720,-261382,-127648,186072,-441327,,0.0,693584,-22514,54254,,0.0,725280,283953,435688,755298,0,68272.0,-46303,-3482,708093,,332697,0.0,0.0,-59730.0,0,0,1967.0,0.0,0.0,-394394.0,0,-51188,,-432760,0.0,8235,0,0.0,-424525,-5510,226870,835580,1062450,1062450,,-156.0,-44.0,2580.0,0.0,,-370.0,,,,,,,,,2456.0,-670521.0,,
2499,2014年01月01日至2014年03月31日,,178951,178951,,,120135,5151,15819,0.0,24253,0,-1058,-2375,6674,-81184,0,-31911,,57417,,,14623,,44305,-140735,0,248030,22518,,,284526,-35039,-6004,,,243466,265984,323401,502352,1058,12215.0,-23494,0,479916,,262912,0.0,,,0,0,,1934.0,654.0,-234214.0,0,43501,,-141263,,8235,0,,-133028,14238,404627,835580,1240207,1240207,,-157.0,-17.0,,,,336.0,,,,,,0.0,,,1734.0,-143705.0,,
2499,2013年度,,219132,219132,,,383777,18787,41149,-20058.0,104464,-7640,-2895,-203362,13630,-17648,33341,76316,13271.0,470336,,,181703,980210.0,125060,107392,-80880,158626,1472111,,-2407.0,-1052677,-5059,-12224,,,-1072534,399577,869913,1089045,2895,163925.0,-92350,-17806,981784,,140424,-6159.0,,-198682.0,-226699,81335,-1864.0,0.0,,-413365.0,-3896,-851928,,458151,150272.0,0,107800,,-39857,11946,101945,733635,835580,835580,,948.0,-167.0,,-13017.0,31411.0,4845.0,-76996.0,0.0,-66077.0,-244814.0,3739.0,,-445189.0,0.0,0.0,,-300673.0,
2499,2013年01月01日至2013年12月31日,,219132,219132,,,383777,18787,41149,,104464,-7640,-2895,-203362,13630,-17648,33341,76316,13271.0,490394,,,161645,980210.0,125060,107392,-80880,158626,1452053,,-2407.0,-1052677,-5059,-12224,,,-1072534,379519,869913,1089045,2895,163925.0,-92350,-17806,981784,,140424,-6159.0,,-198682.0,-226699,81335,-1864.0,,-300673.0,-413365.0,-3896,-851928,,458151,,0,107800,,-39857,11946,101945,733635,835580,835580,,948.0,-167.0,,-13017.0,31411.0,4845.0,-76996.0,0.0,-66077.0,-244814.0,3739.0,150272.0,-445189.0,0.0,,,,
2499,2013年01月01日至2013年09月30日,,242770,242770,,,244372,13420,43731,-22666.0,78646,0,-1597,-164271,20196,-17662,15950,71418,13271.0,329825,,,177050,763761.0,50967,110769,0,354703,1457250,,,-1512528,12147,-14692,,,-1515406,-58156,271669,514439,1597,99217.0,-67432,-9426,439178,,144228,,,-15728.0,-176670,16015,0.0,,-46459.0,-249170.0,119,-289260,,678418,49784.0,0,110407,-290400.0,338706,11946,500570,733635,1234205,1234205,0.0,825.0,-333.0,,-13017.0,24318.0,9874.0,-47795.0,0.0,-66077.0,-143426.0,,,,,,,,
2499,2013年01月01日至2013年06月30日,,214176,214176,,,179400,7902,16241,-47956.0,50882,7115,-3229,-126136,11463,17004,40217,-44737,0.0,108277,,,190220,616108.0,39462,31149,201451,-75920,1002470,,0.0,-947196,22281,18565,,0.0,-906442,96028,204305,418481,0,,-43431,-9031,369248,,73093,0.0,0.0,0.0,-168047,16015,-1858.0,0.0,0.0,-89274.0,0,-183089,,153484,49984.0,0,110796,0.0,314264,20210,520633,733635,1254268,1254268,,111.0,-92.0,3229.0,-13018.0,,,,,,,,,,,,,,
2499,2013年01月01日至2013年03月31日,,98480,98480,,,110600,3842,15799,-55493.0,25119,641,-108,-58960,7880,31931,15950,37650,0.0,134851,,,53396,542260.0,-29012,76459,75456,76547,795106,,13573.0,-926940,-61563,-16418,-40.0,173.0,-991215,-196109,-61258,37222,108,0.0,-21406,-7853,8071,,0,-3231.0,0.0,0.0,-298,0,0.0,355.0,3621.0,-112757.0,-1199,-113509,,135164,49995.0,0,2166,0.0,187325,18086,99973,733635,833608,833608,0.0,,,,,,,,,,,,,,,,,,
2499,2012年01月01日至2012年12月31日,,126977,126977,,,342859,17427,85593,,101570,-16181,-939,-69502,56249,-166846,197634,-49870,64659.0,693296,,,18916,-1555369.0,-883741,-605982,9136,-320176,-3337216,,132.0,1652855,21751,-9406,,,1665030,-1672186,-978890,-851913,939,75433.0,-69884,-27927,-948785,,597361,0.0,,-7508.0,-12753,154579,-18210.0,,4756.0,-23891.0,-103256,622396,,86071,,2444,0,,544796,-14662,203745,529890,733635,733635,,-227.0,-302.0,,0.0,129908.0,962.0,-44115.0,2000000.0,0.0,0.0,0.0,49676.0,-913395.0,-680000.0,,,,
