公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分待出售資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 處分不動產及設備,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他資產增加,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 發行公司債,　　 償還金融債券,　　 其他金融負債增加,　　 其他金融負債減少,　　 其他負債減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 處分待出售資產,　　 其他資產減少,　　 收取之股利,　　 發行金融債券,　　 其他負債增加
2845,2013年01月01日至2013年06月30日,,2114500,2114500,,,95953,20491,-323676,809556,3025145,-5406924,-30903,0,-5049,-780,878003,-938184,,,-956590,-1098334,-936265,-34366035,-6410507,-471275,531921,-43707085,,12363819,545182,2367998,629383,15906382,-27800703,-28738887,-26624387,5305570,-3010880,-128831,-24458528,,-59906,53,-116605,,0,0,-109604,,4481250,-2000300,,-746667,,1742684,1040,-22824408,100225182,77400774,6516586,62248026,8636162,0.0,16242.0,50612.0,0.0,8401.0
2845,2013年01月01日至2013年03月31日,,1039253,1039253,,,47925,10242,-151809,307910,1496474,-2646217,-22061,0,-5654,0,434776,-528414,,,-1411855,-769818,1529348,-14350758,770055,105085,636621,-13491322,,13208401,451033,1729228,-17458703,-2070041,-15561363,-16089777,-15050524,2660254,-1427643,-39895,-13857808,,-18345,21,0,216761.0,-18050,0,180387,,4481250,-2000200,0.0,-421802,-9629.0,2049619,-32323,-11660125,100225182,88565057,6371556,60792127,21401374,,,,,
2845,2012年01月01日至2012年06月30日,,1692213,1692213,,,107525,20483,-430655,-136375,2674441,-4706505,36374,3610,-136122,-56247,678010,-1945461,,,-812690,-3241242,570613,-13277139,3499973,1221226,-2730106,-14769365,,1767756,-557789,2026811,5242038,8478816,-6290549,-8236010,-6543797,4725405,-2488015,-127476,-4433883,,-59544,202,-270397,,-88687,1408,-52669,,0,-54380,,-247131,,2765425,55,-1721072,82386640,80665568,5227432,72554918,2883218,306099.0,0.0,58250.0,3000000.0,66936.0
2845,2012年01月01日至2012年03月31日,,973603,973603,,,54919,10218,-206623,-132408,1312332,-2319497,21155,491,-97012,-56209,306438,-1106196,,,-533295,-329402,2333490,-2648023,5184015,198863,-296730,3908918,,2769538,860144,307643,283206,4220531,8129449,7023253,7996856,2377246,-1107753,-29001,9237348,,-25442,183,-133622,0.0,-90201,987,-248095,,0,-800,162499.0,0,-59253.0,102446,-5731,9085968,82386640,91472608,6002071,82511733,2958804,,,,,
