公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分無活絡市場之債券投資,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款－關係人增加,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 存入保證金增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 未實現銷貨利益（損失）,　　　　 處分投資損失（利益）,　　 處分備供出售金融資產,　　 取得無形資產,　　 發放現金股利,　　　　 非金融資產減損損失,　　　　　 其他營業負債增加（減少）,　　 短期借款減少,　　 非控制權益變動,　　 其他應收款－關係人減少,　　 其他投資活動
2485,2014年01月01日至2014年03月31日,,210176,210176,,,41046,3218,5868,1249,-7495,0,9,-5541,,11918,49484,,,102997,-656,-57438,-16508,28395,,-204152,-12629,33710,584,-183949,-155554,-106070,104106,7495,-1249,-685,109667,,0,0,-5688,40,-218,,0,,-8316,-15875,,10000.0,0,10000,2216,106008,3899836,4005844,4005844,-788.0,0.0,0.0,-1459.0,0.0,,-1462.0,,,2766.0,-3000.0
2485,2013年01月01日至2013年12月31日,,896005,896005,,,174105,10447,0,4391,-25170,2321,1409,0,,75269,239051,,,-150065,68788,-221004,-594925,-897206,,469072,70597,11025,362,551456,-345750,-106699,789306,25170,-4391,-98384,711701,,0,0,-36291,10279,-5355,12556.0,-7783,0.0,-49664,-47623,,,-600,-436612,15268,242734,3657102,3899836,3899836,-4053.0,332.0,31131.0,-2496.0,-412996.0,0.0,400.0,-25176.0,2160.0,,
2485,2013年01月01日至2013年09月30日,,673643,673643,,,132307,7273,0,3224,-16979,1189,-663,0,,41681,165111,,,-203498,54799,-269590,-517305,-935594,,359806,-9938,-2668,1739,348939,-586655,-421544,252099,16979,-3224,-89562,176292,,0,-1350,-56976,10065,-1642,8041.0,-8614,0.0,-18959,-38901,,-34838.0,-1801,-449635,7087,-305157,3657102,3351945,3351945,-3253.0,332.0,31131.0,-597.0,-412996.0,,,,,,
2485,2013年01月01日至2013年06月30日,,450863,450863,,,89408,4510,0,2060,-11376,1178,99,0,,20493,103498,,,-158322,27063,-392564,95442,-428381,,493666,9981,16008,931,520586,92205,195703,646566,11376,-2060,-11818,644064,,0,-1350,-22845,1814,-2503,9962.0,-3478,0.0,-27739,-46139,,-31338.0,-1801,-33139,8265,573051,3657102,4230153,4230153,-2874.0,,,,,,,,,,
2485,2013年01月01日至2013年03月31日,,209937,209937,,,45075,2219,0,1021,-4745,634,-22,0,-2448.0,143,41877,,,-21182,21151,-152258,11200,-141089,,312461,-27879,4841,132,289555,148466,190343,400280,4745,-1021,-351,403653,,0,-1350,-8127,1089,-2077,10789.0,-2641,0.0,-6430,-8747,,-30018.0,-1800,-31818,10814,373902,3657102,4031004,4031004,,,,,,,,,,,
2485,2012年01月01日至2012年12月31日,,592920,592920,,,191680,8015,-64123,7375,-34195,4425,1038,62748,,57915,260823,,,301948,-19272,726057,-62974,945759,,-781654,-151959,26259,1008,-906346,39413,300236,893156,34195,-7375,-156131,763845,,24043,0,-26968,970,2325,-1366.0,-821,90825.0,-23017,65991,,,0,-690855,1235,140216,3516886,3657102,3657102,9913.0,0.0,0.0,0.0,-635378.0,16032.0,0.0,-55477.0,0.0,,
2485,2012年01月01日至2012年09月30日,,566613,566613,,,144812,6072,-62446,5431,-29057,1169,1028,59748,,4325,140164,,,13752,6005,545655,18095,583507,,-408118,-149905,20764,831,-536428,47079,187243,753856,29057,-3799,-154842,624272,,24043,0,-20250,705,1834,-1682.0,-534,2880.0,-19944,-12948,,-50928.0,0,-686306,-22123,-97105,3516886,3419781,3419781,9082.0,0.0,0.0,0.0,-635378.0,,,,,,
2485,2012年01月01日至2012年06月30日,,400061,400061,,,96991,4107,-62446,3576,-22862,870,4,32748,,-2256,58204,,,-13488,49627,371625,-3336,404428,,-283513,-7588,-7901,1546,-297456,106972,165176,565237,22862,-2468,-59717,525914,,24043,0,-6695,64,691,7662.0,324,1071.0,-17199,9961,,-6818.0,0,-6818,6395,535452,3516886,4052338,4052338,7472.0,,,,,,,,,,
2485,2012年01月01日至2012年03月31日,,190530,190530,,,49066,2047,-62446,1910,-14741,507,15,14431,8497.0,143,-571,,,312994,-3817,233576,16955,559708,,-423562,-51596,43597,269,-431292,128416,127845,318375,14741,-1910,-500,330706,,24043,0,-3568,0,1435,11223.0,-138,2265.0,-9830,25430,,-8308.0,-1,-8309,-12810,335017,3516886,3851903,3851903,,,,,,,,,,,
