公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他應收款－關係人增加,　　 取得無形資產,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 舉借長期借款,　　 償還長期借款,　　 取得子公司股權,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 處分其他資產損失（利益）,　　 以成本衡量之金融資產減資退回股款,　　 採用權益法之被投資公司減資退回股款,　　 其他應收款－關係人減少,　　 其他非流動資產減少,　　 預付設備款減少,　　 發放現金股利,　　 非控制權益變動,　　　　 股利收入,　　　　 不動產、廠房及設備轉列費用數,　　　　 其他項目,　　　　　 負債準備增加（減少）,　　 處分子公司,　　 其他非流動負債增加,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　 對子公司之收購（扣除所取得之現金）,　　 其他投資活動,　　 短期借款減少,　　 其他金融負債減少,　　 其他籌資活動,　　 應收款項增加,　　 應付短期票券減少,　　 應收款項減少,　　　　 呆帳費用提列（轉列收入）數,　　 其他非流動負債減少,　　　 收益費損項目,　　　　 收益費損項目合計,　　 取得以成本衡量之金融資產,　　 處分採用權益法之投資,　　 庫藏股票買回成本
1532,2015年01月01日至2015年09月30日,,1490413,1490413,,,629423,31712,11584,104412,-24328,-3611,96077,-72,,,,,507577,286849,6,1304981,-96550,-65111,370819,2308571,,-758564,,21845,,-1487503,821068,1625748,3116161,14981,44866.0,-193241,-478410,2504357,,0,-404576,31354,,-828,,,-1077.0,-364707,,9281379,45972.0,5593620,-6006473,,-1583593,57064,613121,2121818,2734939,2734939,,2200.0,31720.0,,,,-590484.0,-121371.0,-38933.0,0.0,-1609.0,,0.0,95.0,-112480.0,-638304.0,,0.0,-9509084.0,,-156757.0,,0.0,,25.0,,,804680.0,-40000.0,16500.0,-120490.0
1532,2015年01月01日至2015年06月30日,,780990,780990,,,420768,20996,2896,68403,-18658,-494,11692,907,,,,,501418,26132,-2105,826152,-38264,32291,-178970,1166654,,-379962,,3802,,-838131,328523,800936,1581926,12336,33923.0,-128255,-340635,1159295,,0,-288197,27232,,-287,,,-664.0,-251496,,7456717,120175.0,3723417,-3224828,,1076676,-56071,1928404,2121818,4050222,4050222,,,33920.0,,,,,-61590.0,-33923.0,,-199.0,,0.0,95.0,-120470.0,-341501.0,,0.0,-6782308.0,,-155002.0,,,,25.0,,,472413.0,-40000.0,16500.0,
1532,2015年01月01日至2015年03月31日,,452371,452371,,,213037,10597,4344,36198,-11414,2119,2554,-542,,,,,512265,-7439,-1958,758863,59660,-85386,-57513,1178492,,-252293,,25276,,-990289,188203,448648,901019,8264,,-36211,-75402,797670,,0,-117635,18162,,0,0.0,834.0,-942.0,-123081,,3400432,220022.0,596501,-1784450,,-583942,-17732,72915,2121818,2194733,2194733,,,,,,,,-13385.0,,,3552.0,,0.0,57.0,-181895.0,-581377.0,,0.0,-3003119.0,,0.0,,,,,,,260445.0,-40000.0,16500.0,
1532,2014年度,,1748923,1748923,,,785148,40601,40000,192663,-62982,4594,26114,2257,0.0,1064038.0,,,-943839,-21145,39236,-472634,455844,-189150,-97737,-1229425,,252513,,78358,-5379.0,1191272,-38153,1025885,2774808,48171,51341.0,-286447,-353198,2234675,,-98748,-573402,8732,,-3283,0.0,646954.0,-66761.0,-15229,,20979763,41.0,3597971,-3524575,,-1800256,16026,435216,1686602,2121818,2121818,,0.0,35989.0,2400.0,0.0,,-1157812.0,-74786.0,-49295.0,64.0,84695.0,,-92.0,,-93012.0,958792.0,,32982.0,-21100347.0,,-519230.0,,,0.0,179.0,-1281.0,,,,,
1532,2014年01月01日至2014年09月30日,,943196,943196,,,599653,30314,37104,154339,-51095,3498,54378,821,,764326.0,,,-428507,41405,23440,-1092200,13232,-229740,-279428,-1951798,,-245574,22451.0,603683,3001.0,402450,-1549348,-785022,158174,39449,51358.0,-219377,-292798,-263194,,-98748,-421654,8491,,-368,-61000.0,115695.0,-73065.0,-495215,,16525176,0.0,3272770,-3530838,,1024577,18514,284682,1686602,1971284,1971284,,0.0,35526.0,,0.0,,-1157812.0,3484.0,-49295.0,64.0,-15455.0,18889.0,-92.0,,,,,,-13777094.0,,-281157.0,,-29952.0,0.0,,,,,,,
1532,2014年01月01日至2014年06月30日,,672409,672409,,,399842,20265,30236,113891,-29868,1264,40860,1548,,525759.0,,,-136714,-31936,36410,-972045,-145877,-115583,-147649,-1513394,,-159930,16368.0,285891,,142329,-1371065,-845306,-172897,26525,44561.0,-146985,-202659,-451455,,-93748,-323932,4850,,-176,,,-73691.0,-422003,,6018691,10048.0,1969103,-2085979,,1230337,-10199,346680,1686602,2033282,2033282,,0.0,32040.0,,0.0,,,-2292.0,-44561.0,,-7718.0,,-92.0,,,,,32746.0,-4400600.0,,-278634.0,0.0,0.0,,,,,,,,
1532,2014年01月01日至2014年03月31日,,299799,299799,,,202669,10711,28464,57309,-15167,2322,18878,3020,,303396.0,,,-45716,-31082,-6087,-105774,-104674,-115839,2294,-406878,,-235350,26971.0,137015,0.0,-71364,-478242,-174846,124953,11819,,-59745,-105380,-28353,,-93748,-171949,1668,,-176,-94793.0,,,-428387,,2959184,10048.0,913109,-945990,,1197528,17988,758776,1686602,2445378,2445378,,,,,-69116.0,,,-10383.0,,,-4810.0,,-92.0,,,,,-181.0,-1727695.0,,-745.0,,,,,,,,,,
1532,2013年度,,4334894,4334894,,,819549,51196,-64050,249566,-73178,16619,47663,-2759239,4185.0,-1736473.0,,,-535427,48077,64010,-1710185,-388946,-155229,-581479,-3259179,,153860,,-133241,-5260.0,963956,-2295223,-4031696,303198,71295,30305.0,-292334,-277281,-164817,,-60928,-1442619,4844091,,-3214,-726608.0,0.0,-109751.0,2833911,,11650247,315858.0,5260500,-8907123,,-3038446,84717,-284635,1971237,1686602,1686602,,9915.0,75232.0,0.0,9259.0,,-378370.0,-339053.0,-29184.0,1347.0,-947.0,,12216.0,,277193.0,671404.0,,219505.0,-10399003.0,,-241502.0,,,6813.0,0.0,0.0,,,,,
1532,2013年01月01日至2013年12月31日,,4334894,4334894,,,819549,51196,-64050,249566,-73178,16619,47663,-2751097,4185.0,-1736473.0,,,-535427,48077,88198,-1751537,-388946,-262458,-498438,-3300531,,153860,,-133241,-5260.0,963956,-2336575,-4073048,261846,71295,30305.0,-250982,-277281,-164817,,-60928,-1442619,4844091,,-3214,-726608.0,,-109751.0,2833911,,11650247,315858.0,5260500,-8907123,,-3038446,84717,-284635,1971237,1686602,1686602,-8142.0,9915.0,75232.0,6813.0,9259.0,,-378370.0,-339053.0,-29184.0,1347.0,-947.0,,12216.0,,277193.0,671404.0,0.0,219505.0,-10399003.0,-30.0,-241472.0,,,,,,,,,,
1532,2013年01月01日至2013年09月30日,,1339469,1339469,,,627196,40089,-62742,188003,-29393,11843,18112,-13141,534.0,728684.0,,,-489355,41180,113754,-1157600,-333575,-234546,-375065,-2435207,,123643,-61786.0,384024,750.0,438403,-1996804,-1268120,71349,27252,34129.0,-197285,-130395,-194950,,-5000,-1013482,529897,,-1329,-350178.0,429715.0,-118776.0,-425360,,1430377,,4463222,-4392557,,484786,60043,-75481,1971237,1895756,1895756,-8126.0,9915.0,75232.0,2969.0,9242.0,6579.0,-378370.0,-637886.0,-29164.0,1193.0,-15720.0,-8228.0,-144.0,0.0,,,,,,,,,,,,,,,,,
1532,2013年01月01日至2013年06月30日,,868704,868704,,,416541,28612,-8112,132898,-21153,7954,6653,-838,4057.0,558523.0,,,-416191,-789,89168,-1622719,-363978,-230930,-335785,-2881224,,550392,-3430.0,838410,,1385372,-1495852,-937329,-68625,18364,0.0,-139354,-72327,-261942,,-5000,-810107,13412,-31.0,-1271,-90178.0,215497.0,-59730.0,-711914,,1775670,,2345449,-2931243,-376701.0,726159,45820,-201877,1971237,1769360,1769360,-8089.0,4815.0,4900.0,0.0,9200.0,6579.0,0.0,-87016.0,,,,,,,,,,,,,,,,,,,,,,,
1532,2013年01月01日至2013年03月31日,,374370,374370,,,194204,14742,-69556,66117,-8073,4941,-2550,-669,-128.0,199028.0,,,41483,-6065,109291,-682379,-101687,-359679,115291,-883745,,-62797,-110280.0,223277,-363.0,49837,-833908,-634880,-260510,5437,0.0,-64368,-39500,-358941,,0,-239649,8179,0.0,-976,-35178.0,155449.0,-6982.0,-119157,,832326,245872.0,1233112,-1659602,-73627.0,578081,48166,148149,1971237,2119386,2119386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,2012年01月01日至2012年12月31日,,1229640,1229640,,,751613,55956,-850,231684,-21957,14851,-5990,2929,0.0,993470.0,,,256871,1593,-45990,-1338281,211226,-87336,165431,-836486,,-448133,,-26463,0.0,-801135,-1637621,-644151,585489,11316,23205.0,-230547,-135609,253854,,-19428,-1289594,9258,,-3921,-80.0,,-11947.0,-1593518,,3779528,193655.0,9258890,-7683475,,2242018,-112305,790049,1181188,1971237,1971237,0.0,1169.0,0.0,1185.0,0.0,,-145527.0,108464.0,-22854.0,0.0,-11912.0,,0.0,,-263068.0,-63471.0,-261330.0,-18830.0,-3059292.0,-210.0,-210015.0,,,,,,,,,,
1532,2012年01月01日至2012年09月30日,,697320,697320,,,561818,41210,-559,174128,-17383,16789,12331,1290,-32009.0,743425.0,,,-38057,9534,75478,-1743982,157424,-87895,-60177,-1687675,,-376173,-112757.0,178268,0.0,-309484,-1997159,-1253734,-556414,8865,20772.0,-192058,-107050,-825885,,-19428,-969328,4039,,-3206,-13622.0,0.0,-60825.0,-1060013,,1550629,,5819490,-5294495,,1772391,162235,48728,1181188,1229916,1229916,0.0,0.0,1172.0,1185.0,0.0,0.0,-145527.0,-160967.0,-20422.0,0.0,6232.0,1178.0,0.0,3261.0,,,,,,,,,,,,,,,,,
1532,2012年01月01日至2012年06月30日,,577756,577756,,,379819,27539,-430,109371,-12249,9788,8450,610,848.0,523746.0,,,-364862,6091,68349,-1431661,83050,-53349,-5309,-1697691,,29817,15224.0,-51605,,-6564,-1704255,-1180509,-602753,6497,351.0,-123094,-68725,-787724,,-19428,-585876,2381,0.0,-1910,-15630.0,0.0,-59883.0,-678354,,1410893,,3324203,-2895118,-64754.0,1640954,119821,294697,1181188,1475885,1475885,0.0,0.0,1169.0,823.0,0.0,0.0,-130770.0,-3500.0,,,,,,,,,,,,,,,,,,,,,,,
1532,2012年01月01日至2012年03月31日,,211191,211191,,,191520,9098,-27,52360,-6092,4900,-2254,-91,842.0,250256.0,,,-121614,22820,-95896,-502217,318181,-21657,-41086,-441469,,-129683,7667.0,35160,0.0,-86856,-528325,-278069,-66878,3200,351.0,-50096,-34447,-147870,,-14928,-352687,117,-43.0,-13,0.0,1642.0,-11119.0,-377031,,725862,153134.0,1459404,-1385572,-23073.0,929755,-36700,368154,1181189,1549343,1549343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
