公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損迴轉利益,　　　　 未實現銷貨利益（損失）,　　　　 未實現外幣兌換損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得無活絡市場之債券投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他非流動資產增加,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 發行公司債,　　 存入保證金增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 呆帳費用提列（轉列收入）數,　　　　　 負債準備增加（減少）,　　 存出保證金減少,　　 收取之股利,　　 償還公司債,　　　　 股利收入,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分子公司,　　 其他非流動資產減少,　　 存入保證金減少,　　 發放現金股利
1611,2013年01月01日至2013年09月30日,,30335,30335,,,146426,24746,4435,85824,-2913,14139,184,-49004,,924,-4236,223452,,,22283,58691,-1769,355283,98742,-592,,-270060,-52115,-1271,209192,,-100021,-149420,4530,-13066,,-262735,-53543,169909,200244,2944,-12091,-62449,128648,,-22582,-148445,0,-50041,-400328,-612342,,,-100000,1595000,2158,850970,-3023,364253,461099,825352,825352,0.0,-4758.0,,9052.0,-566500.0,-8599.0,0.0,0.0,11526.0,0.0,0.0,0.0,0.0,2.0,0.0,-79688.0
1611,2013年01月01日至2013年06月30日,,23967,23967,,,89089,20368,1586,71923,-2242,15901,0,-49004,4784.0,1209,-16311,137303,,,8900,20195,568,110631,93656,-10081,,119772,-10942,-1791,330908,,-113885,-123306,1595,-39867,,-278301,52607,189910,213877,1970,-7824,-62401,145622,,-22854,-144686,0,-49668,0,-217247,,,-550000,1595000,3030,481530,3375,413280,461099,874379,874379,0.0,-2838.0,-39.0,0.0,-566500.0,,,,,,,,,,,
1611,2013年01月01日至2013年03月31日,,94919,94919,,,31770,10513,-5653,13184,-844,7476,0,-49004,143.0,1404,-15256,-6267,,,1069,48270,231,-40385,-154943,-667,0.0,283640,-105138,642,32719,,-114366,47411,81746,-39581,-2694.0,-27484,5235,-1032,93887,798,-6244,-30,88411,,-15378,-141913,0,-48512,-439,-206242,,0.0,-1545000,1595000,239,50239,2078,-65514,461099,395585,395585,,,,,,,,,,,,,,,,
1611,2012年01月01日至2012年09月30日,,134813,134813,,,58437,22025,43,28298,-2998,25972,-207,0,,3274,7185,510337,,,-15240,81047,2103,-705597,153259,63515,,-94096,-66321,-6029,-587359,,-118289,90243,-41909,40889,,-38595,-625954,-115617,19196,3083,-6191,-89271,-73183,,-46637,-311512,324,-30767,-620706,-1050337,,,1500000,0,0,1019805,319,-103396,695651,592255,592255,-10000.0,-9529.0,,5255.0,0.0,-3094.0,-9545.0,390938.0,9.0,-50000.0,7350.0,-31537.0,27235.0,658.0,-2068.0,-478127.0
1611,2012年01月01日至2012年06月30日,,342646,342646,,,39392,10987,-924,17631,-2213,24088,-208,0,-464.0,4961,-4916,78334,,,-11762,238083,1639,-226044,-174603,60255,,-145005,8804,-4475,-253108,,-46766,50356,-12972,49867,,36192,-216916,-138582,204064,2009,-2925,-40728,162420,,-73,-38849,324,-4399,-113657,-153096,,,100000,0,-1200,98800,-327,107797,695651,803448,803448,-10000.0,-4293.0,1397.0,2161.0,0.0,,,,,,,,,,,
1611,2012年01月01日至2012年03月31日,,135021,135021,,,21410,5694,-10861,8688,-774,32226,-208,0,-654.0,0,3233,58754,,,-14763,34894,792,-22562,43194,2197,0.0,-74942,-81437,-1946,-114573,,-120603,25714,-36181,-1582,-541.0,-133193,-247766,-189012,-53991,665,-1385,-39,-54750,,-1000,-9841,324,-4736,-84380,-99633,,200000.0,0,0,0,200000,-1966,43651,695651,739302,739302,,,,,,,,,,,,,,,,
