公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分備供出售金融資產,　　 處分以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 因合併產生之現金流入,　　 其他金融資產增加,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 員工執行認股權,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　 收取之股利,　　 支付之股利,　　 以成本衡量之金融資產減資退回股款,　　 非控制權益變動,　　　　 其他項目,　　 取得以成本衡量之金融資產,　　 取得採用權益法之投資,　　 其他金融資產減少,　　 其他非流動資產減少,　　 應付短期票券增加,　　 發放現金股利,　　 停業單位稅前淨利（淨損）,　　　　 金融資產減損損失,　　 預付投資款增加,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動負債增加,　　　　 非金融資產減損損失,　　 其他預付款項增加,　　 取得備供出售金融資產,　　 其他非流動負債減少,　　　 收益費損項目,　　　　 股份基礎給付酬勞成本,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 短期借款減少,　　 現金增資,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　 發行公司債
3036,2016年01月01日至2016年09月30日,,1843061,1843061,,,47541,11384,102065,190623,-3297,81245,-8169.0,-108733.0,,,,-5982969,347584,-6128677,-53841,-11817903,,8123644,4824,46416,,8174423,-3643480,-3393697,-1550636,3297,-177391.0,-346570,-2066295,,113540.0,0.0,-29727,0,-13781.0,-108853,-9623,,2993161,,-965230.0,0.0,2333655,-31714,226023,1579320,1805343,1805343,-5005.0,5005.0,,0.0,-138.0,-57871.0,-3766.0,0.0,,,99935.0,-1298149.0,,,,35301.0,-2337.0,9076.0,0.0,0.0,,,,0.0,249783.0,-461.0,,0.0,0.0,1495000.0
3036,2016年01月01日至2016年06月30日,,1043187,1043187,,,32292,7818,61704,117208,-2104,61970,-9016.0,-16598.0,,,,-1398456,509537,-3886627,1303,-4774243,,4497262,-116974,11238,,4387368,-386875,-194850,848337,2104,-112666.0,-194065,545677,,17408.0,0.0,-22281,0,22313.0,-93059,-45479,,1332721,,-1905880.0,0.0,-570934,-4185,-74921,1579320,1504399,1504399,-5023.0,1967.0,,0.0,-138.0,-57871.0,-3766.0,0.0,,,0.0,,,,,36040.0,-2134.0,2363.0,0.0,0.0,,,,0.0,192025.0,-4158.0,,0.0,1645.0,
3036,2016年01月01日至2016年03月31日,,493253,493253,,,16744,4633,22844,59662,-739,28525,-2146.0,0.0,,,,-940948,-274055,-533660,-39657,-1788320,,2733985,-204379,38097,,2565618,777298,888970,1382223,739,-59023.0,-4784,1319155,,0.0,0.0,-7375,0,-60420.0,-23935,-74672,,-1052760,,-34510.0,0.0,-1084883,-32795,126805,1579320,1706125,1706125,0.0,0.0,,0.0,0.0,-27232.0,-3766.0,0.0,,,0.0,0.0,,,,22938.0,-2114.0,2387.0,0.0,0.0,0.0,,,0.0,111672.0,-2085.0,,0.0,9381.0,
3036,2015年度,,2349567,2349567,,,65773,20082,25154,199929,-4467,118941,-124627.0,-176488.0,,,,-8898958,5933980,-777613,294760,-3447831,,-1656049,19115,19503,,-1626486,-5074317,-4941165,-2591598,4467,-196793.0,-339741,-3111492,,181975.0,0.0,-63142,0,-42050.0,-517291,-441219,,4510383,,-1709060.0,0.0,3576035,4159,27483,1551837,1579320,1579320,-12173.0,12173.0,,0.0,-156.0,0.0,0.0,-222740.0,,,0.0,-1220830.0,,,,239388.0,-17359.0,698.0,0.0,0.0,0.0,,,21028.0,133152.0,-9055.0,,1995000.0,,
3036,2015年01月01日至2015年09月30日,,1772938,1772938,,,48702,15723,15455,145228,-3045,102019,1266.0,-174836.0,,,,-10262538,4294499,-1023093,326974,-6664158,,421267,-127623,20368,,309623,-6354535,-6195087,-4422149,3045,-138616.0,-324529,-4870157,,180272.0,0.0,-29892,0,-15107.0,-281128,-369840,,6627553,,-1700940.0,0.0,5708453,10414,478870,1551837,2030707,2030707,-12092.0,12092.0,,0.0,-44.0,0.0,-37835.0,-168791.0,,,0.0,-1220830.0,,,0.0,0.0,-17359.0,7714.0,0.0,0.0,,,,21028.0,159448.0,-4389.0,,1995000.0,,
3036,2015年01月01日至2015年06月30日,,1166203,1166203,,,32198,12346,10270,92722,-2204,54260,1188.0,-155030.0,,,,-9008331,4669307,-1152633,100502,-5391155,,3035540,-162251,18552,,2887600,-2503555,-2448017,-1281814,2204,-89222.0,-188518,-1548929,,159653.0,,-13478,0,,-38707,66408,,1005902,,-1261219.0,,1739520,-31345,225654,1551837,1777491,1777491,-11240.0,8421.0,,0.0,-44.0,0.0,-37835.0,0.0,3855.0,0.0,,,,,0.0,,-7080.0,0.0,0.0,0.0,,-119.0,,21028.0,55538.0,-4241.0,,1995000.0,,
3036,2015年01月01日至2015年03月31日,,571512,571512,,,16167,6469,4403,46110,-858,18545,1073.0,-82238.0,,,,-6149713,3655444,-1002170,60829,-3435610,,3026962,-302580,29641,,2751828,-683782,-653083,-81571,858,-44711.0,-6931,-132355,,85353.0,,-4955,0,-12000.0,-1158,22325,,0,,-674150.0,,-15099,-22050,-147179,1551837,1404658,1404658,,,,,-44.0,,-37835.0,,,0.0,,,,,,,-7080.0,0.0,,,,-97.0,,21028.0,30699.0,-2195.0,-1335808.0,1995000.0,,
3036,2014年度,,2245362,2245362,,,58734,24243,14360,174516,-4283,35667,0.0,-345380.0,93738.0,,,-1534762,-2624862,-2219949,-123873,-6503446,,722254,21273,40268,-8309.0,775486,-5727960,-5634222,-3388860,4283,-166367.0,-274425,-3821636,,372012.0,,-55664,-33311,0.0,-42903,79162,,5168363,,-870060.0,,3450127,64814,-227533,1779370,1551837,1551837,-3733.0,3733.0,,36652.0,-150.0,-30695.0,-16000.0,-108670.0,-15855.0,0.0,,-843913.0,,,,23.0,-20619.0,0.0,170309.0,-30128.0,-6375.0,-4113.0,,,,,,,,
3036,2014年01月01日至2014年09月30日,,1666386,1666386,,,43744,17152,1913,122268,-2988,20450,0.0,-201117.0,61973.0,,,-6099329,-46795,-2431435,-29921,-8607480,,4466410,-61660,-48019,-5241.0,4351490,-4255990,-4194017,-2527631,2988,-117618.0,-263767,-2902308,,219040.0,0.0,-36112,-15153,,-33605,965,,4294171,,-645150.0,0.0,2805608,26393,-69342,1779370,1710028,1710028,-3720.0,3720.0,,36443.0,-150.0,-19538.0,,-108670.0,0.0,0.0,0.0,-843913.0,,,-6000.0,23.0,-18498.0,650.0,83809.0,-30128.0,-6375.0,,,,,,,,,
3036,2014年01月01日至2014年06月30日,,1001772,1001772,,,29329,11941,861,82018,-2131,14494,0.0,-106465.0,53383.0,,,-3828891,1600631,-1526866,-26641,-3781767,,2861600,-142106,-37962,-3209.0,2678323,-1103444,-1050061,-48289,2131,-79537.0,-177559,-300990,,116740.0,0.0,-25622,-15153,,-2083,-107786,,1954136,0.0,-1284095.0,0.0,670318,4581,266123,1779370,2045493,2045493,-2264.0,2264.0,,8150.0,-96.0,-8150.0,0.0,-108670.0,0.0,2106.0,0.0,,,,-6000.0,,-16998.0,373.0,33750.0,-60256.0,,,,,,,,,,
