公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 預付設備款增加,　　 預付設備款減少,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 發放現金股利,　　 現金增資,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 預付投資款增加,　　 存出保證金減少,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　 取得無活絡市場之債券投資,　　 處分無活絡市場之債券投資,　　 其他預付款項增加,　　 存入保證金減少,　　 處分子公司,　　　　 處分其他資產損失（利益）
6414,2015年度,,1309934,1309934,,,28029,73002,5955,-6481.0,10335,-9553,-7249.0,0.0,-5385.0,-19965.0,0.0,-20023.0,-3849,22667.0,67483.0,,,-4871,-437928,-246422,-77106,-766327,,130.0,742417,156438,9168,1440.0,909593,143266,210749,1520683,9416,7249.0,-2413,-197087,1337848,,0.0,50889.0,-84535.0,0.0,-136249.0,-23165.0,-426718,0.0,-5740.0,-5909.0,0.0,7260.0,0.0,-624167,,200000.0,0,794422.0,400000.0,-400000.0,615.0,-412082.0,0.0,-110341.0,0.0,472614,-531,1185764,717488,1903252,1903252,,,,,,,,,,
6414,2015年01月01日至2015年09月30日,,944645,944645,,,20870,54756,3765,-3482.0,7302,-6485,-7249.0,0.0,,-19965.0,-11096.0,,-12159,12620.0,38877.0,,,-948,-125729,-3284,-31932,-161893,,-1182.0,439090,27782,17461,1508.0,484659,322766,361643,1306288,6275,7249.0,-1995,-185884,1131933,,0.0,50889.0,-157033.0,0.0,,8976.0,-421816,0.0,-5168.0,-3296.0,0.0,4963.0,0.0,-660026,,,0,794422.0,400000.0,-400000.0,615.0,-412082.0,0.0,-110341.0,0.0,272614,8562,753083,717488,1470571,1470571,-137541.0,,,,,,,,,
6414,2015年01月01日至2015年06月30日,,554008,554008,,,13740,36543,927,-4800.0,4199,-3496,,0.0,,-19965.0,30.0,,98,12620.0,39896.0,,,-1010,75217,15845,-31700,58352,,-910.0,241318,6892,4551,1508.0,253359,311711,351607,905615,3353,,-1991,-106248,800729,,,50889.0,-158114.0,0.0,,,-415603,0.0,,-3296.0,,4198.0,,-520241,,,0,794422.0,400000.0,-400000.0,615.0,-412082.0,0.0,-110341.0,0.0,272614,-1428,551674,717488,1269162,1269162,,1685.0,,,,,,,,
6414,2015年01月01日至2015年03月31日,,254839,254839,,,6642,18159,4758,,1438,-1183,,0.0,,,5523.0,,5750,,41087.0,,,-5060,261766,69811,-35526,290991,,-1146.0,-73273,-28719,5734,958.0,-96446,194545,235632,490471,1156,,-1438,-93,490096,,,,,36988.0,,,-401335,0.0,,-1787.0,-4002.0,,,-368551,,,0,,400000.0,-39000.0,,,0.0,,0.0,361000,-3510,479035,717488,1196523,1196523,,1585.0,,,,,,,,
6414,2014年度,,703854,703854,,,13192,1388,490,0.0,31,-7144,0.0,2741.0,0.0,0.0,21441.0,0.0,-32356,3467.0,3250.0,,,-1375,-1010304,-123037,9741,-1124975,,-6103.0,466659,47283,-5643,31.0,502227,-622748,-619498,84356,7509,0.0,-31,-86955,4879,,-40000.0,0.0,0.0,596912.0,0.0,-235378.0,-18029,959.0,-1918.0,-1600.0,-3349.0,0.0,-145353.0,152244,,0.0,-5787,0.0,0.0,0.0,0.0,-332651.0,778240.0,-151710.0,-3000.0,285092,2634,444849,272639,717488,717488,,,,,,,,,,
6414,2014年01月01日至2014年09月30日,,418421,418421,,,9419,883,473,0.0,31,-6798,0.0,2741.0,,0.0,14236.0,,-11519,1983.0,11449.0,,,-189,-512179,-244010,-7748,-764126,,0.0,202719,-9497,-13313,-36.0,179873,-584253,-572804,-154383,7032,0.0,-31,-86622,-234004,,-40000.0,0.0,0.0,165806.0,,13233.0,-15301,959.0,-1390.0,-1600.0,-1628.0,0.0,-50035.0,70044,,,-5787,0.0,0.0,0.0,0.0,-332651.0,778240.0,0.0,-3000.0,436802,715,273557,272639,546196,546196,0.0,,,,,,,,,
6414,2014年01月01日至2014年06月30日,,243896,243896,,,6266,556,175,0.0,31,-4872,,2741.0,,0.0,10320.0,,1289,21.0,16527.0,,,-4159,-238212,-277333,-6340,-526044,,0.0,67872,-3968,-14238,-36.0,49630,-476414,-459887,-215991,5009,,-31,-51040,-262053,,,0.0,0.0,5872.0,,,-14856,959.0,,-1600.0,,1705.0,,-7906,,,-5787,0.0,0.0,0.0,0.0,-332651.0,778240.0,0.0,-3000.0,436802,-1177,165666,272639,438305,438305,,14.0,,,,,,,,
6414,2014年01月01日至2014年03月31日,,97998,97998,,,3447,217,-14,,31,-2184,,2741.0,,,14437.0,,-4531,,14144.0,,,-880,-43351,-161324,-6794,-212349,,0.0,-14863,-11585,-12500,-36.0,-38984,-251333,-237189,-139191,2347,,-31,-231,-137106,,,,,198872.0,,,-10134,959.0,,0.0,0.0,,,189698,,,-5787,,0.0,0.0,,,778240.0,,-3000.0,769453,278,822323,272639,1094962,1094962,,1.0,,,,,,,,
6414,2013年度,,450034,450034,,,15602,885,770,,657,-9174,,0.0,,,0.0,-20233.0,-3305,0.0,,,,2210,94175,-101011,8785,4159,,0.0,-66806,62130,10148,41.0,5513,9672,-5126,444908,9039,,-657,-47929,405361,,0.0,,,,,0.0,-18081,0.0,0.0,0.0,-1134.0,,100.0,-271064,,,-15014,,,,,-93650.0,0.0,0.0,0.0,-109096,1339,26540,246099,272639,272639,,1932.0,,-14798.0,-253881.0,0.0,0.0,-432.0,,
6414,2013年01月01日至2013年12月31日,,450034,450034,,,15602,885,770,,657,-9174,,,,,0.0,-20233.0,-3305,0.0,,,,2210,94175,-101011,8785,4159,,,-66806,62130,10148,41.0,5513,9672,-5126,444908,9039,,-657,-47929,405361,,,,,,,0.0,-18081,,0.0,,-1134.0,,100.0,-271064,,0.0,-15014,,,,0.0,-93650.0,0.0,,,-109096,1339,26540,246099,272639,272639,,1932.0,,-14798.0,-253881.0,0.0,,-432.0,,
