公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 遞延貸項增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 處分投資性不動產,　　 預付設備款增加,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 應付租賃款減少,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　 取得透過其他綜合損益按公允價值衡量之金融資產,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 預付設備款減少,　　 應付租賃款增加,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　　　　 應計退休金負債增加（減少）,　　 停業單位稅前淨利（淨損）,　　　　 非金融資產減損損失,　　 舉借長期借款,　　 發放現金股利
9911,2015年01月01日至2015年06月30日,,231558,231558,,,36738,8328,0,904,-8456,0.0,18528,856,0.0,-132,0.0,-913,55853.0,,,97959,244197,43064,-17476,-25326,55091,-10211,387298,,-136,-212445,-102619,7417,-390.0,-1178,1069,-308282,79016,134869,366427,9172,0.0,-61637.0,313962,,-440300.0,115054,0.0,0.0,-17006,676.0,0,-3110,0.0,-5570,0.0,-350256,,12220,0,-35000,59,0.0,-368.0,-942,-24031,-978,-61303,1022059,960756,960756,,,,,,,,,,,,
9911,2015年01月01日至2015年03月31日,,139077,139077,,,18417,4340,0,473,-3903,,10574,735,,54,,-695,29948.0,,,50373,267772,28846,-27114,-6885,-21422,-487,291083,,170,-95505,-149805,545,-199.0,-446,1923,-243317,47766,77714,216791,6143,,-2066.0,220868,,0.0,0,0.0,,-6023,600.0,0,-5992,,-3282,,-79697,,904,0,-7500,0,59.0,,-481,-7519,-1424,132228,1022059,1154287,1154287,-47.0,-100000.0,35000.0,0.0,-501.0,,,,,,,
9911,2014年01月01日至2014年06月30日,,266052,266052,,,39698,11356,-96,1529,-7732,0.0,-6877,-24,0.0,-9879,-30604.0,291,-2338.0,,,-8609,268847,58993,20439,5795,-121799,-3549,220117,,-153,-258476,-97184,-590,-693.0,-961,-1223,-359280,-139163,-141501,124551,7732,0.0,-58309.0,73974,,-18960.0,113297,20919.0,-50339.0,-15820,849.0,-26,-2181,0.0,-590,0.0,47149,,70000,0,-35000,0,-4348.0,-270.0,-1568,28814,181,150118,777748,927866,927866,,,,,,,-2338.0,-693.0,,,,
9911,2014年01月01日至2014年03月31日,,125361,125361,,,20038,5689,-5109,786,-2808,,10651,-560,,-9637,,300,19350.0,,,-47481,279936,15179,-22322,5019,126579,2573,359483,,1671,-114492,-114132,-737,214.0,-445,-1031,-228952,130531,149881,275242,2808,,-3183.0,274867,,-18960.0,103094,20919.0,,-5700,849.0,-43,-488,,0,,99970,,1822,0,-7500,0,-4335.0,,-793,-8445,99,366491,874894,1241385,1241385,0.0,0.0,0.0,299.0,2361.0,,,,,,,
9911,2013年01月01日至2013年06月30日,,208800,208800,,,37684,11532,-838,2207,-5256,-567.0,-4872,835,-17701.0,-27,-18169.0,510,,,,-14234,233570,34706,-17005,48003,-122788,-5036,157216,,2,-158921,-93934,4058,,892,-500,-247729,-90513,-85175,123625,5256,567.0,-22427.0,107021,,0.0,3963,0.0,0.0,-11391,24.0,-1969,-6308,248194.0,-5714,575.0,227374,,0,-107659,-30370,434,0.0,0.0,-2257,-139852,-4807,189736,535672,725408,725408,,,,,,,5338.0,674.0,,,,
9911,2013年01月01日至2013年03月31日,,99948,99948,,,19395,5278,-1070,1077,-2381,,4850,671,,-117,,300,,,,-19501,218010,22013,8388,39541,112826,-1061,380216,,1176,-83104,-114598,8467,,-1003,-1108,-189838,190378,218381,318329,2381,,,320710,,0.0,3963,0.0,,-1801,0.0,-1940,-616,,-2674,,-3068,,0,-97659,-12305,128,0.0,,-1109,-110945,-1792,204905,535672,740577,740577,,,,0.0,0.0,,28003.0,332.0,,,,
9911,2012年01月01日至2012年06月30日,,144640,144640,,,35321,10907,511,3479,-3575,-560.0,4747,-348,0.0,0,-25172.0,0,,,,-50275,187844,12169,20720,-1533,176712,-10835,334802,,-6018,-191550,-71551,-2385,,-892,4226,-269366,65436,114787,259427,3575,560.0,-22417.0,241145,,,0,,,-45277,0.0,-46,-2304,0.0,-522,0.0,-48149,,35773,0,-64061,0,-321.0,,-3550,-18213,-582,174201,612322,786523,786523,,,,,,,49351.0,-1196.0,0.0,24041.0,14081.0,-135.0
9911,2012年01月01日至2012年03月31日,,58294,58294,,,17969,5425,678,1558,-1326,,47371,25,,0,-124.0,0,,,,-40226,170003,-48985,15469,-2854,214560,-4507,303460,,-2024,-57832,-96853,4246,,-446,4404,-149109,154351,225927,284221,1326,,,285547,,,0,,,-33620,,-45,-508,,0,,-34173,,43978,0,-19126,341,,,-1543,37716,-6878,282212,612322,894534,894534,,,,,,,71576.0,-604.0,,,14066.0,
