公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付費用（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 其他非流動資產減少,　　 預付設備款增加,　　 預付設備款減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 舉借長期借款,　　 存入保證金減少,　　 其他非流動負債減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　　 呆帳費用提列（轉列收入）數,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　 取得採用權益法之投資,　　 處分不動產、廠房及設備,　　 短期借款減少,　　 其他應付款－關係人增加,　　 其他非流動負債增加,　　　　 未實現外幣兌換損失（利益）,　　 償還長期借款
2440,2013年01月01日至2013年09月30日,,-90370,-90370,,,46257,5820,587,8174,-410,-140,,35849,,,14067,34684,-4326,33104,,-8607,-17862,51060,,-27706,18537,,-10509,,,167,,-19511,31549,67398,-22972,410,-8174,-1705,-32441,,-21286,,,0,,,-19818,,40850.0,19836,0,,,3396,-37154,11295,-78118,282834,204716,204716,,,-24673.0,0.0,,1468.0,0.0,-3718.0,592.0,234.0,-98110.0
2440,2013年01月01日至2013年06月30日,,-72248,-72248,,,29799,1531,908,5638,-268,-506,0.0,48867,,,-8740,28087,-4196,27191,,-10887,-3011,28444,,-23223,-15376,,9292,,,2556,,-26751,1693,50560,-21688,268,-5224,-963,-27607,,-20003,,,10644,,,-8411,,,19953,-73860,,,-6292,-69022,11469,-93571,282834,189263,189263,,3160.0,8605.0,0.0,0.0,948.0,-7717.0,-2944.0,1838.0,,
2440,2013年01月01日至2013年03月31日,,-48049,-48049,,,16956,1252,473,3062,-108,1,10.0,21646,,,4710,151376,-3347,26792,-209.0,-47,-23807,155468,,-20542,-115506,0.0,4185,1405.0,25281.0,-1746,149.0,-106774,48694,70340,22291,154,-3002,25,19468,,0,0.0,0.0,2892,-2884.0,306.0,314,,-12938.0,0,-23216,134.0,678.0,3289,-32053,-6008,-18279,282834,264555,264555,0.0,,,,,,,,,,
2440,2012年01月01日至2012年09月30日,,-116272,-116272,,,52849,14234,-4,8670,-524,-403,,95273,,,4018,98330,1348,-53039,,15115,-3997,61775,,33621,-44107,,5231,,,-5170,,-10425,51350,146623,30351,524,-8670,-96,22109,,-24366,,,3086,,,20191,,0.0,19810,145000,,,-2386,-16602,1679,27377,238639,266016,266016,,,37761.0,-18171.0,,41471.0,-108733.0,164.0,-8188.0,861.0,-62269.0
2440,2012年01月01日至2012年06月30日,,-76413,-76413,,,37619,10909,-31,5926,-416,81,877.0,74555,,,19411,76446,2832,-21738,,-10685,-16850,49416,,37740,-53990,,13195,,,-8184,,-11239,38177,112732,36319,416,-5926,-2062,28747,,-18735,,,980,,,-26015,,,29832,-39933,,,-1719,-59871,5379,-51760,238639,186879,186879,,0.0,37761.0,-18171.0,-8260.0,0.0,-45764.0,111.0,-2398.0,,
2440,2012年01月01日至2012年03月31日,,-29712,-29712,,,23139,528,-25,2900,-193,0,0.0,26349,,,15804,116935,-5928,-30496,-1041.0,-4310,-6872,84092,,-4675,-26062,30.0,4153,1270.0,-5737.0,1129,88.0,-29804,54288,80637,50925,217,-2817,-15,48310,,-17064,-397.0,-1.0,286,-9727.0,4935.0,-21968,,-49296.0,60000,-18128,-101.0,-1301.0,-3228,-12054,8581,22869,238639,261508,261508,0.0,,,,,,,,,,
