公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",3026962,2060807,966155,107103,859052,0,859052,0,0,859052,857903,1149,0.75
"2856","元富證券",7146812,6456402,690410,197560,492850,0,492850,0,0,492850,0,0,0.36
"6005","群益證",4044001,2505401,1538600,415605,1122995,0,1122995,0,0,1122995,0,40923,0.67
"6012","金鼎證券",2734637,2546439,188198,7268,180930,0,180930,0,0,180930,181660,-730,0.17
