公司代號,公司名稱,營業收入,營業成本,營業毛利(毛損),營業費用,營業淨利(淨損),營業外收入及利益,營業外費用及損失,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位淨利(淨損),停業單位損益,非常損益,會計原則變動累積影響數,合併總損益,合併淨損益,共同控制下前手權益損益,少數股權損益,基本每股盈餘
"1101","台泥",39718793,34283693,5435100,1347531,4087569,865306,1387902,3564973,25816,3539157,0,0,0,3539157,2136502,0,1402655,0.65
"1102","亞泥",22877847,18030443,4847404,1611401,3236003,3104211,935580,5404634,372409,5032225,0,0,0,5032225,4549505,0,482720,1.57
"1103","嘉泥",2513144,2241242,271902,252061,19841,355883,203627,172097,-33018,205115,0,0,0,205115,205176,0,-61,0.36
"1104","環球水泥",3100430,2907832,192598,353624,-161026,536317,76804,298487,33759,264728,0,0,0,264728,271156,0,-6428,0.45
"1108","幸福水泥",1775952,1494324,281628,162290,119338,14313,60233,73418,43069,30349,0,0,0,30349,30688,0,-339,0.08
"1109","信大水泥",1102185,892131,210054,111364,98690,28330,8037,118983,36924,82059,0,0,0,82059,72497,0,9562,0.17
"1110","東泥",806741,714271,92470,33500,58970,56037,5085,109922,5287,104635,0,0,0,104635,104534,0,101,0.18
"1201","味全公司",9590104,6121868,3468236,3114773,353463,86521,106417,333567,24492,309075,0,0,0,309075,333704,0,-24629,0.66
"1203","味王公司",3779089,2665848,1113241,483230,630011,31222,90731,570502,46306,524196,0,0,0,524196,405241,0,118955,1.96
"1210","大成長城",32100394,28457177,3643217,2470840,1172377,173343,100885,1244835,285747,959088,0,0,0,959088,793926,0,165162,1.81
"1213","大飲",311167,263602,47565,40391,7174,4242,28573,-17157,-859,-16298,0,0,0,-16298,-16298,0,0,-0.32
"1215","卜蜂企業",7055298,6301467,753831,476954,276877,20664,13635,283906,93982,189924,0,0,0,189924,180827,0,9097,0.78
"1216","統一",142231763,98601593,43630170,35611936,8018234,3190494,2310636,8898092,1582197,7315895,0,0,0,7315895,5102238,0,2213657,1.31
"1217","愛之味",2537216,1569805,967411,853232,114179,276415,88678,301916,96147,205769,0,0,0,205769,194871,0,10898,0.46
"1218","泰山企業",4139329,3378840,760489,629353,127834,105811,75882,157763,23352,134411,0,0,0,134411,132124,0,2287,0.43
"1219","福壽實業",4739839,4283523,456316,264309,191067,61796,17085,235778,79148,156630,0,0,0,156630,156447,0,183,0.57
"1220","台榮",1227023,1185498,41525,87402,-45877,18470,7260,-34667,22679,-57346,0,0,0,-57346,-35164,0,-22182,-0.20
"1225","福懋油",5698028,5319353,378675,189305,187132,20413,40507,167038,73695,93343,0,0,0,93343,102493,0,-9150,0.63
"1227","佳格",7468684,4560313,2908371,1972198,936173,36887,147588,825472,222972,602500,0,0,0,602500,597042,0,5458,1.86
"1229","聯華實業",2526678,2342928,183750,208921,-25171,485829,48920,411738,9919,401819,0,0,0,401819,435934,0,-34115,0.56
"1231","聯華食品",1839448,1362427,477021,455262,21759,36264,12741,45282,13038,32244,0,0,0,32244,34020,0,-1776,0.29
"1232","大統益",7391894,6711902,679992,214585,465407,47049,7414,505042,128151,376891,0,0,0,376891,376461,0,430,2.35
"1233","天仁",870046,353585,516461,413476,102985,6368,181,109172,30060,79112,0,0,0,79112,78648,0,464,0.88
"1234","黑松",2280739,1553090,727649,729506,-1857,272186,76358,193971,79252,114719,0,0,0,114719,114719,0,0,0.21
"1235","興泰",245721,222585,23136,27155,-4019,14731,9625,1087,369,718,0,0,0,718,971,0,-253,0.02
"1236","宏亞食品",779730,537709,242021,195836,46185,36745,6069,76861,25747,51114,0,0,0,51114,51114,0,0,0.60
"1301","台塑",80810914,70526967,10283947,4191982,6091965,7278622,1156011,12214576,1581535,10633041,0,0,0,10633041,10633041,0,0,1.74
"1303","南亞塑膠",107943943,98937375,9006568,6741259,2285126,2188675,3562918,910883,-1233598,2144481,0,0,0,2144481,2105607,0,38874,0.27
"1304","台聚",21015275,17584411,3430864,1137272,2293592,496062,326385,2463269,560316,1902953,0,0,0,1902953,1001626,0,901327,1.38
"1305","華夏",5289259,4199956,1089303,504553,584750,62122,44906,601966,98989,502977,0,0,0,502977,458375,0,44602,1.08
"1307","三芳化工",3909157,2810314,1098843,595349,503494,23085,35752,490827,3234,487593,0,0,0,487593,487593,0,0,1.85
"1308","亞聚",2296684,1729083,567601,109095,458506,186752,12999,632259,126654,505605,0,0,0,505605,505605,0,0,1.94
"1309","台達化工",6082521,5439839,642682,260700,381982,140416,76510,445888,107105,338783,0,0,0,338783,338783,0,0,1.22
"1310","台苯",7626348,6447746,1178602,355723,822879,52491,78771,796599,52112,744487,0,0,0,744487,726448,0,18039,1.42
"1312","國喬石化",11653167,9480092,2173075,619412,1553663,401864,220846,1734681,118956,1615725,0,0,0,1615725,1585370,0,30355,2.24
"1313","聯成",11632773,10488530,1144243,482178,662065,103902,160250,605717,138414,467303,0,0,0,467303,467021,0,282,0.57
"1314","中石化",10612715,9998294,614421,412351,202246,825044,273988,753302,31281,722021,0,0,0,722021,722021,0,0,0.40
"1315","達新工業",1557283,1232861,324422,316043,8379,72459,24276,56562,21007,35555,0,0,0,35555,35666,0,-111,0.17
"1316","上曜",374310,337245,37065,50693,-13628,25682,796,11258,-11120,22378,0,0,0,22378,23837,0,-1459,0.37
"1319","東陽",9158733,6659587,2499146,1390320,1109665,160684,225015,1045334,263036,782298,0,0,0,782298,629960,0,152338,1.40
"1321","大洋",2489756,2280290,209466,190621,18845,16018,4708,30155,28752,1403,0,0,0,1403,1403,0,0,0.01
"1323","永裕",966748,743779,222969,149202,73767,11462,20790,64439,10792,53647,0,0,0,53647,43483,0,10164,0.55
"1324","地球工業",538877,422321,116556,85743,30813,2027,6349,26491,8400,18091,0,0,0,18091,18091,0,0,0.24
"1325","恒大",416441,313799,102642,38515,64127,7557,1002,70682,15914,54768,0,0,0,54768,57073,0,-2305,0.64
"1326","台化",135900846,124300894,11599952,5072886,6527066,5648265,4625759,7549572,-221004,7770576,0,0,0,7770576,8803234,0,-1032658,1.55
"1402","遠東新",78525919,59515387,19010532,11480969,7529841,3250186,1534010,9246017,1803394,7442623,0,0,0,7442623,4342585,0,3100038,0.95
"1410","南染",209012,176350,32662,34928,-2266,2237,6105,-6134,13941,-20075,0,0,0,-20075,-20721,0,646,-0.23
"1413","宏洲纖維",1389824,1360367,29457,49370,-19913,2037,22591,-40467,48971,-89438,0,0,0,-89438,-83246,0,-6192,-0.30
"1416","廣豐",189239,152569,36670,99219,-62549,136306,116535,-42778,0,-42778,0,0,0,-42778,-42836,0,58,-0.08
"1417","嘉裕",860105,563320,296785,344301,-47516,178507,10616,120375,12741,107634,0,0,0,107634,107634,0,0,0.28
"1418","東華",1263071,1099778,163293,88756,74537,51139,44564,81112,23903,57209,0,0,0,57209,57202,0,7,0.47
"1419","新紡",334212,228389,105823,110824,-5001,94092,23850,65241,-1162,66403,0,0,0,66403,66403,0,0,0.22
"1432","大魯閣",835312,796512,38800,133048,-94248,10083,56465,-140630,2723,-143353,0,0,0,-143353,-92469,0,-50884,-1.09
"1434","福懋興業",18263665,16457628,1806037,1178997,627040,167569,2766771,-1972162,-325158,-1647004,0,0,0,-1647004,-1487460,0,-159544,-0.88
"1435","中福國際",11533,1857,9676,19102,-9426,25696,27924,-11654,1789,-13443,0,0,0,-13443,-13444,0,1,-0.12
"1436","華友聯",3199,1284,1915,34109,-32194,41797,31728,-22125,11,-22136,0,0,0,-22136,-22136,0,0,-0.07
"1437","勤益投控",1035900,983663,52237,56291,-4054,12497,34247,-25804,20754,-46558,0,0,0,-46558,-45293,0,-1265,-0.22
"1440","南紡",7774349,6916952,857397,525618,331779,247139,126455,452463,88994,363469,0,0,0,363469,360518,0,2951,0.24
"1441","大東紡織",734386,705599,28787,74534,-45747,29515,30607,-46839,-5004,-41835,0,0,0,-41835,-41835,0,0,-0.62
"1442","名軒",561018,440371,120647,53308,67339,645,10264,57720,8921,48799,0,0,0,48799,49390,0,-591,0.28
"1443","立益紡織",1299837,1289178,10659,82767,-72108,40918,63947,-95137,-5788,-89349,0,0,0,-89349,-64786,0,-24563,-0.31
"1444","力麗",3470308,3190331,279977,221186,58494,204242,22308,240428,2385,238043,0,0,0,238043,215249,0,22794,0.29
"1445","大宇紡織",916790,807324,109466,82468,26998,7737,200,34535,3590,30945,0,0,0,30945,30945,0,0,0.22
"1446","宏和",582907,417244,165663,127867,37796,16220,14680,39336,10693,28643,0,0,0,28643,28643,0,0,0.21
"1447","力鵬",7991078,7247705,743373,277808,465565,73805,54636,484734,44,484690,0,0,0,484690,485492,0,-802,0.82
"1449","佳和實業",2469202,2518479,-49277,208914,-258191,235221,97937,-120907,52745,-173652,-182534,0,0,-356186,-233835,0,-122351,-1.26
"1451","年興紡織",6228646,5398590,830056,447895,382161,321822,68153,635830,51106,584724,0,0,0,584724,584661,0,63,1.00
"1453","大將",179021,160364,18657,16024,2633,2719,6206,-854,0,-854,0,0,0,-854,-1453,0,599,-0.04
"1454","台富",909465,852433,57032,68106,-11074,6305,4590,-9359,13549,-22908,0,0,0,-22908,-22908,0,0,-0.18
"1456","怡華",1000084,985783,14301,74557,-60256,9441,112417,-163232,1345,-164577,0,0,0,-164577,-161445,0,-3132,-1.01
"1457","宜進",1862389,1780096,82293,77792,4501,70446,35609,39338,10094,29244,0,0,0,29244,17619,0,11625,0.09
"1459","聯發紡織",1329978,1198134,131844,61821,70023,142668,41590,171101,2073,169028,0,0,0,169028,169241,0,-213,0.59
"1460","宏遠",2827261,2342559,484702,421581,63121,37202,37565,62758,-50,62808,0,0,0,62808,62810,0,-2,0.14
"1463","強盛染整",333929,290775,43154,53427,-10273,28173,3294,14606,38,14568,0,0,0,14568,13038,0,1530,0.08
"1464","得力實業",1576487,1298701,277786,267382,10404,28906,16531,22779,-12357,35136,0,0,0,35136,20828,0,14308,0.14
"1465","偉全實業",1107038,975935,131103,103103,28000,35191,21082,42109,2570,39539,0,0,0,39539,24463,0,15076,0.28
"1466","聚隆",1377993,1252418,125575,82515,43060,30562,37536,36086,8250,27836,0,0,0,27836,27836,0,0,0.39
"1467","南緯實業",3176176,2615038,561138,444401,116737,39454,44523,111668,76948,34720,0,0,0,34720,65205,0,-30485,0.40
"1468","昶和纖維",625862,618459,7403,99261,-91858,18543,20465,-93780,6290,-100070,0,0,0,-100070,-89915,0,-10155,-0.56
"1469","理隆纖維",388161,320414,67747,27242,40505,10119,13928,36696,3,36693,0,0,0,36693,36692,0,1,0.29
"1471","首利",3599940,3331807,268133,230576,37557,7873,17484,27946,3698,24248,0,0,0,24248,24248,0,0,0.16
"1472","三洋紡",401917,492167,-90250,41016,-131266,5222,27729,-153773,491,-154264,0,0,0,-154264,-117376,0,-36888,-1.43
"1473","台南企業",4168289,3274688,893601,754073,139528,66744,35839,170433,74013,96420,0,0,0,96420,104391,0,-7971,0.71
"1474","弘裕",1244793,1121247,123546,100161,23385,13612,18270,18727,8922,9805,0,0,0,9805,9746,0,59,0.14
"1475","本盟光電",405684,443767,-38083,56251,-94334,21263,24070,-97141,-8,-97133,0,0,0,-97133,-76508,0,-20625,-1.65
"1476","儒鴻",3006677,2229074,777603,427007,350596,11691,20458,341829,123766,218063,0,0,0,218063,216325,0,1738,1.14
"1477","聚陽實業",5717707,4428621,1289086,729864,559222,46704,77779,528147,125774,402373,0,0,0,402373,402317,0,56,2.66
"1503","士電",12028873,8205215,3823658,913608,2910050,99013,48380,2960683,96490,2864193,0,0,0,2864193,2837151,0,27042,5.45
"1504","東元電機",18791751,14108354,4683397,3608078,1077376,324678,453736,948318,284176,664142,0,0,0,664142,669408,0,-5266,0.37
"1506","正道",551995,507253,44742,96996,-52254,51380,26288,-27162,23459,-50621,0,0,0,-50621,-50015,0,-606,-0.49
"1507","永大機電",5902184,4359950,1542234,919092,623142,47641,29410,641373,183264,458109,0,0,0,458109,455792,0,2317,1.12
"1512","瑞利",1888104,1682193,205911,283196,-77285,10864,49775,-116196,-28200,-87996,0,0,0,-87996,-90804,0,2808,-0.50
"1513","中興電",4947424,3903996,1043428,667467,375961,197654,114535,459080,69987,389093,0,0,0,389093,403757,0,-14664,0.86
"1514","亞力電機",1469096,1249902,219194,187812,31358,26206,14496,43068,24152,18916,0,0,0,18916,17683,0,1233,0.09
"1515","力山",1355714,1004782,350932,263956,88641,23404,42655,69390,40983,28407,0,0,0,28407,30794,0,-2387,0.13
"1516","川飛",15494,16460,-966,27547,-28513,967,45,-27591,140,-27731,0,0,0,-27731,-27731,0,0,-0.29
"1517","利奇機械",1279921,1098063,181858,117678,64180,35897,2506,97571,39954,57617,0,0,0,57617,46308,0,11309,0.20
"1519","華城電機",3269949,2588490,681459,460712,220747,34432,42903,212276,45498,166778,0,0,0,166778,170519,0,-3741,0.79
"1521","大億",1308160,1103081,205079,152900,53224,39860,7260,85824,5269,80555,0,0,0,80555,80555,0,0,1.06
"1522","堤維西",5468254,4298403,1169851,821267,343994,57102,86767,314329,36902,277427,0,0,0,277427,264847,0,12580,0.96
"1523","臺灣開億",2877898,2458743,419155,290714,128441,78039,36469,170011,41103,128908,0,0,0,128908,127436,0,1472,0.76
"1524","耿鼎企業",1578178,1391216,186962,185878,1084,14568,26121,-10469,-1283,-9186,0,0,0,-9186,-9186,0,0,-0.06
"1525","江申工業",344194,345978,-1784,35942,-37726,92238,303,54209,7503,46706,0,0,0,46706,46706,0,0,0.71
"1526","日馳",254116,222097,32019,42239,-10220,3995,5950,-12175,8343,-20518,0,0,0,-20518,-20518,0,0,-0.33
"1527","鑽全",838858,633800,205058,160536,44522,175770,110243,110049,21859,88190,0,0,0,88190,88190,0,0,0.51
"1528","恩德",830127,658211,171916,211208,-39292,58154,31907,-13045,-9261,-3784,0,0,0,-3784,-8765,0,4981,-0.08
"1529","樂士",163447,176262,-12815,42228,-55043,16213,10744,-49574,0,-49574,0,0,0,-49574,-49590,0,16,-0.31
"1530","亞崴機電",526744,399526,127218,104564,22654,9245,13892,18007,7266,10741,0,0,0,10741,10741,0,0,0.12
"1531","高林股",1079810,812437,267373,251360,16013,63914,10123,69804,2361,67443,0,0,0,67443,58069,0,9374,0.30
