公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之利息,　　 支付之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 其他金融資產增加,　　 其他金融資產減少,　　 預付設備款增加,　　 收取之利息,　　 收取之利息,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 發放現金股利,　　 支付之利息,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3045,2016年01月01日至2016年06月30日,,              9886215,              9886215,,,              5317177,              1579697,                189503,                 54485,                335511,                -82659,                 -9608,                -25090,                 93483,                              0,                 11385,              7463884,,,               -222188,                 -4013,                 96009,              1329722,               -200253,                  1574,                  2993,              1003844,,               -168215,                 33645,               -652315,                 40473,                174470,                121516,                -10740,               -461166,                542678,              8006562,             17892777,                    670,                 48134,                 -1837,               -339502,             -1889275,             16002335,,               -200000,                              0,                              0,                              0,             -4862856,                  2549,               -121290,                 92047,               -174416,             -1981178,              1692873,               -138204,                    670,                 48134,                 27666,             -5614675,,             31083145,            -36083654,              9677857,            -18271519,             13130000,            -10105000,                118866,                -84265,               -539625,                 -1837,               -339502,            -11413697,                 -2341,             -1028378,              8579422,              7551044,              7551044
3045,2015年01月01日至2015年06月30日,,              8977028,              8977028,,,              5257104,              1360949,                177251,                 -8268,                342764,                -66776,                -10658,                -17164,                 62900,                 -2660,                 -2001,              7093441,,,               -700310,                -11081,                -14882,                288553,               -115133,                -16557,                              0,               -569410,,             -1649563,                 -1343,               -892646,                 25873,               -120213,               -412304,                -11315,             -3061511,             -3630921,              3462520,             12439548,                    568,                 61253,                   -304,               -294960,             -1624287,             10815525,,                              0,              1002660,               -516750,               -603403,             -6083356,                 38525,               -103513,                 76330,             -4066356,                -17225,              1372000,               -144206,                    568,                 61253,                              0,             -8984041,,             31350000,            -37600000,             25551664,            -23756606,              5570000,             -1105000,                268271,               -256555,               -670583,                   -304,               -294960,               -943769,                 -3828,                883887,              7903777,              8787664,              8787664
