公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入（含財務收入）,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 營業外金融商品按公允價值衡量之損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 附賣回債券投資（增加）減少,　　　　　 應收證券融資款（增加）減少,　　　　　 轉融通保證金（增加）減少,　　　　　 應收轉融通擔保價款（增加）減少,　　　　　 客戶保證金專戶（增加）減少,　　　　　 借券擔保價款（增加）減少,　　　　　 借券保證金－存出（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 附買回債券負債增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 融券保證金增加（減少）,　　　　　 應付融券擔保價款增加（減少）,　　　　　 借券保證金－存入增加（減少）,　　　　　 期貨交易人權益增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 代收款項增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 其他非流動資產減少,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付商業本票增加,　　 應付商業本票減少,　　 其他非流動負債增加,　　 發放現金股利,　　 庫藏股票買回成本,　　 支付之利息,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2855,2016年01月01日至2016年09月30日,,              1142093,              1142093,,,                 68476,                 23616,                 15283,               -115465,                158267,             -1046111,               -437708,                -48571,                     12,                 -2256,             -1384457,,,             -8361754,                517890,              1374207,                 -6309,                 -2922,             -4606158,                -39783,               -238099,                  2279,            -11228474,                 -4777,                  2868,                -66547,              1199236,            -21458343,,              5278933,                870853,               -267455,               -255642,               -229612,              4625004,              9445499,                   -289,               -603177,                -83531,                855236,                  1031,             19636850,             -1821493,             -3205950,             -2063857,              1103812,                444895,               -131367,               -646517,,                              0,                 -9948,                              0,                 -4542,                 26010,                -16505,                 -4985,,                235234,                              0,                950000,                              0,                    844,               -260759,               -114098,               -152891,                 -4124,                654206,               -135326,               -132622,              5115617,              4982995,              4982995
2855,2015年01月01日至2015年09月30日,,                782056,                782056,,,                 70833,                 21455,                164452,                198046,                270491,             -1121278,               -157164,                -64079,                  1212,                  4216,               -611816,,,             -4493909,                111078,              4234746,                -51906,                -47711,               -791565,                -76851,                -95764,                 -5699,               -774754,                  1539,                283946,                -39205,                 -5374,             -1751429,,              6534233,                 31756,                191670,               -246771,               -709545,                763942,              1154583,                  2159,                129734,               -518296,                -29306,                  8382,              7312541,              5561112,              4949296,              5731352,              1088957,                200195,               -186347,              6834157,,                  7827,                -16656,                    183,                 -1669,                 29558,                -29725,                -10482,,                              0,             -3224805,                              0,             -2500000,                    577,             -1071726,                -22152,               -268371,                 -2838,             -7089315,                 91316,               -174324,              6355219,              6180895,              6180895
