公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入（含財務收入）,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 營業外金融商品按公允價值衡量之損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 附賣回債券投資（增加）減少,　　　　　 應收證券融資款（增加）減少,　　　　　 轉融通保證金（增加）減少,　　　　　 應收轉融通擔保價款（增加）減少,　　　　　 客戶保證金專戶（增加）減少,　　　　　 借券擔保價款（增加）減少,　　　　　 借券保證金－存出（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 附買回債券負債增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 融券保證金增加（減少）,　　　　　 應付融券擔保價款增加（減少）,　　　　　 借券保證金－存入增加（減少）,　　　　　 期貨交易人權益增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 代收款項增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 其他非流動負債增加,　　 庫藏股票買回成本,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2855,2016年01月01日至2016年03月31日,,                220948,                220948,,,                 23625,                  7793,                 19563,               -270638,                 65773,               -360894,                 -1691,                -14886,                              0,                 -5219,               -536574,,,             -1664044,               -296414,              1121783,                 -4706,                 -1728,             -4621552,                  8863,                  5465,                  2071,             -6896718,                 -2301,                 27042,               -186287,              1182110,            -11326416,,             -1335448,                -84660,               -827005,             -1003772,               -182187,              4611556,              7077978,                   -109,               -701579,               -181968,                533254,                  2798,              7908858,             -3417558,             -3954132,             -3733184,                474329,                  3071,                 -5058,             -3260842,,                 -3824,                 -1747,                -35919,                              0,                 -6374,                -47864,,                500508,              3850000,                     11,               -114098,                -69223,              4167198,                -52014,                806478,              5115617,              5922095,              5922095
2855,2015年01月01日至2015年03月31日,,                645816,                645816,,,                 23611,                  6931,                   -438,                 69775,                 76887,               -351057,                 -3959,                -28120,                      1,                -25230,               -231599,,,             -9662406,                -17120,               -810751,                    219,                 -6032,               -436008,                 12224,                 11042,                   -169,             -8599591,                -21742,               -981546,                              0,               -448768,            -20960648,,              4091784,                230323,               -946725,             -1207731,               -650057,                425003,              6026067,                     24,              1007642,                854535,                -59994,                 28810,              9799681,            -11160967,            -11392566,            -10746750,                297950,                  3670,                 -9231,            -10454361,,                 -1999,                   -375,                              0,                193567,                 -7603,                183590,,              2891691,              6600000,                    654,                              0,                -68041,              9424304,                -27523,               -873990,              6355219,              5481229,              5481229
