證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分採用權益法之投資損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 償還金融債券,　　 附買回票券及債券負債增加,　　 其他金融負債增加,　　 其他金融負債減少,　　 其他負債增加,　　 其他負債減少,　　 現金增資,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　 取得以成本衡量之金融資產,　　 收取之股利,　　 發行公司債,　　　　 處分待出售資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損迴轉利益,　　 處分待出售資產,　　 其他投資活動,　　 發行金融債券
2845,2015年01月01日至2015年03月31日,,              1245844,              1245844,,,                 46496,                  7038,               -120496,               -272645,              1639761,             -3054586,                -16924,                              0,                303513,             -1467843,,,              4443814,              2428253,                567679,            -14806986,             -8434111,                614376,               -378547,            -15565522,,              2831916,                352278,                271383,              6055721,              9511298,             -6054224,             -7522067,             -6276223,              3034672,             -1392764,                -22375,             -4656690,,                              0,                -65572,                     73,                              0,                113570,                -41833,                              0,                  6238,,                   -100,              4110743,                              0,               -297441,                              0,                -32158,                              0,              3781044,                  7982,               -861426,             81391201,             80529775,              6536460,             58085465,             15907850,,,,,,,,,,,
2845,2014年01月01日至2014年06月30日,,              2277983,              2277983,,,                 90454,                 18548,                -85804,               -192350,              3479664,             -6033358,                -37571,                 78587,                468840,,,,                444646,               -408830,               -269739,            -34332206,             -3082055,               -855720,              4170131,            -34333773,,             10021257,              1026865,             -5654765,              2084260,              7477617,            -26856156,            -29069146,            -26791163,              5985568,             -3403823,               -389637,            -24599055,,                721070,                -61626,                     25,             -2196951,,,                 19371,             -1592961,,             -3000000,              1894413,              1022353,                              0,                145960,,              4075761,              4138487,                -30309,            -22083838,            101027363,             78943525,              5574545,             61482946,             11886034,,             -2212990,                -74850,                              0,                              0,,,,,,
2845,2014年01月01日至2014年03月31日,,              1155715,              1155715,,,                 45371,                 10408,                 72173,               -286004,              1710691,             -2960171,                -21913,                 78587,                179331,             -1171527,,,             -3365878,             -1306562,              2005074,            -17436670,             -1622418,                 92432,                579234,            -21054788,,             15351859,                839009,             -6533678,            -13879891,             -4222701,            -25277489,            -26449016,            -25293301,              2983768,             -1610506,                -26431,            -23946470,,                721070,                -26903,                     10,             -1178924,                              0,                              0,                    916,               -483831,,             -3000000,                854274,                832825,                              0,                 48651,                              0,              4075761,              2811511,                 22761,            -21596029,            101027363,             79431334,              5120930,             60185759,             14124645,,,,,,,,,,,
2845,2013年01月01日至2013年06月30日,,              2114500,              2114500,,,                 95953,                 20491,               -298967,                809556,              3025145,             -5406924,                -30903,                              0,                847465,,,,                446589,             -1098334,               -936265,            -34366035,             -6410507,               -471275,                531921,            -42303906,,             12363819,                545182,              2367998,                629383,             15906382,            -26397524,            -27335708,            -25221208,              5305570,             -3010880,               -128831,            -23055349,,                              0,                -59906,                     53,               -116605,,,                 16242,               -109604,,             -2000300,                100000,                              0,               -846667,                  8401,,                              0,              1742684,                  1040,            -21421229,             95317358,             73896129,              6481556,             58778411,              8636162,,               -938184,                              0,                 50612,              4481250,,,,,,
2845,2013年01月01日至2013年03月31日,,              1039253,              1039253,,,                 47925,                 10242,               -139287,                307910,              1496474,             -2646217,                -22061,                              0,                422254,,,,                  1461,               -769818,              1529348,            -14350758,                764401,                105085,                636621,            -12083660,,             13208401,                451033,              1729228,            -17458703,             -2070041,            -14153701,            -14676461,            -13637208,              2660254,             -1427643,                -39895,            -12444492,,                              0,                -18345,                     21,                              0,                216761,                -18050,                              0,                180387,,             -2000200,,                              0,               -421802,                              0,                 -9629,                              0,              2049619,                -32323,            -10246809,             95317358,             85070549,              6327673,             57341502,             21401374,,               -522760,,,              4481250,,,,,,
2845,2012年01月01日至2012年06月30日,,              1692213,              1692213,,,                107525,                 20483,               -430655,               -136375,              2674441,             -4706505,                 36374,,                678010,,,,               -812690,             -3241242,                570613,            -13277139,              3499973,              1221226,             -2730106,            -14769365,,              1767756,               -557789,              2026811,              5242038,              8478816,             -6290549,             -8236010,             -6543797,              4725405,             -2488015,               -127476,             -4433883,,,                -59544,                    202,               -270397,,                -88687,                              0,                -52669,,                -54380,,,               -247131,                 66936,,,              2765425,                     55,             -1721072,             82386640,             80665568,              5227432,             72554918,              2883218,,             -1945461,,                 58250,                              0,                  3610,               -136122,                -56247,                306099,                  1408,              3000000
2845,2012年01月01日至2012年03月31日,,                973603,                973603,,,                 54919,                 10218,               -206623,               -132408,              1312332,             -2319497,                 21155,,                306438,,,,               -533295,               -329402,              2333490,             -2648023,              5184015,                198863,               -296730,              3908918,,              2769538,                860144,                307643,                283206,              4220531,              8129449,              7023253,              7996856,              2377246,             -1107753,                -29001,              9237348,,,                -25442,                    183,               -133622,                              0,                -90201,,               -248095,,                   -800,,                162499,                              0,,                -59253,,                102446,                 -5731,              9085968,             82386640,             91472608,              6002071,             82511733,              2958804,,             -1106196,,,                              0,                    491,                -97012,                -56209,,                    987,
