證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 除列按攤銷後成本衡量金融資產淨損失（利益）,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分備供出售金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 發放現金股利,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　　 避險之衍生金融負債增加（減少）,　　 其他非流動資產增加,　　　　　 其他金融負債增加（減少）,　　　　 金融資產減損損失,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應計退休金負債增加（減少）,　　 取得備供出售金融資產
3533,2013年01月01日至2013年12月31日,,                949515,                949515,,,                254628,                  9683,                              0,                 36169,                -18629,                 14419,                 22142,                    797,                              0,                 74918,                394127,,,                  7329,                -16741,                -37427,               -244584,                  2580,               -966027,                 -8254,             -1263124,,                  4649,                220070,                182945,                  7940,                  2290,                    414,                418308,               -844816,               -450689,                498826,                 74283,                -22280,               -398550,                152279,,                  2917,                 28000,                              0,               -557236,                  8721,                 -3296,                215528,               -305366,,                              0,               -114069,               -420650,                 46382,                 38210,               -450127,                262887,               -340327,              1346693,              1006366,              1006366,,,,,,,
3533,2013年01月01日至2013年09月30日,,                587178,                587178,,,                192235,                  7321,                  8893,                 26376,,                 11499,                 19056,                    719,                              0,                 31043,                297142,,,                  6443,                330613,                -29422,                -44567,                    669,               -531162,                 -9067,               -276493,,,                 32211,                 24339,                   -657,                 43699,                    504,                100980,               -175513,                121629,                708807,                 29336,                -16568,               -293486,                428089,,                  2628,                 28000,,               -375969,                  7986,                 -2477,,               -163160,,,                 11836,               -420650,                 25352,                 37182,               -346280,                152597,                 71246,              1346693,              1417939,              1417939,                    884,                176672,,,,,
3533,2013年01月01日至2013年06月30日,,                432449,                432449,,,                126270,                  4981,                  4011,                 17180,,                  7999,                  2765,                -17910,                              0,                 38656,                183952,,,                  5741,                645601,                 -2870,                 27971,                -54668,               -625554,                 -2000,                 -5779,,                  1710,               -284157,                 12407,,                  8899,                    544,               -261638,               -267417,                -83465,                348984,                 15438,                -11987,               -229463,                122972,,                  2628,                 28000,,               -274576,                    622,                 -2570,,               -109282,,,                -73990,,                 25979,                 36684,                -11327,                198652,                201015,              1346693,              1547708,              1547708,,                136614,                 -1041,,,,
3533,2013年01月01日至2013年03月31日,,                247125,                247125,,,                 62337,                  2484,                   -520,                 10001,,                  4119,                  1088,,,                 17774,                 97283,,,                  4561,                418773,                -13359,                -18661,                -54556,               -403305,,                -64963,,                  1112,               -225614,                -31655,,                  9274,                    213,               -238319,               -303282,               -205999,                 41126,                  8600,                 -6035,                -40628,                  3063,,                  2628,,,               -139270,                    346,                 -1598,,                -82813,,                 60226,                              0,,                  1626,                    451,                 62303,                126014,                108567,              1346693,              1455260,              1455260,,                 55081,,                              0,                  1584,                  8351,                              0
3533,2012年01月01日至2012年12月31日,,              1261018,              1261018,,,                233330,                  2561,                   -305,                 10334,                              0,                 23895,                 20078,                 12311,                    448,                 43352,                346004,,,                 -6032,               -428647,                -60462,               -133136,                 21702,               -985734,                 -2774,             -1595083,,                -21079,                 83850,                 96874,                -38886,                   -665,                    535,                120629,             -1474454,             -1128450,                132568,                 22842,                 -9463,               -267663,               -121716,,                 22554,                              0,                -10000,               -249021,                 45557,                -18436,                344872,                135526,,                845555,                              0,               -327173,                 15094,                  5529,                539005,               -184723,                368092,                978601,              1346693,              1346693,,,,,,,
3533,2012年01月01日至2012年09月30日,,                987327,                987327,,,                176801,                  5357,                   -916,                  4099,,                 13381,                 14137,                  9210,                    448,                 22595,                245112,,,                  1674,               -541730,                 -9278,               -144438,                 -9285,               -278091,                 -4047,               -985195,,,                130159,                183910,                -40906,                  2638,                    342,                258348,               -726847,               -481735,                505592,                 13102,                 -3284,               -223837,                291573,,                 16556,                              0,,               -192217,                 41239,                -22447,,                -17339,,,                228619,               -327173,                  1451,                  1079,                -96024,               -152723,                 25487,                978601,              1004088,              1004088,                -17795,                139530,,,,,
3533,2012年01月01日至2012年06月30日,,                585311,                585311,,,                117327,                  2981,                   -712,                  2392,,                 10406,                 13884,                    550,                    448,                 24060,                171336,,,                 -2762,               -310203,                -19778,               -127711,                  9681,               -174890,                  8971,               -616692,,                  6264,                109679,                  6547,,                 -1410,                    334,                 85869,               -530823,               -359487,                225824,                  6068,                 -2050,                -71104,                158738,,                    927,                              0,,                -93971,                  2880,                -18534,,                 56283,,,                -28170,,                    811,                  1319,                -26040,                -57939,                131042,                978601,              1109643,              1109643,,                164981,                -35545,,,,
3533,2012年01月01日至2012年03月31日,,                209032,                209032,,,                 59106,                    988,                 -1083,                  1245,,                  5026,                  8851,,,                 16411,                 90992,,,                 -5781,                 -9579,                   -223,                -50271,                 22252,                  6904,,                -36589,,                -13444,                -26111,                -37983,,                  4868,                    156,                -63491,               -100080,                 -9088,                199944,                  2447,                 -1166,                -37292,                163933,,                    926,,,                 -5600,                    141,                     -9,,                 84148,,                              0,               -149910,,                    812,                  1319,               -147779,                -95700,                  4602,                978601,                983203,                983203,,                 88690,,                    448,                    109,                  9023,                              0
