證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 以成本衡量之金融資產及負債之淨損失（利益）,　　　　 利息收入,　　　　 各項保險負債淨變動,　　　　 具金融商品性質之保險契約準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收保費（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 其他應付款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分投資性不動產,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 金融資產減損迴轉利益
2816,2015年01月01日至2015年09月30日,,                224344,                224344,,,                 19679,                  4168,                    193,                   -840,                 44623,                563811,                -30069,                  2187,                    -45,                 -5724,                 19606,                617589,,,                -58370,                 89948,               -179229,                443078,             -1156866,               -403603,                215713,                    718,               -120153,             -1168764,,                 -4070,                 13502,                  9432,             -1159332,               -541743,               -317399,                 40848,               -276551,,                -37228,                 -8890,                     54,                              0,                 16880,                -29184,,               -248099,               -248099,                 -1318,               -555152,              2855073,              2299921,              2299921,
2816,2015年01月01日至2015年06月30日,,                318844,                318844,,,                 12660,                  2778,                 -5339,                   -840,                 29479,                686613,                -30069,                  1471,                      7,                 -5724,,                710642,,,                -23066,               -223531,                -58987,                 48506,                -42083,               -540290,                221564,                    476,               -110128,               -727539,,                162542,                 43396,                205938,               -521601,                189041,                507885,                 29494,                537379,,                -37228,                 -6586,                      2,                              0,                 16880,                -26932,,,,                   -454,                509993,              2855073,              3365066,              3365066,                 19606
2816,2014年01月01日至2014年09月30日,,                549245,                549245,,,                 16498,                  7015,                  1301,                              0,                -39183,               -282813,                -30926,                  2719,                              0,                  8295,                              0,               -317094,,,                -22883,               -120553,                105174,               -615256,                255568,                571503,                459418,                    760,                -74681,                559050,,                117205,                -12217,                104988,                664038,                346944,                896189,                 33806,                929995,,                              0,                -22385,                              0,                 -2094,                  7169,                -17310,,                              0,                              0,                              0,                912685,              1281581,              2194266,              2194266,
2816,2014年01月01日至2014年06月30日,,                397231,                397231,,,                 11136,                  4823,                    192,                              0,                -26254,               -105523,                -20519,                  1752,                              0,                 -2713,,               -137106,,,                -49749,               -246037,                 77156,               -173837,                310504,                366905,                221211,                    503,                -76848,                429808,,                114551,                 -1422,                113129,                542937,                405831,                803062,                 25147,                828209,,                              0,                 -2055,                              0,                 -2046,                  6994,                  2893,,,,                              0,                831102,              1281581,              2112683,              2112683,                              0
