證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 遞延借項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 長期應收租賃款減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 其他應付款－關係人增加,　　 應付租賃款減少,　　 其他非流動負債增加,　　 現金增資,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 其他營業資產（增加）減少,　　 存出保證金增加,　　 其他應付款－關係人減少,　　 存出保證金減少,　　　 不影響現金流量之收益費損項目,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計
3474,2015年度,,             20670041,             20670041,,,             16669389,                 31583,                186212,               -208399,                259097,               -100643,                 48877,               -199295,             16686821,,,              5659308,               -158168,             -1906418,               -959341,                 -8265,              2627116,,                241638,                -58135,                757570,                -14907,                 57616,                983782,              3610898,             20297719,             40967760,                192990,               -144905,                -19679,             40996166,,            -53124227,                497971,                 24697,                -45459,            -52647018,,                531500,              8553200,            -11000000,                              0,               -429330,                  1091,                              0,                518638,             -1824901,                 87871,            -13387882,             37859331,             24471449,             24471449,,,,,,,,,,
3474,2015年01月01日至2015年09月30日,,             19944892,             19944892,,,             12157565,                 21873,                269249,               -165272,                135912,                -87275,,               -444863,             11887189,,,              5126507,               -267934,             -1032980,               -483356,,              3336601,,                295581,                -59900,                655197,                  2179,                 68189,                961246,              4297847,             16185036,             36129928,                155607,                -97718,                -15706,             36172111,,            -32842215,                317592,                 18523,                -53905,            -32562011,,              4755100,,            -11000000,,               -321997,                    437,                              0,                160460,             -6406000,                276103,             -2519797,             37859331,             35339534,             35339534,                   -108,                 -1744,                    434,                 -4218,                 -2006,                              0,,,,
3474,2015年01月01日至2015年06月30日,,             13400670,             13400670,,,              7940356,                 12529,                200350,               -117306,                 91697,                -66752,,               -210053,              7850821,,,              4032922,                176007,               -599724,               -479400,,              3125705,,                 12171,                -31644,                238173,                 -1197,                 -4707,                212796,              3338501,             11189322,             24589992,                113597,                -84639,                -11305,             24607645,,            -15236975,                 71835,                 12349,                -46906,            -15197604,,,,             -9000000,,               -214665,                  1136,                              0,                153188,             -9060341,                 24578,                374278,             37859331,             38233609,             38233609,,,,                 -4100,,,                  2093,,,
3474,2015年01月01日至2015年03月31日,,              8212302,              8212302,,,              3886048,                  5386,                109178,                -60548,                 47482,                -14887,,                160279,              4132938,,,             -3887901,                313750,               -524180,               -424938,,             -4525333,,                311394,                    647,               -254361,                 33236,                 36818,                127734,             -4397599,               -264661,              7947641,                 55507,                -48976,                 -5550,              7948622,,             -6673749,                 24032,                  6174,,             -6641450,,,,             -2000000,,               -107332,                    292,,                178749,             -1928291,               -156007,               -777126,             37859331,             37082205,             37082205,,,,                 -2064,,,                  2093,,,
3474,2014年度,,             46685269,             46685269,,,             14393164,                  5500,                905158,               -283757,                252076,                -56528,                              0,               -952644,             14262969,,,                895467,               -509946,                779112,                129875,                 -8210,              1286298,,                154813,                 43560,                709082,                    322,                 11524,                919301,              2205599,             16468568,             63153837,                256969,               -681154,                -25692,             62703960,,            -18750922,                277744,                 24698,                -58336,            -18506816,,                              0,                              0,            -14770000,            -21000000,               -429330,                  2470,             12551018,              1332291,            -22313551,                515745,             22399338,             15459993,             37859331,             37859331,,,,,,,,,,
3474,2014年01月01日至2014年09月30日,,             33490314,             33490314,,,             10668264,                  2825,                759906,               -216052,                154166,                -42378,,               -787794,             10538937,,,              1197212,               -129983,                978150,                 84663,,              2123872,,                210651,                 32329,                436028,                -15479,                  8995,                672524,              2796396,             13335333,             46825647,                189982,               -580817,                -18998,             46415814,,            -10615870,                258921,                 18523,                 -8180,            -10346606,,                              0,,             -9770000,,               -321997,                  1968,             12551018,              1186969,             -7352042,                530396,             29247562,             15459993,             44707555,             44707555,                              0,                              0,                              0,                 -6170,                              0,            -11000000,,,,
3474,2014年01月01日至2014年06月30日,,             21861126,             21861126,,,              7153175,                  1750,                528652,               -129400,                104691,                 91506,,                215837,              7966211,,,                349545,               -360915,                759902,                255556,,              1000000,,               -116604,                -10832,                156010,                 35013,                 16702,                 80289,              1080289,              9046500,             30907626,                 98426,               -401457,                -19328,             30585267,,             -7967517,                116532,                 12349,                 -2000,             -7840636,,,,             -7770000,,               -214665,                  2971,             12551018,              1111924,              5681248,               -174030,             28251849,             15459993,             43711842,             43711842,,,,                 -4088,,,                              0,,,
3474,2014年01月01日至2014年03月31日,,             11245850,             11245850,,,              3608737,                    875,                274643,                -44500,                 56579,                 -4196,,               -214093,              3678045,,,              1691651,                 -2877,                279303,                162974,,              2128990,,                 52690,                -19776,                103082,                 16150,                  5226,                157372,              2286362,              5964407,             17210257,                 30628,               -208766,                 -3063,             17029056,,               -550446,                  4196,                  6174,,               -540076,,,,             -2770000,,               -107332,                    752,,                356803,             -2519777,                112764,             14081967,             15459993,             29541960,             29541960,,,,                 -2061,,,                              0,,,
3474,2013年度,,             21200238,             21200238,,,             15031517,                  3633,              1282613,                -40689,                122466,               -657993,                 74021,               -273270,,,,            -10748324,                 90125,              1692335,                181393,                 -9336,             -8793807,,               -200971,                 23538,                151676,                  8209,                 -9017,                -26565,             -8820372,              5708375,             26908613,                 18995,             -1022103,                 -1898,             25903607,,             -7074279,              1656636,                 24698,                 -6616,             -5399561,,             -6147400,             11120000,            -12050000,             -7000000,               -429330,                    974,              6000003,                472921,             -8032832,                 60714,             12531928,              2928065,             15459993,             15459993,,,,,,,,,             -1013551,             14528747
