證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分無形資產損失（利益）,　　　　 處分其他資產損失（利益）,　　　　 處分待出售非流動資產損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 採用權益法之被投資公司減資退回股款,　　 處分待出售非流動資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 償還長期借款,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　　 其他營業資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 應付帳款－關係人增加（減少）
2705,2015年01月01日至2015年09月30日,,                  5821,                232875,                238696,,,                210139,                  2147,                   -150,                 56516,                 -8983,                 -9223,                  4972,                    337,                    665,               -240410,                 16010,,,                 28081,                  1425,                -12297,                 33274,                  8678,                 59161,,                159843,                173543,                  2242,                 19480,                 -4969,                 11036,                361175,                420336,                436346,                675042,                  8983,                  5600,                -56516,                   -152,                632957,,                              0,                 14400,                442195,               -795807,                    460,                 -7230,                -12782,               -358764,,                -40000,                100000,                -16654,                -57615,                -14269,                259924,                933299,              1193223,              1193223,,,,
2705,2015年01月01日至2015年06月30日,,                -17521,                232875,                215354,,,                144592,                  1128,                   -150,                 38033,                 -5370,                 -5378,                  4972,                    337,,               -240410,                -62258,,,                 18067,                   -872,                -10256,                 18554,                  4165,                 25538,,                 52572,                 85887,                    248,                  1626,                 -2733,                 12583,                150183,                175721,                113463,                328817,                  5370,,                -38033,                   -115,                296039,,                              0,,                442195,               -342911,                    128,                 -7230,,                 92182,,               -140000,                              0,                -31951,,               -171951,                216270,                933299,              1149569,              1149569,                    -12,                 -4120,,
2705,2015年01月01日至2015年03月31日,,                 -7795,                232875,                225080,,,                 75291,                    411,                   -150,                 18972,                 -1129,                 -2861,                  4972,                    337,                     -4,               -240410,               -144571,,,               -416152,                  1709,                 -9490,                 24908,                  2656,               -709156,,,,                   -297,                  5220,                    155,                 14883,                  1316,               -707840,               -852411,               -627331,                  1129,,                -18972,                    -14,               -645188,,,,                859715,                -92025,                     51,                    -37,,                767704,,               -140000,                              0,                -64226,,               -204226,                -81710,                933299,                851589,                851589,,,               -312787,                -18645
2705,2014年01月01日至2014年09月30日,,                -46231,                -12142,                -58373,,,                241730,                  2084,                              0,                 55872,                 -1639,                 -5081,                    774,                              0,                  8194,                              0,                301934,,,                   -380,                  2058,                 -4291,                -27431,                 -7430,                -37474,,                 28456,                              0,                   -313,                 33140,                 -1763,                 -8146,                 51374,                 13900,                315834,                257461,                  1639,                  2000,                -55872,                   -884,                204344,,                 -2737,                              0,                              0,               -191965,                    149,                   -117,                -23588,               -218258,,                260000,                 50000,               -318878,                              0,                 -8878,                -22792,                776878,                754086,                754086,,,,
2705,2014年01月01日至2014年06月30日,,                -88637,                -12520,               -101157,,,                165084,                  1477,                              0,                 37540,                 -1272,                 -3111,                    735,                              0,,                              0,                208583,,,                -31254,                  1437,                 -4008,                 -5066,                  7650,                -50534,,                  3127,                -18791,                   -334,                 21858,                 -1446,                 -8012,                 -3598,                -54132,                154451,                 53294,                  1272,,                -37676,                   -870,                 16020,,                 -2737,,                              0,                -78834,                    100,                   -117,,                -81588,,                180000,                 50012,               -220252,,                  9760,                -55808,                776878,                721070,                721070,                  8130,                -19293,,
2705,2014年01月01日至2014年03月31日,,                -26933,                 -7916,                -34849,,,                 85883,                    749,                              0,                 18902,                   -318,                 -2048,                              0,                              0,                    852,                              0,                104020,,,                  2197,                  1825,                 -1193,                -11606,                 -1055,                 -5578,,,,                   -272,                -23116,                 -1404,                 -1847,                -48941,                -54519,                 49501,                 14652,                    318,,                -19843,                    -19,                 -4892,,,,                              0,                -51565,                    100,                    -65,,                -51530,,                100000,                -99988,                -96626,,                -96614,               -153036,                776878,                623842,                623842,,,                  4254,                -22302
