證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 其他非流動資產增加,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 其他項目,　　 短期借款減少,　　 存入保證金減少,　　　 不影響現金流量之收益費損項目,　　　　 不動產、廠房及設備轉列費用數,　　　　 不影響現金流量之收益費損項目合計,　　 其他應付款－關係人減少,　　 現金增資
5264,2015年01月01日至2015年09月30日,,              4579632,              4579632,,,              2091940,                 74621,                 -3264,                 47703,               -182853,                -97100,              1931047,,,                -39663,                -21581,                359191,                833516,              1131463,,               -416740,               -608278,               -131147,             -1156165,                -24702,              1906345,              6485977,                208285,                -49675,             -1003532,              5641055,,                              0,             -2347819,                 43243,                -17240,                              0,                -16075,               -371042,               -912558,             -3621491,,              2015133,                314128,             -1350750,                 82495,             -2445890,             -1384884,                208708,                843388,             14709693,             15553081,             15553081,,,,,,,,
5264,2015年01月01日至2015年06月30日,,              2333648,              2333648,,,              1359326,                 48788,                 -3082,                 32541,               -127560,                  6861,              1201944,,,              1496299,                 63467,                560090,                666620,              2786476,,             -1068898,             -1075509,               -106514,             -2250921,                535555,              1737499,              4071147,                124705,                -34701,               -762396,              3398755,,                              0,             -1763319,                 43046,,                  2903,                 -2769,               -134309,,             -1854448,,,,               -529181,                 74061,,               -455120,               -327949,                761238,             14709693,             15470931,             15470931,               -114930,                              0,,,,,,
5264,2015年01月01日至2015年03月31日,,              1012790,              1012790,,,                697104,                 24929,                    845,                 17361,                -67109,                    488,                678888,,,              3413602,                     84,                412000,                471517,              4297203,,               -843480,             -1241556,               -117099,             -2202135,              2095068,              2773956,              3786746,                 68477,                -18145,               -478793,              3358285,,,             -1195567,                              0,,                  2826,                 -2369,                 -3753,,             -1198863,,,,               -157300,                 47245,,               -110055,               -171692,              1877675,             14709693,             16587368,             16587368,                  5270,                              0,                              0,,,,,
5264,2014年度,,              6242999,              6242999,,,              2491293,                 93099,                  3802,                 67180,               -269384,                 35634,,,,              1270573,               -247216,               -372854,                405700,              1056203,,               -299274,               -811297,                 44442,             -1066129,                 -9926,              2773045,              9016044,                240827,                -68291,             -1931113,              7257467,,                -50000,             -1005509,                  3005,                              0,                  4058,                -10243,               -305494,,             -1364183,,                591661,,               -374106,                 78227,             -3057363,             -2761581,                785278,              3916981,             10792712,             14709693,             14709693,                 17593,                              0,                              0,,                343754,              2782971,                              0,                              0
5264,2014年01月01日至2014年09月30日,,              4110622,              4110622,,,              1849039,                 69233,                  1733,                 49328,               -203697,                 40246,              1805882,,,              2630162,               -349095,               -119650,              1062050,              3223467,,               -884470,             -1556219,                 64097,             -2376592,                846875,              2652757,              6763379,                170101,                -50476,             -1619137,              5263867,,                -50000,               -386617,                  2365,                              0,                 12533,                 -3496,                -44908,                -57058,               -527181,,                588149,                              0,               -371886,                 85827,             -3057363,             -2755273,                183820,              2165233,             10792712,             12957945,             12957945,,,,,,,,
5264,2014年01月01日至2014年06月30日,,              2516377,              2516377,,,              1236479,                 46233,                  1962,                 33304,               -124612,                    926,              1216920,,,              3709212,                853508,                309781,              1006289,              5878790,,             -1637675,             -2337268,                -14064,             -3989007,              1889783,              3106703,              5623080,                101617,                -35112,             -1377319,              4312266,,                -50000,               -127001,                  2370,,                  9164,                 -2202,                 -8437,,               -176106,,,,               -186531,                  2418,,               -207830,                -27876,              3900454,             10792712,             14693166,             14693166,                 22628,                -23717,,,,,,
5264,2014年01月01日至2014年03月31日,,              1308550,              1308550,,,                621025,                 23165,                    693,                 17142,                -57810,                   -393,                608512,,,              4745471,                932296,                502704,              1072718,              7253189,,             -1758031,             -2018949,                 50469,             -3726511,              3526678,              4135190,              5443740,                 34862,                -18756,               -345228,              5114618,,,                -63256,                  2588,,                    411,                   -554,                 -7206,,                -68017,,,,                              0,                              0,,                -23952,                197377,              5220026,             10792712,             16012738,             16012738,                  4690,                -23850,                   -102,,,,,
5264,2013年度,,              8128081,              8128081,,,              2365271,                462459,                 17239,                109049,                -62373,                 13925,,,,                948933,                 12685,                439860,               -470382,                931096,,               -598901,              2647057,                103082,              2151238,              3082334,              6131918,             14259999,                 48978,               -123301,             -1808866,             12376810,,                              0,               -939715,                  9760,                -24134,                              0,                -14048,                -19785,,               -987922,,                              0,,             -2524305,                              0,               -339707,             -4886443,                235925,              6738370,              4054342,             10792712,             10792712,                 -6298,             -1133530,                -44989,,                150312,              3049584,             -3003912,              2160000
