證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他應收款－關係人減少,　　 取得無形資產,　　 其他金融資產增加,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 償還長期借款,　　 發放現金股利,　　 現金增資,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他應付款－關係人減少,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　 其他非流動資產減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　 其他應收款－關係人增加
4557,2015年01月01日至2015年09月30日,,                213537,                213537,,,                 36276,                  3012,                  5588,                  1128,                 -1076,                  3006,                    490,                 48424,,,                   -183,               -113332,                  1633,                 -9303,                 -6569,                   -341,               -128095,,                    160,                              0,                 20742,                  3497,                 -1376,                              0,                    929,                    387,                 24339,               -103756,                -55332,                158205,                  1076,                 -1128,                -57317,                100836,,                -44127,                    282,                              0,                 -3815,                              0,                -36465,                -84125,,                -93674,                              0,                -31000,                              0,                 -6376,               -131050,                  8618,               -105721,                295717,                189996,                189996,,,,,,,
4557,2015年01月01日至2015年06月30日,,                115125,                115125,,,                 23636,                  2290,                  1389,                  1128,                   -829,                  2004,                    490,                 30108,,,                   -123,               -106542,                    651,                -17024,                 -4091,                    107,               -127022,,                    186,                              0,                 67486,                     73,                  7507,,                   -836,                    427,                 74843,                -52179,                -22071,                 93054,                    829,                 -1128,                -34962,                 57793,,                -23099,                    233,                              0,                 -3640,                              0,                 -6044,                -32550,,                -93674,                              0,,                              0,                 -2827,                -96501,                 -4321,                -75579,                295717,                220138,                220138,                              0,,,,,,
4557,2014年度,,                247392,                247392,,,                 42675,                  3685,                 -1761,                  7872,                 -3818,                  3674,                    182,,,,                    116,                   -822,                 12819,                 15746,                  2902,                   -256,                 30505,,                   -186,,                -15176,                    761,                 10022,,                  9967,                 -1281,                  4107,                 34612,                 87121,                334513,                  3818,                 -7872,                -68183,                262276,,                -37869,                    370,                 17576,                 -6452,                              0,                              0,                 -3175,,               -170780,                -14900,,                              0,                -14992,               -200672,                 20323,                 78752,                216965,                295717,                295717,                              0,,                 52509,                 23200,,,
4557,2014年01月01日至2014年09月30日,,                182012,                182012,,,                 31779,                  2587,                    116,                  7079,                 -3209,                  2672,                    195,                 41219,,,                      7,                 42660,                  7047,                -10659,                   -503,                              0,                 38552,,                   -186,                              0,                -61191,                 -3466,                 76478,                              0,                -61553,                 -2053,                -51971,                -13419,                 27800,                209812,                  3209,                 -7079,                -51078,                154864,,                -24030,                    352,                 17576,                 -6414,                    -44,                 23840,                 11280,,               -201607,                -14900,                              0,                              0,                -12925,               -229432,                    861,                -62427,                216965,                154538,                154538,,,,,,,
4557,2014年01月01日至2014年06月30日,,                113423,                113423,,,                 21126,                  1639,                   -808,                  4924,                 -1266,                  1670,                    -65,                 27220,,,                    232,                -18553,                 22307,                 -5331,                    354,                              0,                   -991,,                     19,                              0,                 37094,                  3945,                  9022,,                    597,                 -1802,                 48875,                 47884,                 75104,                188527,                  1266,                 -4924,                -32626,                152243,,                -14361,                    221,                 17576,                 -4145,                    -44,                 23840,                 23087,,               -146045,                -14900,,                              0,                -12925,               -173870,                 -3111,                 -1651,                216965,                215314,                215314,                              0,,,,,,
4557,2013年度,,                204515,                204515,,,                 41539,                  3177,                  7207,                 18538,                   -271,                              0,                    354,,,,                    251,                -97071,                -14542,                -17411,                 -2388,                              0,               -131161,,                   -317,,                 43845,                  6192,                    375,,                 15173,                  4854,                 70122,                -61039,                  9505,                214020,                    271,                -18538,                -90027,                105726,,                -16085,                    500,                 -6805,                 -1299,                 -3053,                 -1561,                -33523,,               -102142,                -51800,,                232933,                 -9178,                -38937,                 19368,                 52634,                164331,                216965,                216965,               -108750,,                 70544,                 -5220,,,
4557,2013年01月01日至2013年12月31日,,                204515,                204515,,,                 41539,                  3177,                  7207,                 18538,                   -271,,                    354,,,,                    251,                -97071,                -14542,                -17411,                 -2388,,               -131161,,                   -317,,                 43845,                  6192,                    375,,                 15173,                  4854,                 70122,                -61039,                  9505,                214020,                    271,                -18538,                -90027,                105726,,                -16085,                    500,,                 -1299,                 -3053,                 -6781,                -33523,,               -102142,                -51800,                              0,                232933,                 -9178,                -38937,                 19368,                 52634,                164331,                216965,                216965,               -108750,,                 70544,,                              0,                              0,                 -6805
4557,2012年01月01日至2012年12月31日,,                135045,                135045,,,                 38234,                  3383,                 51624,                 21867,                   -119,,                    532,,,,                   -483,               -174891,                  4017,                 11694,                    238,,               -124962,,                    503,,                -67685,                 -9080,                  3161,,                 34745,                  5317,                -33039,               -158001,                -42480,                 92565,                    119,                -21265,                -14255,                 57164,,                -37749,                              0,,                   -205,                              0,                -18130,                -66855,,                125419,                 43500,                -70431,                              0,                              0,                103574,                  3249,                 97132,                 67199,                164331,                164331,                  5086,,                115521,,                 27762,                  6701,                -10771
