證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 應付公司債匯率影響數,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 避險之衍生金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 避險之衍生金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付商業本票增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 支付之股利,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得投資性不動產,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 央行及同業融資減少,　　 發行金融債券,　　 償還金融債券,　　 附買回票券及債券負債增加,　　 附買回票券及債券負債減少,　　 其他金融負債增加,　　 其他金融負債減少,　　 其他負債增加,　　 其他負債減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2882,2013年01月01日至2013年03月31日,,              7832759,              7832759,,,              1028215,                 81588,                 89058,             20210237,              3360950,            -32051153,               -484040,             71221757,                185641,                -23295,                    435,             -5137004,             58482389,,,             33042040,            -16911107,            -81080794,                              0,              9440917,              3204226,            -26266403,                              0,                              0,            -56655869,                656434,           -134570556,,             16736056,            -14323998,                              0,                              0,                              0,            -18562316,              7404098,                              0,                              0,                930879,             -1007393,             -8822674,           -143393230,            -84910841,            -77078082,             30219890,                492106,             -3070170,                              0,               -610748,            -50047004,,                -29010,                              0,               -384442,                    182,             -1213053,                -47147,                  9851,             -1663619,,                 36950,                              0,                164278,                              0,             14158613,                              0,                              0,             -3105966,                              0,                -64638,             11189237,                588753,            -39932633,            309450218,            269517585,            269517585
2882,2012年01月01日至2012年03月31日,,              2251444,              2251444,,,                868211,                 88206,                 40615,            -19689735,              3505860,            -31327836,               -158984,             98864063,                              0,                -22703,                   -159,             -5410641,             46756897,,,            -17795244,            -22453388,             32726537,                              0,             -8159507,            -34060628,             -5724328,                              0,                              0,            -50752579,               -486431,           -106705568,,              5495047,            -12968704,                              0,                              0,                              0,             45459101,             28554386,                              0,                              0,                244676,              2018116,             68802622,            -37902946,              8853951,             11105395,             29839745,                158984,             -4350484,                              0,               -430008,             36323632,,                -59120,                              0,               -309490,                    359,             -1764537,             -1479867,              1928693,             -1683962,,                              0,             -6378597,                              0,               -304294,              2730704,                              0,              6577749,                              0,                 60887,                              0,              2686449,               -646055,             36680064,            334236544,            370916608,            370916608
