證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 金融資產減損損失,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 舉借長期借款,　　 償還長期借款,　　 現金增資,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　 處分不動產、廠房及設備
6443,2015年01月01日至2015年09月30日,,                 10828,                 10828,,,                390612,                  3464,                    -20,                 65240,                   -495,                  1766,                    720,                  4632,                465919,,,                     20,               -243978,                 -3176,                  1061,                -36790,                199509,                -11094,                -24491,               -118939,,                 14113,                -57005,                -10068,                 11788,                -41172,               -160111,                305808,                316636,                    495,                -67646,                   -386,                249099,,                 -5307,                -12020,                -94695,                  3697,                 -8745,                -24316,               -141386,,                 62828,                163351,               -363771,                493290,                 12574,                368272,                    720,                476705,                281283,                757988,                757988,,,
6443,2015年01月01日至2015年06月30日,,                -44301,                -44301,,,                258738,                  2054,                    -20,                 41469,                   -365,                  1296,,,                303172,,,                     20,               -185978,,                    639,                 16937,                 35989,                 -4515,                 -8096,               -145004,,                 76692,               -141151,                -30972,                 41607,                -53824,               -198828,                104344,                 60043,                    365,                -43389,                   -146,                 16873,,                 -5307,                -12020,                -59271,                  2763,                 -5372,                -24153,               -103360,,                 91710,                116959,               -235644,,                              0,                -26975,                    -13,               -113475,                281283,                167808,                167808,,,
6443,2015年01月01日至2015年03月31日,,                 30417,                 30417,,,                127319,                  1060,                    -20,                 20448,                   -105,,,,                148702,,,                     20,                  1417,,                    314,                -58940,                -17710,                -11362,                    -77,                -86338,,                 17464,               -101096,                -47599,                  2780,               -128451,               -214789,                -66087,                -35670,                    105,                -19317,,                -54882,,                 -5307,,                -32774,                 -1844,                 -2082,                    433,                -41574,,                117110,                 16493,               -116950,,                              0,                 16653,,                -79803,                281283,                201480,                201480,,,
6443,2014年度,,                154419,                154419,,,                472129,                  4606,                   -268,                 97368,                   -886,,                              0,                  3443,,,,                    268,                -85043,,                  7388,                -14144,               -311358,                 10500,                  2296,               -390093,,                     80,                376956,                 28738,                -11648,                394126,                  4033,                580425,                734844,                    886,               -100333,                   -958,                634439,,                 -4437,,               -469737,                    740,                 -3952,                -16550,               -493936,,               -159100,                234333,               -492423,                165165,                 21315,               -230710,,                -90207,                371490,                281283,                281283,,                576392,                              0
6443,2014年01月01日至2014年09月30日,,                140182,                140182,,,                351664,                  3564,                   -198,                 69296,                   -587,                              0,                              0,                              0,                423739,,,               -127599,               -396947,                              0,                  7061,                  1699,               -226347,                  2215,                -24920,               -764838,,                  7004,                415953,                  3040,                    967,                426964,               -337874,                 85865,                226047,                    587,                -72599,                   -861,                153174,,                 -4437,                              0,               -322579,                    939,                 -2698,                -11223,               -339998,,                -29405,                187426,               -259558,                165165,                  6300,                 69928,                              0,               -116896,                371490,                254594,                254594,,,
6443,2014年01月01日至2014年06月30日,,                202793,                202793,,,                232737,                  2459,                    -65,                 46316,                   -369,                              0,,,                281078,,,                     65,               -181948,,                  6858,                 43337,                -50066,                 10839,                -41370,               -212285,,                              0,                276706,                -10539,                  3696,                269863,                 57578,                338656,                541449,                    369,                -46878,                   -695,                494245,,                              0,                              0,               -245676,                -28603,                 -1248,                  8795,               -266732,,                -52668,                 36190,               -244148,,                  6300,               -254326,                              0,                -26813,                371490,                344677,                344677,,,
6443,2014年01月01日至2014年03月31日,,                115953,                115953,,,                115350,                  1214,                    -17,                 22613,                   -140,,,,                139020,,,                -79996,               -198312,,                  6410,                -24629,                  8345,                -12805,                  3034,               -297953,,                              0,                157171,                -22866,                   -817,                133488,               -164465,                -25445,                 90508,                    140,                -22233,,                 68415,,                              0,,                -93190,                  1500,                              0,                -26060,               -117750,,                  2038,                              0,                -11252,,                  2518,                 -6696,,                -56031,                371490,                315459,                315459,,,
6443,2013年度,,                196111,                196111,,,                444051,                  5079,                    -36,                 93340,                 -1000,,                     43,                              0,,,,                     36,               -104013,,                -63804,                -29599,                -72766,                 74568,                 36545,               -159033,,                              0,                301607,                 77299,                 -4453,                374453,                215420,                756897,                953008,                  1000,                -94719,                              0,                859289,,                              0,,               -430290,                 24773,                   -855,                 17350,               -369108,,                -53488,                 98200,               -347503,                              0,                              0,               -302791,,                187390,                184100,                371490,                371490,,                541477,                 19914
