證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 投資性不動產公允價值調整損失(利益),　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 備供出售金融資產減資退回股款,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分承受擔保品,　　 取得投資性不動產,　　 處分投資性不動產,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 應付商業本票增加,　　 發行公司債,　　 償還公司債,　　 發行金融債券,　　 償還金融債券,　　 其他借款增加,　　 發放現金股利,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　　　　 避險之衍生金融資產（增加）減少,　　　　　 避險之衍生金融負債增加（減少）,　　 應付商業本票減少,　　　 不影響現金流量之收益費損項目,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　 購買承受擔保品,　　 現金增資,　　 員工執行認股權,　　 庫藏股票處分,　　　　 不動產及設備轉列費用數,　　　　 處分其他資產損失（利益）,　　　　 金融資產減損迴轉利益,　　 採用權益法之被投資公司減資退回股款,　　 其他借款減少,　　　　 逾期未領股利及董監酬勞轉列其他收入,　　 處分採用權益法之投資,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 處分承受擔保品損失（利益）,　　　　　 應付商業本票增加（減少）,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 附賣回票券及債券投資增加,　　 附買回票券及債券負債增加,　　 附買回票券及債券負債減少,　　 員工購買庫藏股
2881,2015年01月01日至2015年09月30日,,             70286071,             70286071,,,              1354085,              1263966,               -481969,             20946640,            -90467282,            -25971851,            205024830,                -40007,              2880307,               -775864,            -52552854,                -71224,                649182,                137437,            -12220233,                192767,                105003,             49972933,,,            -60649409,            -26961459,            122617088,              2549508,             18704040,            -79296615,               -830434,            -47769678,           -209962113,            -17765922,           -299364994,,             38101408,             29906560,             21424157,              7690281,            155112529,                335711,            -11577595,              4489001,            245482052,            -53882942,             -3910009,             66376062,             75197025,             25546920,            -21414542,             -4946711,            140758754,,                              0,            -10546049,                              0,             -1398593,                  5838,               -189431,                              0,            -34924166,                 61510,            -46990891,,               -151614,             -3528620,             25000000,             -8200000,              9505076,            -24191946,              1055000,            -30700812,                -38856,            -31251772,              4036345,             66552436,            257778947,            324331383,            207895658,             11528438,            104907287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2015年01月01日至2015年06月30日,,             50838198,             50838198,,,                899585,                885695,               -564686,             14119918,            -58748162,            -10391101,            114770992,                -46878,             -2337654,               -498152,            -22418083,                -71224,,,              3786901,               -292123,               -196524,             38898504,,,            -42478886,             33181495,             53338155,              2549508,             16518430,            -41405438,             -1688877,            -34125635,            -87295771,             12023433,            -89383586,,              6623120,            -43342342,             20855255,             -7390387,             61108102,             -9128853,             -6616099,                -26282,             22082514,            -67301072,            -28402568,             22435630,             49745565,             10210604,            -14636410,             -3605249,             64150140,,,            -10494244,                              0,               -697689,                  4442,               -109099,                              0,            -16952400,                 60348,            -28188642,,              1147291,              2274243,             10000000,             -3200000,             10144608,            -20628066,              1055000,,                -47911,                745165,             -1762186,             34944477,            257778947,            292723424,            158709096,             14562664,            119451664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2015年01月01日至2015年03月31日,,             24684447,             24684447,,,                449053,                416611,                 12095,              7104142,            -29344989,             -3373627,             52225833,                 -6404,             -1558802,               -276746,            -18493709,,,,              1102860,               -192676,                 -4302,              8059339,,,            -13249543,                 21173,             34771244,              2549508,            -12201846,            -50752352,               -361181,             -4175214,             -6348593,                772278,            -48860230,,             29631043,            -31013770,             -3981908,             19823605,              9724482,             -6263529,             -1651706,              1374590,             18275183,            -30585047,            -22525708,              2158739,             27529732,              3310996,             -6937300,               -561877,             25500290,,,             -1025915,                              0,               -243521,                  2209,                -16745,,            -15253103,                 60891,            -16476184,,              1913000,              2509667,             10000000,             -3200000,              3609975,             -4700000,              2155000,,                 -2348,             12155541,               -715892,             20463755,            256904862,            277368617,            201891463,             16816248,             58660906,                114296,                632376,               -129753,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2014年度,,             71948815,             71948815,,,              1606612,              1241676,              3055020,             26848652,           -116090170,            -24575195,            254961653,                -66438,              2637490,               -718430,            -21204882,,                -69309,                195004,            -26329762,             -1670261,               -285745,,,,             -9217490,            -55742803,           -125594115,             -2149161,            -27742270,            -99661232,               -113086,            -13604441,           -181527251,            -39938669,           -555105458,,             13396114,             51665972,             59569678,             21754311,             85892032,             14712040,                768376,             -1787495,            246160976,           -308944482,           -209534297,           -137585482,             91751528,             24582159,            -26085041,             -6658278,            -53995114,,                 14106,                              0,             -6966023,             -1906456,                210605,               -393226,                 12328,             -3348366,                              0,            -12377032,,              7649376,              4148712,             15000000,,             22559793,             -4250000,                 10000,            -15350407,                794391,             26227276,              1624346,            -38520524,            295425386,            256904862,            178585384,             35663511,             42655967,                185060,                189948,             -4334589,,               -125754,                     24,             99410185,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,
2881,2014年01月01日至2014年09月30日,,             62676146,             62676146,,,              1167708,                878744,                900544,             19993804,            -86134512,            -19988574,            189312230,                -72097,              1027021,               -577031,            -22208013,                              0,                -74133,                 -1931,             -6081935,             -1493313,                -16309,             76632203,,,             -8291699,            -13592913,            -79557249,            -12561656,            -35596685,            -51870875,              2496385,             -6041408,            -91226510,            -24832133,           -321074743,,              1111364,             15498369,             59951302,              7448070,             18775644,                409909,              1488290,                799029,            105481977,           -215592766,           -138960563,            -76284417,             76108108,             19638477,            -19537118,             -5409669,             -5484619,,                 14106,                              0,             -6980620,             -1300619,                  5735,               -214906,                 11812,               -342823,                              0,             -8807315,,              1416022,              1123529,             15000000,                              0,             24953438,             -5422225,                928040,            -15350407,                830917,             23479314,                591950,              9779330,            295425386,            305204716,            197410090,             50286419,             57508207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2014年01月01日至2014年06月30日,,             34612302,             34612302,,,                860638,                602465,                364154,             13027266,            -56846617,             -7033415,            123252775,                 34361,                429681,               -417083,            -24683010,                              0,,,                596722,             -1089362,               -482825,             48615750,,,            -14896729,             -9836164,            -88436142,            -20949196,            -31698141,            -66767557,             -1154144,              4199341,            -44142686,            -19453348,           -293134766,,             14383915,             10885648,             43709326,                521253,             46698980,                235726,              3174305,             -3455594,            116153559,           -176981207,           -128365457,            -93753155,             49429418,              6526849,            -13295859,             -1734241,            -52826988,,,                              0,             -6966023,               -792489,                  5185,                -95621,                 11182,               -227366,                              0,             -8065132,,                419959,              1099179,                              0,                              0,             19295792,             -5806396,              1065000,,                996799,             17070333,               -646238,            -44468025,            295425386,            250957361,            170038010,             32213532,             48705819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2014年01月01日至2014年03月31日,,             17057167,             17057167,,,                431775,                284175,                -57401,              6247954,            -28041617,             -2332911,             67916211,                 44586,              1195908,               -153873,             -6203879,,,,            -10073769,                 23983,                  7211,             29288353,,,            -14892592,            -13417448,            -62096337,             -9138672,            -21290582,            -43081279,                494416,              1569928,            -34969630,            -11238455,           -208261209,,             16867092,             14947119,             24229029,             13930818,             26822783,                 72312,              4536474,             -3947249,             97559005,           -110702204,            -81413851,            -64356684,             21548485,              2059287,             -5483694,             -1127707,            -47360313,,,                              0,             -6966023,               -314540,                  2046,                -36941,,               -121085,                              0,             -7436543,,                636576,                              0,                              0,                              0,              6802206,             -4250000,                265000,,              1000073,              3253854,                221457,            -51321545,            295425386,            244103841,            154274610,             33277425,             56551806,               -200558,                100627,             -1200001,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2013年度,,             44199009,             44199009,,,              1490703,                682736,              3923294,             14663686,            -87927936,            -20937457,            288601407,                159416,               -239628,               -435073,            -20019689,,                 26247,                 83380,              1158997,             -5551921,                242914,,,,            -16153452,             15093612,           -234788763,               -400347,            -24697741,           -127940176,               -839965,             18967773,            -37555347,             -5817001,           -414350918,,             15160277,             11146283,             15844204,             -2961262,            115551790,                361445,              4281466,                 32666,            159019804,           -255331114,            -79540732,            -35341723,             71401395,             20646028,            -14842285,             -6092833,             35770582,,                 22842,                -80700,                              0,             -1101752,                  3439,               -439900,                  1240,             -8423816,                152573,            -11357282,,                              0,              4724342,              9000000,,              4404423,             -5597802,                 35000,             -9535164,                222261,             28890198,                777201,             54080699,            241344687,            295425386,            194224779,             29209658,             71990949,               -219511,               -397065,                              0,,                 20711,               -151405,            175790382,             -1491208,             25416637,                160040,                 60461,,,,,,,,,,,,,,,,,,,
2881,2013年01月01日至2013年12月31日,,             38233211,             38233211,,,              2088266,                682736,              3923296,             14663686,            -87927936,            -20937457,            288601407,                159414,               -239628,               -453073,            -20019689,,                 26216,                103467,              1158997,,               -120434,,,,            -16153452,             15093612,           -236843421,               -400347,            -24697741,           -127940176,               -839965,             18967773,            -37555347,             -5817001,           -416405576,,             15160277,             11146283,             15844204,             -2961262,            115551790,                361445,              4281466,                 32666,            159019804,           -257385772,            -75789626,            -37556415,             71401395,             20646028,            -14842285,             -6092833,             33555890,,                 22842,                -80700,,             -1101752,                  3439,               -439900,                  1240,             -8423816,                152573,            -11357282,,,              4724342,              9000000,                              0,              4404423,             -5597802,                 35000,             -9535164,                222261,             28890198,                777201,             51866007,            243559379,            295425386,            194224779,             29209658,             71990949,               -219511,               -397065,,,                 20711,               -151405,            181596146,             -1491208,             25416637,                160040,                 60461,                 18480,                   -908,,,                              0,,,,,,,,,,,,,,
2881,2013年01月01日至2013年09月30日,,             35704916,             35704916,,,              1114285,                513308,              3870822,             10735851,            -64250626,            -18152501,            214114195,                -54716,               -491202,               -286506,            -11270574,,,                -10702,               -657185,             -2905044,                 54726,,,,            -33500987,              6371029,           -186848850,               -400428,            -11898886,           -117933409,               -347214,             20170831,            -19108350,             -5506747,           -349045793,,             10874102,              8623547,             15767245,             -4846002,             66927155,             -2414038,               -930324,              2286604,             96060808,           -252984985,           -120994863,            -85289947,             46865091,             17840191,             -9284520,             -4102871,            -33972056,,                 22842,                -80638,                              0,               -832474,                  2165,               -236491,                  1240,             -7445106,                152488,             -9890268,,                              0,              7274687,              6350000,,              4250000,             -5550000,                 85000,             -9535165,                246604,             28758247,                440386,            -14663691,            241344687,            226680996,            142831012,             18408397,             65441587,                -42782,               -227481,,,                 20053,               -151396,            131990122,             -1491208,             25416620,                160040,                 60461,                  1876,                   -901,               -203641,                 16914,,,,,,,,,,,,,,,
