證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 附賣回票券及債券投資（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 附買回票券及債券負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產及設備,　　 處分不動產及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 其他資產增加,　　 其他資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 央行及同業融資減少,　　 發行金融債券,　　 償還金融債券,　　 存入保證金增加,　　 存入保證金減少,　　 應付租賃款增加,　　 其他負債增加,　　 其他負債減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　 預付投資款增加,　　 現金增資,　　 應付租賃款減少,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計
2834,2015年01月01日至2015年09月30日,,              4597795,                              0,              4597795,,,                227989,                 58497,              1907194,                100984,              7846180,            -19448693,                              0,                 -5232,                -10046,                    505,                              0,                113450,             -9209172,,,            -28541988,               -149975,             -9336024,              4281387,            -10774993,                 17615,              2313112,            -42190866,,             16026872,                 40836,                959147,              2287256,             18633760,             -2018135,                 18915,             35948651,             -6242215,            -15451387,            -10853592,             19342816,             -7476202,               -158829,                854193,,             -5319042,                              0,              1500000,                              0,                911679,               -328104,                              0,               -190986,                    116,                              0,                    836,                -26413,                              0,                              0,             -3451914,,                              0,                              0,             10000000,             -6200000,                 95237,                              0,                  7874,                              0,               -714016,              3189095,                   -684,                590690,             64242245,             64832935,             64832935,                              0,                              0,                              0,,,,,
2834,2015年01月01日至2015年06月30日,,              3064387,                              0,              3064387,,,                151074,                 40728,              1265767,                 49552,              5254336,            -12909589,                -67801,                 -6833,                              0,                    178,                              0,                 62905,             -6159683,,,            -14006115,               -634969,              5467782,             -1718738,             -3963567,                  9340,              2642839,            -12203428,,             -2937068,                 20701,                877551,             -3740055,              4914442,               -501327,                 16604,             -1349152,            -13552580,            -19712263,            -16647876,             12995893,             -5275276,               -101818,             -9029077,,             -2028104,                              0,,                -33373,                              0,,                              0,               -101588,                    112,                              0,                 14864,                -14574,,,             -2468793,,,                              0,              5000000,             -5200000,                 96979,                              0,                  9924,                              0,               -562013,               -655110,                -55509,            -12208489,             64242245,             52033756,             52033756,,,,               -306130,                              0,,,
2834,2015年01月01日至2015年03月31日,,              1535293,                              0,              1535293,,,                 76477,                 20853,                489243,               -320673,              2638830,             -6375930,,                 -5045,,                    189,                              0,                 40341,             -3435715,,,              1163106,               -698605,              5357942,              5691307,            -26357995,                   -716,              2577925,            -12267036,,             10193554,                 18860,                565515,            -11087487,              3108411,               -482573,                  9181,              2325461,             -9941575,            -13377290,            -11841997,              6243674,             -2403556,                -46181,             -8048060,,               -188307,                              0,,                              0,                 74339,,                              0,                -38091,                     46,                              0,                 14312,                 -7108,,,               -144809,,                              0,,                              0,                              0,                  5846,                              0,                 12380,                              0,               -120060,               -101834,                -53035,             -8347738,             64242245,             55894507,             55894507,,,,,                              0,                              0,,
2834,2014年度,,              5485716,,              5485716,,,                324023,                 84064,              2493093,               -147424,             10469421,            -25259678,,                 45494,                -76428,                    386,                 10218,                328905,,,,              6451683,                553535,             15342188,             -7069389,            -45767194,                 54785,,            -30434392,,              1515319,                -19893,               -303934,             10922593,             56736725,              1580485,                -34290,             70397005,             39962613,             28234687,             33720403,             24886771,            -10587414,               -289315,             47730445,,             -3040859,                              0,,               -107400,                              0,                 -6000,                  3122,               -149365,                    265,                -71018,                              0,                -30487,             -2618677,                              0,             -6020419,,                              0,                -13000,                              0,             -9650000,                 51996,                              0,                  5193,                              0,               -120861,             -9726672,                 14728,             31998082,             32244163,             64242245,             64242245,,,,,                              0,,,            -11727926
2834,2014年01月01日至2014年09月30日,,              4031578,                              0,              4031578,,,                246823,                 62105,              1909999,               -188930,              7822084,            -18744830,                              0,                 45778,                -76428,                    428,                 10040,                236604,             -8676327,,,              8449229,               -451002,              4356615,             -4955818,              5484619,                 28815,               -431620,             12480838,,              4462307,                 -8559,               -322828,              5028376,              8502446,              1192597,                -15979,             18838360,             31319198,             22642871,             26674449,             18460418,             -7408821,               -110787,             37615259,,             -1698972,                              0,                              0,             -2893418,                              0,                 -6000,                  3300,               -108456,                     93,                -44461,                              0,                -23481,                              0,                              0,             -4771395,,                              0,                -13000,                              0,             -8250000,                 28036,                              0,                 12105,                              0,               -157524,             -8380383,                    200,             24463681,             32244163,             56707844,             56707844,                              0,                              0,                              0,,,,,
2834,2014年01月01日至2014年06月30日,,              2565636,                              0,              2565636,,,                164389,                 40741,              1320778,               -245458,              5200304,            -12346721,                -54849,                 40671,                -76428,                    358,                 10040,                268499,             -5677676,,,              6191988,               -520224,             13511726,             -1547680,             13369381,                -24029,                -44508,             30936654,,              6600398,                -12068,                108946,                673857,             -7141342,              1016361,                -13708,              1232444,             32169098,             26491422,             29057058,             12020032,             -5065095,                -86191,             35925804,,             -1088730,                              0,,             -4252802,                              0,,                  3300,                -59434,                     75,                -31153,                              0,                -20418,,,             -5449162,,,                -13000,                              0,             -3250000,                              0,                -22335,                  7225,                233837,                              0,             -3044273,                  3869,             27436238,             32244163,             59680401,             59680401,,,,                              0,                              0,,,
2834,2014年01月01日至2014年03月31日,,              1218856,                              0,              1218856,,,                 83248,                 20086,                678234,                 -1869,              2566465,             -6069740,,                  3210,,                     20,                    178,                170273,             -2549895,,,              4234148,             -1226850,              8680256,                257004,              9650512,                 11748,               -644796,             20962022,,              9737687,                 10893,                844427,             -1452726,             -5903601,                 10561,                 -4956,              3242285,             24204307,             21654412,             22873268,              5879151,             -2265425,                -18235,             26468759,,               -725996,                              0,,             -2040001,                              0,,                  3122,                -14816,                     32,                   -473,                              0,                -11470,,,             -2789602,,                  5000,,                              0,             -1100000,                 37434,                              0,                  9004,                              0,               -163528,             -1212090,                 96411,             22563478,             32244163,             54807641,             54807641,,,,,                              0,                              0,,
2834,2013年度,,              3856750,,              3856750,,,                363327,                 75876,              2994205,                -65412,              9698855,            -23293357,,                  5934,                              0,                    754,                              0,                 41994,,,,               -878872,              2952825,             -7630075,              6639456,             -7304050,               -236229,,             -6456945,,                963493,                 -2921,             -2043798,            -18200309,             40179052,              2720141,                157478,             23773136,             17316191,              7138367,             10995117,             23090841,             -9861150,               -177937,             24046871,,               -485150,                              0,,            -26920003,                              0,                              0,                253070,               -205273,                    321,                -30133,                              0,                -49434,                              0,              1727013,            -25709589,,                 13000,                              0,             11000000,             -3450000,                              0,                -28491,                 32904,                153753,                              0,              7721166,                 36300,              6094748,             26149415,             32244163,             32244163,,,,,                              0,,,            -10177824
2834,2013年01月01日至2013年12月31日,,              3856750,,              3856750,,,                363327,                 75876,              2994205,                -65412,              9698855,            -23293357,,                  5934,                              0,                    754,,                 41994,,,,               -878872,              2952825,             -7630075,              6639456,             -7304050,               -236229,,             -6456945,,                963493,                 -2921,             -2043798,            -18200309,             40179052,              2720141,                157478,             23773136,             17316191,              7138367,             10995117,             23090841,             -9861150,               -177937,             24046871,,               -485150,                              0,,            -26920003,                              0,,                253070,               -205273,                    321,                -30133,                              0,                -49434,                              0,              1727013,            -25709589,,                 13000,,             11000000,             -3450000,,                -28491,                 32904,                153753,                              0,              7721166,                 36300,              6094748,             26149415,             32244163,             32244163,,,,,                              0,,,            -10177824
2834,2013年01月01日至2013年09月30日,,              2447749,                              0,              2447749,,,                268187,                 55546,              2634725,                -49876,              7217682,            -17228848,                   -500,                  6414,                              0,                    529,                              0,                -27433,,,,              4847774,              1772718,             13039270,              6276704,            -35210561,               -208762,,             -9482857,,              6125994,                 -6713,              2185125,            -17307469,             28776718,              2068767,                 -1907,             21840515,             12357658,              5234084,              7681833,             16952903,             -6989331,                -87056,             17558349,,             -1050843,                              0,,            -22423697,,                              0,                311363,               -155459,                    255,                -56439,,                -41381,                              0,              1423141,            -21993060,,                 20000,                              0,              5000000,             -3450000,                              0,                -39037,                 16782,                162176,                              0,              1709921,                 24168,             -2700622,             26149415,             23448793,             23448793,,,,,,,,             -7123574
