證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付建造合約款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 其他應收款增加,　　 取得無形資產,　　 其他金融資產增加,　　 其他非流動資產增加,　　 預付設備款增加,　　 預付設備款減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 存入保證金減少,　　 支付之利息,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　　　　 應計退休金負債增加（減少）,　　　　　 應付建造合約款（增加）減少
2404,2015年01月01日至2015年03月31日,,                274847,                274847,,,                  6556,                  2004,                              0,                  1632,                  1587,                -18362,                -20148,                    -51,                              0,                 -6462,                    409,                -32835,,,                 26517,               -375165,                864549,                 -1303,                 -8148,                105609,                612059,,                -64338,                -12100,               -648091,                 -3528,               -116484,                    197,               -844344,               -232285,               -265120,                  9727,                 12466,                -58025,                -35832,,                              0,                              0,                  6792,                              0,                 -1271,                     86,                              0,                -19143,                  6722,                    -60,                   -447,                  1350,                   -255,                              0,                 -6226,,                              0,                    440,                              0,                   -222,                    218,                -10458,                -52298,              6607792,              6555494,              6555494,,,,
2404,2014年01月01日至2014年03月31日,,                232519,                232519,,,                  6460,                  2104,                -11800,                 -1882,                              0,                -15431,                -14744,                     -7,                              0,                  2354,                              0,                -32946,,,                -12114,                543310,                 79052,                 -1093,                 59793,                   -864,                668084,,               -307463,               -244649,                 58591,                  2353,                -88874,                    790,               -579252,                 88832,                 55886,                288405,                 11036,                -25627,                273814,,                              0,               -510922,                              0,                              0,                   -300,                      7,                              0,                    187,               -197836,                    -22,                -51274,                  1179,                -15695,                              0,               -774676,,                              0,                     -4,                              0,                    157,                    153,                    729,               -499980,              6834110,              6334130,              6334130,,                -32946,                    790,
2404,2013年01月01日至2013年03月31日,,                262685,                262685,,,                  6489,                  2063,                 -1600,                 -2079,                    817,                 -6341,                 -8333,                              0,                              0,                              0,,,,,                 36549,               -145097,                -77520,                 -6648,               -222558,                -61664,               -476938,,                 56168,                205211,                778832,                 -1477,                -66732,,                973733,                496795,                487811,                750496,                  5525,                   -438,                755583,,                              0,                              0,                              0,                              0,                 -6287,                  1630,                   -862,                              0,                              0,                   -180,               -149787,                  3832,                              0,                 32555,               -119099,,                -43540,                    -73,                   -817,                     -3,                -44433,                -31410,                560641,              4512860,              5073501,              5073501,,                 -8984,                  1731,
2404,2012年01月01日至2012年03月31日,,                115124,                115124,,,                  6287,                  4726,                106534,                 -6552,                  3000,                 -6687,                -10210,                     -2,,                -42527,,,,,                 -2611,                162771,               -134551,                -16928,                -74526,                369373,                303528,,                  3522,               -237595,,                    959,                 21312,,                508951,                812479,                867048,                982172,                  5929,                   -517,                984584,,                 57705,               -497290,                 10216,                  4063,                 -9369,                  2594,                              0,                 10296,,                   -450,,,                   -187,                              0,               -422422,,                 -3660,                   -587,                 -3000,                   -681,                 -4928,                  6036,                563270,              3678652,              4241922,              4241922,,                 54569,                  1345,                719408
