證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 舉借長期借款,　　 償還長期借款,　　 發放現金股利,　　 取得子公司股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 對子公司之收購（扣除所取得之現金）,　　 存出保證金減少,　　 其他籌資活動,　　 存入保證金減少
1323,2015年01月01日至2015年09月30日,,                271255,                271255,,,                170472,                 12960,                   -998,                 16205,                 -8640,                 -1456,                    710,                 -1395,                  1393,                 -2538,                186713,,,                  4515,                 91527,                  8127,                 70591,                  2736,                177496,,                    300,                 -8817,                -27418,                 -5562,                  2018,                -39479,                138017,                324730,                595985,                  8640,                -16218,               -108140,                480267,,                -47000,                104492,               -206968,                  2767,                   -551,                              0,                 29502,                -13198,               -130956,,                194387,               -352283,                 11000,                              0,               -162134,                    -75,                -56647,               -365752,                 -1634,                -18075,                549005,                530930,                530930,,,,
1323,2015年01月01日至2015年06月30日,,                159155,                159155,,,                119319,                  8468,                 -1510,                 11333,                 -6058,,                    454,                   -746,                  1009,                  1722,                133991,,,                 -2756,                107897,                  2959,                 93936,                  1390,                203426,,                    -93,                -17250,                -62530,                 -5997,                  1314,                -84556,                118870,                252861,                412016,                  6058,                -11067,                -72848,                334159,,                -47000,                 35746,               -135536,                  1494,,                -81066,,                 -7508,               -234570,,                116536,               -125984,                 11000,                              0,,,,                -55095,                -16804,                 27690,                549005,                576695,                576695,                    -75,                   -625,                -56647,
1323,2015年01月01日至2015年03月31日,,                 85869,                 85869,,,                 55781,                  3751,                   -954,                  5961,                 -2741,,                     89,                   -499,,                  2674,                 64062,,,                  9457,                131888,                  8416,                 86995,                 -2742,                234014,,                  6454,                -23522,                -57696,                 -1611,                    668,                -75707,                158307,                222369,                308238,                  2741,                 -5751,                -40122,                265106,,                -37000,                 27499,                -83839,                    761,,                -94775,,                 -3168,               -191597,,                 43339,                -51297,                  5000,                              0,,,,                 -2958,                -10386,                 60165,                549005,                609170,                609170,                    -75,                 -1000,,                              0
1323,2014年01月01日至2014年09月30日,,                344990,                344990,,,                171956,                 17566,                  1499,                 19488,                 -4423,                   -770,                    327,                   -982,                    219,                 -1634,                203246,,,                -26166,                -43059,                  1622,                 37671,                 -2008,                -31940,,                 -3049,                -35875,                 -2944,                  9642,                    724,                -31502,                -63442,                139804,                484794,                  4423,                -21611,               -137112,                330494,,               -119596,                108855,               -160003,                 20134,                 -1000,               -103366,                              0,                -20892,               -275868,,                549093,               -576709,                710000,               -650000,                -85785,                              0,                -56647,               -110048,                  8302,                -47120,                609620,                562500,                562500,,,,
1323,2014年01月01日至2014年06月30日,,                212113,                212113,,,                114351,                 10954,                  1306,                 13482,                 -2840,,                    149,                   -410,                              0,                 -1131,                135861,,,                  1849,                  3851,                  8850,                 56713,                 -8645,                 62618,,                 -3453,                -61426,                -33643,                 15728,                    643,                -82151,                -19533,                116328,                328441,                  2840,                -13117,               -108098,                210066,,                -39596,                 17363,               -120749,                 19109,,                -28877,,                -16026,               -169776,,                244506,               -310653,                 50000,                -58333,,,,               -131127,                 -2275,                -93112,                609620,                516508,                516508,                              0,                 -1000,                -56647,
1323,2014年01月01日至2014年03月31日,,                105231,                105231,,,                 56647,                  5256,                    768,                  7031,                 -1532,,                    183,                              0,,                 -5449,                 62904,,,                 -2997,                   -298,                 12474,                 40836,                  1864,                 51879,,                 -4216,                -52333,                -37977,                  8058,                    310,                -86158,                -34279,                 28625,                133856,                  1532,                 -7254,                -52935,                 75199,,                 -8094,                              0,                -41548,                    439,,                -15853,,                 -4910,                -69966,,                 82636,               -156202,                              0,                 -4167,,,,                -77733,                  5225,                -67275,                609620,                542345,                542345,                              0,                              0,,                              0
