證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 應付建造合約款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 遞延貸項增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產增加,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 其他金融負債增加,　　 其他金融負債減少,　　 發放現金股利,　　 取得子公司股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　 不影響現金流量之收益費損項目,　　　　 金融資產重分類淨損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 不影響現金流量之收益費損項目合計,　　　　　 應計退休金負債增加（減少）,　　 取得無活絡市場之債券投資,　　 舉借長期借款,　　 償還長期借款,　　 處分子公司股權（未喪失控制力）,　　 應付短期票券減少,　　　　　 應付建造合約款（增加）減少,　　 處分採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 處分無活絡市場之債券投資,　　 其他籌資活動
1503,2015年01月01日至2015年09月30日,,              1242041,              1242041,,,                417677,                 23058,                -53924,                 -1528,                 31635,                -16641,                -30336,               -220910,                -14355,                 -4195,                    316,                              0,                              0,                130797,,,                  1404,                -26673,                   -488,               -138574,                 -4317,               -112025,                 14634,                   -410,               -180716,                -65860,               -513025,,                 -2234,                -21128,                 49154,                 46826,                -10132,                -39718,                -15026,                -13362,                -78801,                -43698,                   -553,               -128672,               -641697,               -510900,                731141,                 16375,                -31368,               -294691,                421457,,               -140000,                140057,                 27285,                  4905,                 12778,                -80103,                              0,               -297382,                 32034,                              0,                 45969,               -115433,                 39365,               -330525,,                451772,                399881,                  3464,                              0,               -781458,                   -379,                -27185,                 46095,                 -4517,                132510,              1424028,              1556538,              1556538,,,,,,,,,,,,,,,
1503,2015年01月01日至2015年06月30日,,                858663,                858663,,,                276489,                 15812,                -66966,                   -224,                 20365,                -10669,                -14710,               -123228,                -14183,                 -1773,,,                              0,                 80913,,,                    152,                  3917,                   -626,                 58334,                 -5424,                -35969,                 17317,                 -2524,                105046,                -73850,                 66373,,                 -2080,                -64912,               -258557,                 10813,                  2033,                -75250,                -16591,                 -9724,                 32658,                -20797,                   -371,               -402778,               -336405,               -255492,                603171,                 10468,                -19837,               -179597,                414205,,               -140000,                140057,                -62059,                    350,                  9410,                   -103,                              0,               -204257,                 27919,,                 45928,                -77696,                 29948,               -230503,,                275118,,                  1972,                              0,,                   -379,                -15620,                261091,                -70749,                374044,              1424028,              1798072,              1798072,,,,,,,,,,,,,,,
1503,2015年01月01日至2015年03月31日,,                477297,                477297,,,                137093,                  7481,                -34308,                     66,                  9873,                 -4786,,                -52877,                    475,                   -222,,,,                 62795,,,                              0,                158724,                              0,                -34833,                 10774,                 -5559,                  7793,                 -1147,               -124541,                -19902,                 -8691,,                 -2095,                -18831,               -130963,                -36817,                 32901,               -211887,                -21946,                 -3402,               -135503,                -12718,                   -182,               -541443,               -550134,               -487339,                -10042,                  4749,                 -8715,                -21054,                -35062,,               -140000,                140057,                 -8426,                    165,,,,                -92076,                  3517,,                 48805,                -50034,,                -97992,,                379844,,,                   -705,,,                 -1480,                377659,                -38595,                206010,              1424028,              1630038,              1630038,,,,,,,,,,,,,,,
1503,2014年度,,              1657562,              1657562,,,                523688,                 27519,                 -6431,                  5817,                 40801,                -23775,                -33593,               -241302,                  6816,                 -4461,                    953,                  3873,                    809,,,,                              0,                -11155,                    858,               -203480,                 25244,                -96062,                  1779,                 -2127,               -340226,                -25653,               -650822,,                 -6126,                -58981,               -162860,                -28192,                 11483,                 12798,                 -2053,                 -1427,                231376,,                   -698,                -75182,               -726004,               -425290,              1232272,                 23705,                -40820,               -248957,                966200,,             -1765000,              1941808,,                  1620,                 16290,                -80000,                 -7155,               -659072,                  8973,                -52254,,               -164298,                 95167,               -848185,,                 77291,                              0,                              0,                 -1085,               -729361,,                -29244,               -682399,                133008,               -431376,              1855404,              1424028,              1424028,,                              0,                              0,                300714,                -70502,               -184264,                              0,                              0,                              0,,,,,,
1503,2014年01月01日至2014年09月30日,,              1303335,              1303335,,,                389088,                 19366,                -31843,                  1173,                 33108,                -16059,                -36022,               -187238,                  1174,                 -1390,                              0,                  2697,                    809,                174863,,,                              0,                 30665,                    292,                111300,                 44308,               -111006,                 20116,                 -2980,               -466530,                -74082,               -447917,,                 -1199,                -74880,                -80426,                 67627,                 -2755,               -186462,                 -7851,                -49197,                188031,                -31368,                   -520,               -179000,               -626917,               -452054,                851281,                 15908,                -32718,               -206908,                627563,,             -1565000,              1725457,                -27209,                  1561,                 13771,                -80000,                 -7155,               -465944,                  4433,                -29777,                              0,                -93880,                 33371,               -490372,,                281014,                              0,                              0,                   -966,               -729361,                              0,                -29244,               -478557,                 33850,               -307516,              1855404,              1547888,              1547888,,,,,,,,,,,,,,,
1503,2014年01月01日至2014年06月30日,,                837377,                837377,,,                259799,                 13344,                 -4993,                 -1761,                 21540,                 -9990,                -25229,                -98080,                    -44,                 -1277,,,                    809,                154118,,,                  1578,                -36722,                    370,                155764,                 28925,                -50398,                 -4315,                 -1328,               -152877,                -47268,               -106271,,                 -2543,                -79932,                  4412,                -19937,                 -3207,               -124257,                 -7726,                 10079,                 88224,                -20123,                   -577,               -155587,               -261858,               -107740,                729637,                  9890,                -21342,               -140072,                578113,,             -1015000,              1175344,               -180193,                  1561,                 13771,                              0,                 -7155,               -270720,                  2846,,                  8714,               -108238,                 29277,               -349793,,               -239870,,                              0,                   -366,,                              0,                -13740,               -253976,                -10137,                -35793,              1855404,              1819611,              1819611,,,,,,,,,,,,,,,
1503,2014年01月01日至2014年03月31日,,                444772,                444772,,,                131511,                  7077,                 -5569,                 -1274,                 10782,                 -4069,,                -48776,                   -216,                   -135,,,,                 89331,,,                  1200,                 55389,                    612,                  9691,                 52078,                -14089,                 12499,                 -6710,               -260925,                 -5003,               -155258,,                 -2543,                -55487,               -284693,                -41074,                 -3207,               -252573,                -15823,                 -1147,                213884,                -11023,                    258,               -453428,               -608686,               -519355,                -74583,                  4052,                -10653,                -93560,               -174744,,               -470000,                630135,                  1930,                  1561,,,,                -93460,                  1154,,                 11885,                -67872,,                 15333,,                158584,,,                 -1039,,,                   -300,                157245,                 30657,                 28491,              1855404,              1883895,              1883895,,,,,,,,,,,,,,,
1503,2013年度,,              1543821,              1543821,,,                514934,                 28118,                100930,                 24789,                 41395,                -15982,                -41013,                -67347,                   -748,                459999,                149348,                              0,                              0,,,,                    301,                 82550,                   -538,             -1146354,                -65668,                150580,                 14303,                   -568,                 42527,                136279,               -786588,,                -34811,                138391,                750192,                -39361,                  3434,                150992,                 11669,                275185,                 17548,,                 33647,              1324842,                538254,                504643,              2048464,                 16334,                -40162,               -291070,              1733566,,               -756010,                551307,,                              0,                 16984,                -80000,                              0,               -526568,                 45830,                -28227,,                -85864,                 63655,               -796359,,                126336,               -199955,                  1742,                              0,               -520972,,                -23029,               -456823,                 55591,                535975,              1319429,              1855404,              1855404,,             -1227322,                   -712,                -33611,                 17956,                  2534,                200000,               -200000,                159055,,,,,,
1503,2013年01月01日至2013年12月31日,,              1543821,              1543821,,,                514934,                 28118,                100930,                 24789,                 41395,                -15982,                -41013,                -67347,                   -748,                459999,                149348,                              0,             -1227322,,,,                    301,                 82550,                   -538,             -1146354,                -65668,                150580,                 14303,                   -568,                 42527,                136279,               -786588,,                -34811,                138391,                750192,                -39361,,                150992,                 11669,                275185,                 17548,,                 33647,              1324842,                538254,                504643,              2048464,                 16334,                -40162,               -291070,              1733566,,               -756010,                551307,,                 16984,,                -80000,                              0,               -526568,                 45830,                -28227,                              0,                -85864,                 63655,               -796359,,                126336,               -199955,                  1742,,               -520972,,                -23029,               -456823,                 55591,                535975,              1319429,              1855404,              1855404,,,                   -712,                -33611,                 17956,                  2534,                200000,               -200000,                159055,,                  3434,                              0,                              0,,
1503,2013年01月01日至2013年09月30日,,              1168078,              1168078,,,                393904,                 21415,                 17830,                 20458,                 26514,                -11074,                -41265,                -26617,                  7094,                    689,                  1300,                              0,                              0,,,,                    -98,                 96459,                   -538,             -1206964,                 -1810,                 80363,                  2305,                 -5157,               -309448,                  9984,             -1334904,,                -33023,                 56654,                462515,                 -3393,                 40697,                -29642,                  8537,                 28623,                116060,,                              0,                635655,               -699249,               -289713,                878365,                 11378,                -25142,               -233797,                630804,,                              0,                  6154,,                              0,                 12799,                -80000,                              0,               -382413,                 42751,                              0,                 36719,                -33322,                 37690,               -341918,,                671011,,                  1117,                              0,               -520972,,                -17592,                 92664,                 48866,                430416,              1319429,              1749845,              1749845,,,                   -712,                409536,                -11373,                 17704,                200000,               -200000,                159055,               -199955,,,,,
