證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分其他資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 處分承受擔保品損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分以成本衡量之金融資產,　　 取得不動產及設備,　　 處分不動產及設備,　　 營業保證金減少,　　 交割結算基金減少,　　 存出保證金增加,　　 取得無形資產,　　 處分承受擔保品,　　 其他資產增加,　　 收取之股利,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付商業本票增加,　　 償還公司債,　　 發行金融債券,　　 舉借長期借款,　　 償還長期借款,　　 附買回票券及債券負債增加,　　 附買回票券及債券負債減少,　　 其他金融負債增加,　　 其他金融負債減少,　　 其他負債增加,　　 庫藏股票處分,　　 員工購買庫藏股,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　 存出保證金減少,　　 償還金融債券,　　 存入保證金增加,　　 其他負債減少,　　 取得子公司股權,　　 其他資產減少,　　 取得以成本衡量之金融資產
2847,2014年01月01日至2014年06月30日,,              1846404,              1846404,,,                 44289,                143591,                309494,               -763364,              2106272,             -4663013,                 -3658,                 -9338,                 14687,                 30080,                    141,                     87,                -49827,                              0,                -10240,                -51923,                    -71,             -2902793,,,              8255539,                  3141,                858348,            -12115709,                -22469,            -14396095,                -44348,            -17461593,,              1514938,                136172,             -1337378,             -4407075,                -83397,                -18382,                -92710,             -4287832,            -21749425,            -24652218,            -22805814,              4856809,             -1920788,                -61275,            -19931068,,           -392863367,            397564942,                  1415,                -65783,                     23,                 10000,                 15472,             -1439970,                -23034,                 62163,                -18065,                  3658,                              0,              3247454,,                115500,                 10269,                              0,              3500000,                              0,                              0,            240035078,           -235916866,              2388268,                              0,                 67356,                              0,                323057,                -83182,             10439480,                 32390,             -6211744,             14857618,              8645874,              5936759,                              0,              2709115,,,,,,,
2847,2014年01月01日至2014年03月31日,,              1105205,              1105205,,,                 22296,                 70767,                156130,               -679888,              1031912,             -2288873,,                 -6130,                  5864,                 23249,                     79,                     80,                -20253,,,                              0,                   -165,             -1684932,,,              4119067,             -2392395,              2545620,             -7600875,                -79068,             -7932197,                -52620,            -11392468,,              1799315,                240004,             -1280464,             -4030415,                -64126,                -10682,                -87498,             -3433866,            -14826334,            -16511266,            -15406061,              2389584,               -928063,                -26871,            -13971411,,           -188909135,            193480171,,                -29929,                     25,                 10000,                 16202,             -1211861,                 -9087,                              0,                 -8826,,,              3337560,,                142000,                515349,                              0,              3500000,,,            126840814,           -122927360,                657923,,                 46144,,                323057,,              9100027,                131156,             -1402668,             14857618,             13454950,             10359267,                427014,              2668669,                              0,                              0,                  2100,                              0,                              0,,
2847,2013年01月01日至2013年06月30日,,              1891824,              1891824,,,                 56347,                125043,                448210,               -607946,              2052783,             -4490216,                 -4258,                 32401,                 52471,                 32201,                -39627,                              0,                -44872,                    188,                              0,                 -4401,                   -325,             -2392001,,,              1944835,             -5374730,                721962,              7040555,               -129636,                -49063,                 -3980,              4149943,,             -5150410,                490860,               -877235,             -7077516,               -166239,                -22785,                 -2283,            -12805608,             -8655665,            -11047666,             -9155842,              4538497,             -1998821,                -74239,             -6690405,,           -430181296,            435790220,                 79995,               -106260,                 84195,                              0,                              0,               -913730,                -29965,                 12500,                -45559,                  4258,                 99000,              4793358,,                 27000,                899988,                 -6000,                              0,                 97250,               -400000,            322062296,           -325012063,                              0,                -39199,                 60889,                 17555,                170165,                   -110,             -2122229,                 -6835,             -4026111,             11468721,              7442610,              4982647,                752750,              1707213,,,,,,,
2847,2013年01月01日至2013年03月31日,,                654958,                654958,,,                 28435,                 62213,                223638,               -627103,              1023149,             -2246914,,                 16239,                  6497,                 23461,                    102,                              0,                -35578,,,                 -4401,                      2,             -1530260,,,              1916011,             -3663442,              1723181,              4481357,                -76089,                 22241,                 92162,              4495421,,             -5330385,                270950,               -293067,             -9071610,               -130329,                 -1343,                 40036,            -14515748,            -10020327,            -11550587,            -10895629,              2269247,               -989124,                -28924,             -9644430,,           -216058259,            220041011,,                -24406,                              0,                              0,                              0,                              0,                -25101,                 12500,                -29279,,,              3965158,,                150000,                804739,                 -6000,                              0,,,            198793426,           -198048236,                218811,,                              0,,                170165,,              1669587,                 68876,             -3940809,             11468721,              7527912,              4715258,                200000,              2612654,                 48692,               -400000,                              0,                -13208,                   -110,,
2847,2012年01月01日至2012年06月30日,,                955858,                955858,,,                 58298,                116891,                431333,               -275725,              2279049,             -4726626,,                 44775,                  8903,                  3737,                    121,,               -149381,                              0,                 10240,                   -423,                   -329,             -2199137,,,              3223027,             -7154839,               -110810,              2996844,                   -304,                              0,                 26585,             -1019497,,            -11125776,                241672,               -578178,             -3490852,                -41468,                -59362,                 -1684,            -15055648,            -16075145,            -18274282,            -17318424,              4840590,             -2099125,                 53288,            -14523671,,           -462258199,            465702132,                138546,                -50433,                  1161,,,                              0,                -19695,                  2987,                 -4353,,                 60000,              3611496,,                 -6097,              1834769,                              0,              2000000,             -1798308,                              0,            342460544,           -336532363,,               -481272,                 90688,                  5209,                              0,                -12626,              6560544,                -38413,             -4390044,             12271005,              7880961,              4777084,                717168,              2386709,                 21056,             -1000000,,,,                 18294,
2847,2012年01月01日至2012年03月31日,,                 50400,                 50400,,,                 28353,                 57995,                235620,             -1181242,              1147441,             -2372659,,                              0,                -28331,                 -3332,                     55,,               -133466,,,                              0,                  9124,             -2240442,,,              2964374,             -8999150,                 46257,              2604643,                   -304,                              0,                -53212,             -3437392,,             -3964846,                161719,                 22382,                758217,                -84101,                  6670,                 37066,             -3062893,             -6500285,             -8740727,             -8690327,              2516415,             -1056857,                115191,             -7115578,,           -197008828,            195301640,                133370,                -25678,                     70,,,                -77184,                 -4434,                              0,                              0,,,             -1660441,,                218940,                649748,                              0,              1000000,,               -399612,              5032931,               -161757,                543110,,                152994,                  5209,                              0,,              7028938,                -42524,             -1789605,             12350042,             10560437,              6525864,              1919450,              2115123,                              0,,,                              0,                -12625,                 36296,                -15693
