證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 處分投資性不動產,　　 其他非流動資產減少,　　 預付設備款增加,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 庫藏股票買回成本,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他投資活動,　　 預付設備款減少,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 應計退休金負債增加（減少）,　　 取得備供出售金融資產,　　 其他非流動資產增加,　　 償還公司債,　　 發放現金股利,　　　　 金融資產重分類淨損失（利益）,　　　　　 其他應收款－關係人（增加）減少
2506,2015年01月01日至2015年09月30日,,                275451,                275451,,,                111265,                  2499,                  5708,                129136,                 -6722,               -113077,                -76816,                    174,                              0,                 -5113,                              0,                   -455,                 46599,,,                 45649,                 -5711,                  2772,                -26573,                 35135,                -18804,                -62749,                -30281,,                -69365,               -106095,                -35188,                     80,               -247819,                -23438,                -21072,                 -1725,                  1390,               -503232,               -533513,               -486914,               -211463,                  6918,               -131431,                -69874,               -405850,,                    108,                              0,                              0,                 -5885,                -61698,                      6,                              0,                  3260,                  8123,                102736,                 46650,,                632373,               -459734,                              0,                 84124,               -488203,                              0,                -27962,               -259402,                156099,               -462503,              1645723,              1183220,              1183220,,,,,,,,,,,,,
2506,2015年01月01日至2015年06月30日,,                193643,                193643,,,                 78066,                  1719,                    -93,                 88817,                 -4856,,                -53903,                    159,                              0,                 -5415,,                   -333,                104161,,,                 55542,                  5421,                 -1875,                -16010,                 35135,                  7192,                -21281,                 64124,,                -62526,                -87058,                -57417,                    117,               -258254,                -13447,                -11857,                 -2098,                    413,               -492127,               -428003,               -323842,               -130199,                  4808,                -90674,                -54442,               -270507,,                    108,                              0,                              0,                 -5885,                -59160,                      6,                              0,,                  8153,                    511,                -52713,,                417267,               -149262,                              0,                              0,               -417022,                              0,                -27810,               -176827,                 93445,               -406602,              1645723,              1239121,              1239121,                  3554,,,,,,,,,,,,
2506,2015年01月01日至2015年03月31日,,                134712,                134712,,,                 42165,                    826,                    -13,                 44782,                 -1721,,                -11011,                     54,,                    171,,                    -20,                 75233,,,                  2247,                 10291,                 -3731,                 74638,                 31626,                -49635,                -29623,                 35813,,                -33750,                 -5449,                -70546,                    126,               -246781,                 -8140,                 -7911,                    608,                    396,               -371447,               -335634,               -260401,               -125689,                  1704,                -44085,                -10425,               -178495,,                  1496,                              0,,                              0,                 -5864,                      6,,,                              0,,                 -2300,,                407267,               -140723,,,               -302298,                              0,,                -35754,                 54162,               -162387,              1645723,              1483336,              1483336,                    213,                  1849,,,,,,,,,,,
2506,2014年01月01日至2014年09月30日,,                448347,                448347,,,                128708,                  5631,                 31444,                146046,                 -7482,               -181563,                -63509,                 -8450,                 14778,                  8700,                 -2870,                              0,                 71433,,,                -88708,                -20230,                 35822,                -17419,                 74545,                -39534,               -432050,               -487574,,                267294,               -366851,                -76862,                    499,               -105403,                  9482,                -11353,                 -2251,                  2282,               -283163,               -770737,               -699304,               -250957,                  9318,               -144871,               -140121,               -526631,,                 10306,                -23000,                  1137,                 -3753,                -11395,                 10526,                 62840,                 19246,                 -8278,                167535,                225164,,                318999,               -407047,                200000,                144358,               -387692,               -166413,                 -5956,               -303751,                -20741,               -625959,              1957082,              1331123,              1331123,,,,,,,,,,,,,
2506,2014年01月01日至2014年06月30日,,                 19554,                 19554,,,                 86557,                  2832,                 31576,                 95589,                 -4904,,                -50422,                   -857,                 14778,                  9450,,                              0,                184599,,,                -34378,                -29361,                 19007,               -403159,                              0,                -30245,                -20183,               -498319,,                 37600,               -109911,                -82616,                    337,                 87160,                  3233,                -12133,                 -2744,                  9772,                -69302,               -567621,               -383022,               -363468,                  5978,                -95289,                -76630,               -529409,,                    840,                -23000,                  1137,                 -3753,                 -7596,                  2875,                 49903,,                 -6962,                    251,                 13192,,                148237,                -90985,                200000,                144358,               -303386,               -166413,                 -6044,                -74233,                -21236,               -611686,              1957082,              1345396,              1345396,                   -503,,,,,,,,,,,,
2506,2014年01月01日至2014年03月31日,,                 25235,                 25235,,,                 43110,                  1613,                     18,                 48371,                 -1785,,                -20878,                   -435,,                  9507,,                   -272,                 79249,,,                 36635,                -26766,                 21240,               -193116,                              0,                -64077,                  3256,               -222828,,                -21207,                -82194,               -105082,                    176,                 96275,                  4932,                -15406,                    249,                 -3845,               -126102,               -348930,               -269681,               -244446,                  3330,                -48335,                 -1581,               -291032,,                    838,                -23000,,                 -3753,                 -4620,                  2385,,,                 -6192,,                -42224,,                131028,                -35205,,,               -124655,                -68677,,                -97509,                -21908,               -452673,              1957082,              1504409,              1504409,                 -7882,                              0,,,,,,,,,,,
2506,2013年01月01日至2013年06月30日,,                211477,                211477,,,                 83643,                  3935,                 22659,                101520,                 -5062,,                -29614,                    326,                              0,                -86326,                 -9678,,,,,                253114,                 -7557,                -18612,                432633,                 42646,                 25831,                 33527,                732028,,                -15348,                -97910,               -135942,                 -2662,                -83151,                              0,                -80772,,                  7865,               -406416,                325612,                407015,                618492,                  6101,                -99651,                    -75,                524867,,,                -18000,                              0,                -61608,                -19400,                     21,                              0,,                   -954,                              0,                -90247,,                363870,               -732898,                              0,              1056890,               -428486,                              0,                  2136,               -412214,                  2913,                 25319,              1062606,              1087925,              1087925,,,,                 81403,                -19617,                 -9937,                  1504,                              0,                  9694,               -661702,                -12024,,
2506,2013年01月01日至2013年03月31日,,                -38325,                -38325,,,                 42138,                  7838,                 19380,                 50609,                 -1066,,                -10260,                 -3353,,                              0,                 -4621,                -25131,,,,                222126,                -26236,                 21660,                -82611,                -12071,                -74804,                 66367,                 49114,,               -127440,                              0,                -96807,                              0,                110589,                 35538,                -89340,,                  1165,               -165273,               -116159,                -43795,                -82120,                  2105,                -50571,                    -52,               -130638,,                              0,                -18000,,                              0,                 -8045,                  3392,,,,,                -26579,,                              0,               -139226,,                 91973,                              0,                              0,                  2473,                -81295,                 -2064,               -240576,              1062606,                822030,                822030,,,,                 72364,                -16041,                -42951,                  1022,,                 -3926,                -36515,,                 -3170,                 -6325
