證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得無活絡市場之債務工具投資,　　 取得不動產、廠房及設備,　　 存出保證金減少,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 償還長期借款,　　 存入保證金增加,　　 其他非流動負債減少,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
3532,2015年01月01日至2015年09月30日,,              1399232,              1399232,,,              1524754,                 53697,                  5572,                -12524,                     -3,                  3574,                              0,                -26472,                  7657,              1556255,,,                -89738,                 -2718,               -378985,                -19845,               -491286,,               -159476,                 83358,                    650,                  5824,                -69644,               -560930,                995325,              2394557,                 12524,                      3,                 -6755,               -156865,              2243464,,               -300000,               -389394,                     59,                -23284,               -712619,,                              0,               -690916,                 -1012,                   -401,               -775652,             -1467981,                 27704,                 90568,              2245067,              2335635,              2335635
3532,2015年01月01日至2015年06月30日,,                899590,                899590,,,              1017972,                 35881,                  5508,                 -8716,,                              0,                 -2201,                  5776,                     83,              1054303,,,                -59297,                 -8663,                -98885,                -34536,               -201381,,                -41078,                 28194,                  3110,                  3865,                 -5909,               -207290,                847013,              1746603,                  8716,,                 -6691,               -156258,              1592370,,,                -60503,                     58,                -57035,               -117480,,                              0,               -690916,                   -558,                   -331,,               -691805,                 -5279,                777806,              2245067,              3022873,              3022873
3532,2014年01月01日至2014年09月30日,,                879598,                879598,,,              1517522,                 61151,                 13727,                 -1602,                     -8,                              0,                -16927,                 -6857,                  2035,              1569041,,,                -77997,                 -1331,                340709,                 15734,                277115,,                -66535,                106360,                    651,                  6203,                 46679,                323794,              1892835,              2772433,                  1602,                      8,                -15217,                -71086,              2687740,,                              0,               -163205,                    214,               -127886,               -290877,,               -605400,               -172729,                   -375,                 -2067,               -232510,             -1013081,                 -2724,              1381058,                 72017,              1453075,              1453075
3532,2014年01月01日至2014年06月30日,,                452336,                452336,,,              1009920,                 42327,                  9973,                   -474,,                  3807,                              0,                 14871,                  2035,              1082459,,,               -311744,                 11418,                383891,                 19288,                102853,,                 35818,                 76136,                  2873,                  4117,                118944,                221797,              1304256,              1756592,                    474,,                -11274,                -70980,              1674812,,,                -96909,                    243,                -49287,               -145953,,               -605400,               -172729,                 -1386,                 -2052,,               -781567,                 -9282,                738010,                 72017,                810027,                810027
