證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 應付短期票券減少,　　 員工購買庫藏股,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他符合國際會計準則第七號現金及約當現金定義之項目,　　　　 非金融資產減損迴轉利益,　　 短期借款增加,　　　 不影響現金流量之收益費損項目,　　　　 股利收入,　　　　 不影響現金流量之收益費損項目合計,　　 收取之股利,　　 存入保證金增加
1453,2015年01月01日至2015年09月30日,,                 62851,                 62851,,,                  6513,                    479,                  1251,                    420,                   -134,                              0,                   -518,                    -68,                  2407,                 10350,,,                   -300,                    977,                 12563,                    -48,                108792,                 18496,                 56623,                197103,,                 -7901,                 -4338,                 -1854,                -52109,                    427,                -65775,                131328,                141678,                204529,                    134,                   -506,                              0,                204157,,               -108753,                 64479,                 -6185,                    534,                   -320,                -50245,,               -131494,                -15000,                              0,               -146494,                  7418,                 20949,                 28367,                 28367,                              0,,,,,,,
1453,2015年01月01日至2015年06月30日,,                 72548,                 72548,,,                  4319,                    376,                    377,                    295,                   -134,,                   -310,                    -33,,                  8167,,,                              0,                 -1026,                 12278,                     21,                101565,                 19034,                 57748,                189620,,                 -7843,                  8731,                  3883,                -52109,                    721,                -46617,                143003,                151170,                223718,                    134,                   -295,                              0,                223557,,                -94827,                 41481,                 -3425,                    320,,                -56451,,,                -20000,,               -172494,                 -5388,                 20949,                 15561,                 15561,                              0,                  3277,               -152494,,,,,
1453,2015年01月01日至2015年03月31日,,                -15444,                -15444,,,                  2132,                    207,                   -630,                    204,                   -102,,                              0,                    -12,,                  2973,,,                              0,                 -7125,                  7634,                    121,                -23514,                   -209,                 -2863,                -25956,,                   -868,                 -5554,                 -3589,                 33820,                  1542,                 25351,                   -605,                  2368,                -13076,                    102,                   -204,,                -13178,,                -31000,                 20907,                 -2278,                              0,,                -12371,,,                              0,,                 16675,                 -8874,                 20949,                 12075,                 12075,                              0,                  1174,                 16675,,,,,
1453,2014年度,,                -44522,                -44522,,,                  7994,                    590,                   -801,                    693,                    -22,                  2396,                 -2678,                 -5231,,,,,                 -2500,                  1206,                 -3537,                     11,               -313042,                -17437,                  6437,               -328862,,                   -121,                  6019,                 -2407,                  3656,                   -619,                  6528,               -322334,               -318288,               -362810,                     22,                   -630,                 -4538,               -367956,,               -168670,                341188,                 -8368,                  3891,                   -608,                168988,,,                 25025,                 13202,                194009,                 -4959,                 25908,                 20949,                 20949,                              0,                  2660,                155782,,                 -1555,                  4046,                  1555,                              0
1453,2014年01月01日至2014年09月30日,,                -31927,                -31927,,,                  5916,                    406,                   -400,                    307,                    -22,                  2397,                 -2388,                   -992,                 11460,                 16684,,,                 -2500,                -16270,                -13599,                    -46,               -134077,                -15393,                  9320,               -172565,,                  1878,                 35146,                    341,                  1143,                   -613,                 37895,               -134670,               -117986,               -149913,                     22,                   -297,                 -4538,               -154726,,                -62500,                180826,                 -8368,                  3437,                   -319,                113076,,                  9445,                  5000,                 13241,                 27686,                -13964,                 25908,                 11944,                 11944,                              0,,,,,,,
1453,2014年01月01日至2014年06月30日,,                -23870,                -23870,,,                  3903,                    262,                    163,                    155,                    -22,,                 -1665,                   -494,,                 19762,,,                 -2500,                -10317,                  1966,                   -295,                -40089,                -14712,                 10880,                -55067,,                 -2457,                    508,                 -5780,                  3308,                  3095,                 -1326,                -56393,                -36631,                -60501,                     22,                   -145,                 -4538,                -65162,,                -62500,                 92493,                 -1590,                  1990,,                 30393,,,                  5000,,                 22955,                -11814,                 25908,                 14094,                 14094,                              0,                 17460,                 17955,,,,,
1453,2014年01月01日至2014年03月31日,,                 -5479,                 -5479,,,                  1937,                    131,                    154,                     36,                              0,,                    -40,                   -336,,                 10492,,,                 -2500,                 -3001,                  5938,                    235,                 -4279,                 -3579,                 -6700,                -13886,,                 -6790,                   -309,                 -2940,                 -5442,                   -793,                -16274,                -30160,                -19668,                -25147,                              0,                    -36,,                -25183,,                -37500,                 55434,                 -1519,                     40,,                 16455,,,                     10,,                   -516,                 -9244,                 25908,                 16664,                 16664,                              0,                  8610,                   -526,,,,,
1453,2013年度,,                 23485,                 23485,,,                  8486,                  1353,                    482,                    142,                     -5,                              0,                              0,                   -597,,,,,                  2115,                  7881,                  6538,                    -93,                -32400,                -15643,                -76613,               -108215,,                  4551,                 -5759,                 -4893,                 53767,                   -210,                 47456,                -60759,                -54193,                -30708,                      5,                   -144,                              0,                -30847,,               -113000,                145063,                 -1265,                              0,                 -1049,                 31134,,,                      1,                              0,                    950,                  1237,                 24671,                 25908,                 25908,                              0,                 -1910,                    929,,                 -1385,                  6566,                  1385,                     20
1453,2013年01月01日至2013年09月30日,,                 -3220,                 -3220,,,                  6545,                  1197,                    804,                     97,                              0,                              0,                              0,                   -237,,,,,                   -500,                  4153,                  4289,,                -31561,                -32522,                 -7476,                -63617,,                 11363,                 -8025,                 -3056,                 42017,                    507,                 42806,                -20811,                -12405,                -15625,                              0,                    -99,                              0,                -15724,,                -57000,                 82945,                 -1264,                              0,                 -1049,                 23632,,,                              0,                              0,                  1411,                  9319,                 24671,                 33990,                 33990,                              0,                              0,                  1351,,,                  8406,,                     60
