證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 透過其他綜合損益按公允價值衡量之金融資產減資退回股款,　　 取得按攤銷後成本衡量之金融資產,　　 對子公司之收購（扣除所取得之現金）,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他非流動資產增加,　　 預付設備款增加,　　 其他預付款項增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 應付短期票券增加,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金減少,　　 應付租賃款減少,　　 發放現金股利,　　 現金增資,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分備供出售金融資產
1339,2015年01月01日至2015年09月30日,,                307802,                307802,,,                204054,                  4125,                  2513,                 -7015,                  7411,                 -2250,                 -2151,                  3380,                     -5,                  1878,                  2763,                  4181,                218884,,,                 -4587,                 -5717,               -192657,                 -2673,               -102026,                -70479,                 -2997,               -381136,,                -13413,                 46222,                  6395,                  2160,                 41364,               -339772,               -120888,                186914,                  1911,                  2151,                 -6739,                -93531,                 90706,,                -87600,                 25731,               -609162,               -151699,                      5,                     56,                   -366,               -109140,                -29867,               -962042,,                 -2353,                 50000,              1057221,               -232807,                 -1279,               -498266,               -151852,                927447,                180132,              1328243,                  8166,                465073,                102170,                567243,                567243,,,
1339,2015年01月01日至2015年06月30日,,                168344,                168344,,,                128844,                  2521,                    885,                  2398,                  2518,                 -1103,,                  3380,,                  1878,                 -4056,                    120,                137385,,,                  1773,                 -6912,                -74512,                 -6185,                -74005,                 19153,                 -1676,               -142364,,                -10780,                 46687,                 58671,                   -347,                 94231,                -48133,                 89252,                257596,                    928,,                 -2390,                -56915,                199219,,,,               -609162,               -226713,,                     58,,                -64271,,               -930151,,                -15000,,                400000,               -194234,                 -1324,                -12506,,                927447,                115178,              1219561,                 -1072,                487557,                102170,                589727,                589727,                   -715,                -55079,                 25731
1339,2014年01月01日至2014年09月30日,,                269897,                269897,,,                173740,                  2733,                 -2453,                 -1242,                  1368,                 -1358,                              0,                              0,                              0,                              0,                 -2245,                 -2128,                168415,,,                  1217,                    774,                 26997,                 -3667,                -88834,                 21799,                              0,                -41714,,                -15100,                 -7173,                  1953,                  1745,                -18575,                -60289,                108126,                378023,                  1032,                              0,                 -1386,                -53396,                324273,,                -39762,                 13530,                              0,                -91279,                              0,                    -86,                 -5693,               -154362,                              0,               -277652,,                              0,                              0,                              0,                -37551,                              0,                -17444,                -98889,                              0,                              0,               -153884,                              0,               -107263,                133655,                 26392,                 26392,,,
1339,2014年01月01日至2014年06月30日,,                194474,                194474,,,                113791,                  1795,                 -2036,                  2482,                    990,                 -1086,,                              0,,                              0,                              0,                    145,                116081,,,                  1217,                 -5229,                 12993,                   -818,                -41042,                    433,                 -3109,                -35555,,                  1909,                 -6559,                  1802,                  2364,                   -484,                -36039,                 80042,                274516,                    417,,                 -1004,                -31147,                242782,,,,                              0,               -162979,,                    108,,                              0,,               -190804,,                              0,,                              0,                -25259,                              0,                -15351,,                              0,                              0,                -40610,                              0,                 11368,                133655,                145023,                145023,                              0,                -27933,                              0
