證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 各項保險負債淨變動,　　　　 其他各項負債準備淨變動,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資性不動產損失（利益）,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 處分承受擔保品損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 備供出售金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 再保險合約資產（增加）減少,　　　　　 持有至到期日金融資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 其他資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 避險之衍生金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他金融負債增加（減少）,　　　　　 其他負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 央行及同業融資增加,　　 央行及同業融資減少,　　 應付商業本票增加,　　 應付商業本票減少,　　 發行金融債券,　　 償還金融債券,　　 其他借款減少,　　 附買回票券及債券負債減少,　　 發放現金股利,　　 現金增資,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　　　 處分其他資產損失（利益）,　　 其他金融資產減少,　　 其他借款增加,　　 附買回票券及債券負債增加,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　 存入保證金增加,　　 其他資產減少,　　　　 金融資產減損損失,　　 以成本衡量之金融資產減資退回股款,　　 處分承受擔保品,　　 存入保證金減少,　　　　 金融資產減損迴轉利益
2892,2015年01月01日至2015年09月30日,,             14389479,             14389479,,,                620592,                175754,              1897381,             10679070,            -31847273,               -764477,               -619068,                  1254,                196054,                661009,                  1397,                -44641,                              0,                 -4552,                              0,            -19047500,,,             -3089347,            -33017497,              1174092,              4541720,             35347224,                 -5794,            -51933686,             11619672,                              0,            -35363616,,             11014621,              6677620,                              0,              7638097,             68878807,               -112896,                -12419,            -16376479,                786599,             78493950,             43130334,             24082834,             38472313,             31690945,                754617,            -10029117,             -2093302,             58795456,,                              0,               -573630,                 10984,               -103120,                -19657,                245321,               -234555,               -674657,,                              0,                -14690,                674467,                              0,              4100000,                              0,             -2616465,             -2754083,             -6481478,             23520000,             16427751,              1843902,             76392452,            197384706,            273777158,             57669213,            214561776,              1546169,,,,,,,,,,,,,
2892,2015年01月01日至2015年06月30日,,              9641006,              9641006,,,                405772,                118940,              1108395,              7121535,            -21132109,               -225134,               -692670,                -11404,,                473905,                -33162,                -44641,                              0,                 -3291,                              0,            -12913864,,,             -1115034,            -20118715,             10582218,             -1703691,             74057327,                 -5478,            -39700554,             10689984,                              0,             32686057,,             23395750,              2211275,                              0,             -8843547,              7905963,               -103672,                -61183,             -2397930,                400479,             22507135,             55193192,             42279328,             51920334,             21276652,                207610,             -6986401,               -950486,             65467709,,                              0,               -393355,                 44773,                -42331,                -19657,                245321,                 16686,               -148563,,                              0,                -11501,                              0,             -2356020,              6100000,                              0,             -5042599,             -1559411,                              0,,             -2869531,             -1444497,             61005118,            197384706,            258389824,             49604107,            208219350,                566367,,,,,,,,,,,,,
2892,2015年01月01日至2015年03月31日,,              4941715,              4941715,,,                201657,                 61897,                730983,              3554228,            -10547492,                 -2208,               -887488,                 -9824,,                  4628,                -24048,,                              0,                              0,                              0,             -6917667,,,             -1159966,            -16730897,             12097482,              2271309,             49991938,                 -2907,            -26834056,              9530843,                              0,             29163746,,              3016647,                -14118,                              0,            -13251292,              2227434,,                -90382,             -3189897,                814372,            -10487236,             18676510,             11758843,             16700558,             10888914,                  1808,             -3040876,               -338682,             24211722,,                              0,               -110554,                 35528,                -22109,                -19657,                              0,             -5928958,             -6045750,,                              0,                 -2983,              2854405,                              0,              7000000,                              0,             -2561439,             -2061815,                              0,,              5228168,               -841816,             22552324,            197384706,            219937030,             57832037,            162048953,                 56040,                              0,                              0,                              0,                              0,,,,,,,,,
2892,2014年度,,             16483045,             16483045,,,                751380,                219802,              6308204,             14601666,            -42879260,               -817712,             -7083924,                 18588,,                 25805,               -103798,,                  5510,                              0,                  5789,,,,             -2548291,             -9371761,             13036838,              4895278,            -72295570,                    766,             -3514347,             -6606769,                244714,            -76159142,,            -15280348,              8374493,                 -7973,              5441505,             91408657,,                -68748,               -478056,                703317,             90092847,             13933705,            -15014245,              1468800,             42531065,                818028,            -14520097,             -2224157,             28073639,,             -1208814,             -1146226,                      7,               -300993,               -368012,                396991,               -222238,             -2849285,,                 11725,                              0,              4901372,,,             -7800000,,             -5492695,             -4326754,,             -7895800,              2724735,             20053289,            177331417,            197384706,             62282631,            133219869,              1882206,,                              0,              4810552,                              0,,            -28947950,,,,,,,
2892,2014年01月01日至2014年09月30日,,             13495536,             13495536,,,                559367,                163366,              4749163,             11030804,            -32141196,               -723852,                388675,                  4752,                              0,                -53441,                  1659,               -118748,                              0,                -58884,                              0,            -16198335,,,             -2535118,            -10500510,             10161435,              8903236,            -55228608,                 -2104,             -1949922,              5018517,                              0,            -46133074,,             12683473,             -1636876,                 -7973,                134487,             42587941,               -109584,                  7596,               -386221,                984191,             54257034,              8123960,             -8074375,              5421161,             31299934,                721338,            -10299466,             -2017226,             25125741,,             -1208814,               -493120,                      8,               -163150,                 -3091,                396990,             -1254185,             -2725362,,                 14847,                              0,              1394985,                              0,                              0,             -5800000,              1405029,             -1776284,             -4326754,                              0,             -9088177,                900593,             14212795,            177331417,            191544212,             89570726,             98140537,              3832949,,,,,,,,,,,,,
2892,2014年01月01日至2014年06月30日,,              9402028,              9402028,,,                371537,                106938,              2691913,              7347306,            -21262570,               -210454,                411084,                 -2063,,                -27371,                    827,               -118748,                              0,                -58926,                              0,            -10750527,,,             -1665990,            -15822265,              9599104,              8554669,            -32448195,                 -2191,              7196549,               -842166,                              0,            -25430485,,             30543609,             -1374593,                 -7973,             -4207077,             36364906,                -99037,                     30,              7070475,               -113690,             68176650,             42746165,             31995638,             41397666,             20640355,                210770,             -6945223,               -842052,             54461516,,             -1208814,               -263020,                              0,               -135923,                   -484,                396992,             -4921982,             -6133231,,                  1683,                              0,                446821,                              0,                              0,             -6800000,               -426950,             -1099659,                              0,,             -7878105,                 96472,             40546652,            177331417,            217878069,             91872828,            122150738,              3854503,,,,,,,,,,,,,
2892,2014年01月01日至2014年03月31日,,              4276996,              4276996,,,                185391,                 51858,              1584009,              3576174,            -10450763,                 -1053,                312149,                  4069,,                -38082,                    133,,                  5058,                              0,                              0,             -4771433,,,             -1106749,             -9257708,              5366020,             12268284,            -31526150,                    516,             12057952,             -5877883,                              0,            -18075718,,             25308186,                734638,                 -7973,             -7093422,             15749917,,                -80847,              4376542,               -128300,             38858741,             20783023,             16011590,             20288586,             10050169,                  1053,             -2851040,               -210449,             27278319,,               -305319,               -115798,                              0,                -87504,                   -484,                              0,                -52455,               -561560,,                496062,                              0,                              0,               -506240,                              0,             -3500000,               -258017,                              0,                              0,,             -3187897,                875669,             24404531,            177331417,            201735948,             73810917,            123029049,              4895982,                   -376,                              0,                              0,                580298,,,,,,,,,
2892,2013年度,,             13049154,             13049154,,,                727551,                165358,              7214906,             12199328,            -38131760,               -760515,                400614,                  4440,,                -96810,                 22704,,                              0,                 -3046,                    147,,,,             -2742552,            -27337093,            -12807468,             -5325860,             -1441874,                   -834,            -25573798,            -23134347,                 10970,            -98352856,,            -11805915,             -6851886,                -36611,             -2665288,            109890687,,               -122807,             26472682,                297018,            115177880,             16825024,             -1432059,             11617095,             37743458,                760831,            -12171414,             -1719366,             36230604,,                              0,             -1246788,                  2164,               -201985,             -1741880,                              0,               -311624,             -2750113,,                              0,                 -8908,              1988873,,,                              0,,                              0,             -3656412,,              6668218,                752402,             40901111,            136430306,            177331417,             56683394,            117178752,              3469271,,                750000,              1560008,              6784657,,            -18257083,,,,,,,
2892,2013年01月01日至2013年12月31日,,             13049154,             13049154,,,                982426,                165358,              7214906,             12199328,            -38131760,               -760515,                400614,                  4440,,                -96810,                 24863,,                              0,                 -3046,                    147,,,,             -2742552,            -27337093,            -12807468,             -5325860,             -1441874,                   -834,            -25573798,            -23134347,                 10970,            -98352856,,            -11805915,             -6851886,                -36611,             -2665288,            109890687,,               -122807,             26472682,                297018,            115177880,             16825024,             -1175025,             11874129,             37743458,                760831,            -12171414,             -1719366,             36487638,,,             -1246788,                  2164,               -201985,             -1741880,,               -707512,             -3007147,,,                 -8908,              1988873,                              0,                              0,,,                              0,             -3656412,,              6668218,                752402,             40901111,            136430306,            177331417,             56683394,            117178752,              3469271,,,              1560008,              6784657,,            -18000049,,                138854,                              0,                750000,,,
2892,2013年01月01日至2013年09月30日,,             11435747,             11435747,,,                544863,                121937,              4151133,              8965917,            -28185014,               -755152,               -591483,                  1346,,               -102790,                  3686,                              0,,                              0,                              0,,,,             -2534020,            -16871891,            -15547080,             -2207545,             -5974287,                   -584,             -2849372,             -4368762,,            -50353541,,             -8099030,             -6860649,                -36673,             -2811698,             58419543,                -77560,                     11,             27469746,                748551,             68752241,             18398700,              2553143,             13988890,             28089173,                751876,             -8540103,             -1316173,             32973663,,                              0,               -490363,                  2162,                -60872,             -1069417,                              0,             -1919427,             -3537917,,                              0,                 -6768,              1298195,,,                              0,                              0,                              0,             -3656412,,              1636144,                560171,             31632061,            136430306,            168062367,             40999898,            124976602,              2085867,,,              1491256,              2412496,,            -15845557,                 97377,,,,,,
