證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 處分子公司,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 其他非流動負債增加,　　 發放現金股利,　　 庫藏股票買回成本,　　 非控制權益變動,　　 其他籌資活動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他金融資產增加,　　 其他金融資產減少,　　　 不影響現金流量之收益費損項目,　　　　 處分投資損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　　　 其他營業負債增加（減少）,　　 其他應收款－關係人減少,　　 應收款項減少,　　 其他非流動資產減少,　　 其他非流動負債減少,　　　　　 應付帳款－關係人增加（減少）,　　　　　 負債準備增加（減少）,　　 應收款項增加,　　　　 處分其他資產損失（利益）,　　 對子公司之收購（扣除所取得之現金）,　　 其他金融負債減少,　　 預付設備款減少,　　 其他應收款－關係人增加,　　 取得子公司股權
1532,2015年01月01日至2015年09月30日,,              1490413,              1490413,,,                629423,                 31712,                     25,                 11584,                104412,                -24328,                -38933,                 -3611,                 96077,                    -72,                              0,                 -1609,                804680,,,                507577,                286849,                      6,              1304981,                -96550,                -65111,                370819,              2308571,,               -758564,               -112480,               -638304,                 21845,             -1487503,                821068,              1625748,              3116161,                 14981,                 44866,               -193241,               -478410,              2504357,,                -40000,                  2200,                              0,                 16500,                              0,                 31720,               -404576,                 31354,                   -828,                 -1077,                              0,               -364707,,              9281379,             -9509084,                 45972,                              0,              5593620,             -6006473,                     95,               -590484,               -120490,               -121371,               -156757,             -1583593,                 57064,                613121,              2121818,              2734939,              2734939,,,,,,,,,,,,,,,,,,,
1532,2015年01月01日至2015年06月30日,,                780990,                780990,,,                420768,                 20996,                     25,                  2896,                 68403,                -18658,                -33923,                   -494,                 11692,                    907,,                   -199,                472413,,,                501418,                 26132,                 -2105,                826152,                -38264,                 32291,               -178970,              1166654,,               -379962,               -120470,               -341501,                  3802,               -838131,                328523,                800936,              1581926,                 12336,                 33923,               -128255,               -340635,              1159295,,                -40000,,                              0,                 16500,                              0,                 33920,               -288197,                 27232,                   -287,                   -664,                              0,               -251496,,              7456717,             -6782308,                120175,,              3723417,             -3224828,                     95,,,                -61590,               -155002,              1076676,                -56071,              1928404,              2121818,              4050222,              4050222,,,,,,,,,,,,,,,,,,,
1532,2015年01月01日至2015年03月31日,,                452371,                452371,,,                213037,                 10597,,                  4344,                 36198,                -11414,,                  2119,                  2554,                   -542,,                  3552,                260445,,,                512265,                 -7439,                 -1958,                758863,                 59660,                -85386,                -57513,              1178492,,               -252293,               -181895,               -581377,                 25276,               -990289,                188203,                448648,                901019,                  8264,,                -36211,                -75402,                797670,,                -40000,,                              0,                 16500,                              0,,               -117635,                 18162,                              0,                   -942,                              0,               -123081,,              3400432,             -3003119,                220022,,                596501,             -1784450,                     57,,,                -13385,                              0,               -583942,                -17732,                 72915,              2121818,              2194733,              2194733,                              0,                    834,,,,,,,,,,,,,,,,,
1532,2014年度,,              1748923,              1748923,,,                785148,                 40601,                    179,                 40000,                192663,                -62982,                -49295,                  4594,                 26114,                  2257,                     64,                 84695,,,,               -943839,                -21145,                 39236,               -472634,                455844,               -189150,                -97737,             -1229425,,                252513,                -93012,                958792,                 78358,              1191272,                -38153,              1025885,              2774808,                 48171,                 51341,               -286447,               -353198,              2234675,,,                              0,                -98748,,                    -92,                 35989,               -573402,                  8732,                 -3283,                -66761,                 32982,                -15229,,             20979763,            -21100347,                     41,,              3597971,             -3524575,,             -1157812,,                -74786,               -519230,             -1800256,                 16026,                435216,              1686602,              2121818,              2121818,                              0,                646954,,                              0,              1064038,                 -5379,                  2400,                              0,                              0,                 -1281,,,,,,,,,
1532,2014年01月01日至2014年09月30日,,                943196,                943196,,,                599653,                 30314,                              0,                 37104,                154339,                -51095,                -49295,                  3498,                 54378,                    821,                     64,                -15455,                764326,,,               -428507,                 41405,                 23440,             -1092200,                 13232,               -229740,               -279428,             -1951798,,               -223123,                -57791,                774214,                -90850,                402450,             -1549348,               -785022,                158174,                 39449,                 51358,               -219377,               -292798,               -263194,,                              0,                              0,                -98748,                              0,                    -92,                 35526,               -421654,                  8491,                   -368,                -73065,                 54695,               -495215,,             16525176,            -13777094,                              0,                -29952,              3272770,             -3530838,                              0,             -1157812,                              0,                  3484,               -281157,              1024577,                 18514,                284682,              1686602,              1971284,              1971284,,,,,,,,,,,,,,,,,,,
1532,2014年01月01日至2014年06月30日,,                672409,                672409,,,                399842,                 20265,                              0,                 30236,                113891,                -29868,                -44561,                  1264,                 40860,                  1548,,                 -7718,                525759,,,               -136714,                -31936,                 36410,               -972045,               -145877,               -115583,               -147649,             -1513394,,               -143562,                -80749,                362571,                  4069,                142329,             -1371065,               -845306,               -172897,                 26525,                 44561,               -146985,               -202659,               -451455,,                              0,,                -93748,                              0,                    -92,                 32040,               -323932,                  4850,                   -176,                -73691,                 32746,               -422003,,              6018691,             -4400600,                 10048,,              1969103,             -2085979,                              0,,,                 -2292,               -278634,              1230337,                -10199,                346680,              1686602,              2033282,              2033282,,,,,,,,,,,,,,,,,,,
1532,2014年01月01日至2014年03月31日,,                299799,                299799,,,                202669,                 10711,,                 28464,                 57309,                -15167,,                  2322,                 18878,                  3020,,                 -4810,                303396,,,                -45716,                -31082,                 -6087,               -105774,               -104674,               -115839,                  2294,               -406878,,               -208379,               -126036,                206263,                 56788,                -71364,               -478242,               -174846,                124953,                 11819,,                -59745,               -105380,                -28353,,                              0,,                -93748,                              0,                    -92,,               -171949,                  1668,                   -176,                -69116,                   -181,               -428387,,              2959184,             -1727695,                 10048,,                913109,               -945990,                              0,,,                -10383,                   -745,              1197528,                 17988,                758776,              1686602,              2445378,              2445378,                -94793,                              0,,,,,,,,,,,,,,,,,
1532,2013年度,,              4334894,              4334894,,,                819549,                 51196,                              0,                -64050,                249566,                -73178,                -29184,                 16619,                 47663,             -2759239,                  1347,                   -947,,,,               -535427,                 48077,                 64010,             -1710185,               -388946,               -155229,               -581479,             -3259179,,                153860,                277193,                671404,               -133241,                963956,             -2295223,             -4031696,                303198,                 71295,                 30305,               -292334,               -277281,               -164817,,,                  9915,                -60928,,                 12216,                 75232,             -1442619,              4844091,                 -3214,               -109751,                219505,              2833911,,             11650247,            -10399003,                315858,,              5260500,             -8907123,,               -378370,,               -339053,               -241502,             -3038446,                 84717,               -284635,              1971237,              1686602,              1686602,               -726608,                              0,,                  4185,             -1736473,                 -5260,                              0,                  6813,                  9259,                              0,,,,,,,,,
1532,2013年01月01日至2013年12月31日,,              4334894,              4334894,,,                819549,                 51196,,                -64050,                249566,                -73178,                -29184,                 16619,                 47663,             -2751097,                  1347,                   -947,,,,               -535427,                 48077,                 88198,             -1751537,               -388946,               -262458,               -498438,             -3300531,,                153860,                277193,                671404,               -133241,                963956,             -2336575,             -4073048,                261846,                 71295,                 30305,               -250982,               -277281,               -164817,,,                  9915,                -60928,,                 12216,                 75232,             -1442619,              4844091,                 -3214,               -109751,                219505,              2833911,,             11650247,            -10399003,                315858,,              5260500,             -8907123,,               -378370,,               -339053,               -241472,             -3038446,                 84717,               -284635,              1971237,              1686602,              1686602,               -726608,,,                  4185,             -1736473,                 -5260,                  6813,,                  9259,,,,,                 -8142,                              0,                    -30,,,
1532,2013年01月01日至2013年09月30日,,              1339469,              1339469,,,                627196,                 40089,,                -62742,                188003,                -29393,                -29164,                 11843,                 18112,                -13141,                  1193,                -23312,,,,               -489355,                 41180,                113754,             -1157600,               -333575,               -234546,               -375065,             -2435207,,                123643,,,                384024,                438403,             -1996804,             -1268120,                 71349,                 27252,                 34129,               -197285,               -130395,               -194950,,,                  9915,                 -5000,,                   -144,                 75232,             -1013482,                529897,                 -1329,               -118776,,               -425360,,              6218375,             -5183588,                395590,                              0,              4463222,             -4392557,,               -378370,,               -413184,               -224702,                484786,                 60043,                -75481,              1971237,              1895756,              1895756,               -350178,                429715,,,                728684,                    750,,                  2969,                 15821,,                -61786,                 -8228,,,,,,,
