證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分投資損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 處分備供出售金融資產,　　 處分無活絡市場之債務工具投資,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 發放現金股利,　　 支付之利息,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 取得無活絡市場之債務工具投資
3515,2015年01月01日至2015年09月30日,,                216498,                216498,,,                  9415,                  1004,                  2437,                -51525,                 12918,                              0,                -25751,,,               -160570,                491403,                 40797,                371630,,                    840,                430757,                 57466,                 51226,                  1317,                541606,                913236,                887485,              1103983,                -37596,              1066387,,                              0,              1950196,                              0,                -17545,                 -2874,                              0,                -10238,                 68902,              1988441,,                340000,               -460167,                 -2437,                  3520,               -119084,                144484,              3080228,                610033,              3690261,              3690261,
3515,2015年01月01日至2015年06月30日,,                148621,                148621,,,                  6159,                    333,                  1166,                -40937,                  8503,                              0,                -24776,,,                 87907,              1140932,                 29538,              1258377,,                  1260,               -386593,                -49070,                -10705,                 26204,               -418904,                839473,                814697,                963318,                 -6928,                956390,,                              0,               -655849,                              0,                 -6657,,                   -434,                   -238,                 44086,               -619092,,                400000,,                 -1166,                  3520,                402354,                -91380,                648272,                610033,              1258305,              1258305,                              0
3515,2014年01月01日至2014年09月30日,,                422836,                422836,,,                 14210,                  1034,                              0,                -67492,                  7739,                -34807,                -79316,,,                -95938,               -137393,                -66581,               -299912,,                    420,               -663034,                -53170,                -40562,                  1371,               -754975,             -1054887,             -1134203,               -711367,               -124745,               -836112,,                 47865,                316768,                -30180,               -146748,                              0,                    497,                 -2143,                 69591,                255650,,                              0,             -1101639,                              0,                              0,             -1101639,                 70105,             -1611996,              2126236,                514240,                514240,
3515,2014年01月01日至2014年06月30日,,                269962,                269962,,,                  8712,                    723,                              0,                -45540,                  2997,                -34807,                -67915,,,                203762,               -100004,                -62121,                 41637,,                    840,               -630721,                -72261,                -37614,                    914,               -738842,               -697205,               -765120,               -495158,                -57960,               -553118,,                 47865,                              0,                -30180,               -139058,,                    987,                 -1000,                 29547,               -648998,,                              0,,                              0,                              0,                              0,                  5952,             -1196164,              2126236,                930072,                930072,               -557159
