證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款－關係人增加,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 應付租賃款減少,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2606,2015年01月01日至2015年03月31日,,                 69919,                 69919,,,                555953,                103339,                -92832,                  1081,                              0,                -87136,                              0,                              0,               -254347,                -44935,                181123,,,                236989,                121788,                -26062,                 50150,                 38475,                421340,,                127179,                 29474,                508645,                -36802,                 -5101,                623395,              1044735,              1225858,              1295777,                 73474,                -93607,                 -1925,              1273719,,             -1733765,                402718,                -53876,                              0,                    897,                              0,             -1036449,             -2420475,,               -290000,                 -9091,              1454947,               -425198,                 -8452,                     -2,                722204,               -204241,               -628793,             19054142,             18425349,             18425349
2606,2014年01月01日至2014年03月31日,,                369362,                369362,,,                405570,                 80432,                -62192,                 -9518,                -34791,                -52621,                  3649,                   -908,                389784,                 -6041,                713364,,,               -240350,               -132084,                 -5039,                 -6780,                -21077,               -405330,,                -25658,                 28777,                -74179,                 38687,                -16235,                -48608,               -453938,                259426,                628788,                 44018,                -71634,                 -1358,                599814,,               -609048,                  5818,                -26721,                162621,                 -2295,                 -9080,             -2485730,             -2964435,,                -95000,                -47785,              4049703,             -1047390,                -28056,                    -16,              2831456,                252655,                719490,             13001660,             13721150,             13721150
