證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 預付投資款增加,　　 處分子公司,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 預收款項增加－處分資產,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 其他金融資產增加,　　 其他金融資產減少,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 其他應付款－關係人增加,　　 發放現金股利,　　 庫藏股票處分,　　 取得子公司股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 其他應付款－關係人減少,　　　　　 其他應付款－關係人增加（減少）,　　 應付短期票券減少,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　　　　 應付票據－關係人增加（減少）,　　　　　 應計退休金負債增加（減少）,　　 取得無活絡市場之債券投資,　　 無活絡市場之債務商品投資到期還本,　　 其他應收款增加,　　 處分無形資產,　　 因合併產生之現金流入,　　 其他非流動負債增加,　　 預付設備款增加,　　　　　 持有供交易之金融資產（增加）減少,　　 取得採用權益法之投資,　　 庫藏股票買回成本,　　 其他籌資活動
1464,2015年01月01日至2015年09月30日,,                373132,                373132,,,                194530,                  3144,                 -3726,                 -1898,                 28711,                 -4315,                 -1479,                              0,                 -5962,                -27337,                 20398,                 -3733,                   -374,                197959,,,               -110049,                              0,                -57326,                              0,                 20235,               -282547,                -17819,                -29612,               -477118,,                   -735,                 11170,                 39530,                              0,               -103942,                   -880,                 22171,                 -3066,               -162998,               -198750,               -675868,               -477909,               -104777,                  4327,                  1479,                -28205,                -19597,               -146773,,                              0,                -63463,                 34765,                -30000,                146944,               -283849,                 43305,                              0,                -12072,                              0,                -20544,                -40241,                 40838,               -422353,                  1499,               -605171,,              6856096,             -7017088,                 19942,                445000,                 39000,                -37050,                    400,                   -610,                 46685,               -231190,                 83456,                              0,                              0,                204641,                 28249,               -519054,                902261,                383207,                383207,,,,,,,,,,,,,,,,,,
1464,2015年01月01日至2015年06月30日,,                252783,                252783,,,                127677,                  2292,                  1127,                   -832,                 20761,                 -2650,,                              0,                  2910,                -27337,                 16268,                  2917,                 -2230,                140903,,,                -83724,                              0,                127684,                              0,                 29367,               -115174,                 -8053,                -21990,                -71890,,                   -844,                 10280,                -60096,                              0,               -229522,,                 18984,                 -2377,               -164066,               -427641,               -499531,               -358628,               -105845,                  2664,,                -20843,                -11929,               -135953,,                              0,                -19399,                 27380,                              0,                146944,                -90670,                 23031,                              0,                 -1862,,                -19694,                -40241,,               -348166,                  1360,               -321317,,              4419537,             -4929791,                -90018,                445000,                 39000,                -24050,                    400,                   -410,,                -13692,                 83456,                              0,                              0,                 12265,                -24519,               -469524,                902261,                432737,                432737,                 82833,,,,,,,,,,,,,,,,,
1464,2015年01月01日至2015年03月31日,,                100177,                100177,,,                 63663,                    944,                 -1868,,                  9878,                 -1344,,                              0,                   -573,,                  7469,                  5408,                 -3255,                 80322,,,                -14806,                              0,                 76617,                              0,                 -1799,                -70007,                 -1203,                   -461,                -11659,,                   -207,                 17219,                -13893,                              0,               -109093,,                 11507,                   -668,               -158641,               -285714,               -297373,               -217051,               -116874,                  1357,,                -10864,                   -179,               -126560,,,                -18833,                 17001,,                146944,                -64302,                  6351,,                     -8,,                -19694,,,               -126667,                    891,                -58317,,              1873694,             -2095028,,,                 39000,                -11050,,                   -303,                              0,,,                              0,,               -193730,                  6503,               -372104,                902261,                530157,                530157,,                -31938,                    -43,,,,,,,,,,,,,,,
1464,2014年度,,                898583,                898583,,,                204462,                  7575,                  7678,,                 33770,                 -1557,                   -589,                -16944,                 -3606,               -850475,                 32058,                 -4602,                -15557,,,,                -65326,                              0,                -84039,                   -744,                280757,               -193203,                 -7894,                 -8636,                -79085,,                    735,                   -116,                 44371,                 80060,                  6637,,                 -2978,,                188884,                235249,                156164,               -451623,                446960,                  3096,                    589,                -28720,                -12866,                409059,,                -20000,,,               -509034,                622451,               -357244,                261219,,                 -2209,                  7247,                 -1108,,,                -66330,,               -295622,,             11022697,            -10948461,                 29983,,                 60667,                -36100,                    459,                              0,                  1276,                              0,,                -27290,                137292,                282925,                  5558,                401920,                500341,                902261,                902261,                -19351,                -53048,                -15008,,               -607787,                -21036,                 -8260,                 -6635,                  9804,               -477834,                142911,                101140,                 76761,,,,,
1464,2014年01月01日至2014年09月30日,,                 40043,                 40043,,,                144493,                  5490,                 -1681,                              0,                 25344,                 -1104,                   -485,                -16944,                 -4538,                              0,                 10843,                 -1416,                 -2390,                157612,,,               -129970,                 -2325,                 30118,                 -6066,                 -5021,               -218375,                -22241,                -14374,               -368254,,                              0,                  4024,                -14373,                 -1207,                -30992,                 10758,                 20325,                 -1974,                172356,                158917,               -209337,                -51725,                -11682,                  1105,                    485,                -25226,                -12797,                -48115,,                -20000,                 -3000,                  5909,               -129369,                              0,               -225191,                 48812,                286801,                 -2209,                  1870,                   -500,                              0,                              0,                -59129,                  3309,                -92697,,              7294584,             -7218654,                 29940,                              0,                 41000,                -26050,                    290,                              0,                 -2875,                              0,                              0,                 -2400,                100925,                216760,                -38127,                 37821,                500341,                538162,                538162,,,,,,,,,,,,,,,,,,
1464,2014年01月01日至2014年06月30日,,                 31602,                 31602,,,                 92984,                  3836,                 -2273,                              0,                 15783,                   -422,,                 -9543,                 -4938,                              0,                 24571,                  3048,                   -514,                122532,,,                 11612,                  2360,                 98052,                 -5315,                -20163,               -195773,                -23026,                 -8061,               -140314,,                              0,                  7362,                -19684,                -13282,                -40663,,                 11048,                 -1589,                 10832,                -45976,               -186290,                -63758,                -32156,                    424,,                -17000,                 -9431,                -58163,,                -20000,                 -2000,                  5577,                -49597,                              0,               -171966,                 48793,                283020,                 -2134,,                   -500,                              0,,                  5764,                  3210,                100167,,              4688611,             -4744855,                              0,                              0,                 41000,                -16000,                    274,                              0,,                              0,                              0,                 -2400,                 87716,                 47456,                -41628,                 47832,                500341,                548173,                548173,                 -6890,,,,,,,,,,,,,,,,,
1464,2014年01月01日至2014年03月31日,,                  4210,                  4210,,,                 44919,                  1677,                    333,,                  8544,                   -208,,                 -4941,                   -187,,                 10843,                   -388,                   -128,                 60464,,,                 28285,                  2067,                 62855,                  3537,                -10698,                -96090,                 -3416,                 -6829,                -20289,,                              0,                 -3778,                -24410,                  9387,                -42154,,                  5277,                   -821,                 11052,                -45439,                -65728,                 -5264,                 -1054,                    206,,                 -8935,                   -280,                -10063,,,                   -220,                  5500,,                              0,                -67906,                 11037,,                    -27,,                              0,,,                 -1204,                  2199,                -50621,,              2101527,             -2324186,,,                              0,                 -8000,,                    -19,                 16261,,,                 -2400,,               -216855,                 -3148,               -280687,                500341,                219654,                219654,,                      8,                    -38,,,,,,,,,,,,,,,
1464,2013年度,,                -33037,                -33037,,,                168094,                  5496,                 -1255,,                 25523,                   -842,                   -132,                -22767,                 19541,                              0,                 44560,                 -2388,                   -685,,,,                -12106,                  2807,                -73397,                 -9153,                  2686,               -193018,                 -6386,                -16491,               -305058,,                              0,                -37859,                 86561,                 17375,                 77954,,                -19728,,                              0,                103543,               -201515,                 33630,                    593,                    841,                  8208,                -24053,                 -5230,                -19641,,                -19991,,,                              0,                              0,               -136736,                  4410,,                   -958,                              0,                 -1916,,,               -116814,,               -271753,,              8413967,             -7843348,                 29993,,                              0,                -32000,                              0,                   -274,                              0,                -43379,,                              0,                              0,                503010,                 36844,                248460,                251881,                500341,                500341,                -21949,                 -3645,                              0,,                235145,                -19191,                  2076,                 -2500,                  2752,                              0,                              0,                              0,                              0,,,,,
1464,2013年01月01日至2013年12月31日,,                -33037,                -33037,,,                168094,                  5496,                 -1255,,                 25523,                   -842,                   -132,                -22767,                 19541,,                 44560,                 -2388,                   -685,,,,                -12106,                  2807,                -73397,                 -9153,                  2686,               -193018,                 -6386,                -16491,               -305058,,                              0,                -37859,                 86561,                 17375,                 77954,,                -19728,,,                103543,               -201515,                 33630,                    593,                    841,                  8208,                -24053,                 -5230,                -19641,,                -19991,,,,,               -136736,                  4410,,                   -958,,,,,,                 -1916,               -271753,,              8413967,             -7843348,                 29993,,                              0,                -32000,                              0,                   -274,                -21949,                -43379,,                              0,,                503010,                 36844,                248460,                251881,                500341,                500341,,                 -3645,,,                235145,                -19191,                  2076,                 -2500,                  2752,,,,,               -116814,                              0,                              0,                              0,                              0
1464,2013年01月01日至2013年09月30日,,                -16639,                -16639,,,                128199,                  4699,                 -4335,,                 18586,                   -711,                   -132,                -16455,                   -132,,                 40867,                  2608,                 -2396,,,,                 11635,                 -9188,                  5979,                  3253,                 -1979,               -239879,                -47525,                -22463,               -300167,,,                -64540,                 60011,                 15628,                 36938,                              0,                -18060,,                   -878,                 24752,               -275415,               -104617,               -121256,                    710,                  8208,                -17841,                 -7553,               -137732,,                -19991,,,                              0,,                -97633,                  1090,                              0,                 -1395,                              0,                              0,,,                 -5116,,               -122716,,              5335663,             -5082980,                 29948,,                              0,                -24000,                     58,                   -368,                              0,                -43379,,                              0,                              0,                173960,                 19760,                -66728,                251881,                185153,                185153,                -40982,,,,                170798,,                 -4347,                 -2271,                  2600,,,,,,,,,
