證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分無形資產損失（利益）,　　　　 處分其他資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他應付款－關係人增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 處分採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 處分子公司,　　 處分待出售非流動資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 處分無形資產,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 償還長期借款,　　 存入保證金減少,　　 應付租賃款減少,　　 取得子公司股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　　 應收票據－關係人（增加）減少,　　 存出保證金減少,　　 舉借長期借款,　　 存入保證金增加,　　 應付租賃款增加
2301,2015年01月01日至2015年06月30日,,              4012827,              4012827,,,              3283014,                280693,                -32100,               -187521,                288940,               -593683,                -13248,               -120609,                 58897,                     26,                              0,                -15542,                 -7701,                 45071,                104333,               -349156,                258532,                179582,              3179528,,,                155370,                 32910,              5533882,                  6957,                381776,                  1592,              1708395,               -313424,              7507458,,                129370,            -11867889,                -15849,                404761,                  2450,               -143487,               -145862,                -13817,            -11650323,             -4142865,               -963337,              3049490,                594908,                 13248,               -281540,             -1322567,              2053539,,                 -2140,                109321,               -166982,                 15432,                              0,                              0,                129505,             -3594803,                304892,                 -9633,               -148345,                 14056,                -40428,                              0,             -3389125,,                              0,             -6532128,               -798753,                   -343,                -45728,                              0,               -148487,             -7525439,               -889512,             -9750537,             66483356,             56732819,             56732819,,,,,
2301,2015年01月01日至2015年03月31日,,              2107308,              2107308,,,              1644412,                145752,                -54029,               -178137,                147196,               -315573,                              0,                -15757,                 17257,                     26,                              0,                -15150,                 -7701,,                 27451,               -151865,               -222725,                141400,              1162557,,,                110983,                 47597,              5943679,                 32215,                303018,                    974,              1048909,                 10530,              7497905,,                  6570,             -8739820,               -258913,             -1104053,                 -1846,               -105251,               -289715,                 -9485,            -10502513,             -3004608,             -1842051,                265257,                320853,                              0,               -142817,               -550233,               -106940,,,                108245,               -228624,                 15432,                              0,,                129505,             -1441193,                319175,,                -29983,,,                  1522,             -1090924,,             -5882937,,,,,                              0,                 -4141,             -6292755,               -291682,             -7782301,             66483356,             58701055,             58701055,                              0,                 34997,               -379617,                   -938,                -25122
2301,2014年01月01日至2014年06月30日,,              4398406,              4398406,,,              3430595,                278671,                  6004,                -51715,                330593,               -708792,                -22170,                 13727,                 22871,                              0,                 -8348,                -42554,                              0,                 31561,                348467,                              0,               -215233,                 75062,              3488739,,,                  6330,               -189759,                134602,                -21989,              1089541,                -20078,             -3549587,               -592911,             -3143851,,                 65531,             -5614782,                -88291,               -844307,                 -3608,                 -9432,                504973,                  7200,             -5982716,             -9126567,             -5637828,             -1239422,                700439,                 22170,               -327972,               -983996,             -1828781,,                              0,                133229,                -56071,                              0,               -788588,               -902385,                              0,             -3585144,                390759,                -24349,               -287603,                  6469,                              0,                 44670,             -5069013,,              2401519,                              0,             -4830475,                 -7412,                -32487,             -1013168,                              0,             -3482023,               -140733,            -10520550,             66056220,             55535670,             55535670,,,,,
2301,2014年01月01日至2014年03月31日,,              1819845,              1819845,,,              1726702,                135731,                  3383,                    570,                161452,               -372345,                   -264,                 46549,                 24414,                    355,                 -8348,                    -60,                              0,,                 33050,                   -209,               -210389,                 57124,              1597715,,,                 -4421,                -67843,              4101424,                -64959,              1306921,                 17958,             -1287383,                611629,              4613311,,                126219,             -7219454,                -31790,               -455088,                 21839,                 -2727,                186518,                 26367,             -7348116,             -2734805,             -1137090,                682755,                350648,                    264,               -157935,               -465148,                410584,,,                     60,                -55340,                              0,               -902385,,                              0,             -1540291,                335319,,               -203298,,,                 20803,             -2384950,,              1412255,,,,,                -18610,                              0,             -2771086,                 87414,             -4658038,             66056220,             61398182,             61398182,                    -15,                -39818,             -4142150,                 -2712,                -19869
