證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 處分持有至到期日金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 取得無形資產,　　 其他非流動資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 發放現金股利,　　 庫藏股票買回成本,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 預付設備款增加,　　 取得持有至到期日金融資產
1527,2013年01月01日至2013年12月31日,,                642275,                642275,,,                128064,                  4709,                  1145,                 97939,               -137944,                  1249,                    535,                 95697,,,                  3840,                -95197,                  1173,                -50042,                  5098,               -628532,               -763660,,                  7013,                 50317,                 34361,                   -296,                -12014,                     11,                 -2794,                 76598,               -687062,               -591365,                 50910,                154221,                -97845,                -33949,                 73337,,               -993562,                447752,                              0,                -15283,                  3540,                              0,                 -6577,                -19115,               -583245,,                935000,                              0,               -305000,                -76645,                              0,                553355,                              0,                 43447,                 83178,                126625,                126625,,
1527,2013年01月01日至2013年09月30日,,                453886,                453886,,,                 98239,                  3747,,                 71613,               -100666,                  1060,                    535,                 74528,,,                 13031,               -214815,                    339,                -25058,                 -3321,               -670362,               -900186,,                 38690,                 63833,                 33184,                   -446,                 12666,                   -166,                 -2221,                145540,               -754646,               -680118,               -226232,                117130,                -73571,                 -9907,               -192580,,               -846481,                447752,                              0,                -11046,                  3084,                              0,                 -3034,,               -425476,,              1010000,                              0,               -185000,                -76645,                              0,                748355,                              0,                130299,                 83178,                213477,                213477,                -15751,
1527,2013年01月01日至2013年06月30日,,                425193,                425193,,,                 67733,                  2486,,                 46704,                -65800,                   -643,                              0,                 50480,,,                  5971,               -139705,                   -523,                -19142,                  5510,               -992883,             -1140772,,                 12209,                 56120,                  4565,                   -783,                 39184,                     -1,                 -1523,                109771,             -1031001,               -980521,               -555328,                 93312,                -46578,                 -9383,               -517977,,               -400394,                              0,                              0,                 -7310,                  1386,                              0,                 -2411,,               -418227,,                638000,                              0,               -185000,,                              0,                453000,                              0,               -483204,              1592677,              1109473,              1109473,                 -9498,
1527,2013年01月01日至2013年03月31日,,                238117,                238117,,,                 35275,                  1195,,                 22926,                -32702,                   -146,,                 26548,,,                 17045,                  3600,                    575,                -13684,                    899,               -687119,               -678684,,                -16863,                  7277,                -31811,                   -726,                 19704,                    -13,                   -703,                -23135,               -701819,               -675271,               -437154,                 71537,                -22794,                 -6196,               -394607,,               -400394,,,                 -3392,                    146,                              0,                   -693,,               -408529,,                308000,                              0,                -85000,,                              0,                223000,                              0,               -580136,              1592677,              1012541,              1012541,                 -4196,                              0
1527,2012年01月01日至2012年12月31日,,                 77916,                 77916,,,                150634,                  3627,                              0,                 85012,               -134230,                -11615,                 14612,                108040,,,                -12279,                 14949,                     79,                  9184,                  8011,                481781,                501725,,                -58450,                -38958,                  8740,                 -1161,                 30560,                   -461,                 -2843,                -62573,                439152,                547192,                625108,                 73125,                -83305,                 -6948,                607980,,             -1932547,                  1779,                257338,                -23058,                 54322,                     29,                 -1553,                -18650,             -1662340,,              2146770,                605000,             -1375000,               -280592,                -79716,              1016462,                  3019,                -34879,                118057,                 83178,                 83178,,
1527,2012年01月01日至2012年09月30日,,                 67076,                 67076,,,                113994,                  3235,,                 62029,                -99533,                -11671,                 14612,                 82666,,,                   -520,                -61185,                 -1624,                 30445,                  2227,               -420643,               -451300,,                -71122,                -30380,                -37487,                   -377,                 24891,                     30,                 -2171,               -116616,               -567916,               -485250,               -418174,                 31474,                -60266,                 -2784,               -449750,,               -641811,                  1779,                257338,                -16676,                 54322,                      1,                 -1401,,               -362106,,                916770,                570000,               -260000,               -280592,                -79716,                866462,                     16,                 54622,                118057,                172679,                172679,                -15658,
1527,2012年01月01日至2012年06月30日,,                113949,                113949,,,                 77366,                  2106,,                 40137,                -64490,                      6,                 14612,                 69737,,,                  4937,               -176272,                    938,                 52221,                 -5692,               -623428,               -747296,,                  2591,                -13954,                -37413,                    753,                 33640,                    249,                 -1482,                -15616,               -762912,               -693175,               -579226,                 25944,                -39576,                 -2408,               -595266,,               -448288,                  1779,                257338,                 -8533,                              0,                      1,                   -669,,               -208649,,                626770,                290000,               -210000,,                -70355,                636415,                      1,               -167499,              2182411,              2014912,              2014912,                -10277,
1527,2012年01月01日至2012年03月31日,,                -98649,                -98649,,,                 39545,                  1054,,                 19723,                -31348,                              0,,                 28974,,,                  5440,                -68850,                  2036,                 13022,                -11127,               -202146,               -261625,,                 -9625,                 -7886,                -52377,                  1206,                 -6841,                   -619,                   -752,                -76894,               -338519,               -309545,               -408194,                 14409,                -20875,                 -1464,               -416124,,               -193644,,,                 -5805,                              0,                      1,                    -89,,               -195871,,                200000,                170000,                              0,,                -32459,                337541,                     -7,               -274461,              2182411,              1907950,              1907950,                 -2837,                  6503
