證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 保證責任準備淨變動,　　　　 其他各項負債準備淨變動,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損迴轉利益,　　　　 非金融資產減損迴轉利益,　　　　 處分承受擔保品損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 存放央行及拆借金融同業（增加）減少,　　　　　 透過損益按公允價值衡量之金融資產（增加）減少,　　　　　 應收款項（增加）減少,　　　　　 貼現及放款（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 央行及銀行同業存款增加（減少）,　　　　　 透過損益按公允價值衡量之金融負債增加（減少）,　　　　　 應付款項增加（減少）,　　　　　 存款及匯款增加（減少）,　　　　　 員工福利負債準備增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得無活絡市場之債務工具投資,　　 無活絡市場之債務工具投資到期還本,　　 取得持有至到期日金融資產,　　 處分持有至到期日金融資產,　　 持有至到期日金融資產到期還本,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 取得不動產及設備,　　 處分不動產及設備,　　 取得無形資產,　　 處分承受擔保品,　　 取得投資性不動產,　　 附賣回票券及債券投資增加,　　 長期應收租賃款減少,　　 其他金融資產增加,　　 其他資產增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付商業本票增加,　　 應付商業本票減少,　　 發行金融債券,　　 償還金融債券,　　 舉借長期借款,　　 償還長期借款,　　 附買回票券及債券負債增加,　　 附買回票券及債券負債減少,　　 其他金融負債增加,　　 其他負債增加,　　 其他負債減少,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業,　　 符合國際會計準則第七號現金及約當現金定義之附賣回票券及債券投資,　　　　 金融資產減損損失,　　 其他資產減少,　　 附賣回票券及債券投資減少
2890,2015年01月01日至2015年09月30日,,             10426091,             10426091,,,                521415,                212017,                 60612,              9728687,            -22739842,               -230991,                -15051,                  6531,                 45255,               -148162,               -380017,                -84213,                  7860,                              0,            -13015899,,,             -5021786,            -15148652,             41349466,            -61094795,            -39915767,,             16298702,              4461157,              7776757,             24549944,               -151602,             52934958,             13019191,                  3292,             10429383,             22848524,                229204,             -9920889,             -1935500,             21650722,,         -1517136712,          1511127024,             -1492962,                230000,            -26379570,                              0,              4360312,               -500149,                233985,                187971,                -32027,               -465454,                364039,                -59404,                              0,                -40410,             -1450993,                730685,             -7241977,             -1729743,            -39295385,,              7349141,                              0,                              0,             -2574253,              1210000,             -7200000,             38600000,            -43396013,                              0,             -7534252,              4143084,                              0,               -113241,             -4735460,            -14250994,                255595,            -31640062,            118627846,             86987784,             29748086,             49490404,              7749294,,,
2890,2015年01月01日至2015年06月30日,,              7682681,              7682681,,,                347279,                139976,               -441877,              6532730,            -15221906,               -128275,                -14286,                  1871,                 24142,               -144484,               -323890,,,                              0,             -9259762,,,             -5933044,             -2571684,             26138642,            -27072797,             -9438883,,              3789874,             -8625149,                669686,              6996411,               -134912,              2695910,             -6742973,            -16002735,             -8320054,             15374439,                 89237,             -6713779,             -1396710,               -966867,,           -998050798,          1012475550,               -997782,                230000,            -20819917,,              2789356,               -449381,                318340,                  9177,                              0,               -284573,                355432,                -25388,,                -40410,               -170529,                579379,             -4014497,                              0,             -7750101,,              4909437,                              0,              3391469,,                              0,             -7200000,             24680000,            -27422590,                              0,             -6429736,                331032,                589995,                              0,,             -7150393,               -188078,            -16055439,            118627846,            102572407,             29699627,             61431497,             11441283,                -31042,                345940,
2890,2015年01月01日至2015年03月31日,,              4338809,              4338809,,,                172936,                 69369,               -631378,              3237056,             -7648229,                 -8355,                -19599,                  2693,                 15162,                    277,               -171011,                -51041,,,             -5032120,,,              1969974,             -3790117,             -4489667,             -7146722,            -13456532,,              2572683,             -3196603,             -1888204,              4050959,               -109196,              1429639,            -12026893,            -17059013,            -12720204,              7482549,                  4724,             -3270004,               -176408,             -8679343,,           -504902678,            513737237,               -353282,                230000,             -7334500,,              2239910,                -54544,                 42272,,                              0,               -128473,                  4755,                -11736,,                -40410,                              0,                583078,             -1247575,             -1387164,              1456890,,              8173523,                              0,              4782315,,                              0,             -5000000,             11720000,            -12017008,,             -3919471,              2734080,              2074857,,,              8548296,                -96395,              1229448,            118627846,            119857294,             33837067,             65378426,             20641801,,,                 80000
2890,2014年01月01日至2014年09月30日,,             13683390,             13683390,,,                521742,                190947,              2866351,              9663910,            -23283274,               -468838,                129788,                  5120,                 86203,                -67244,               -480724,               -134722,                -36071,                  6877,            -10999935,,,             -4272920,            -24872106,            -28441817,             15716481,            -41870362,,            -17590103,              7035670,              2115299,                874044,               -117769,             -7682859,            -49553221,            -60553156,            -46869766,             23034039,                466834,             -9399700,             -1433711,            -34202304,,           -283130868,            278831564,             -1951522,                              0,         -1376138064,                 14553,          1410988894,                -71637,                316459,                 33045,               -483189,               -439409,                131522,               -107240,                108694,                              0,                -79802,                710530,             -5665337,             -4764708,             18303485,,                              0,             -4548924,             11613715,                              0,              7076676,             -3600000,             34985000,            -34618134,             16067833,                              0,              9889559,              1266408,                              0,                              0,             38132133,                100557,             22333871,             67453180,             89787051,             19803968,             48573240,             21409843,,,
2890,2014年01月01日至2014年06月30日,,              9168624,              9168624,,,                349631,                125793,              2894977,              6466212,            -15410562,               -132352,                118481,                  4574,                 70730,                    479,               -145815,,,                    411,             -5745737,,,             -2664678,            -24949896,            -24414442,             15684342,            -36344674,,             -8694347,              7531105,              1023339,             26617798,               -110888,             26367007,             -9977667,            -15723404,             -6554780,             15063684,                 79791,             -6190481,               -794640,              1603574,,           -183991791,            190162964,             -1804375,                              0,           -909196860,,            950838541,                -58546,                 92566,                 21795,               -483189,               -301550,                 20600,                -49408,,                              0,                -79802,                 15504,            -21718975,            -10404169,             13063305,,                              0,             -1514645,             11016740,,              4498317,             -3600000,             24460000,            -24346612,              4005296,                              0,              7912162,                              0,               -138609,,             22292649,                -29819,             36929709,             67453180,            104382889,             22536409,             55344269,             26502211,                -88296,                              0,
2890,2014年01月01日至2014年03月31日,,              4291859,              4291859,,,                175385,                 62503,                426533,              3118953,             -7514929,                 -9042,                111968,                   -262,                 56051,                   -900,                -29552,               -123345,,,             -3726637,,,               -625942,            -20206063,            -13276167,              9857354,            -24250818,,              5091842,              9338595,             -2487904,             49494051,               -101446,             61335138,             37084320,             33357683,             37649542,              7445484,                  4632,             -2883700,               -147675,             42068283,,            -99419995,             97918046,             -1502875,                              0,           -461034062,,            485409110,                   -711,                 33570,,               -483189,               -153427,                 27323,                -27363,,                              0,               -224130,                642450,            -28791701,             -7185056,            -14792010,,                              0,               -688250,             10436807,,              1999661,             -3600000,             12765000,            -13917964,,               -451254,              3533830,              4564167,,,             14641997,                127524,             42045794,             67453180,            109498974,             42037081,             57663348,              9798545,,,                              0
