年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),共同控制下前手權益,少數股權,股東權益總計,預收股款(股東權益項下)之約當發行股數(單位:股),母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值
99/02,1101,台泥,     58415108,     11775566,    140405174,     13557105,      7111571,    231264524,     57452958,     63345176,      5248470,      2854552,    128901156,     32921759,      9420831,     14025161,     19072707,              0,              0,     26922910,    102363368,              0.00,              0.00,             22.92
99/02,1102,亞泥,     42445233,     52393997,     63438894,      3879176,      7380953,    169538253,     34768987,     48505139,      1466299,      1535239,     86275664,     30753075,      8253707,     19768954,     11507652,              0,              0,     12979201,     83262589,              0.00,              0.00,             23.54
99/02,1103,嘉泥,      9687795,      5541284,     10984315,        551057,        637009,     27401460,      2839413,      6679803,      1291202,        557290,     11367708,      7322354,        413547,      6401132,       -188010,              0,              0,      2084729,     16033752,              0.00,    139303165.00,             24.11
99/02,1104,環球水泥,      7202397,      6625644,      3527728,         36764,      2419688,     19812221,      3809251,      1900000,      1179798,        275660,      7164709,      6038919,        159623,      2466311,      3775361,              0,              0,        207298,     12647512,              0.00,              0.00,             20.60
99/02,1108,幸福水泥,      5157734,        248140,      3184435,          1240,        604478,      9196027,      3331709,      1178000,              0,        485924,      4995633,      4047380,         27412,        129796,        -11596,              0,              0,          7402,      4200394,              0.00,              0.00,             10.36
99/02,1109,信大水泥,      3109524,        906563,      3285738,         77124,        223943,      7602892,        430550,              0,              0,        377262,        807812,      4210008,         42598,      1711364,          4839,              0,              0,        826271,      6795080,              0.00,              0.00,             14.18
99/02,1110,東泥,      1636254,      2297965,      4710704,              0,        880662,      9525585,        576254,              0,        242930,        512757,      1331941,      5720008,        183307,      1560540,        726433,              0,              0,          3356,      8193644,              0.00,        303932.00,             14.33
99/02,1201,味全公司,      6794469,         99507,      7562223,        227273,      1370023,     16053495,      6738776,      1147479,        748907,      1697851,     10333013,      5060629,         75295,        862714,       -426767,              0,              0,        148611,      5720482,              0.00,              0.00,             11.01
99/02,1203,味王公司,      2869239,        323418,      4102679,         30183,        761097,      8086616,      1475984,        200646,        879845,        543846,      3100321,      2400000,         36154,        489545,      1221253,              0,              0,        839343,      4986295,              0.00,      2100000.00,             19.06
99/02,1210,大成長城,     14973530,      1630983,      8684435,        741108,        719785,     26749841,     10591942,      1437333,         20754,        350485,     12400514,      4946679,      1787356,      2137162,        633079,              0,              0,      4845051,     14349327,              0.00,     35181556.00,             21.80
99/02,1213,大飲,        331800,         30196,        254026,              0,        100214,        716236,        133055,              0,              0,          4649,        137704,        514751,         21938,         44088,         -2245,              0,              0,              0,        578532,              0.00,              0.00,             11.24
99/02,1215,卜蜂企業,      3520365,      1278654,      1310213,         33461,        105866,      6248559,      2123113,              0,              0,        338510,      2461623,      2320268,            967,        367559,        991738,              0,              0,        106404,      3786936,              0.00,              0.00,             15.86
99/02,1216,統一,    117637860,     43530452,    104632596,      5787587,     20491471,    292079966,    103926979,     70100063,      1923522,      8427407,    184377971,     42871402,      6134236,     14411835,      3004085,              0,              0,     41280437,    107701995,              0.00,              0.00,             17.04
99/02,1217,愛之味,      2488808,      2481349,      3438557,         68231,      1139132,      9616077,      1643789,      2612761,         79974,        244354,      4580878,      4476893,         86884,        -73142,        157659,              0,              0,        386905,      5035199,              0.00,              0.00,             10.38
99/02,1218,泰山企業,      3337276,      1953359,      2523892,         17592,        250083,      8082202,      1864624,      2125608,        229042,        212424,      4431698,      3330531,         45411,         97438,        145154,              0,              0,         31970,      3650504,              0.00,     12208428.00,             11.75
99/02,1219,福壽實業,      3159283,        256092,      2094111,         28873,         95205,      5633564,        763401,        458926,        505262,        280522,      2008111,      2839088,        215710,        221025,        334334,              0,              0,         15296,      3625453,              0.00,              0.00,             13.16
99/02,1220,台榮,      1902621,        100989,        573495,         14163,        151256,      2742524,        943140,          1913,          5813,        110708,      1061574,      1770779,            537,       -263140,         25202,              0,              0,        147572,      1680950,              0.00,              0.00,              8.66
99/02,1225,福懋油,      2904808,        233353,      2794160,         99493,        214117,      6245931,      1519983,      2037013,        100296,         97719,      3755011,      1749049,        152783,         71648,        197524,              0,              0,        319916,      2490920,              0.00,              0.00,             12.83
99/02,1227,佳格,      6531378,        384894,      2155699,         19534,        556228,      9647733,      3055454,         53356,         33685,         31587,      3174082,      3709015,         29242,      2409382,        186120,              0,              0,        139892,      6473651,              0.00,      2350654.00,             19.78
99/02,1229,聯華實業,      3617968,     17100618,      5316068,        112467,        140337,     26287458,      2991890,      3778025,         93688,        248716,      7112319,      8145492,      1053960,      4825512,      4597775,              0,              0,        552400,     19175139,         70000.00,         91000.00,             22.87
99/02,1231,聯華食品,      1946932,          7011,        709642,         41713,        472340,      3177638,      1023313,        249673,              0,        120503,      1393489,      1154190,         73042,        549679,         -8266,              0,              0,         15504,      1784149,              0.00,              0.00,             15.32
99/02,1232,大統益,      2836048,         18795,      1027420,          1403,         12804,      3896470,      1247325,              0,              0,         25384,      1272709,      1599749,         23784,      1045872,        -68790,              0,              0,         23146,      2623761,              0.00,              0.00,             16.26
99/02,1233,天仁,        823677,          3860,        808657,          4115,         94011,      1734320,        443603,            224,              0,          8250,        452077,        905919,         60605,        304762,           -128,              0,              0,         11085,      1282243,              0.00,              0.00,             14.03
99/02,1234,黑松,      2954759,      6924744,      2898629,         11056,        537947,     13327135,      1438031,              0,      1915676,        518908,      3872615,      5358281,        184601,      1859581,      2052057,              0,              0,              0,      9454520,              0.00,              0.00,             17.64
99/02,1235,興泰,        804809,        177386,        139197,              0,        132221,      1253613,        360133,              0,         36662,         24085,        420880,        545328,         27674,         87366,        163192,              0,              0,          9173,        832733,              0.00,      2009248.00,             16.17
99/02,1236,宏亞食品,        547608,         21398,      1167473,          9893,         91401,      1837773,        386258,              0,              0,        211350,        597608,        920497,         33396,        281174,          5098,              0,              0,              0,      1240165,              0.00,              0.00,             14.55
99/02,1301,台塑,    119685425,    121213383,     91314883,      2189823,      6756305,    341159819,     65160549,     52539940,              0,      7276449,    124976938,     61209046,     12813953,     99614031,     42545851,              0,              0,              0,    216182881,              0.00,              0.00,             35.32
99/02,1303,南亞塑膠,    195618474,    100717375,    155052885,      1866909,      5002070,    458257713,     84915732,     86474507,              0,     17961942,    189352181,     78522986,     27439974,    115260536,     35445397,              0,              0,     12236639,    268905532,              0.00,        183235.00,             32.69
99/02,1304,台聚,     30958598,      3175439,     13120447,        920355,      2313062,     50487901,     16348361,      5656339,        800992,      3131990,     25937682,      8639716,        215499,      3460253,        426130,              0,              0,     11808621,     24550219,              0.00,     46323928.00,             17.57
99/02,1305,華夏,      5698906,        234124,      3992253,         78638,        842162,     10846083,      3386051,        631954,        592084,      1295502,      5905591,      4248035,          9280,         82466,        481854,              0,              0,        118857,      4940492,              0.00,              0.00,             11.35
99/02,1307,三芳化工,      5124790,        124187,      3539970,        155782,        165688,      9110417,      2864895,        748400,         37782,        302731,      3953808,      3119649,        137866,      1872700,         26394,              0,              0,              0,      5156609,              0.00,              0.00,             17.36
99/02,1308,亞聚,      3816498,      2777445,        647407,         10272,        546593,      7798215,        794654,              0,         21469,        301339,      1117462,      3131179,         31850,      2390157,      1127567,              0,              0,              0,      6680753,              0.00,              0.00,             25.60
99/02,1309,台達化工,      7181243,        620261,      1832962,         55803,        369831,     10060100,      3636957,      2348053,        143860,        541189,      6670059,      2786155,          4593,        259525,        339768,              0,              0,              0,      3390041,              0.00,              0.00,             12.17
99/02,1310,台苯,      6921269,      2180927,      2161978,        136618,        418291,     11819083,      5179609,        231361,         10420,         31174,      5452564,      5803403,        691409,       -454071,       -388713,              0,              0,        714491,      6366519,              0.00,        265425.00,              9.74
99/02,1312,國喬石化,      9565054,      3205017,     10285700,        870221,        767811,     24693803,      8325267,      1200000,      1062196,        523572,     11111035,      9266203,        173021,        811773,      1707826,              0,              0,      1623945,     13582768,              0.00,     12424473.00,             13.08
99/02,1313,聯成,     20539149,      3823234,      7968124,        497177,        247281,     33074965,     12427347,      3524924,         99828,        324915,     16377014,     10293737,      1010673,      4742623,        590705,              0,              0,         60213,     16697951,        740500.00,     11787000.00,             16.68
99/02,1314,中石化,     12096012,      7614438,     17196397,        130149,      8229150,     45266146,      4985592,     11407298,      3871792,        181749,     20446431,     17949630,        320140,      2253390,      4276278,              0,              0,         20277,     24819715,              0.00,              0.00,             13.82
99/02,1315,達新工業,      3919003,        371117,      1520871,         14945,      2132176,      7958112,      1545291,         20564,        710324,        284713,      2560892,      2200000,         22067,        772437,      2368573,              0,              0,         34143,      5397220,              0.00,      7930000.00,             25.29
99/02,1316,上曜,        475502,        167252,        302367,         41605,         23681,      1010407,         75177,              0,              0,         10737,         85914,        651661,        122111,        -34161,         48243,              0,              0,        136639,        924493,              0.00,              0.00,             12.09
99/02,1319,東陽,      9915116,      1789340,     15656380,        381894,        941286,     28684016,      9280496,      4373624,              0,        629616,     14283736,      4650495,      1313137,      4165724,        168612,              0,              0,      4102312,     14400280,              0.00,     14923671.00,             22.88
99/02,1321,大洋,      1797405,        649438,      1358219,         65038,        664835,      4534935,      1295803,        150000,              0,        420902,      1866705,      2272283,        101383,        226563,         68001,              0,              0,              0,      2668230,              0.00,      6542716.00,             12.09
99/02,1323,永裕,      1316879,              0,      1320081,         50580,         15197,      2702737,        993326,        365269,          8767,         92342,      1459704,        827887,         53231,        215814,         59851,              0,              0,         86250,      1243033,              0.00,        337835.00,             14.73
99/02,1324,地球工業,        829982,              0,        468005,              0,         17786,      1315773,        307758,              0,              0,         36817,        344575,        751219,              0,        177439,         42540,              0,              0,              0,        971198,              0.00,              0.00,             12.93
99/02,1325,恒大,      1036128,         75866,        724161,            546,         93460,      1930161,        201412,              0,         44912,         42613,        288937,        945379,          3158,        508757,         74305,              0,              0,        109625,      1641224,              0.00,              0.00,             16.69
99/02,1326,台化,    168789464,    117840113,    166492351,      1093085,     11763502,    465978515,    113192123,     76875483,              0,      7252223,    197319829,     56904721,      9792310,    104620581,     51926017,              0,              0,     45415057,    268658686,              0.00,     17036314.00,             39.35
99/02,1338,F-廣華,      2235856,        194564,        857677,         73308,        112855,      3474260,        876761,         40211,              0,              0,        916972,        630000,      1536618,        283870,         79520,              0,              0,         27280,      2557288,              0.00,              0.00,             40.16
99/02,1402,遠東新,     94188590,     53351375,    113393610,     19235771,      7094279,    287263625,     90911734,     48792880,      6310976,      4184621,    150200211,     47545799,     10234259,     19696823,     13011641,              0,              0,     46574892,    137063414,              0.00,              0.00,             19.41
99/02,1410,南染,        512828,         72448,        921897,              0,         31260,      1538433,        144900,              0,        145501,         51121,        341522,        900000,         21784,        -43020,        275672,              0,              0,         42475,      1196911,              0.00,              0.00,             12.83
99/02,1413,宏洲纖維,      1249014,         15582,      1481005,              0,         99858,      2845459,      1038765,              0,        145598,        297205,      1481568,      1701874,            541,       -798107,        419471,              0,              0,         40112,      1363891,              0.00,      2097951.00,              7.88
99/02,1416,廣豐,      4884208,      1598101,      1090568,          4184,        108941,      7686002,        984476,        974460,        505238,         61502,      2525676,      5497834,      1002024,     -1535527,        196080,              0,              0,            -85,      5160326,              0.00,     40294273.00,             10.13
99/02,1417,嘉裕,      2629619,      1256728,        972394,         22661,        604376,      5485778,      1039588,              0,        103078,        102964,      1245630,      3798837,         19571,        -66683,        488423,              0,              0,              0,      4240148,              0.00,              0.00,             11.16
99/02,1418,東華,        440515,        136191,      1480233,         10648,        147248,      2214835,        517219,         54400,        297488,        103676,        972783,      1319276,          1612,       -141115,         62108,              0,              0,            171,      1242052,              0.00,     10933000.00,             10.26
99/02,1419,新紡,      1120504,      3050625,      4933882,              0,         45905,      9150916,      2368031,              0,        763884,         89433,      3221348,      3000413,            595,        658484,      2270076,              0,              0,              0,      5929568,              0.00,        803829.00,             19.82
99/02,1432,大魯閣,        740961,        164633,        518557,          4289,        540499,      1968939,        603563,        389531,        126634,          1712,      1121440,        885642,         27315,       -292466,        141661,              0,              0,         85347,        847499,              0.00,      3734716.00,              8.98
99/02,1434,福懋興業,     18344237,     34118920,     23392511,        483632,      2112283,     78451583,     14135916,     11216025,              0,      1351354,     26703295,     16846646,        698507,      8365083,     22784652,              0,              0,      3053400,     51748288,              0.00,      3043228.00,             28.96
99/02,1435,中福國際,        335671,        288065,        563155,              0,         11226,      1198117,          2865,              0,        161746,          5531,        170142,      1397801,          1302,       -390562,         19451,              0,              0,            -17,      1027975,              0.00,     14424000.00,              8.20
99/02,1436,華友聯,      2537512,        168800,         30115,          3037,        635812,      3375276,          4607,              0,              0,         28853,         33460,      3300000,        200058,        -31223,       -127019,              0,              0,              0,      3341816,              0.00,     13718014.00,             10.57
99/02,1437,勤益投控,      1551615,        187003,      1994209,         15507,      3058112,      6806446,        968985,      1649550,        371810,        213058,      3203403,      2039649,        318310,         46688,      1134429,              0,              0,         63967,      3603043,              0.00,              0.00,             17.35
99/02,1440,南紡,      8320559,      4780681,     13456007,         23222,      4444318,     31024787,      3482557,          4642,      3361080,      1442762,      8291041,     15233945,         75446,      4198966,      3162648,              0,              0,         62741,     22733746,              0.00,              0.00,             15.18
99/02,1441,大東紡織,        797562,        411787,        707151,         20973,         49066,      1986539,        833452,        269913,        161013,        163841,      1428219,        808000,          6622,       -376182,        119873,              0,              0,              7,        558320,              0.00,              0.00,              6.91
99/02,1442,名軒,      3473392,        757583,        103111,              0,        173316,      4507402,      2079380,         38284,              0,            580,      2118244,      1728084,         57031,        597991,           -189,              0,              0,          6241,      2389158,              0.00,              0.00,             13.79
99/02,1443,立益紡織,      2248981,        140056,      3039471,         71203,         80822,      5580533,      3467443,              0,        227040,         63126,      3757609,      2937729,        247176,     -1667122,        170972,              0,              0,        134169,      1822924,              0.00,      3499257.00,              5.82
99/02,1444,力麗,      6012475,      3932227,      3327240,         20274,        787178,     14079394,      4333238,        408000,          5132,        205160,      4951530,      7833294,         64715,      1032226,       -211318,              0,              0,        408947,      9127864,              0.00,     40530303.00,             11.99
99/02,1445,大宇紡織,      1076925,        184402,        898919,          2119,          6492,      2168857,        206128,              0,         98272,         80585,        384985,      1386670,        172064,         35983,        189155,              0,              0,              0,      1783872,              0.00,              0.00,             12.86
99/02,1446,宏和,        646941,        264842,        957208,              0,      1007173,      2876164,        615060,        319286,              0,         15031,        949377,      1386215,        297239,        168492,         74841,              0,              0,              0,      1926787,              0.00,              0.00,             13.90
99/02,1447,力鵬,      6192583,      2634850,      5249002,         42947,        261884,     14381266,      4492650,      1484375,              0,        176614,      6153639,      6528665,      1270360,      1233620,     -1073382,              0,              0,        268364,      8227627,              0.00,    102150490.00,             14.45
99/02,1449,佳和實業,      3036204,        350116,      2768389,         32871,        373508,      6561088,      2712778,      1671427,        523834,        518531,      5426570,      1871941,        435584,       -810893,       -798970,              0,              0,        436856,      1134518,              0.00,     47780624.00,              5.00
99/02,1451,年興紡織,      7257834,      2637226,      5715610,         17038,        219675,     15847383,      3318311,        215973,              0,        342888,      3877172,      5906431,        384870,      5071636,        590471,              0,              0,         16803,     11970211,              0.00,              0.00,             20.24
99/02,1453,大將,        399912,         60855,        414031,              0,         73232,        948030,        368535,              0,         54850,            270,        423655,        409000,              0,         51898,         45655,              0,              0,         17822,        524375,              0.00,         98869.00,             12.42
99/02,1454,台富,      1058435,        259961,        875530,          2947,         21262,      2218135,        487004,        151600,              0,         81386,        719990,      1336284,        108722,        -12214,         65351,              0,              0,              2,      1498145,              0.00,     10301194.00,             12.15
99/02,1456,怡華,      1257533,        122251,      1550762,              0,         31956,      2962502,      1622848,        355245,        190722,        283298,      2452113,      1675000,         18386,       -373758,       -853956,              0,              0,         44717,        510389,              0.00,      4208935.00,              2.85
99/02,1457,宜進,      1809722,        641036,      1775310,         38661,      1455878,      5720607,      1615540,        943693,          3944,         49293,      2612470,      2251510,        465613,        -22784,          8197,              0,              0,        405601,      3108137,              0.00,     34538132.00,             14.18
99/02,1459,聯發紡織,      2730580,        903711,      3962181,        100882,        232222,      7929576,      2384701,      1899207,              0,         41815,      4325723,      3410638,        265387,        374696,       -578621,              0,              0,        131753,      3603853,              0.00,     43547875.00,             12.07
99/02,1460,宏遠,      4258739,         81772,      3611098,            500,        214564,      8166673,      3803252,        400770,        165409,        218518,      4587949,      4711891,        119663,     -1296385,         43536,              0,              0,             19,      3578724,              0.00,     33706585.00,              8.18
99/02,1463,強盛染整,      1224195,         77036,        674856,          8824,        181236,      2166147,        135942,              0,         67994,         52898,        256834,      1884108,        157475,       -109265,       -112727,              0,              0,         89722,      1909313,              0.00,     26589911.00,             11.24
99/02,1464,得力實業,      2389768,         51525,      1985629,        186418,        244700,      4858040,      1668206,        162500,              0,        154054,      1984760,      1568490,         96329,         10849,        122127,              0,              0,      1075485,      2873280,              0.00,              0.00,             11.46
99/02,1465,偉全實業,      1935047,         14390,      1075018,         84175,         26095,      3134725,        940719,          9719,              0,         62767,      1013205,        863394,        353488,        324074,         49769,              0,              0,        530795,      2121520,              0.00,              0.00,             18.42
99/02,1466,聚隆,      1074069,              0,        894907,              0,        159812,      2128788,      1064425,        318376,              0,         29086,      1411887,        715978,              0,        -75732,         76655,              0,              0,              0,        716901,              0.00,         87958.00,             10.03
99/02,1467,南緯實業,      3460914,        156815,      1440479,        390254,        276557,      5725019,      2607552,      1049398,         68902,         76003,      3801855,      1649115,         63250,        125807,        -99147,              0,              0,        184139,      1923164,              0.00,              0.00,             10.55
99/02,1468,昶和纖維,      1284056,         29985,      1311289,         54892,        507664,      3187886,      1182442,        323880,         59542,          7951,      1573815,      1604053,         43757,       -442937,        258092,              0,              0,        151106,      1614071,              0.00,              0.00,              9.12
99/02,1469,理隆纖維,        707417,         50189,      1289683,            709,         24797,      2072795,        568191,              0,              0,          9384,        577575,      1246000,        455920,       -196549,        -10169,              0,              0,             18,      1495220,              0.00,              0.00,             12.00
99/02,1471,首利,      3120562,        138436,      1740537,              0,        100150,      5099685,      2392369,              0,              0,          3518,      2395887,      1815436,        762966,         50389,         75007,              0,              0,              0,      2703798,         55000.00,      1600000.00,             15.44
99/02,1472,三洋紡,        517530,              0,      1091942,            895,         50139,      1660506,        834331,        121451,         37616,         20086,      1013484,        875000,              0,       -323173,         81204,              0,              0,         13991,        647022,              0.00,      5348830.00,              7.71
